baseline,,bm3-a82f-f87v-heme-60-post-lipidex-20in1000,,
547.9821777,-0.0001540459634,547.9821777,0.03124099039,
547.0076294,8.708913083E-005,547.0076294,0.03191991523,
545.9954224,0.0001062231167,545.9954224,0.03224028647,
544.9828491,1.309849722E-005,544.9828491,0.03233779594,
544.0076294,9.920635785E-005,544.0076294,0.03276629746,
542.9946289,-0.0001067923731,542.9946289,0.03295570984,
541.9813843,7.807910151E-005,541.9813843,0.03326664492,
541.0054321,6.371003838E-005,541.0054321,0.03342051804,
539.9917603,-0.0001633615029,539.9917603,0.03333735839,
539.0153809,0.0001128774893,539.0153809,0.0334793739,
538.0012207,0.0001255651005,538.0012207,0.03383296356,
536.9867554,-0.0002332217118,536.9867554,0.03416309506,
536.0097046,0.0001693013473,536.0097046,0.03398631141,
534.9949341,-8.272367268E-005,534.9949341,0.03385968879,
534.017395,0.0002561395231,534.017395,0.03434765711,
533.0020752,-0.0001757819118,533.0020752,0.03407657146,
531.9865112,-0.0001694164966,531.9865112,0.03366280347,
531.0083618,-3.390929487E-005,531.0083618,0.03357226774,
529.9923096,-6.087953079E-005,529.9923096,0.03350252286,
529.0136719,-4.348624861E-005,529.0136719,0.03397998586,
527.9972534,-9.638864867E-005,527.9972534,0.0332724303,
527.0181274,-6.797123206E-005,527.0181274,0.03282994777,
526.0012207,6.078450679E-005,526.0012207,0.03301126137,
524.9840088,0.0002050911717,524.9840088,0.03271767125,
524.0043945,-6.30018767E-005,524.0043945,0.03207637742,
522.9866943,0.0001313393732,522.9866943,0.03209864721,
522.0065918,-6.020658839E-005,522.0065918,0.03156528622,
520.9885254,-0.0001151255274,520.9885254,0.03160287067,
520.0079346,0.000215139793,520.0079346,0.03132394701,
518.9894409,-0.0002876014041,518.9894409,0.03052183054,
518.0084229,-0.0003791674098,518.0084229,0.03073074296,
516.9894409,0.0002407544525,516.9894409,0.03077472746,
516.0079346,-0.0003259890655,516.0079346,0.02983119525,
514.9885864,-6.067247159E-005,514.9885864,0.02954490297,
514.0067139,0.0002696342708,514.0067139,0.02942308597,
512.9868774,0.0003536427394,512.9868774,0.02947004139,
512.0045776,-0.000210712431,512.0045776,0.02871475369,
510.9842529,-1.698086271E-005,510.9842529,0.02893602476,
510.0015564,-0.0002784437384,510.0015564,0.02813614719,
509.0186157,-0.0001729356009,509.0186157,0.02846907638,
507.9976807,8.346437971E-005,507.9976807,0.02834792249,
507.0143433,-0.0002563507296,507.0143433,0.02803772502,
505.9929199,-0.0003923058102,505.9929199,0.02772454917,
505.0091553,-5.016410796E-005,505.0091553,0.02755450271,
503.9873352,-0.0001102084716,503.9873352,0.02783962525,
503.0031433,-0.000265508861,503.0031433,0.0283775162,
502.0187378,0.0003691095044,502.0187378,0.02782869525,
500.9962463,-0.0001167300288,500.9962463,0.02770633809,
500.0114136,0.000250881596,500.0114136,0.02753092162,
498.9885254,-0.0001480942592,498.9885254,0.02746197768,
498.0032654,0.000168679835,498.0032654,0.0277493,
497.0178833,0.0003701458336,497.0178833,0.02750301175,
495.9942932,0.0003376324603,495.9942932,0.0272514876,
495.0084534,0.0002919106046,495.0084534,0.02742811479,
493.9845276,-0.0001455065358,493.9845276,0.02717396244,
492.9981995,0.0001979692315,492.9981995,0.02735077776,
492.0117798,-0.0002660262689,492.0117798,0.02738656476,
490.9871521,-1.33569547E-005,490.9871521,0.02734253556,
490.0003052,0.0003523991909,490.0003052,0.02750370093,
489.0132446,1.351268565E-005,489.0132446,0.02723922208,
487.9879761,8.878977496E-006,487.9879761,0.02736357041,
487.0005493,0.0001102882306,487.0005493,0.02761372551,
486.0128784,0.0002924804867,486.0128784,0.02734926157,
484.9869385,-7.542515959E-005,484.9869385,0.02740073577,
483.9988708,-0.0001278578566,483.9988708,0.02787180617,
483.0106201,-0.0001265639439,483.0106201,0.02766652592,
481.9841003,-0.0002007769217,481.9841003,0.02776602283,
480.9954529,-0.0001501126681,480.9954529,0.02804145217,
480.0066223,9.356196824E-005,480.0066223,0.02799012326,
479.0174866,-0.0003326625738,479.0174866,0.02852753922,
477.9902649,5.01440154E-005,477.9902649,0.02865610085,
477.0007324,0.000135974391,477.0007324,0.02891436033,
476.0110779,0.0001384602219,476.0110779,0.02909628861,
474.9832153,-0.0001826129883,474.9832153,0.02938392013,
473.993103,5.987837358E-005,473.993103,0.02994738519,
473.0028687,-9.700977535E-005,473.0028687,0.03026608191,
472.0124207,9.886976477E-005,472.0124207,0.03069137596,
470.9836426,0.0001582179684,470.9836426,0.03143800423,
469.9928284,-0.000242639042,469.9928284,0.03116141446,
469.0018005,-0.0001205601075,469.0018005,0.03174356744,
468.0105591,-0.0001401757763,468.0105591,0.03224276751,
466.9811096,1.669677113E-005,466.9811096,0.03307142481,
465.989502,-0.0002677854209,465.989502,0.03350585327,
464.9976501,0.0001031419451,464.9976501,0.03463993594,
464.0056763,0.0002790368162,464.0056763,0.03534641117,
463.0135498,-0.0001602563425,463.0135498,0.03605153412,
461.9829712,-9.794146172E-005,461.9829712,0.0369749777,
460.990448,5.487860108E-006,460.990448,0.03776731715,
459.9977112,2.565375144E-005,459.9977112,0.03901578113,
459.0047607,0.0002620450396,459.0047607,0.04010834917,
458.0116272,-9.333476919E-005,458.0116272,0.04099167883,
457.0183105,0.0002488872269,457.0183105,0.04247357324,
455.9866028,0.0001618951355,455.9866028,0.043636702,
454.9929199,-6.196658796E-005,454.9929199,0.04496223852,
453.999054,0.0002422566758,453.999054,0.04650152475,
453.0049438,-0.0001813709823,453.0049438,0.04762960598,
452.0107422,-0.0002659227757,452.0107422,0.04965524748,
451.0163269,8.103063738E-005,451.0163269,0.05151579157,
449.983429,-4.902525689E-005,449.983429,0.05365679786,
448.9886475,2.107168984E-005,448.9886475,0.05552794784,
447.9936523,-0.0001401757763,447.9936523,0.05812962353,
446.9985046,0.0002287627722,446.9985046,0.06058954075,
446.0031128,-0.0001289965003,446.0031128,0.06326723099,
445.0075989,-3.996609667E-005,445.0075989,0.06575159729,
444.0118408,-9.229955322E-005,444.0118408,0.06914081424,
443.0159912,-0.0002945859451,443.0159912,0.07259046286,
441.9815979,-0.0001613431523,441.9815979,0.07644583285,
440.985321,0.0001199462567,440.985321,0.08108197153,
439.9888916,-0.0001175063953,439.9888916,0.08592323959,
438.9923096,-7.470048149E-005,438.9923096,0.09143330157,
437.9954529,-0.0001782142062,437.9954529,0.09707415104,
436.9984741,8.82720451E-006,436.9984741,0.1031978726,
436.0013733,-3.991432823E-005,436.0013733,0.110654287,
435.0039673,-3.489288429E-005,435.0039673,0.1183117703,
434.0064697,-1.402996804E-005,434.0064697,0.1257015616,
433.008728,-0.0001507337147,433.008728,0.1352141351,
432.0108948,0.0003580728662,432.0108948,0.1445542872,
431.0128784,-1.211446397E-005,431.0128784,0.1554843783,
430.0146484,0.0001618692331,430.0146484,0.1650848389,
429.0162354,-0.0001116577114,429.0162354,0.1753012538,
428.0177002,5.726353629E-005,428.0177002,0.1872457862,
427.0189209,-8.567410259E-005,427.0189209,0.1973491609,
425.9815979,-6.590067642E-005,425.9815979,0.2078391314,
424.9824829,-0.0001131587123,424.9824829,0.2185422033,
423.9832458,-0.0001244936575,423.9832458,0.2269151956,
422.9837952,-0.0001578757074,422.9837952,0.2358124852,
421.9841614,-0.0002305310045,421.9841614,0.242526114,
420.984375,0.0002794253523,420.984375,0.2488067299,
419.984436,5.15679094E-005,419.984436,0.2531111836,
418.9842834,0.0002960810671,418.9842834,0.2559737563,
417.9839783,-2.567812226E-005,417.9839783,0.2571268082,
416.9835205,0.0001108578654,416.9835205,0.2571856678,
415.9828491,0.0001380977046,415.9828491,0.2553247809,
414.9820557,0.0001214480581,414.9820557,0.2521087527,
413.9810181,4.52510285E-005,413.9810181,0.2487642616,
413.0184021,6.885722087E-006,413.0184021,0.2438689023,
412.0171204,0.0003690058948,412.0171204,0.2389069051,
411.015625,-0.0001698305132,411.015625,0.2334308922,
410.0139771,-0.0002182156604,410.0139771,0.2283571512,
409.0121765,-0.000371822156,409.0121765,0.2224082351,
408.0101318,0.0003421660513,408.0101318,0.216919601,
407.0079956,-0.0003164700465,407.0079956,0.2125002742,
406.0057068,8.167790656E-005,406.0057068,0.2068383843,
405.0032349,-5.684186544E-005,405.0032349,0.2028762102,
404.0005493,8.38527485E-005,404.0005493,0.1986946762,
402.9977417,-0.0001971027959,402.9977417,0.1942455769,
401.9947815,5.053235145E-005,401.9947815,0.1905627251,
400.9916077,0.0001476527686,400.9916077,0.1869226992,
399.9883118,-0.0001378467859,399.9883118,0.1838328689,
398.9848328,8.4344676E-005,398.9848328,0.1811882555,
397.9812317,0.0004680892744,397.9812317,0.1788240224,
397.0160522,0.0002626148635,397.0160522,0.1754454225,
396.012085,5.537361722E-005,396.012085,0.1717403531,
395.0079956,0.0002661893086,395.0079956,0.1696240604,
394.0037231,0.000128206244,394.0037231,0.1674431264,
392.9992981,5.16455766E-005,392.9992981,0.1639967561,
391.9946899,0.0001535309275,391.9946899,0.1611792296,
390.9899292,-1.470298139E-005,390.9899292,0.1586365402,
389.9850159,-2.464274257E-005,389.9850159,0.1554882675,
389.0185852,0.000116709627,389.0185852,0.1526469588,
388.0133667,0.000309499359,388.0133667,0.1496079266,
387.0079956,-7.583926345E-005,387.0079956,0.1462613791,
386.0024414,-0.0001814227435,386.0024414,0.1428794861,
384.9967651,-0.0004300118308,384.9967651,0.1401468366,
383.9909058,-0.0006079463055,383.9909058,0.1371691674,
382.9848938,0.0002598952269,382.9848938,0.1348897219,
382.017395,-0.0001471626747,382.017395,0.1319330633,
381.0110779,-0.0003063817567,381.0110779,0.1298270524,
380.0045776,0.0004935633624,380.0045776,0.1282547265,
378.9979858,0.0003639797796,378.9979858,0.1259141117,
377.9912109,-0.0004080817162,377.9912109,0.124216117,
376.9842834,-0.0003501477186,376.9842834,0.1231567487,
376.0158997,0.0001241927384,376.0158997,0.1214834526,
375.008667,0.0002136117691,375.008667,0.1208330542,
374.0012817,-0.0006192166475,374.0012817,0.1190099493,
372.9937439,8.108242037E-005,372.9937439,0.1180782393,
371.9860535,-0.0001003224243,371.9860535,0.1177950948,
371.0169373,1.63602399E-005,371.0169373,0.11743512,
370.0089722,0.001045704936,370.0089722,0.1172266379,
369.0007935,0.0006238077767,369.0007935,0.1165491268,
367.9925232,0.0004858406319,367.9925232,0.1162764877,
366.9840393,0.0006779128453,366.9840393,0.1157143414,
366.0142517,0.000157208051,366.0142517,0.115149349,
365.0055542,7.018253382E-005,365.0055542,0.1144958213,
363.9966431,4.996020834E-006,363.9966431,0.1138803512,
362.9876099,0.0003989306279,362.9876099,0.1128825545,
362.0172424,-0.0003063817567,362.0172424,0.113066256,
361.0079041,-1.511714254E-005,361.0079041,0.111864239,
359.9984436,0.0003569847613,359.9984436,0.11157538,
358.9888,0.000182534437,358.9888,0.1098157465,
358.0178833,5.998193228E-005,358.0178833,0.1095785126,
357.0079651,-0.0003452850797,357.0079651,0.1078946963,
355.9979248,-0.0001286342158,355.9979248,0.1067804024,
354.9877319,-0.0003271271707,354.9877319,0.1049998626,
354.0162048,0.0002175483824,354.0162048,0.1037593186,
353.0057678,-0.0001786282082,353.0057678,0.1020249501,
351.9951172,0.0003301974793,351.9951172,0.1005985513,
350.984375,0.0003101210459,350.984375,0.0991801396,
350.0123291,-0.00100120157,350.0123291,0.09663046151,
349.0012512,-0.000400633493,349.0012512,0.0954362303,
347.9900513,0.0003168562544,347.9900513,0.09376328439,
347.0176392,1.959612018E-005,347.0176392,0.09188389778,
346.0061646,0.0005054846406,346.0061646,0.09058497846,
344.9945374,-4.193506811E-006,344.9945374,0.08821034431,
343.9827881,-0.0003729601449,343.9827881,0.08666318655,
343.0098267,-0.0003521651961,343.0098267,0.0848652944,
341.9977722,0.0001006821985,341.9977722,0.08329047263,
340.9856262,0.0004913605517,340.9856262,0.08205557615,
340.0122375,-0.0002230279933,340.0122375,0.08000337332,
338.9998169,-3.986420779E-006,338.9998169,0.07887778431,
337.9872437,0.0001825603249,337.9872437,0.0775546059,
337.0134583,0.0004403882194,337.0134583,0.07540204376,
336.0006104,0.0003951478284,336.0006104,0.07430255413,
334.9876099,0.0001768112706,334.9876099,0.07327888161,
334.0134583,0.0005603525206,334.0134583,0.07168991119,
333.0002136,0.0004532926832,333.0002136,0.07093928754,
331.9868164,-0.0002307379909,331.9868164,0.06913374364,
331.0122681,-0.0002138689742,331.0122681,0.06792619824,
329.9985962,0.0006628498668,329.9985962,0.06671946496,
328.9848022,8.38527485E-005,328.9848022,0.06574352086,
328.0098877,-0.0003843917802,328.0098877,0.06380864978,
326.9958801,0.0002809536236,326.9958801,0.06310875714,
325.9816589,-0.0001108813303,325.9816589,0.06249636784,
325.0063477,-0.000496209308,325.0063477,0.06086613983,
323.9918823,0.0008667759248,323.9918823,0.0605420731,
323.0163574,-0.0002606452326,323.0163574,0.05948943272,
322.0016479,-0.0005414039479,322.0016479,0.05860145018,
320.9867859,0.0003170894051,320.9867859,0.05787954107,
320.0108643,0.0005693984567,320.0108643,0.0577185601,
318.9957581,-0.0002759602794,318.9957581,0.05707262456,
317.9805298,-0.0003843400627,317.9805298,0.05674497038,
317.0042419,-0.0003142972128,317.0042419,0.05658974499,
315.9887695,-0.0003797364188,315.9887695,0.05614174902,
315.012207,0.001197269885,315.012207,0.05798292533,
313.99646,0.0004564800183,313.99646,0.05687865242,
312.9806213,-0.0001825612417,312.9806213,0.05655126274,
