baseline,,bm3-a82f-f87v-heme-60-post-lipidex-20in1000,,
312.0037231,-0.0001204048313,312.0037231,0.05726930872,
310.9876099,0.0008990695351,310.9876099,0.05899158493,
310.010437,0.0002737009199,310.010437,0.05892170221,
308.9940796,-0.0004557679931,308.9940796,0.06052680686,
308.0166931,-0.0005565022584,308.0166931,0.0639700219,
307.0000916,0.001429235563,307.0000916,0.06673425436,
305.9833374,-0.0002122130827,305.9833374,0.06969933957,
305.0056152,0.00029895638,305.0056152,0.07574161887,
303.9886475,0.001512169838,303.9886475,0.08589976281,
303.0106506,-0.0004525614786,303.0106506,0.09151472151,
301.9934387,-0.0003790122282,301.9934387,0.1007914618,
301.0151978,0.001653243788,301.0151978,0.1068693846,
299.9977722,-0.004383235238,299.9977722,0.117252849,
299.0193176,-0.003926903941,299.0193176,0.129900977,
298.0016174,0.001227744971,298.0016174,0.1490682364,
296.9837952,0.01197709609,296.9837952,0.1767764986,
296.0050049,-0.0002900848049,296.0050049,0.1787913293,
294.9869385,-0.006088319235,294.9869385,0.2039602995,
294.0079346,-0.00400565099,294.0079346,0.2373411506,
292.9896545,0.006309025455,292.9896545,0.2452940941,
292.010376,0.002071903087,292.010376,0.2932506204,
290.9918518,0.0007910185377,290.9918518,0.3149484098,
290.0123901,-0.0115366457,290.0123901,0.3169675767,
288.9936218,-0.004837142304,288.9936218,0.341750443,
288.013916,0.006316143088,288.013916,0.3665407896,
286.9949341,-0.006891734432,286.9949341,0.3800229132,
286.0150146,0.00981938187,286.0150146,0.4298024774,
284.9957886,-0.006181528792,284.9957886,0.4732311666,
284.015625,0.001360053546,284.015625,0.4444978535,
282.9962158,-0.006407578476,282.9962158,0.4530647397,
282.0158691,0.07312400639,282.0158691,0.4980096221,
280.9961548,0.07330533117,280.9961548,0.4836524427,
280.0155945,-0.09798921645,280.0155945,0.03066687286,
278.995697,0.05284750462,278.995697,0.2193026394,
278.0149231,-0.8118784428,278.0149231,-0.7909072042,
276.9947815,-0.4310928881,276.9947815,0.1989506483,
276.0137939,-0.08088500798,276.0137939,-0.03499025851,
274.9934387,-0.2815152407,274.9934387,0.1728944927,
274.0122375,10,274.0122375,0.5122483969,
272.9916687,0.2011343688,272.9916687,0.8345292807,
272.0102539,-0.1344207972,272.0102539,-0.2440095395,
270.9894409,0.6679387689,270.9894409,10,
270.0078125,0.2017498016,270.0078125,-0.1427787095,
268.9868164,0.8432530761,268.9868164,0.1258051991,
268.0049744,10,268.0049744,0.08906259388,
266.9837646,4.530263901,266.9837646,10,
266.001709,10,266.001709,-0.09477304667,
265.0195618,10,265.0195618,-0.0081284279,
263.9980469,10,263.9980469,-0.06041569635,
263.0157166,-0.1562342644,263.0157166,0.5701187849,
261.9939575,0.2222083509,261.9939575,0.132340759,
261.0113831,-0.4160054028,261.0113831,10,
259.9894409,-0.06416353583,259.9894409,0.1336670816,
259.0067139,3.75062418,259.0067139,3.642019033,
257.9845276,0.477019757,257.9845276,0.2107947916,
257.0015869,0.8252636194,257.0015869,-0.2132373303,
256.0185242,-0.05323798954,256.0185242,-0.4598312378,
254.9960938,-0.2868509889,254.9960938,10,
254.0128326,3.906388998,254.0128326,3.907088757,
252.9901428,-0.336807698,252.9901428,-0.2566016912,
252.0067139,10,252.0067139,10,
250.9838104,-0.8516215086,250.9838104,-0.476264596,
250.0001678,10,250.0001678,10,
249.0164642,0.1272780746,249.0164642,10,
247.9933014,-0.1618743688,247.9933014,0.3839329779,
247.0093842,0.05089626461,247.0093842,0.1022086367,
245.9859924,-0.2011787593,245.9859924,-0.2298045903,
245.0018921,-0.6620399356,245.0018921,-0.2364176661,
244.0176697,-0.5421230793,244.0176697,0.5284548402,
242.9940338,0.1980275661,242.9940338,0.003728733864,
242.0096436,0.3404966295,242.0096436,0.2799747586,
240.9857635,-0.02673999593,240.9857635,-0.08640609682,
240.0011749,-0.1443420053,240.0011749,0.03832621872,
239.0165253,0.1628392935,239.0165253,0.1557438523,
237.9924011,0.0382496044,237.9924011,0.2661381066,
237.0075378,0.7672877312,237.0075378,0.8990259767,
235.9832001,0.06511697173,235.9832001,0.2817894518,
234.9981842,-0.372453779,234.9981842,-0.2234298587,
234.013031,-0.01681124419,234.013031,-0.06885836273,
232.9884338,10,232.9884338,-0.9197661877,
232.0031281,-0.2830479443,232.0031281,-0.6607270241,
231.017746,10,231.017746,-0.2490958124,
229.9928284,4.535205364,229.9928284,3.345138311,
229.0072784,10,229.0072784,0.03150518984,
227.982193,0.4444299042,227.982193,0.1570525616,
226.9964294,4.287106991,226.9964294,3.703076363,
226.0106049,10,226.0106049,10,
224.9852905,0.3183432221,224.9852905,0.120423004,
223.9992676,10,223.9992676,10,
223.0131836,-0.1170283929,223.0131836,0.2599487007,
221.9875793,-0.2966733873,221.9875793,10,
221.0013275,0.07582977414,221.0013275,10,
220.0149689,0.1291594654,220.0149689,0.1615466177,
218.98909,0.3930413723,218.98909,-0.07452522218,
218.0025787,10,218.0025787,-0.4238976836,
217.015976,-0.05895873532,217.015976,-0.04100484401,
215.9898376,0.5489177108,215.9898376,0.2377134413,
215.003067,-0.04237449914,215.003067,-0.4270069301,
214.0162354,0.03894079849,214.0162354,0.06938409805,
212.9898224,-0.1221049875,212.9898224,-0.1167992651,
212.0028229,-0.4002095163,212.0028229,-0.4641677737,
211.0157318,10,211.0157318,10,
209.98909,0.9161779284,209.98909,0.1393246651,
209.0018311,-0.1736581177,209.0018311,-0.3446166813,
208.0145111,10,208.0145111,0.1089557633,
206.9876099,-0.2693912983,206.9876099,0.08661407977,
206.0001221,-0.3590088785,206.0001221,-0.05988325924,
205.0125427,0.1859934628,205.0125427,0.006379919592,
203.9854279,-0.267717272,203.9854279,-0.1087173,
202.9976807,0.09389623255,202.9976807,10,
202.0098877,-0.1515179276,202.0098877,-0.1859179735,
200.9824982,-0.1899618357,200.9824982,-0.1649454981,
199.9945374,10,199.9945374,10,

baseline,
baseline
Collection Time: 24/04/2022 12:57:10
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 23/04/2022 16:47:30
Method Modifications:
Common Interval nm Changed: 24/04/2022 12:56:50, Old:     5.00, New:     1.00
Baseline Correction Changed: 24/04/2022 12:56:50, Old:0, New:1
Storage Changed: 24/04/2022 12:56:50, Old:1, New:0
End Method Modifications
<Current Wavelength> , 229.0

bm3-a82f-f87v-heme-60-post-lipidex-20in1000,
bm3-a82f-f87v-heme-60-post-lipidex-20in1000
Collection Time: 24/04/2022 12:57:58
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 23/04/2022 16:47:30
Method Modifications:
Common Interval nm Changed: 24/04/2022 12:56:50, Old:     5.00, New:     1.00
Baseline Correction Changed: 24/04/2022 12:56:50, Old:0, New:1
Storage Changed: 24/04/2022 12:56:50, Old:1, New:0
End Method Modifications
<Current Wavelength> , 258.0

