baseline,,bm3-a82f-f87v-heme-60-post-lipidex-20in1000,,bm3-a82f-f87v-heme-60-post-lipidex-post-dilution,,
707.0079956,0.0006220191135,707.0079956,0.006462937687,707.0079956,0.001779963612,
706.0043945,-0.0002101432183,706.0043945,0.00672870269,706.0043945,0.002008833922,
705.0004272,-0.0003858401033,705.0004272,0.006128755398,705.0004272,0.001160931075,
703.9962158,0.0001537639764,703.9962158,0.006526841316,703.9962158,0.001618867391,
702.9915771,3.155614104E-005,702.9915771,0.005693920422,702.9915771,0.00145442842,
701.9866943,0.0005379586946,701.9866943,0.007099341601,701.9866943,0.002433120739,
701.0172729,-0.0004564920382,701.0172729,0.006144061685,701.0172729,0.0009033496026,
700.0117188,-0.0002506591263,700.0117188,0.006821832154,700.0117188,0.001321753603,
699.0057373,-5.60653898E-005,699.0057373,0.006924029905,699.0057373,0.001975807594,
697.9995728,4.61571326E-005,697.9995728,0.006497331895,697.9995728,0.001363013755,
696.992981,-0.0001254252857,696.992981,0.006524423603,696.992981,0.0009823436849,
695.9860229,0.0005475485232,695.9860229,0.006433669478,695.9860229,0.001843597391,
695.0147705,-0.0006376208039,695.0147705,0.005735519342,695.0147705,0.0006434839452,
694.0072632,-0.0001619641844,694.0072632,0.006386933848,694.0072632,0.002351285657,
692.9993286,5.537361722E-005,692.9993286,0.007469612174,692.9993286,0.001834966824,
691.9911499,-0.0002538154076,691.9911499,0.006887813564,691.9911499,0.001395188505,
690.982605,-0.0003300759417,690.982605,0.006911536679,690.982605,0.001805150881,
690.0097656,-0.0008561364375,690.0097656,0.006502639968,690.0097656,0.00219939556,
689.0006104,8.970414638E-005,689.0006104,0.005874298513,689.0006104,0.002193021355,
687.9911499,-0.0005892823683,687.9911499,0.00572867319,687.9911499,0.001019757357,
687.017334,0.0007929894491,687.017334,0.00672165677,687.017334,0.002314615995,
686.0071411,-0.0002538671251,686.0071411,0.006713612471,686.0071411,0.001421236433,
684.9967041,0.0007299761637,684.9967041,0.007211789954,684.9967041,0.002847582102,
683.9859619,-0.0001434880978,683.9859619,0.006899333093,683.9859619,0.001460428233,
683.0109253,-0.0004461483913,683.0109253,0.006565918215,683.0109253,0.00181513268,
681.9994507,0.000360611768,681.9994507,0.007479409222,681.9994507,0.001789294998,
680.9877319,-0.000938645564,680.9877319,0.007157443557,680.9877319,0.001801017905,
680.0118408,0.0001685503521,680.0118408,0.007928426377,680.0118408,0.002911997959,
678.9994507,0.0005783668603,678.9994507,0.007463555317,678.9994507,0.001668964862,
677.9866943,-0.0001024963422,677.9866943,0.006892836653,677.9866943,0.002126787091,
677.0098877,-0.001057912479,677.0098877,0.006328593008,677.0098877,0.00187398796,
675.996582,0.000282248744,675.996582,0.007289623376,675.996582,0.002457669005,
674.9829102,-0.0001526486158,674.9829102,0.007956662215,674.9829102,0.002418179065,
674.005127,-0.0001440573978,674.005127,0.007821064442,674.005127,0.001659843954,
672.9909058,-0.0006453751703,672.9909058,0.007973904721,672.9909058,0.001984831179,
672.0125122,-0.0006209744024,672.0125122,0.007887645625,672.0125122,0.001654153224,
670.9976196,0.0001228462934,670.9976196,0.007861786522,670.9976196,0.003196772188,
669.9823608,0.0001341359166,669.9823608,0.007983871736,669.9823608,0.002126891166,
669.0031738,-0.001114306273,669.0031738,0.007611818612,669.0031738,0.002422031481,
667.9873047,0.001449935138,667.9873047,0.009184296243,667.9873047,0.005032335408,
667.0074463,-0.0005775459576,667.0074463,0.008234501816,667.0074463,0.002621160122,
665.9910278,0.0003649901773,665.9910278,0.008824079297,665.9910278,0.003458927153,
665.010498,0.0007475827006,665.010498,0.0095468238,665.010498,0.004863274284,
663.9934082,-0.0005412488244,663.9934082,0.009099408984,663.9934082,0.003611650085,
663.0124512,0.0005126375472,663.0124512,0.009727883153,663.0124512,0.004421675578,
661.994751,-0.0005339580239,661.994751,0.008372419514,661.994751,0.003662160598,
661.0130615,-8.251662803E-005,661.0130615,0.009501921013,661.0130615,0.004867227282,
659.9946899,-0.0001690542413,659.9946899,0.009422156028,659.9946899,0.004026793875,
659.0125122,-0.0001607221202,659.0125122,0.009634525515,659.0125122,0.004467337392,
657.9935913,0.0008665684145,657.9935913,0.01040125266,657.9935913,0.006137734279,
657.0107422,0.0009443624876,657.0107422,0.01060158107,657.0107422,0.004841913935,
655.991272,0.0005334230955,655.991272,0.01108501479,655.991272,0.005248096772,
655.0078125,-0.0001308597421,655.0078125,0.01049132831,655.0078125,0.005125887692,
653.9876709,-0.0006073259283,653.9876709,0.01124126744,653.9876709,0.006303037051,
653.0036621,-0.0002065209119,653.0036621,0.01093248185,653.0036621,0.005646844395,
651.9829102,0.0005693984567,651.9829102,0.01130521297,651.9829102,0.006780024152,
650.998291,-0.0005782180815,650.998291,0.01116126124,650.998291,0.005522110965,
650.0134277,-2.324497837E-005,650.0134277,0.01069220249,650.0134277,0.005305925384,
648.9918213,-0.0001856144954,648.9918213,0.01078387722,648.9918213,0.00596427964,
648.0063477,-0.0002914299839,648.0063477,0.01022404619,648.0063477,0.004869111814,
646.9840698,-0.0003909609513,646.9840698,0.01112702675,646.9840698,0.005811750423,
645.9981079,-0.0001352590043,645.9981079,0.01123892982,645.9981079,0.006116809789,
645.0117188,-0.0008374832105,645.0117188,0.01084796805,645.0117188,0.005280141253,
643.9885864,-0.0004897968611,643.9885864,0.01058208477,643.9885864,0.004926392809,
643.001709,-0.001024806174,643.001709,0.01098196674,643.001709,0.005957692396,
642.0144653,0.0007071847213,642.0144653,0.01129338983,642.0144653,0.006871534046,
640.9904785,-0.0003037949791,640.9904785,0.01085494831,640.9904785,0.006324311718,
640.0026855,-0.000304415822,640.0026855,0.01118745003,640.0026855,0.004916182254,
639.0146484,-1.325341327E-005,639.0146484,0.01093879994,639.0146484,0.004887201358,
637.9898071,-0.000700168428,637.9898071,0.01117342617,637.9898071,0.005222918466,
637.0011597,0.000411756133,637.0011597,0.01104311273,637.0011597,0.006157031748,
636.0122681,-0.0004162539262,636.0122681,0.01131515019,636.0122681,0.00531132333,
634.9864502,-7.921034012E-006,634.9864502,0.0097640194,634.9864502,0.005217181053,
633.9970093,6.060328087E-005,633.9970093,0.01008654665,633.9970093,0.005913474597,
633.0072632,4.214440196E-005,633.0072632,0.009611764923,633.0072632,0.004818199202,
632.0172729,0.000631740375,632.0172729,0.0106163295,632.0172729,0.005122011062,
630.9902954,0.0001429658441,630.9902954,0.009677403606,630.9902954,0.005114624742,
629.9996948,-3.018199095E-005,629.9996948,0.0103091551,629.9996948,0.005365648773,
629.0088501,0.0002486541343,629.0088501,0.01022738591,629.0088501,0.004921418615,
628.0177002,-4.773110413E-005,628.0177002,0.0103988396,628.0177002,0.004547767341,
626.989624,0.0001387191733,626.989624,0.01108814869,626.989624,0.004698544741,
625.9978638,0.0005372848245,625.9978638,0.01090660039,625.9978638,0.005592352711,
625.0059204,0.0002333988232,625.0059204,0.01053124107,625.0059204,0.004948699847,
624.0137329,0.0001644588046,624.0137329,0.01091841329,624.0137329,0.005786933471,
622.984375,3.753481678E-006,622.984375,0.01118811406,622.984375,0.005020053592,
621.9915771,-0.0002407245483,621.9915771,0.0102498075,621.9915771,0.004727513064,
620.9985352,0.0005942563876,620.9985352,0.01024509035,620.9985352,0.00535427453,
620.005127,-0.0004645598819,620.005127,0.009620921686,620.005127,0.004752113018,
619.0115356,0.0006633165176,619.0115356,0.01033269428,619.0115356,0.005497336388,
618.0177002,-0.0002867736039,618.0177002,0.01001326926,618.0177002,0.004667694215,
616.9866333,4.921201253E-005,616.9866333,0.01030122861,616.9866333,0.004897489678,
615.9921875,-0.0003030189546,615.9921875,0.01053810958,615.9921875,0.005134898238,
614.9974976,-4.974998228E-005,614.9974976,0.01058927365,614.9974976,0.005062295124,
614.0025024,0.0004274582025,614.0025024,0.01115401089,614.0025024,0.005514980294,
613.0072021,-0.0005254777498,613.0072021,0.0101544559,613.0072021,0.004894138779,
612.0117798,-0.0001321018935,612.0117798,0.01137299463,612.0117798,0.005999264307,
611.0159302,0.0002818861103,611.0159302,0.01114678662,611.0159302,0.006126471329,
609.9829712,0.0004957661731,609.9829712,0.01138484664,609.9829712,0.006276641972,
608.9866333,2.316855898E-005,608.9866333,0.0116898315,608.9866333,0.005725237075,
607.9899902,0.00068955397,607.9899902,0.01182877179,607.9899902,0.006695447024,
606.993103,-0.0001779036975,606.993103,0.0112714991,606.993103,0.006089507602,
605.9959717,-0.0002278402826,605.9959717,0.01158547029,605.9959717,0.006349973846,
604.9985962,-0.0001491293369,604.9985962,0.0115336841,604.9985962,0.00657209428,
604.0009155,-0.0003488027432,604.0009155,0.01209773496,604.0009155,0.006354019046,
603.0029297,0.0003754311183,603.0029297,0.01242682151,603.0029297,0.007488258183,
602.0047607,3.929667946E-005,602.0047607,0.0126580419,602.0047607,0.006940205581,
601.0062256,-0.0002245286159,601.0062256,0.01262294315,601.0062256,0.007460316177,
600.0075073,0.0003836182295,600.0075073,0.01247373223,600.0075073,0.007435088512,
599.0085449,-0.0009039802244,599.0085449,0.01237320341,599.0085449,0.007696943358,
598.0092163,2.495479021E-005,598.0092163,0.01398563758,598.0092163,0.00834476389,
597.0097046,-0.0003538205638,597.0097046,0.01399384439,597.0097046,0.008267612197,
596.0098877,0.0003254567564,596.0098877,0.01411394868,596.0098877,0.008973997086,
595.0098877,9.312180919E-005,595.0098877,0.01427458506,595.0098877,0.008667453192,
594.0095825,0.0003775037767,594.0095825,0.01495327801,594.0095825,0.01006429177,
593.0089722,-0.000959464116,593.0089722,0.0147078447,593.0089722,0.009798888117,
592.0081787,0.0001226650347,592.0081787,0.01477940101,592.0081787,0.01004243549,
591.0070801,0.0003510779352,591.0070801,0.01701025292,591.0070801,0.01047210209,
590.0056763,-0.000132464178,590.0056763,0.01662509143,590.0056763,0.01085813344,
589.0040894,0.0002429300803,589.0040894,0.01711991243,589.0040894,0.01144068129,
588.0021973,0.0002230907994,588.0021973,0.01825290546,588.0021973,0.01298560668,
587.000061,-0.0003705806739,587.000061,0.01918184385,587.000061,0.01324196998,
585.9976807,0.0002875070495,585.9976807,0.01923592947,585.9976807,0.01399181224,
584.9950562,-0.0002488481696,584.9950562,0.02040647902,584.9950562,0.01489085518,
583.9921875,3.507690417E-005,583.9921875,0.02062510327,583.9921875,0.01546905003,
582.9889526,0.0001502422529,582.9889526,0.02241901495,582.9889526,0.01693741418,
581.9855957,-0.0004570092133,581.9855957,0.02209948562,581.9855957,0.01699130237,
580.9818726,-6.43995154E-005,580.9818726,0.02275926434,580.9818726,0.01813904755,
580.0151367,-0.0002027950977,580.0151367,0.0237691775,580.0151367,0.0192913767,
579.0109863,-0.0001001153869,579.0109863,0.02502789348,579.0109863,0.02020163089,
578.0065308,0.0002494829532,578.0065308,0.0258813221,578.0065308,0.02079457603,
577.0018311,1.302083729E-005,577.0018311,0.0272680521,577.0018311,0.02169827372,
575.9968872,-0.0004072024021,575.9968872,0.02838519961,575.9968872,0.02245008945,
574.9917603,-0.0001313255489,574.9917603,0.0287270043,574.9917603,0.02352529764,
573.9862061,0.0001736001141,573.9862061,0.0295816455,573.9862061,0.02427083999,
573.0177612,-0.0002933959768,573.0177612,0.02959392034,573.0177612,0.02442153171,
572.0118408,-4.457334944E-005,572.0118408,0.03079076111,572.0118408,0.02476423234,
571.0056763,-0.0001248042099,571.0056763,0.03058387339,571.0056763,0.02530041151,
569.9992065,-0.0004227191675,569.9992065,0.03086988069,569.9992065,0.0254760012,
568.9925537,-2.220959323E-005,568.9925537,0.03115523979,568.9925537,0.02622636035,
567.9855957,-0.0002374647156,567.9855957,0.03088466637,567.9855957,0.0257939864,
567.0157471,-0.0002356536861,567.0157471,0.03167019039,567.0157471,0.02585203573,
566.0082397,-0.0001834927534,566.0082397,0.0314026922,566.0082397,0.02611918934,
565.0006104,0.0002565280301,565.0006104,0.03164234757,565.0006104,0.02652673423,
563.9926147,7.445442316E-005,563.9926147,0.03077503294,563.9926147,0.0259803012,
562.9844971,0.0006429654313,562.9844971,0.03186441958,562.9844971,0.02573495731,
562.0134277,0.0004760189913,562.0134277,0.03094765171,562.0134277,0.02557225153,
561.0047607,5.37425949E-005,561.0047607,0.03102860786,561.0047607,0.02516795881,
559.9957886,-0.0005419726949,559.9957886,0.03005078994,559.9957886,0.02461492829,
558.9866943,-8.815866022E-005,558.9866943,0.03004637919,558.9866943,0.02534039319,
558.0146484,-0.0002443983103,558.0146484,0.02987752855,558.0146484,0.02489171177,
557.0050659,9.291467723E-005,557.0050659,0.03020019829,557.0050659,0.02417870983,
555.9951172,-0.0003590969718,555.9951172,0.03015474603,555.9951172,0.02471170016,
554.9849854,9.62029153E-005,554.9849854,0.02992514335,554.9849854,0.02483672462,
554.012085,-1.656698828E-006,554.012085,0.03006968088,554.012085,0.02452091686,
553.0014648,0.0005561017315,553.0014648,0.0304405801,553.0014648,0.02487044036,
551.9905396,0.0001502681553,551.9905396,0.0303517133,551.9905396,0.02442495525,
551.0169067,0.0001932040614,551.0169067,0.03064312227,551.0169067,0.02500033565,
550.0056763,0.000221433249,550.0056763,0.03075777739,550.0056763,0.02548132651,
548.9940186,-9.685449186E-005,548.9940186,0.03089989722,548.9940186,0.02575338818,
547.9821777,-0.0001540459634,547.9821777,0.03124099039,547.9821777,0.02568810247,
547.0076294,8.708913083E-005,547.0076294,0.03191991523,547.0076294,0.02607160434,
545.9954224,0.0001062231167,545.9954224,0.03224028647,545.9954224,0.02648579143,
544.9828491,1.309849722E-005,544.9828491,0.03233779594,544.9828491,0.02668531239,
544.0076294,9.920635785E-005,544.0076294,0.03276629746,544.0076294,0.0270664189,
542.9946289,-0.0001067923731,542.9946289,0.03295570984,542.9946289,0.02725821361,
541.9813843,7.807910151E-005,541.9813843,0.03326664492,541.9813843,0.02757910639,
541.0054321,6.371003838E-005,541.0054321,0.03342051804,541.0054321,0.02774720266,
539.9917603,-0.0001633615029,539.9917603,0.03333735839,539.9917603,0.02766801603,
539.0153809,0.0001128774893,539.0153809,0.0334793739,539.0153809,0.02822555602,
538.0012207,0.0001255651005,538.0012207,0.03383296356,538.0012207,0.02809491381,
536.9867554,-0.0002332217118,536.9867554,0.03416309506,536.9867554,0.02837041393,
536.0097046,0.0001693013473,536.0097046,0.03398631141,536.0097046,0.02849826589,
534.9949341,-8.272367268E-005,534.9949341,0.03385968879,534.9949341,0.02836350724,
534.017395,0.0002561395231,534.017395,0.03434765711,534.017395,0.02857835032,
533.0020752,-0.0001757819118,533.0020752,0.03407657146,533.0020752,0.02824718691,
531.9865112,-0.0001694164966,531.9865112,0.03366280347,531.9865112,0.02776246332,
531.0083618,-3.390929487E-005,531.0083618,0.03357226774,531.0083618,0.02792130038,
529.9923096,-6.087953079E-005,529.9923096,0.03350252286,529.9923096,0.02785356343,
529.0136719,-4.348624861E-005,529.0136719,0.03397998586,529.0136719,0.02810811438,
527.9972534,-9.638864867E-005,527.9972534,0.0332724303,527.9972534,0.02764528431,
527.0181274,-6.797123206E-005,527.0181274,0.03282994777,527.0181274,0.02738113329,
526.0012207,6.078450679E-005,526.0012207,0.03301126137,526.0012207,0.02739676461,
524.9840088,0.0002050911717,524.9840088,0.03271767125,524.9840088,0.02678276785,
524.0043945,-6.30018767E-005,524.0043945,0.03207637742,524.0043945,0.02630231343,
522.9866943,0.0001313393732,522.9866943,0.03209864721,522.9866943,0.02623988874,
522.0065918,-6.020658839E-005,522.0065918,0.03156528622,522.0065918,0.02593242936,
520.9885254,-0.0001151255274,520.9885254,0.03160287067,520.9885254,0.02565251291,
520.0079346,0.000215139793,520.0079346,0.03132394701,520.0079346,0.02547292598,
518.9894409,-0.0002876014041,518.9894409,0.03052183054,518.9894409,0.02509258501,
518.0084229,-0.0003791674098,518.0084229,0.03073074296,518.0084229,0.02472836152,
516.9894409,0.0002407544525,516.9894409,0.03077472746,516.9894409,0.02481274307,
516.0079346,-0.0003259890655,516.0079346,0.02983119525,516.0079346,0.02413741313,
514.9885864,-6.067247159E-005,514.9885864,0.02954490297,514.9885864,0.02374905348,
514.0067139,0.0002696342708,514.0067139,0.02942308597,514.0067139,0.02365629561,
512.9868774,0.0003536427394,512.9868774,0.02947004139,512.9868774,0.02377122827,
512.0045776,-0.000210712431,512.0045776,0.02871475369,512.0045776,0.02285496891,
510.9842529,-1.698086271E-005,510.9842529,0.02893602476,510.9842529,0.02304818854,
510.0015564,-0.0002784437384,510.0015564,0.02813614719,510.0015564,0.02271916717,
509.0186157,-0.0001729356009,509.0186157,0.02846907638,509.0186157,0.02249534242,
507.9976807,8.346437971E-005,507.9976807,0.02834792249,507.9976807,0.02222607471,
507.0143433,-0.0002563507296,507.0143433,0.02803772502,507.0143433,0.0222678706,
505.9929199,-0.0003923058102,505.9929199,0.02772454917,505.9929199,0.02161316387,
505.0091553,-5.016410796E-005,505.0091553,0.02755450271,505.0091553,0.02179766446,
503.9873352,-0.0001102084716,503.9873352,0.02783962525,503.9873352,0.02196857519,
503.0031433,-0.000265508861,503.0031433,0.0283775162,503.0031433,0.02208161727,
502.0187378,0.0003691095044,502.0187378,0.02782869525,502.0187378,0.02170861512,
500.9962463,-0.0001167300288,500.9962463,0.02770633809,500.9962463,0.02172001824,
500.0114136,0.000250881596,500.0114136,0.02753092162,500.0114136,0.02166273631,
498.9885254,-0.0001480942592,498.9885254,0.02746197768,498.9885254,0.0213499628,
498.0032654,0.000168679835,498.0032654,0.0277493,498.0032654,0.02161076851,
497.0178833,0.0003701458336,497.0178833,0.02750301175,497.0178833,0.02141846158,
495.9942932,0.0003376324603,495.9942932,0.0272514876,495.9942932,0.02142808773,
495.0084534,0.0002919106046,495.0084534,0.02742811479,495.0084534,0.02168496884,
493.9845276,-0.0001455065358,493.9845276,0.02717396244,493.9845276,0.02134765126,
492.9981995,0.0001979692315,492.9981995,0.02735077776,492.9981995,0.02133745514,
492.0117798,-0.0002660262689,492.0117798,0.02738656476,492.0117798,0.02117100544,
490.9871521,-1.33569547E-005,490.9871521,0.02734253556,490.9871521,0.02130191959,
490.0003052,0.0003523991909,490.0003052,0.02750370093,490.0003052,0.02107222006,
489.0132446,1.351268565E-005,489.0132446,0.02723922208,489.0132446,0.02118584514,
487.9879761,8.878977496E-006,487.9879761,0.02736357041,487.9879761,0.02119315788,
487.0005493,0.0001102882306,487.0005493,0.02761372551,487.0005493,0.02154558711,
486.0128784,0.0002924804867,486.0128784,0.02734926157,486.0128784,0.02132271975,
484.9869385,-7.542515959E-005,484.9869385,0.02740073577,484.9869385,0.02159504406,
483.9988708,-0.0001278578566,483.9988708,0.02787180617,483.9988708,0.02131279558,
483.0106201,-0.0001265639439,483.0106201,0.02766652592,483.0106201,0.02129390091,
481.9841003,-0.0002007769217,481.9841003,0.02776602283,481.9841003,0.02159566991,
480.9954529,-0.0001501126681,480.9954529,0.02804145217,480.9954529,0.02169258706,
480.0066223,9.356196824E-005,480.0066223,0.02799012326,480.0066223,0.02208572999,
479.0174866,-0.0003326625738,479.0174866,0.02852753922,479.0174866,0.02234024741,
477.9902649,5.01440154E-005,477.9902649,0.02865610085,477.9902649,0.02264042757,
477.0007324,0.000135974391,477.0007324,0.02891436033,477.0007324,0.02284528315,
476.0110779,0.0001384602219,476.0110779,0.02909628861,476.0110779,0.02334410511,
474.9832153,-0.0001826129883,474.9832153,0.02938392013,474.9832153,0.023006998,
473.993103,5.987837358E-005,473.993103,0.02994738519,473.993103,0.02358446456,
473.0028687,-9.700977535E-005,473.0028687,0.03026608191,473.0028687,0.02436244301,
472.0124207,9.886976477E-005,472.0124207,0.03069137596,472.0124207,0.02455422468,
470.9836426,0.0001582179684,470.9836426,0.03143800423,470.9836426,0.02502863295,
469.9928284,-0.000242639042,469.9928284,0.03116141446,469.9928284,0.02512409911,
