Run ID	1646040315
Run Date/Time	2022-02-28 09:24:53
Application Name	Labcyte Echo Plate Reformat
Application Version	1.6.4
Protocol Name	2022-02-28-00-echo-protocol.epr
User Name	Lab

[DETAILS]
Source Plate Name	Source Plate Barcode	Source Plate Type	Source Well	Survey Fluid Height	Survey Fluid Volume	Fluid Composition	Fluid Units	Fluid Type	Survey Status
Source[1]	UnknownBarCode	384LDV_DMSO	A1	1.216	5.813	87.33	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A2	0.373	1.813	90.81	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A3	1.168	5.359	77.953	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A4	1.326	5.968	73.188	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A5	1.249	5.569	72.1	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A6	1.303	5.93	75.342	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A7	1.401	6.697	87.581	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A8	1.506	7.445	95.757	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A9	1.597	7.876	95.836	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A10	1.591	7.768	94.043	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A11	1.343	6.288	81.217	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A12	1.345	6.258	79.316	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A13	1.574	7.539	89.727	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A14	1.368	6.55	89.024	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A15	1.345	6.419	86.119	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A16	1.422	6.904	92.547	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A17	1.459	7.233	96.016	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A18	1.527	7.604	97.186	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A19	0.371	1.583	75.786	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A20	0.881	3.795	71.382	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A21	0	0	0	Percent	DMSO	Data missing for well (1th row, 21th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	A22	1.411	6.285	70.487	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	A23	0	0	0	Percent	DMSO	Data missing for well (1th row, 23th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	A24	0	0	0	Percent	DMSO	Data missing for well (1th row, 24th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	B1	1.424	7.109	96.971	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B2	1.525	7.467	94.281	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B3	1.248	6.001	90.885	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B4	1.562	7.569	92.527	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B5	1.55	7.396	86.649	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B6	1.436	6.842	85.185	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B7	1.53	7.295	86.116	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B8	1.316	6.11	79.575	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B9	1.449	6.993	91.621	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B10	1.624	8.07	97.294	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B11	0.439	1.958	80.119	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B12	1.411	6.725	85.015	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B13	1.472	7.05	89.679	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B14	1.538	7.542	94.521	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B15	1.515	7.413	94.084	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B16	1.505	7.32	93.096	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B17	1.482	7.2	92.853	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B18	1.466	7.007	88.135	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B19	1.538	7.401	91.217	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B20	1.318	6.222	82.887	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B21	1.599	7.557	82.988	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B22	1.436	6.706	80.432	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	B23	0	0	0	Percent	DMSO	Data missing for well (2th row, 23th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	B24	0	0	0	Percent	DMSO	Data missing for well (2th row, 24th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	C1	1.442	7.155	96.017	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C2	1.363	6.298	78.394	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C3	0	0	0	Percent	DMSO	Data missing for well (3th row, 3th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	C4	1.331	6.024	74.002	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C5	1.312	6.095	79.762	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C6	1.415	6.546	78.424	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C7	1.332	6.243	81.467	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C8	1.488	6.885	78.155	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C9	1.505	7.394	94.714	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C10	1.619	7.926	94.63	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C11	1.331	6.361	87.19	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C12	1.425	6.83	90.246	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C13	1.579	7.558	89.169	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C14	1.411	6.809	91.603	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C15	1.378	6.547	84.1	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C16	1.349	6.46	89.06	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C17	1.387	6.608	84.834	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C18	1.537	7.626	96.633	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C19	1.322	6.096	78.105	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C20	1.439	6.585	75.884	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C21	1.455	6.572	72.907	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C22	1.635	7.55	77.11	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	C23	0	0	0	Percent	DMSO	Data missing for well (3th row, 23th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	C24	0	0	0	Percent	DMSO	Data missing for well (3th row, 24th column), defaulting to 0.0 percent DMSO
Source[1]	UnknownBarCode	384LDV_DMSO	D1	1.621	7.962	95.216	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D2	1.596	7.817	94.519	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D3	1.442	6.904	89.157	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D4	1.437	6.515	73.771	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D5	1.378	6.679	92.236	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D6	1.551	7.283	81.441	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D7	1.562	7.472	89.02	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D8	1.491	7.223	92.393	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D9	1.546	7.77	98.86	Percent	DMSO	
Source[1]	UnknownBarCode	384LDV_DMSO	D10	1.449	7.151	95.235	Percent	DMSO	
