SrcPlate,Cpd,SrcWell,Destination Plate Name,DestWell,Transfer Volume /nl
src-L1300-01,['S1005'],A1,dest-L1300-01,A1,1500.0
src-L1300-01,['S1011'],A3,dest-L1300-01,A3,1500.0
src-L1300-01,['S1013'],A5,dest-L1300-01,A5,1500.0
src-L1300-01,['S1014'],A7,dest-L1300-01,A7,1500.0
src-L1300-01,['S1021'],A9,dest-L1300-01,A9,1500.0
src-L1300-01,['S1023'],A11,dest-L1300-01,A11,1500.0
src-L1300-01,['S1025'],A13,dest-L1300-01,A13,1500.0
src-L1300-01,['S1026'],A15,dest-L1300-01,A15,1500.0
src-L1300-01,['S1028'],A17,dest-L1300-01,A17,1500.0
src-L1300-01,['S1029'],A19,dest-L1300-01,A19,1500.0
src-L1300-01,['S1033'],A21,dest-L1300-01,A21,1500.0
src-L1300-01,['S1035'],A23,dest-L1300-01,A23,1500.0
src-L1300-01,['S1039'],C1,dest-L1300-01,C1,1500.0
src-L1300-01,['S1040'],C3,dest-L1300-01,C3,1500.0
src-L1300-01,['S1042'],C5,dest-L1300-01,C5,1500.0
src-L1300-01,['S1044'],C7,dest-L1300-01,C7,1500.0
src-L1300-01,['S1046'],C9,dest-L1300-01,C9,1500.0
src-L1300-01,['S1047'],C11,dest-L1300-01,C11,1500.0
src-L1300-01,['S1064'],C13,dest-L1300-01,C13,1500.0
src-L1300-01,['S1068'],C15,dest-L1300-01,C15,1500.0
src-L1300-01,['S1082'],C17,dest-L1300-01,C17,1500.0
src-L1300-01,['S1119'],C19,dest-L1300-01,C19,1500.0
src-L1300-01,['S1120'],C21,dest-L1300-01,C21,1500.0
src-L1300-01,['S1137'],C23,dest-L1300-01,C23,1500.0
src-L1300-01,['S1144'],E1,dest-L1300-01,E1,1500.0
src-L1300-01,['S1148'],E3,dest-L1300-01,E3,1500.0
src-L1300-01,['S1150'],E5,dest-L1300-01,E5,1500.0
src-L1300-01,['S1156'],E7,dest-L1300-01,E7,1500.0
src-L1300-01,['S1166'],E9,dest-L1300-01,E9,1500.0
src-L1300-01,['S1168'],E11,dest-L1300-01,E11,1500.0
src-L1300-01,['S1178'],E13,dest-L1300-01,E13,1500.0
src-L1300-01,['S1185'],E15,dest-L1300-01,E15,1500.0
src-L1300-01,['S1188'],E17,dest-L1300-01,E17,1500.0
src-L1300-01,['S1189'],E19,dest-L1300-01,E19,1500.0
src-L1300-01,['S1190'],E21,dest-L1300-01,E21,1500.0
src-L1300-01,['S1191'],E23,dest-L1300-01,E23,1500.0
src-L1300-01,['S1193'],G1,dest-L1300-01,G1,1500.0
src-L1300-01,['S1196'],G3,dest-L1300-01,G3,1500.0
src-L1300-01,['S1197'],G5,dest-L1300-01,G5,1500.0
src-L1300-01,['S1198'],G7,dest-L1300-01,G7,1500.0
src-L1300-01,['S1199'],G9,dest-L1300-01,G9,1500.0
src-L1300-01,['S1200'],G11,dest-L1300-01,G11,1500.0
src-L1300-01,['S1202'],G13,dest-L1300-01,G13,1500.0
src-L1300-01,['S1204'],G15,dest-L1300-01,G15,1500.0
src-L1300-01,['S1206'],G17,dest-L1300-01,G17,1500.0
src-L1300-01,['S1208'],G19,dest-L1300-01,G19,1500.0
src-L1300-01,['S1209'],G21,dest-L1300-01,G21,1500.0
src-L1300-01,['S1210'],G23,dest-L1300-01,G23,1500.0
src-L1300-01,['S1212'],I1,dest-L1300-01,I1,1500.0
src-L1300-01,['S1213'],I3,dest-L1300-01,I3,1500.0
src-L1300-01,['S1214'],I5,dest-L1300-01,I5,1500.0
src-L1300-01,['S1218'],I7,dest-L1300-01,I7,1500.0
src-L1300-01,['S1221'],I9,dest-L1300-01,I9,1500.0
src-L1300-01,['S1222'],I11,dest-L1300-01,I11,1500.0
src-L1300-01,['S1223'],I13,dest-L1300-01,I13,1500.0
src-L1300-01,['S1224'],I15,dest-L1300-01,I15,1500.0
src-L1300-01,['S1225'],I17,dest-L1300-01,I17,1500.0
src-L1300-01,['S1227'],I19,dest-L1300-01,I19,1500.0
src-L1300-01,['S1228'],I21,dest-L1300-01,I21,1500.0
src-L1300-01,['S1229'],I23,dest-L1300-01,I23,1500.0
src-L1300-01,['S1231'],K1,dest-L1300-01,K1,1500.0
src-L1300-01,['S1233'],K3,dest-L1300-01,K3,1500.0
src-L1300-01,['S1235'],K5,dest-L1300-01,K5,1500.0
src-L1300-01,['S1237'],K7,dest-L1300-01,K7,1500.0
src-L1300-01,['S1241'],K9,dest-L1300-01,K9,1500.0
src-L1300-01,['S1243'],K11,dest-L1300-01,K11,1500.0
src-L1300-01,['S1247'],K13,dest-L1300-01,K13,1500.0
src-L1300-01,['S1250'],K15,dest-L1300-01,K15,1500.0
src-L1300-01,['S1251'],K17,dest-L1300-01,K17,1500.0
src-L1300-01,['S1252'],K19,dest-L1300-01,K19,1500.0
src-L1300-01,['S1255'],K21,dest-L1300-01,K21,1500.0
src-L1300-01,['S1256'],K23,dest-L1300-01,K23,1500.0
src-L1300-01,['S1257'],M1,dest-L1300-01,M1,1500.0
src-L1300-01,['S1258'],M3,dest-L1300-01,M3,1500.0
src-L1300-01,['S1259'],M5,dest-L1300-01,M5,1500.0
src-L1300-01,['S1260'],M7,dest-L1300-01,M7,1500.0
src-L1300-01,['S1261'],M9,dest-L1300-01,M9,1500.0
src-L1300-01,['S1267'],M11,dest-L1300-01,M11,1500.0
src-L1300-01,['S1271'],M13,dest-L1300-01,M13,1500.0
src-L1300-01,['S1276'],M15,dest-L1300-01,M15,1500.0
src-L1300-01,['S1278'],M17,dest-L1300-01,M17,1500.0
src-L1300-01,['S1280'],M19,dest-L1300-01,M19,1500.0
src-L1300-01,['S1281'],M21,dest-L1300-01,M21,1500.0
src-L1300-01,['S1282'],M23,dest-L1300-01,M23,1500.0
src-L1300-01,['S1283'],O1,dest-L1300-01,O1,1500.0
src-L1300-01,['S1284'],O3,dest-L1300-01,O3,1500.0
src-L1300-01,['S1286'],O5,dest-L1300-01,O5,1500.0
src-L1300-01,['S1287'],O7,dest-L1300-01,O7,1500.0
src-L1300-02,['S1288'],A2,dest-L1300-02,A2,1500.0
src-L1300-02,['S1289'],A4,dest-L1300-02,A4,1500.0
src-L1300-02,['S1291'],A6,dest-L1300-02,A6,1500.0
src-L1300-02,['S1293'],A8,dest-L1300-02,A8,1500.0
src-L1300-02,['S1294'],A10,dest-L1300-02,A10,1500.0
src-L1300-02,['S1299'],A12,dest-L1300-02,A12,1500.0
src-L1300-02,['S1300'],A14,dest-L1300-02,A14,1500.0
src-L1300-02,['S1302'],A16,dest-L1300-02,A16,1500.0
src-L1300-02,['S1304'],A18,dest-L1300-02,A18,1500.0
src-L1300-02,['S1305'],A20,dest-L1300-02,A20,1500.0
src-L1300-02,['S1312'],A22,dest-L1300-02,A22,1500.0
src-L1300-02,['S1322'],A24,dest-L1300-02,A24,1500.0
src-L1300-02,['S1324'],C2,dest-L1300-02,C2,1500.0
src-L1300-02,['S1326'],C4,dest-L1300-02,C4,1500.0
src-L1300-02,['S1328'],C6,dest-L1300-02,C6,1500.0
src-L1300-02,['S1329'],C8,dest-L1300-02,C8,1500.0
src-L1300-02,['S1330'],C10,dest-L1300-02,C10,1500.0
src-L1300-02,['S1331'],C12,dest-L1300-02,C12,1500.0
src-L1300-02,['S1332'],C14,dest-L1300-02,C14,1500.0
src-L1300-02,['S1333'],C16,dest-L1300-02,C16,1500.0
src-L1300-02,['S1336'],C18,dest-L1300-02,C18,1500.0
src-L1300-02,['S1340'],C20,dest-L1300-02,C20,1500.0
src-L1300-02,['S1342'],C22,dest-L1300-02,C22,1500.0
src-L1300-02,['S1344'],C24,dest-L1300-02,C24,1500.0
src-L1300-02,['S1351'],E2,dest-L1300-02,E2,1500.0
src-L1300-02,['S1353'],E4,dest-L1300-02,E4,1500.0
src-L1300-02,['S1354'],E6,dest-L1300-02,E6,1500.0
src-L1300-02,['S1356'],E8,dest-L1300-02,E8,1500.0
src-L1300-02,['S1357'],E10,dest-L1300-02,E10,1500.0
src-L1300-02,['S1358'],E12,dest-L1300-02,E12,1500.0
src-L1300-02,['S1359'],E14,dest-L1300-02,E14,1500.0
src-L1300-02,['S1368'],E16,dest-L1300-02,E16,1500.0
src-L1300-02,['S1374'],E18,dest-L1300-02,E18,1500.0
src-L1300-02,['S1376'],E20,dest-L1300-02,E20,1500.0
src-L1300-02,['S1377'],E22,dest-L1300-02,E22,1500.0
src-L1300-02,['S1378'],E24,dest-L1300-02,E24,1500.0
src-L1300-02,['S1379'],G2,dest-L1300-02,G2,1500.0
src-L1300-02,['S1380'],G4,dest-L1300-02,G4,1500.0
