baseline,,a264e,,1jme,,k97c,,
541.0164185,0.00144313043,541.0164185,0.1784789115,541.0164185,0.02166287228,541.0164185,0.03025009669,
540.0025635,-0.0004929513671,540.0025635,0.1787105352,540.0025635,0.02162078209,540.0025635,0.02968740091,
538.9884644,0.0003888777574,538.9884644,0.1785325855,538.9884644,0.02071284503,538.9884644,0.028920779,
538.0116577,0.0007944676909,538.0116577,0.1800860316,538.0116577,0.02130009793,538.0116577,0.02885053493,
536.9971924,0.000568206131,536.9971924,0.1791816652,536.9971924,0.02066870034,536.9971924,0.0284743011,
535.9824219,0.0004505718534,535.9824219,0.1803306341,535.9824219,0.02104466781,535.9824219,0.02777537704,
535.0050049,0.0005213714903,535.0050049,0.1802007109,535.0050049,0.0212367028,535.0050049,0.02764202841,
533.9897461,0.0003778664977,533.9897461,0.1782561392,533.9897461,0.02002713084,533.9897461,0.02795150131,
533.0119019,0.0007598739467,533.0119019,0.1771971881,533.0119019,0.02153345384,533.0119019,0.02945585735,
531.9962158,0.0007577216602,531.9962158,0.1784951091,531.9962158,0.02051376924,531.9962158,0.02902333066,
531.0179443,0.0003804314474,531.0179443,0.177609548,531.0179443,0.01986039616,531.0179443,0.02789797448,
530.00177,0.0007428374374,530.00177,0.1734467596,530.00177,0.01995587163,530.00177,0.02639063261,
528.9854126,0.0007859616308,528.9854126,0.1761468202,528.9854126,0.02094009891,528.9854126,0.02788535878,
528.0064697,0.0007553100586,528.0064697,0.1739964038,528.0064697,0.01917372644,528.0064697,0.02945721522,
526.989563,0.0003442126617,526.989563,0.174179092,526.989563,0.01878767088,526.989563,0.028235998,
526.0101929,0.0006104316562,526.0101929,0.1718285829,526.0101929,0.01973173209,526.0101929,0.02760235965,
524.9929199,0.0003694722254,524.9929199,0.1733623892,524.9929199,0.01980246603,524.9929199,0.02768879011,
524.0130615,0.001741548767,524.0130615,0.1731756777,524.0130615,0.02048549242,524.0130615,0.02928983979,
522.9953003,0.00126595865,522.9953003,0.1727026999,522.9953003,0.01978138834,522.9953003,0.02801259793,
522.0150146,0.0003488240473,522.0150146,0.1693754047,522.0150146,0.01901527122,522.0150146,0.02695375122,
520.9968262,0.0008019884117,520.9968262,0.1692859083,520.9968262,0.01927159354,520.9968262,0.02727568708,
520.0161133,0.001030317857,520.0161133,0.1652519852,520.0161133,0.01868777722,520.0161133,0.02704812586,
518.9974976,0.0008103651344,518.9974976,0.1667460948,518.9974976,0.0183137618,518.9974976,0.02651391178,
518.0163574,-0.0001232514915,518.0163574,0.1653196663,518.0163574,0.01812636293,518.0163574,0.02636626177,
516.9972534,0.0005828252179,516.9972534,0.1670416594,516.9972534,0.0183529146,516.9972534,0.02692075446,
516.015686,0.0006368473405,516.015686,0.1642902344,516.015686,0.01856645569,516.015686,0.02660161257,
514.9960327,0.0006913170218,514.9960327,0.1620035022,514.9960327,0.01778168418,514.9960327,0.0262666177,
514.0140991,-0.00065581745,514.0140991,0.160116449,514.0140991,0.01743776537,514.0140991,0.02569420077,
512.9941406,0.0005731309648,512.9941406,0.1627026349,512.9941406,0.01723641343,512.9941406,0.02520060167,
512.0117188,0.0005362740485,512.0117188,0.1618487835,512.0117188,0.01730071008,512.0117188,0.02563793026,
510.9913025,0.0005909643951,510.9913025,0.1630300134,510.9913025,0.01731716841,510.9913025,0.02548774891,
510.0083923,0.0003376324603,510.0083923,0.1620439142,510.0083923,0.01704016328,510.0083923,0.02540452778,
508.9875793,0.0007039696793,508.9875793,0.1602609754,508.9875793,0.01715456881,508.9875793,0.02570897527,
508.0043335,0.0002710588742,508.0043335,0.1612809598,508.0043335,0.01673223265,508.0043335,0.02563136816,
506.9829712,0.0001020285854,506.9829712,0.1614152938,506.9829712,0.01644390449,506.9829712,0.02511340193,
505.9992981,0.0009791525081,505.9992981,0.1612936854,505.9992981,0.01722345874,505.9992981,0.02527763881,
505.0153198,0.0003497566795,505.0153198,0.1594737768,505.0153198,0.01624723151,505.0153198,0.02527887374,
503.9934387,0.0003392904473,503.9934387,0.1600970924,503.9934387,0.01650464162,503.9934387,0.02539566346,
503.0091248,0.000295511185,503.0091248,0.1603855491,503.0091248,0.016632488,503.0091248,0.02482296526,
501.9866943,0.0001740403532,501.9866943,0.1592245847,501.9866943,0.01647933945,501.9866943,0.0248379577,
501.0019531,0.0003454302787,501.0019531,0.1561176777,501.0019531,0.01573611796,501.0019531,0.02460492961,
500.0170593,0.000444326899,500.0170593,0.1587887406,500.0170593,0.01532845851,500.0170593,0.0250419341,
498.993988,-0.0001281683944,498.993988,0.1575942636,498.993988,0.01553810202,498.993988,0.02472847141,
498.008606,0.0004877065367,498.008606,0.1566549838,498.008606,0.01609575003,498.008606,0.0252119042,
496.9851074,0.0004530854058,496.9851074,0.1566461921,496.9851074,0.01648681425,496.9851074,0.02524723858,
495.9993591,0.0009418200934,495.9993591,0.157865569,495.9993591,0.01638185792,495.9993591,0.02586937137,
495.0133972,0.0005656141439,495.0133972,0.1586970687,495.0133972,0.0170520898,495.0133972,0.02574764751,
493.9892883,0.0004863071081,493.9892883,0.1581024379,493.9892883,0.0162091013,493.9892883,0.02468276583,
493.0028992,0.0001658830734,493.0028992,0.1565983295,493.0028992,0.01577028818,493.0028992,0.02413618192,
492.0163269,0.0006015662802,492.0163269,0.1564726084,492.0163269,0.01620859094,492.0163269,0.02507138625,
490.9915771,0.0006109760143,490.9915771,0.1581533253,490.9915771,0.01706622355,490.9915771,0.02676057629,
490.0046082,0.0004968286958,490.0046082,0.1578313857,490.0046082,0.0164904166,490.0046082,0.02585288696,
489.0173645,0.0001322456519,489.0173645,0.1587904543,489.0173645,0.01600958034,489.0173645,0.02475362644,
487.9919739,0.0002040293475,487.9919739,0.1565008909,487.9919739,0.01639435813,487.9919739,0.02514019981,
487.0043945,0.0006826055469,487.0043945,0.1572667211,487.0043945,0.01696963422,487.0043945,0.02622721158,
486.0166016,-9.20407474E-005,486.0166016,0.1567392796,486.0166016,0.01617992111,486.0166016,0.0256057214,
484.9906311,6.453851529E-005,484.9906311,0.1544812322,484.9906311,0.01562723704,484.9906311,0.02458969876,
484.0023804,0.0004258517001,484.0023804,0.1543793082,484.0023804,0.01679887623,484.0023804,0.02616749145,
483.0140076,0.001213597483,483.0140076,0.1584677845,483.0140076,0.01792741567,483.0140076,0.02774505131,
481.9874268,0.0005277989549,481.9874268,0.1592844278,481.9874268,0.01661691628,481.9874268,0.02615385503,
480.9985657,0.000434817106,480.9985657,0.1569093615,480.9985657,0.01579866186,480.9985657,0.02699275501,
480.009613,0.0002571496589,480.009613,0.1594777405,480.009613,0.01624521613,480.009613,0.02660780586,
478.9822998,0.0003705085546,478.9822998,0.158895582,478.9822998,0.01612317748,478.9822998,0.02659544908,
477.9929199,0.000835859275,477.9929199,0.160526827,477.9929199,0.01721519046,477.9929199,0.02699291892,
477.0033264,0.0006954653654,477.0033264,0.1616305113,477.0033264,0.01626580022,477.0033264,0.02705674805,
476.0135498,0.0005838361103,476.0135498,0.1610786915,476.0135498,0.01736779138,476.0135498,0.02727169171,
474.9854736,0.0001483260421,474.9854736,0.1610464752,474.9854736,0.01713989303,474.9854736,0.02695014328,
473.9953308,0.0006001665024,473.9953308,0.1604759991,473.9953308,0.01789952256,473.9953308,0.02755414508,
473.0049133,0.0008654790581,473.0049133,0.1621978134,473.0049133,0.01842550561,473.0049133,0.02775073424,
472.0143738,0.0005277989549,472.0143738,0.1612919569,472.0143738,0.0184964072,472.0143738,0.02832877263,
470.9855347,0.0001123078473,470.9855347,0.1612649411,470.9855347,0.0183131136,470.9855347,0.0282605309,
469.9945374,0.0002219512244,469.9945374,0.1641405821,469.9945374,0.01832793839,469.9945374,0.02849843167,
469.003418,0.0004050971766,469.003418,0.1665991247,469.003418,0.01946598664,469.003418,0.02892938443,
468.012085,0.0001578813244,468.012085,0.1677707732,468.012085,0.01949184202,468.012085,0.02909401804,
466.9823608,0.0006219931529,466.9823608,0.1678939909,466.9823608,0.01991459541,466.9823608,0.03011279367,
465.9906006,0.001504299114,465.9906006,0.1697745472,465.9906006,0.02150891908,465.9906006,0.03108443879,
464.9987183,0.0005891757901,464.9987183,0.172882691,464.9987183,0.02083631605,464.9987183,0.03135491535,
464.0065613,0.0003452748351,464.0065613,0.1730278283,464.0065613,0.02066299878,464.0065613,0.03121275827,
463.0142822,0.000353565003,463.0142822,0.1743118316,463.0142822,0.02117244713,463.0142822,0.03168124706,
461.9836731,0.000263987662,461.9836731,0.1768458039,461.9836731,0.02131516114,461.9836731,0.03161988035,
460.9909668,0.0007271498907,460.9909668,0.1775939614,460.9909668,0.02269339189,460.9909668,0.03254635632,
459.9980774,0.000248058408,459.9980774,0.1821959615,459.9980774,0.02184815705,459.9980774,0.03331449255,
459.0050354,-0.0007631722256,459.0050354,0.1860384345,459.0050354,0.02373191155,459.0050354,0.03498128802,
458.0117798,-2.697234049E-005,458.0117798,0.186124444,458.0117798,0.02353267744,458.0117798,0.0351232551,
457.0183105,0.001312094857,457.0183105,0.1905674934,457.0183105,0.02577247843,457.0183105,0.03658314049,
455.9865112,-0.0003527342342,455.9865112,0.1934797317,455.9865112,0.02608587034,455.9865112,0.03659102321,
454.9926758,2.705167935E-005,454.9926758,0.1970997602,454.9926758,0.02628996596,454.9926758,0.03738074377,
453.9986877,0.0005124561139,453.9986877,0.2010772377,453.9986877,0.02691197023,453.9986877,0.03801997751,
453.0045166,0.0003925827914,453.0045166,0.2048876286,453.0045166,0.02791169286,453.0045166,0.0382790342,
452.0101013,0.0002315081365,452.0101013,0.2079661787,452.0101013,0.02835734375,452.0101013,0.0399809517,
451.0155945,0.000481331459,451.0155945,0.212998718,451.0155945,0.03031351604,451.0155945,0.04152620956,
449.9825745,4.965212429E-005,449.9825745,0.216643244,449.9825745,0.03129732236,449.9825745,0.04229985178,
448.9876404,0.0003339538234,448.9876404,0.220942378,448.9876404,0.03163828328,448.9876404,0.04238360748,
447.9924927,0.0005464599235,447.9924927,0.2249059826,447.9924927,0.03271142021,447.9924927,0.04442234337,
446.9972534,0.0004762522294,446.9972534,0.2292962819,446.9972534,0.03457341343,446.9972534,0.04598996416,
446.00177,0.0001782355685,446.00177,0.2366467863,446.00177,0.03582677618,446.00177,0.04787431657,
445.0061035,0.000672234979,445.0061035,0.2428153008,445.0061035,0.03710998595,445.0061035,0.04980708659,
444.0102234,0.0001646659657,444.0102234,0.2503534853,444.0102234,0.03875651211,444.0102234,0.04999121279,
443.0142212,0.0006124276551,443.0142212,0.2560069859,443.0142212,0.04076236114,443.0142212,0.05320947245,
442.0180664,-0.0006095489953,442.0180664,0.2610519826,442.0180664,0.04237986729,442.0180664,0.05459474027,
440.9833374,0.0004260849091,440.9833374,0.2732898891,440.9833374,0.04509523883,440.9833374,0.0572794117,
439.9867554,0.001437624334,439.9867554,0.2907496393,439.9867554,0.04799153283,439.9867554,0.06116306409,
438.9900208,0.000578081701,438.9900208,0.2978572249,438.9900208,0.04971216246,438.9900208,0.06296533346,
437.9930725,0.0005620890879,437.9930725,0.3110889494,437.9930725,0.05326425284,437.9930725,0.06639392674,
436.9959106,0.0002749442356,436.9959106,0.3238169253,436.9959106,0.05636689812,436.9959106,0.06965031475,
435.9986267,0.0004139585362,435.9986267,0.3425850272,435.9986267,0.05933612958,435.9986267,0.07255381346,
435.0012207,0.0005457860534,435.0012207,0.3551047146,435.0012207,0.06510623544,435.0012207,0.07801618427,
434.0035706,0.0003854577662,434.0035706,0.3756886423,434.0035706,0.06882974505,434.0035706,0.08162380755,
433.0057068,9.319948731E-005,433.0057068,0.3996137083,433.0057068,0.07389207184,433.0057068,0.08684646338,
432.007782,0.0002940864943,432.007782,0.4218328595,432.007782,0.07923471928,432.007782,0.09170760214,
431.0095825,0.0008910801844,431.0095825,0.4484264851,431.0095825,0.0847741589,431.0095825,0.09764251858,
430.0112305,0.001576205948,430.0112305,0.4709264934,430.0112305,0.09136687964,430.0112305,0.1046133116,
429.0127258,0.001233559917,429.0127258,0.5001844764,429.0127258,0.09734520316,429.0127258,0.1099236608,
428.0140381,0.001059976872,428.0140381,0.5285068154,428.0140381,0.1039032564,428.0140381,0.1154353619,
427.0151672,0.0004594600468,427.0151672,0.5590427518,427.0151672,0.1105405167,427.0151672,0.1210187078,
426.0160522,0.0007258274709,426.0160522,0.5858389735,426.0160522,0.1164485291,426.0160522,0.1262472868,
425.0168762,0.0002886467846,425.0168762,0.6119028926,425.0168762,0.1220823005,425.0168762,0.1315851808,
424.0175171,-0.0003638042836,424.0175171,0.6320733428,424.0175171,0.127396971,424.0175171,0.136768654,
423.0179749,0.0004854260187,423.0179749,0.6578714848,423.0179749,0.1332074106,423.0179749,0.1418173909,
422.0181885,-3.939665839E-005,422.0181885,0.6783807278,422.0181885,0.1363582164,422.0181885,0.1437063962,
421.0182495,0.0008394125034,421.0182495,0.6945282221,421.0182495,0.1409139782,421.0182495,0.1474219561,
420.018219,0.0007130704471,420.018219,0.7058131099,420.018219,0.1439207643,420.018219,0.1504864544,
419.0179138,0.0009335965151,419.0179138,0.7118621469,419.0179138,0.1443764716,419.0179138,0.1509603858,
418.0174866,0.0005327751278,418.0174866,0.7129713297,418.0174866,0.1449947506,418.0174866,0.150766179,
417.0169373,0.0001326340716,417.0169373,0.7108162045,417.0169373,0.1442504525,417.0169373,0.1494018584,
416.0161743,0.0003879709402,416.0161743,0.7035198808,416.0161743,0.1421337426,416.0161743,0.1474132687,
415.0151978,0.001294647111,415.0151978,0.6932604313,415.0151978,0.1402787566,415.0151978,0.1448669136,
414.0140991,0.0007242976571,414.0140991,0.6764242053,414.0140991,0.1364935488,414.0140991,0.141325146,
413.0128479,0.000356725679,413.0128479,0.6648516655,413.0128479,0.1315649301,413.0128479,0.1363065541,
412.0114136,0.001152962795,412.0114136,0.6430662274,412.0114136,0.1291983724,412.0114136,0.1334910691,
411.0097961,0.0002032783086,411.0097961,0.6207028031,411.0097961,0.1232548952,411.0097961,0.1271257699,
410.0080261,-3.753303099E-005,410.0080261,0.6027231812,410.0080261,0.1185183525,410.0080261,0.1238762289,
409.006073,-1.899988456E-005,409.006073,0.5810620189,409.006073,0.112320058,409.006073,0.1207868308,
408.0039063,0.0004027652903,408.0039063,0.5609098673,408.0039063,0.1083910763,408.0039063,0.1162398756,
407.0016785,0.0003539017926,407.0016785,0.540420115,407.0016785,0.1035084128,407.0016785,0.1113275811,
405.9992676,0.0003777369566,405.9992676,0.5188319683,405.9992676,0.09996494651,405.9992676,0.1080088019,
404.9966431,0.0004626214795,404.9966431,0.5013207197,404.9966431,0.09600561857,404.9966431,0.1037470251,
403.9938354,0.0006728572189,403.9938354,0.4857170284,403.9938354,0.09247698635,403.9938354,0.1009198204,
402.9909058,0.001089534024,402.9909058,0.4685971141,402.9909058,0.08939184248,402.9909058,0.09890891612,
401.9878235,0.0001741698361,401.9878235,0.4531315565,401.9878235,0.08478819579,401.9878235,0.09481275082,
400.9845276,0.0005434015184,400.9845276,0.4369181097,400.9845276,0.08113007993,400.9845276,0.09069854766,
399.9810791,0.0004553916515,399.9810791,0.4241255522,399.9810791,0.07792061567,399.9810791,0.08804313838,
399.0161133,0.0007292242371,399.0161133,0.4138733447,399.0161133,0.07602240145,399.0161133,0.08614164591,
398.0123596,0.0002689867106,398.0123596,0.3999708295,398.0123596,0.07271898538,398.0123596,0.08324184269,
397.0084534,0.0004384188796,397.0084534,0.3876375556,397.0084534,0.07056793571,397.0084534,0.08111276478,
396.004364,0.0001896561298,396.004364,0.3785849214,396.004364,0.06714666635,396.004364,0.07747597992,
395.0001526,0.0002333988232,395.0001526,0.3680129051,395.0001526,0.06568130851,395.0001526,0.07618170977,
393.9957581,0.0007093367749,393.9957581,0.3597203195,393.9957581,0.06404807419,393.9957581,0.07563645393,
392.9911499,0.001328063081,392.9911499,0.3522214592,392.9911499,0.06330942363,392.9911499,0.07424668223,
391.9864502,0.0005378550268,391.9864502,0.3428603113,391.9864502,0.05980811268,391.9864502,0.07028834522,
390.9815369,0.0001611700573,390.9815369,0.3358491361,390.9815369,0.05787694082,390.9815369,0.07078594714,
390.0151672,-0.0006488387007,390.0151672,0.3278061152,390.0151672,0.05625352636,390.0151672,0.06735075265,
389.0100098,0.0001263936865,389.0100098,0.3208024502,389.0100098,0.054613702,389.0100098,0.0660430789,
388.0046387,-3.214918252E-005,388.0046387,0.3137812614,388.0046387,0.05298151076,388.0046387,0.06524095684,
386.9991455,0.0006171974237,386.9991455,0.3085308671,386.9991455,0.05227223411,386.9991455,0.06451980025,
385.9934692,0.0003142398782,385.9934692,0.3031133413,385.9934692,0.05163498595,385.9934692,0.06278603524,
384.9876404,0.0005205421476,384.9876404,0.2990049124,384.9876404,0.05019550025,384.9876404,0.06292741746,
383.9816589,7.851923874E-005,383.9816589,0.2939021289,383.9816589,0.04851006344,383.9816589,0.06113633141,
383.0142212,0.0002734677983,383.0142212,0.2912270427,383.0142212,0.04867592081,383.0142212,0.06130347773,
382.0079041,0.0003829964262,382.0079041,0.2862223387,382.0079041,0.04798973724,382.0079041,0.05994823575,
381.0014954,0.0008701218758,381.0014954,0.2842277586,381.0014954,0.04649170116,381.0014954,0.05967563391,
379.994873,0.0002803319367,379.994873,0.2804483473,379.994873,0.04561400414,379.994873,0.05938028917,
378.9881287,0.0005614670226,378.9881287,0.2811858058,378.9881287,0.04635322839,378.9881287,0.05844336748,
377.9812012,-8.231660104E-006,377.9812012,0.277230978,377.9812012,0.04542617127,377.9812012,0.05735995993,
377.0128784,0.001068747719,377.0128784,0.2774081528,377.0128784,0.04557820782,377.0128784,0.05883552507,
376.0056763,0.0009025973268,376.0056763,0.2757686973,376.0056763,0.04546247423,376.0056763,0.05788386241,
374.9983215,0.0006834611413,374.9983215,0.2768809497,374.9983215,0.04588099569,374.9983215,0.0579931885,
373.9908142,0.0001196096418,373.9908142,0.2762403786,373.9908142,0.04516046494,373.9908142,0.05808443576,
372.9831238,0.0002597657149,372.9831238,0.2769114375,372.9831238,0.04537800699,372.9831238,0.05855926499,
372.0140686,0.0002425415732,372.0140686,0.2769063711,372.0140686,0.04453063011,372.0140686,0.05696984008,
371.006073,0.0006799350958,371.006073,0.2771883905,371.006073,0.04581100121,371.006073,0.05844692141,
369.9979858,3.111604747E-005,369.9979858,0.2790330946,369.9979858,0.04545681179,369.9979858,0.05879805982,
368.9896851,0.0006496021524,368.9896851,0.279686451,368.9896851,0.04620239511,368.9896851,0.05966340005,
367.9812927,0.0003312596236,367.9812927,0.2807528079,367.9812927,0.04688604176,367.9812927,0.0582372658,
367.0115051,0.0005789630231,367.0115051,0.2795993686,367.0115051,0.04645419121,367.0115051,0.05925467983,
366.0028076,-9.918370051E-005,366.0028076,0.2840743959,366.0028076,0.04718628153,366.0028076,0.06019662693,
364.9939575,0.0005773818702,364.9939575,0.285716176,364.9939575,0.04755855352,364.9939575,0.06013249606,
363.9848938,0.0001204382206,363.9848938,0.2864724398,363.9848938,0.04796834663,363.9848938,0.06045539677,
363.0145264,0.000844288501,363.0145264,0.2896293998,363.0145264,0.04840129986,363.0145264,0.06007006764,
362.005249,9.866263281E-005,362.005249,0.2902292609,362.005249,0.04893923923,362.005249,0.06194875762,
360.9957886,0.0003375029191,360.9957886,0.2930707037,360.9957886,0.04972141981,360.9957886,0.06189896166,
359.9861755,0.000500301423,359.9861755,0.2946781218,359.9861755,0.04987836257,359.9861755,0.06257858127,
359.0152893,0.0004245043092,359.0152893,0.2951400578,359.0152893,0.04885064811,359.0152893,0.06208485365,
358.0054016,7.072622248E-005,358.0054016,0.291955173,358.0054016,0.04874064028,358.0054016,0.06115558371,
356.9953308,0.0008894201019,356.9953308,0.2928678393,356.9953308,0.05049405247,356.9953308,0.0638525486,
355.985199,0.000366544642,355.985199,0.2919581532,355.985199,0.04923249409,355.985199,0.0616299361,
355.0137024,0.0002207339712,355.0137024,0.2937386334,355.0137024,0.04973631352,355.0137024,0.06295279413,
354.0032349,7.750950317E-005,354.0032349,0.2907503545,354.0032349,0.04758769274,354.0032349,0.06159106269,
352.9926453,0.0004008738615,352.9926453,0.2929212749,352.9926453,0.04882915318,352.9926453,0.06219136342,
351.9818726,-8.743399667E-005,351.9818726,0.2904750705,351.9818726,0.04784506559,351.9818726,0.06094107404,
351.0098572,0.0001291902008,351.0098572,0.2877759337,351.0098572,0.0489907302,351.0098572,0.06162098423,
349.9988098,0.0002312491415,349.9988098,0.2848612666,349.9988098,0.04756054282,349.9988098,0.06107715517,
348.9876404,0.0005952932406,348.9876404,0.284032017,348.9876404,0.04694069177,348.9876404,0.05976482853,
348.0152283,0.0009931108216,348.0152283,0.2838666141,348.0152283,0.04785494879,348.0152283,0.06015610322,
347.0037842,-0.0001672429207,347.0037842,0.2794128954,347.0037842,0.0450624153,347.0037842,0.05844528973,
345.9921875,0.0005613374524,345.9921875,0.2764565051,345.9921875,0.04450014234,345.9921875,0.05874485895,
345.0193481,0.0010064987,345.0193481,0.2738891542,345.0193481,0.04439533502,345.0193481,0.05855067447,
344.0074768,0.0003633320739,344.0074768,0.272791028,344.0074768,0.04376741126,344.0074768,0.0580589287,
342.9954834,-0.0002438808733,342.9954834,0.2702409923,342.9954834,0.04332740977,342.9954834,0.05781258643,
341.9833069,0.001180631574,341.9833069,0.2672703266,341.9833069,0.04262891784,341.9833069,0.05610257015,
341.0099487,0.0001427327952,341.0099487,0.2616413534,341.0099487,0.04077453166,341.0099487,0.0554148294,
339.9975281,0.0005538208643,339.9975281,0.2611295879,339.9975281,0.04039331153,339.9975281,0.05540135875,
338.9849548,0.0009011446964,338.9849548,0.2572565079,338.9849548,0.03907763585,338.9849548,0.05328839645,
338.0112,-0.0001327229693,338.0112,0.254855901,338.0112,0.03806880489,338.0112,0.05332676321,
336.9983215,-0.000241293732,336.9983215,0.2521454692,336.9983215,0.03695175424,336.9983215,0.05195384473,
335.9853821,0.0006336846272,335.9853821,0.2500508726,335.9853821,0.03644449636,335.9853821,0.05112896115,
335.0112305,0.0005315570161,335.0112305,0.2480672151,335.0112305,0.03529721498,335.0112305,0.05028311536,
333.9979858,0.0002094938827,333.9979858,0.2424489856,333.9979858,0.03359824792,333.9979858,0.04941608757,
332.9846191,0.0005116786342,332.9846191,0.2397916019,332.9846191,0.0333632417,332.9846191,0.04840364307,
332.0100708,0.0007436671876,332.0100708,0.2373124063,332.0100708,0.03324040398,332.0100708,0.04872442409,
330.9964294,0.0007728916244,330.9964294,0.2342672497,330.9964294,0.03124608099,330.9964294,0.04767568409,
329.9826355,0.000980735058,329.9826355,0.2303259224,329.9826355,0.03013060614,329.9826355,0.0457187593,
329.0077209,0.000716985669,329.0077209,0.2252763212,329.0077209,0.02946516499,329.0077209,0.046070721,
327.9936829,0.0001817316224,327.9936829,0.2244122177,327.9936829,0.02817569859,327.9936829,0.04405489936,
327.0185242,-0.000141521421,327.0185242,0.2232664824,327.0185242,0.02684827335,327.0185242,0.04336396232,
326.0041809,0.0009085375932,326.0041809,0.2226641327,326.0041809,0.02779828198,326.0041809,0.04450748488,
324.9897461,0.001296438626,324.9897461,0.2176991701,324.9897461,0.02699991688,324.9897461,0.04301644862,
324.0142212,-0.000285894057,324.0142212,0.2172063887,324.0142212,0.02434590645,324.0142212,0.04149120674,
322.9994812,0.0009756240761,322.9994812,0.2160870284,322.9994812,0.02677114867,322.9994812,0.04365353286,
321.9846802,0.0007323616883,321.9846802,0.2131965607,321.9846802,0.02309295721,321.9846802,0.04221665487,
321.0087585,-0.0001534766634,321.0087585,0.2119182646,321.0087585,0.02412758954,321.0087585,0.0405619517,
319.9936523,0.0006147088716,319.9936523,0.2073268294,319.9936523,0.02244387381,319.9936523,0.03999048844,
319.0174866,0.0007230789633,319.0174866,0.2087958455,319.0174866,0.02340119705,319.0174866,0.04086641222,
318.0021667,0.0004271472571,318.0021667,0.2064631134,318.0021667,0.02290583029,318.0021667,0.0394808054,
316.9866638,0.0006563944626,316.9866638,0.2073118836,316.9866638,0.02203382179,316.9866638,0.03952749819,
316.0101013,6.873268285E-005,316.0101013,0.2064979672,316.0101013,0.02064679191,316.0101013,0.03868598863,
314.9943848,0.0001673332445,314.9943848,0.2062394768,314.9943848,0.02080959268,314.9943848,0.03798437864,
314.0176392,0.0006830462953,314.0176392,0.2069786936,314.0176392,0.02199733071,314.0176392,0.04099626094,
313.0016479,0.000477833004,313.0016479,0.2087005675,313.0016479,0.02152265608,313.0016479,0.04099594802,
311.9855347,0.0007517056656,311.9855347,0.2121972889,311.9855347,0.02256252058,311.9855347,0.04203157127,
311.0083923,0.0006395953242,311.0083923,0.2127081454,311.0083923,0.02246333659,311.0083923,0.04293256998,
309.9920044,0.0003354822693,309.9920044,0.2146193981,309.9920044,0.02332252637,309.9920044,0.04474338144,
309.0146484,0.0001964930561,309.0146484,0.220068112,309.0146484,0.02468635514,309.0146484,0.04652031139,
307.9980164,0.0002271828998,307.9980164,0.2258375585,307.9980164,0.02604224905,307.9980164,0.04939558357,
306.9812927,0.0002967545588,306.9812927,0.2344955802,306.9812927,0.02756081894,306.9812927,0.05302371085,
306.00354,0.0008695512661,306.00354,0.243309781,306.00354,0.03074955381,306.00354,0.05941219628,
304.9865417,0.0005643441109,304.9865417,0.2569132447,304.9865417,0.03383581713,304.9865417,0.06573662907,
304.0085754,0.0002724576043,304.0085754,0.2754378021,304.0085754,0.03946688399,304.0085754,0.07468885928,
302.9913635,0.0003038004215,302.9913635,0.2985261977,302.9913635,0.04296083376,302.9913635,0.08509088308,
302.0131531,0.0005615966511,302.0131531,0.3290960789,302.0131531,0.04953734949,302.0131531,0.09393048286,
300.9956665,0.0008006658172,300.9956665,0.3574735224,300.9956665,0.05698589608,300.9956665,0.1149545759,
300.0172119,6.935404963E-005,300.0172119,0.37620309,300.0172119,0.06371136755,300.0172119,0.1335726082,
298.9995422,0.002974546747,298.9995422,0.4267027676,298.9995422,0.0755694136,298.9995422,0.156878382,
297.9816895,-0.001442556269,297.9816895,0.4638616145,297.9816895,0.08459547162,297.9816895,0.1792984903,
297.0028992,0.001960387453,297.0028992,0.509245038,297.0028992,0.09691919386,297.0028992,0.213674143,
295.9848633,-0.001592790242,295.9848633,0.5703226924,295.9848633,0.1102781892,295.9848633,0.242660746,
295.0058289,-0.0001316360867,295.0058289,0.6461943388,295.0058289,0.1251521856,295.0058289,0.2901627719,
293.9875183,-0.0006673450116,293.9875183,0.7113788128,293.9875183,0.1409232616,293.9875183,0.3476819992,
293.0082397,0.003140318673,293.0082397,0.7993074656,293.0082397,0.1672330648,293.0082397,0.3828955889,
291.9896851,0.003497781232,291.9896851,0.8886908889,291.9896851,0.184245646,291.9896851,0.4472998381,
291.0102234,0.005419902038,291.0102234,0.9587814808,291.0102234,0.2157263607,291.0102234,0.5256269574,
289.9914856,0.006038661115,289.9914856,1.009138107,289.9914856,0.2213253379,289.9914856,0.554743588,
289.0117798,0.005742758978,289.0117798,1.067343235,289.0117798,0.237376079,289.0117798,0.6317573786,
287.9927673,0.003640363226,287.9927673,1.118835092,287.9927673,0.2484411001,287.9927673,0.6891502738,
287.0128174,0.008801915683,287.0128174,1.201688886,287.0128174,0.2784307301,287.0128174,0.7619885206,
285.9936523,0.0009013522067,285.9936523,1.300160766,285.9936523,0.2926156819,285.9936523,0.8254259229,
285.0134888,0.002930579241,285.0134888,1.356689215,285.0134888,0.3098146617,285.0134888,0.8772203326,
283.9940186,0.0009919952136,283.9940186,1.389642,283.9940186,0.325050205,283.9940186,0.954539299,
283.0136414,-0.001167336595,283.0136414,1.427690029,283.0136414,0.3299271464,283.0136414,1.00392282,
281.993988,0.003259648802,281.993988,1.444496393,281.993988,0.3360656202,281.993988,1.061561108,
281.0133972,0.0002705926599,281.0133972,1.456082225,281.0133972,0.3401223421,281.0133972,1.116688371,
