blank,,m3-wt-heme-sample41-5in1005,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
684.2608032,0.001511130715,684.2608032,0.0001874289592,
684.0080566,0.0003427100892,684.0080566,-0.001415000879,
683.755249,0.0009175908053,683.755249,0.000127662468,
683.5025024,0.0007146521239,683.5025024,0.0005121969152,
683.2496338,-5.668657104E-005,683.2496338,-0.001698572887,
682.9967651,-0.0007475125603,682.9967651,0.0004686593893,
682.7438965,0.0001397808373,682.7438965,-0.000864971953,
682.4909668,-0.0004698866687,682.4909668,-0.0003594590817,
682.2381592,-0.001130675548,682.2381592,-0.001987525728,
681.9851685,-0.0006178208278,681.9851685,-0.0009165344527,
681.7322388,-0.0008033781778,681.7322388,0.0004587085568,
681.5153809,0.0003850173089,681.5153809,-0.000550245808,
681.2624512,-0.0001551327878,681.2624512,-0.001789841917,
681.0094604,-0.0002945859451,681.0094604,0.0001710363867,
680.7564697,0.0004703437735,680.7564697,0.0008835838526,
680.503418,0.0002338391205,680.503418,0.0001291125081,
680.2503052,0.0004347134673,680.2503052,-0.0005648267688,
679.9972534,-0.0007401735638,679.9972534,-0.001942172064,
679.7440796,0.0005938675604,679.7440796,-0.0007704591844,
679.4910278,0.0001273517555,679.4910278,-0.001259749755,
679.237793,0.0004025839153,679.237793,0.0006157198222,
678.9846802,-0.0003395946405,678.9846802,-0.002178834984,
678.7676392,0.0003550935362,678.7676392,-0.001027388615,
678.5144043,-0.0005583119346,678.5144043,-0.001942069037,
678.2611694,0.0002437329968,678.2611694,-0.0006421700236,
678.0079346,0.0007766518393,678.0079346,-0.002390243812,
677.7546997,-0.0006125475629,677.7546997,0.0006315848441,
677.5014038,-0.0004278912966,677.5014038,0.0009259178769,
677.2481079,-0.00114776718,677.2481079,-0.00144265953,
676.994812,-0.0002134550014,676.994812,-0.0005186520866,
676.7415161,0.0007125259726,676.7415161,0.0008072789642,
676.4880981,-0.0003640629293,676.4880981,-0.00149957079,
676.2347412,0.0005096312379,676.2347412,-0.001867637504,
676.0175171,6.060328087E-005,676.0175171,-0.0008275103173,
675.7640991,0.0002454683417,675.7640991,0.002142603276,
675.5106201,0.0004447155807,675.5106201,-0.002445383696,
675.2572021,3.383427975E-005,675.2572021,-0.0004123229883,
675.0037231,0.0001152078403,675.0037231,0.002304206369,
674.7501831,-0.0001818367455,674.7501831,0.0001320385054,
674.4966431,0.001105909352,674.4966431,0.002464906313,
674.2431641,-0.001271003159,674.2431641,0.0002287627722,
673.989563,0.0004381079343,673.989563,0.00144416932,
673.7360229,-0.0002639049198,673.7360229,0.0005712128477,
673.4823608,0.0001694049279,673.4823608,-0.0003700634115,
673.2650757,0.0009527159855,673.2650757,-0.0002281507623,
673.0114136,-0.000711229688,673.0114136,0.0003180478816,
672.7577515,0.00126821734,672.7577515,0.0005571385263,
672.5040894,0.0001799706515,672.5040894,0.0004958957434,
672.2503662,-0.0005889721797,672.2503662,-0.0006651222357,
671.9966431,0.0004145285639,671.9966431,0.0002927654132,
671.7429199,0.0009954458801,671.7429199,0.0001000607954,
671.4891968,0.0005364554818,671.4891968,0.001173389726,
671.2353516,0.0004809427483,671.2353516,0.0009626781102,
671.0178223,-0.0007214635843,671.0178223,0.0009546876536,
670.7640381,0.0001147676594,670.7640381,0.0003973760467,
670.5101318,-0.0002760637435,670.5101318,-0.0004993637558,
670.2562866,0.0002370248258,670.2562866,0.002236237749,
670.0024414,-0.0006169936387,670.0024414,0.0001787794026,
669.7485962,-0.000248020282,669.7485962,0.001604291378,
669.4946899,0.0009579564212,669.4946899,0.002258693334,
669.2407837,0.0005409393343,669.2407837,-0.000400633493,
668.9868164,0.000684601895,668.9868164,0.0004223536816,
668.7327881,-0.0003339558607,668.7327881,0.001563813654,
668.5150757,-0.001866400358,668.5150757,-0.0001759371662,
668.2611084,-6.683242827E-005,668.2611084,0.0007134075277,
668.0070801,0.0001512003655,668.0070801,0.0009162159404,
667.7530518,0.0003148615942,667.7530518,2.029507414E-005,
667.4989624,-0.001027853461,667.4989624,-0.0002638014266,
667.244873,1.291729041E-005,667.244873,0.001250044559,
666.9907227,2.886381299E-005,666.9907227,-0.001627710182,
666.7366333,0.001281795558,666.7366333,0.002339417813,
666.4824829,-0.0006196819595,666.4824829,0.001601043623,
666.2647095,-0.0002765294048,666.2647095,-0.001004765509,
666.010498,0.0001317018905,666.010498,0.002658819547,
665.7562866,-0.001104236464,665.7562866,0.0002390191366,
665.5020142,-0.0001496468903,665.5020142,0.0004023248039,
665.2478027,-0.0008586166077,665.2478027,-0.002491199644,
664.9935303,0.0001336957212,664.9935303,0.0002972467337,
664.7392578,-0.0006191132707,664.7392578,-0.0006628477131,
664.4849243,0.0005267622764,664.4849243,0.0001884648518,
664.2669678,-0.0002135584946,664.2669678,0.0007543506217,
664.0126343,-0.0001483012747,664.0126343,-0.0003806674795,
663.7582397,0.0001331519452,663.7582397,0.0005136741675,
663.5038452,-0.0005914538633,663.5038452,-0.001189796254,
663.2494507,0.0004720541183,663.2494507,0.002448037034,
662.9949951,-0.0001452477591,662.9949951,-0.0005425415002,
662.7406006,-0.0001519240614,662.7406006,0.000239588946,
662.4862061,0.0004846485681,662.4862061,0.0009710060549,
662.2680664,-0.0001692094957,662.2680664,0.0003191358992,
662.0135498,5.651274478E-005,662.0135498,0.00212902436,
661.7590942,0.0008413836476,661.7590942,0.001791088493,
661.5045166,-4.674754382E-005,661.5045166,0.002307537477,
661.25,9.810893062E-006,661.25,0.003311865963,
660.9954224,-0.0003907023347,660.9954224,0.0008089646581,
660.7408447,0.0003855354735,660.7408447,0.0006356029771,
660.4862061,-0.0008740138728,660.4862061,0.00108883332,
660.2679443,0.001051231986,660.2679443,0.002007663716,
660.0132446,0.0001513298484,660.0132446,0.001509026741,
659.758667,-0.001042211894,659.758667,0.001696484513,
659.5040283,-0.0001239760895,659.5040283,0.002363440348,
659.2493286,-3.918958828E-005,659.2493286,0.00309404009,
658.9945679,-0.0004289257049,658.9945679,0.002005635295,
658.7398682,-0.0001210776827,658.7398682,0.002650797833,
658.4850464,0.0001943953539,658.4850464,0.001521495404,
658.2666626,0.000689916953,658.2666626,0.00244480907,
658.0118408,0.000550425495,658.0118408,0.00312587386,
657.7570801,0.0004933560267,657.7570801,0.003384073032,
657.5022583,0.0001593055786,657.5022583,0.003159170272,
657.2473755,0.0001958974171,657.2473755,0.002059912775,
656.9924927,0.0004666899331,656.9924927,0.002402795246,
656.7375488,-0.0004236501409,656.7375488,0.002294369508,
656.482666,-0.0006829558406,656.482666,0.002970142057,
656.2642212,-0.0002499864786,656.2642212,0.002630379517,
656.0092163,-0.0003478198778,656.0092163,0.003245095955,
655.7542725,0.0004045530804,655.7542725,-0.001029299689,
655.4992676,0.0001151301622,655.4992676,0.002132041845,
655.2442627,0.0002620191372,655.2442627,0.002852741396,
654.9892578,-0.0006693609757,654.9892578,0.001563294092,
654.7341919,0.001060885028,654.7341919,0.002914682264,
654.515564,3.59816454E-006,654.515564,0.001211416908,
654.260498,0.0008145665051,654.260498,0.003656260902,
654.0053711,0.0003193949524,654.0053711,-0.0005681875627,
653.7502441,8.840957889E-005,653.7502441,0.001852540183,
653.4950562,-0.0004988466389,653.4950562,0.003257640637,
653.2399292,-0.0009797650855,653.2399292,0.002691819798,
652.9847412,0.0003821673454,652.9847412,0.002200722462,
652.7660522,-2.847447149E-006,652.7660522,0.001982698683,
652.5108032,0.0004128702858,652.5108032,0.003357933136,
652.2556152,-0.001336969319,652.2556152,0.003122458467,
652.0003052,-0.0008782506338,652.0003052,0.001574075664,
651.7450562,0.0004992648028,651.7450562,0.0009474236867,
651.4897461,-0.0005423346884,651.4897461,0.003259596648,
651.234436,0.0006562907365,651.234436,0.002178816358,
651.015564,-0.0009105415083,651.015564,0.0005146849435,
650.7602539,-0.0004218916001,650.7602539,0.001263388549,
650.5048828,-0.0005449200398,650.5048828,0.003601339879,
650.2494507,-0.0006109965616,650.2494507,0.004002705682,
649.9940186,-0.0002337391488,649.9940186,0.003320708638,
649.7386475,-0.0009357009549,649.7386475,0.002103558043,
649.4832153,-0.0001796114811,649.4832153,0.001292622066,
649.2642822,0.0009051913512,649.2642822,0.003663622541,
649.0087891,0.0001566124556,649.0087891,0.003717742162,
648.7532959,0.0003675809421,648.7532959,0.00175342639,
648.4977417,0.0002045732108,648.4977417,0.001846716972,
648.2422485,0.0002937238314,648.2422485,0.003420833033,
647.9866333,-6.155246956E-005,647.9866333,0.0009149708203,
647.7675781,-6.393363583E-005,647.7675781,0.002253983635,
647.5119629,0.0001230793278,647.5119629,0.002718883334,
647.2564087,1.120876914E-005,647.2564087,0.001514273928,
647.0007935,0.0009602134814,647.0007935,0.003323238809,
646.7451172,0.0002871703182,646.7451172,0.002111049602,
646.4894409,-0.00040415072,646.4894409,0.002872075653,
646.2337646,0.0004587862932,646.2337646,0.002700180979,
646.0146484,-6.595243758E-005,646.0146484,0.003346272511,
645.7588501,0.0006316885119,645.7588501,0.001972583123,
645.5031128,-0.0004857114691,645.5031128,0.003330203705,
645.2473755,5.177502317E-005,645.2473755,0.002640432213,
644.9915771,0.0009442327428,644.9915771,0.003156901803,
644.7357788,-0.0003968058736,644.7357788,0.002892375225,
644.5164795,-0.0003176599566,644.5164795,0.001493804972,
644.2606812,-0.0002577994892,644.2606812,0.002883358859,
644.0048828,-0.001100311754,644.0048828,0.00371925626,
643.7490234,0.0009401338757,643.7490234,0.001547420979,
643.493042,-0.0008264252101,643.493042,-0.0001504231914,
643.2371826,0.0001093302053,643.2371826,0.002056089463,
643.0178223,0.0005468486925,643.0178223,0.003204360604,
642.7618408,-0.0002352914744,642.7618408,0.001721329056,
642.5059204,-0.0001687437325,642.5059204,0.004913878627,
642.249939,-0.0007562985993,642.249939,0.003136668354,
641.9938965,-0.0008310757694,641.9938965,0.001798054669,
641.737854,-0.0005208238726,641.737854,-0.0001561161043,
641.4818115,0.0005883722333,641.4818115,0.00305775064,
641.2623901,-0.0001619641844,641.2623901,0.001341071911,
641.0063477,-0.0005215995479,641.0063477,0.002933602314,
640.7502441,-0.0002962415165,640.7502441,0.0041546789,
640.4940796,-0.0002925681765,640.4940796,0.001981996698,
640.2379761,-0.001190157724,640.2379761,0.0001823790517,
639.9818115,0.0007832127158,639.9818115,0.003423363902,
639.7622681,-2.811125159E-005,639.7622681,0.002443767618,
639.5060425,0.0003759492829,639.5060425,0.001469752635,
639.2498169,0.000290304597,639.2498169,0.002085220302,
638.9935913,0.0001441569912,638.9935913,0.002314902144,
638.7373657,8.01762435E-005,638.7373657,0.004220256116,
638.5177612,0.0005079985131,638.5177612,0.002257262124,
638.2614746,0.0003133591381,638.2614746,0.002907098737,
638.005188,1.698152664E-005,638.005188,0.003530532122,
637.7488403,0.0007083255914,637.7488403,0.001294491347,
637.4924927,0.0001107801872,637.4924927,0.003130228026,
637.236145,-0.00043523559,637.236145,0.002679291414,
637.0163574,-0.0006120305625,637.0163574,0.001733777812,
636.7600098,-0.0002864631824,636.7600098,0.003146576229,
636.5036011,0.000294008787,636.5036011,0.002602019347,
636.2471924,0.0004427721433,636.2471924,0.004243964329,
635.9907227,-0.0002671645489,635.9907227,0.002473679604,
635.7342529,0.001079932204,635.7342529,0.002853288548,
635.5144043,-0.0005576914991,635.5144043,0.003509263508,
635.2579346,0.0002575640974,635.2579346,0.001634457265,
635.0014038,-3.794717122E-005,635.0014038,0.00282783201,
634.744873,-2.857716936E-005,634.744873,0.003347315826,
634.4883423,-7.309581997E-005,634.4883423,0.002612175653,
634.2317505,-0.0003521651961,634.2317505,0.001164357178,
634.0117798,-1.423704907E-005,634.0117798,0.002409328707,
633.755188,0.0003780996776,633.755188,0.002848025179,
633.4985962,-0.0002042957785,633.4985962,0.002264131792,
633.2419434,0.0001916502224,633.2419434,0.00194772426,
632.9852295,-3.463404573E-005,632.9852295,0.001798340585,
632.7652588,-6.372657663E-005,632.7652588,0.003245617496,
632.508606,-0.0004335288249,632.508606,0.001137078856,
632.2518311,-7.998028013E-005,632.2518311,0.002901026746,
631.9951172,0.0005742714275,631.9951172,0.002509555547,
631.7384033,-0.0003317831142,631.7384033,0.001774817239,
631.5182495,-0.0002205442142,631.5182495,0.004411293659,
631.2614746,-0.0008175889379,631.2614746,0.003128924407,
631.0046387,-0.000558467058,631.0046387,0.001191066112,
630.7478027,-0.001293509151,630.7478027,0.002440669807,
630.4909668,-0.0002579029824,630.4909668,0.00160850049,
630.2341309,0.0001486626716,630.2341309,0.002280005021,
630.0139771,-0.0001110366065,630.0139771,0.002593790181,
629.757019,-0.0003518030862,629.757019,0.004010072909,
629.5001221,0.000117797128,629.5001221,0.002721774625,
629.2431641,0.0003159236803,629.2431641,0.003395264968,
628.9862061,0.0004891577992,628.9862061,0.003706567688,
628.7659302,0.0003178924671,628.7659302,0.002763532801,
628.5089722,0.0003097065783,628.5089722,0.003051024862,
628.2519531,-0.0001475249592,628.2519531,0.001591950189,
627.9949341,0.0005167583004,627.9949341,0.002997483592,
627.737854,-4.079436985E-005,627.737854,0.003294338007,
627.5175781,0.0001668671175,627.5175781,0.003495980753,
627.260498,-0.0003248509311,627.260498,0.00414960878,
627.003418,-0.0009485125192,627.003418,0.002824158175,
626.7462769,0.0003089553502,626.7462769,0.003278192831,
626.4891357,8.58981366E-005,626.4891357,0.002587618539,
626.2319336,-0.0002765811514,626.2319336,0.003174998099,
626.0115967,-6.403716543E-005,626.0115967,0.002295332262,
625.7543945,-9.794146172E-005,625.7543945,0.002392825903,
625.4971924,-0.0001478872437,625.4971924,0.003803099273,
625.2399292,-0.0004561817332,625.2399292,0.001798652462,
624.982666,9.061033779E-005,624.982666,0.001567346859,
624.762146,-0.0006898823194,624.762146,0.001817446202,
624.5049438,0.0005877760705,624.5049438,0.003462006105,
624.2476196,0.0004258257977,624.2476196,0.003024514066,
623.9902954,0.0003024275065,623.9902954,0.001363740885,
623.7329712,0.0004313708632,623.7329712,0.002953539835,
623.5123291,-0.0004677145917,623.5123291,0.003079388291,
623.2549438,0.0004078436759,623.2549438,0.00284177158,
622.9975586,2.756943104E-005,622.9975586,0.001970372861,
622.7402344,0.0003976610606,622.7402344,0.002516559325,
622.4827881,-0.0009173610597,622.4827881,0.003220894141,
622.262146,0.0006205155514,622.262146,0.002132145921,
622.0046997,0.0001978915388,622.0046997,0.00391124934,
621.7471924,-0.0001607221202,621.7471924,0.001951780636,
621.4896851,0.0004328478244,621.4896851,0.003177944804,
621.2322388,-2.738649164E-005,621.2322388,0.003422268201,
621.0114136,0.0001755941339,621.0114136,0.00362631958,
620.7539063,-0.0001986552525,620.7539063,0.00129659439,
620.4962769,-7.004178042E-005,620.4962769,0.002179154661,
620.2387085,-0.0008445105632,620.2387085,0.002766763093,
620.0179443,0.0001856938616,620.0179443,0.004239808302,
619.7603149,0.0002828963334,619.7603149,0.001653997344,
619.5026855,0.0007662012358,619.5026855,0.003601574805,
619.2450562,-0.0006879697903,619.2450562,0.00320378691,
618.9873657,0.0003152501595,618.9873657,0.002444106154,
618.7664795,6.275212218E-005,618.7664795,0.004546721,
618.5088501,0.000468814862,618.5088501,0.002189951483,
618.2510986,-5.057823728E-005,618.2510986,0.003924309742,
617.9932861,0.0004632433993,617.9932861,0.004298992921,
617.7355957,-0.0007905106177,617.7355957,0.002692028182,
617.5145874,-6.584890798E-005,617.5145874,0.003372437553,
617.2567749,6.91728128E-005,617.2567749,0.002791121835,
616.9990234,-0.0002318763582,616.9990234,0.001017992967,
616.7412109,-0.0002276333107,616.7412109,0.003571506822,
616.4833984,0.0001533496543,616.4833984,0.00141921069,
616.2623291,-0.0001890817221,616.2623291,0.004617014434,
616.0044556,1.483291271E-005,616.0044556,0.003135599196,
615.746521,0.0006778091192,615.746521,0.003012288827,
615.4885864,-0.0008755122544,615.4885864,0.003799782833,
615.2675171,0.0002711883863,615.2675171,0.00324736489,
615.0095215,8.820244693E-005,615.0095215,0.002804877935,
614.7515259,-0.0006246966077,614.7515259,0.001314950874,
614.4935913,0.0001904848323,614.4935913,0.002830176847,
614.2355957,-0.0001151772813,614.2355957,0.001219464117,
614.0144043,-0.0005262534251,614.0144043,0.003956152126,
613.7564087,0.0002099341655,613.7564087,0.00509998342,
613.4983521,0.0003622180375,613.4983521,0.004515724257,
613.2402954,-0.000334266253,613.2402954,0.002595639089,
612.9821167,-0.0002999665157,612.9821167,0.002953591989,
612.7608643,-0.0005290457048,612.7608643,0.003362159245,
612.5028076,-6.207011756E-005,612.5028076,0.003771581221,
612.2446289,-0.0008245649515,612.2446289,0.002726072678,
611.9864502,0.0002906672307,611.9864502,0.002975094132,
611.7651367,-1.066488767E-005,611.7651367,0.003242852865,
611.506958,9.063623293E-005,611.506958,0.00336385495,
611.2487183,-4.472865112E-005,611.2487183,0.002747641876,
610.9905396,-0.0003999093606,610.9905396,0.003360672155,
610.7322998,-0.000558570493,610.7322998,0.002828691853,
610.5108643,-0.0004315634433,610.5108643,0.003804457141,
610.2525635,-0.0004778508446,610.2525635,0.003091328545,
609.9943237,-9.048791981E-005,609.9943237,0.003143603913,
609.7359619,-5.979246998E-005,609.7359619,0.002890003845,
609.5145874,-0.0004843151837,609.5145874,0.002342566848,
609.2562256,-0.0001085521872,609.2562256,0.003975509666,
608.9978027,0.000193877393,608.9978027,0.003395864973,
608.7394409,8.872027684E-005,608.7394409,0.003552193521,
608.5178833,-9.861434228E-005,608.5178833,0.003880506847,
608.2595215,0.0003586428065,608.2595215,0.004229326267,
608.0010376,-0.0002707863459,608.0010376,0.003732389305,
607.7426147,0.0003159496118,607.7426147,0.004498435184,
607.4840698,2.340154606E-005,607.4840698,0.004191086162,
607.2625732,-0.0004902622895,607.2625732,0.003310353262,
607.0040283,0.0002200864838,607.0040283,0.00363480323,
606.7455444,-0.0005416107597,606.7455444,0.003956596367,
606.4869995,6.057738938E-005,606.4869995,0.003948837984,
606.2653198,-0.0003386634635,606.2653198,0.005068004131,
606.0067139,-0.0007096790359,606.0067139,0.004083467647,
605.7481079,0.0005011048052,605.7481079,0.004411006346,
605.489502,-0.0005843706895,605.489502,0.003637596266,
605.2678833,-0.0001833892456,605.2678833,0.00366631127,
605.0092163,-0.0003940127499,605.0092163,0.004436529707,
604.7505493,0.0003767265298,604.7505493,0.003415954299,
604.4918823,0.0003131518897,604.4918823,0.003835298587,
604.2331543,-9.726857388E-005,604.2331543,0.004596843384,
604.0114136,0.0004849854449,604.0114136,0.004353113472,
603.7526245,0.0002230389946,603.7526245,0.005300658289,
603.4938965,-0.0005189623334,603.4938965,0.004051955417,
603.2351074,9.374320507E-005,603.2351074,0.004009942524,
603.0132446,0.0003211823932,603.0132446,0.003924544435,
602.7544556,4.483681187E-005,602.7544556,0.004028753377,
602.4956055,-0.0001642412972,602.4956055,0.003385820892,
602.2368774,-0.0006599529297,602.2368774,0.004004090093,
602.0149536,0.000169016479,602.0149536,0.004010935314,
601.7561035,-0.0003964955395,601.7561035,0.003654851113,
601.4971313,-0.0005987436743,601.4971313,0.005015392322,
601.2382202,-0.0004758339492,601.2382202,0.004153764341,
601.0162964,0.0003190840944,601.0162964,0.004390505143,
600.7573853,-0.0004848840472,600.7573853,0.004568171222,
600.4984131,-0.0003663907119,600.4984131,0.003927470185,
600.2394409,-0.000585456437,600.2394409,0.005372462794,
600.0174561,0.0001350422099,600.0174561,0.004660812672,
599.7584229,0.0005163954338,599.7584229,0.004851782694,
599.4993896,-7.138763613E-005,599.4993896,0.003804404987,
599.2403564,-0.0005425931886,599.2403564,0.004591689445,
599.0182495,-0.0002070901392,599.0182495,0.004479655996,
598.7592163,-0.0004209089093,598.7592163,0.005729801022,
598.5001221,0.0001808252418,598.5001221,0.005269267131,
598.2409668,9.956884605E-005,598.2409668,0.005987821147,
597.9818726,-0.0001645000593,597.9818726,0.006517276168,
597.7597656,-0.0002516939712,597.7597656,0.006093077827,
597.5005493,-0.0005076376838,597.5005493,0.005849451292,
597.241394,0.0002938274702,597.241394,0.005125520751,
596.9821777,2.44629282E-005,596.9821777,0.004752113018,
596.7600098,7.290100621E-005,596.7600098,0.005913343281,
596.5007935,-6.67852828E-006,596.5007935,0.006877582986,
596.2415161,-0.0003751327167,596.2415161,0.005812458694,
595.9822388,-0.0002488481696,595.9822388,0.006192819215,
595.7600098,0.0002446654253,595.7600098,0.006951148156,
595.5007324,0.0004029725678,595.5007324,0.006434195209,
595.241394,-0.0002498830145,595.241394,0.007609342225,
594.9820557,3.489568553E-005,594.9820557,0.007123444695,
594.7597046,0.0001903294469,594.7597046,0.005832738709,
594.5003052,1.369389338E-005,594.5003052,0.005766367074,
594.2409668,0.0006719757221,594.2409668,0.007525472436,
593.9815063,-0.0001293587993,593.9815063,0.006193029229,
593.7592163,-0.0004062713997,593.7592163,0.006320240442,
593.4997559,0.0005417168722,593.4997559,0.006729464978,
593.2403564,0.0001373208797,593.2403564,0.005722351838,
593.0178833,-0.000186287245,593.0178833,0.006771715358,
592.7584229,0.00033638897,592.7584229,0.007222580723,
592.4989014,-0.0001331887615,592.4989014,0.00710444618,
592.2393799,0.0002265354124,592.2393799,0.006621609908,
592.0169067,0.0003587723477,592.0169067,0.006573854946,
591.7573853,0.0002631070092,591.7573853,0.00735075213,
591.4978027,-6.062070679E-005,591.4978027,0.007098631002,
591.2381592,0.0001466687681,591.2381592,0.00746089546,
591.015686,-5.063000208E-005,591.015686,0.007371420041,
590.7560425,-0.0004629566683,590.7560425,0.008658606559,
590.4963989,-7.941089279E-005,590.4963989,0.007016438525,
590.2367554,-3.214918252E-005,590.2367554,0.00763326278,
590.0142212,0.0003577360767,590.0142212,0.008063214831,
589.7545166,-8.904681636E-006,589.7545166,0.007601412944,
589.494751,-0.0004680248967,589.494751,0.007282621227,
589.2350464,-0.0002682510822,589.2350464,0.008557742462,
589.0124512,6.264449439E-006,589.0124512,0.008480948396,
588.7526855,-0.0001096908818,588.7526855,0.007488784846,
588.4929199,-0.0007639991236,588.4929199,0.008364792913,
588.2331543,8.540620911E-005,588.2331543,0.008893509395,
588.010376,0.0005621409509,588.010376,0.01081654523,
587.7505493,0.0009055804112,587.7505493,0.009722615592,
587.4907227,-0.0004942442174,587.4907227,0.008612924255,
587.2680054,-0.000546160969,587.2680054,0.009689102881,
587.0081177,0.0001155444479,587.0081177,0.01031291857,
586.748291,-0.0004476482281,586.748291,0.00923437532,
586.4883423,0.0004346098285,586.4883423,0.01044935081,
586.265564,-0.0006131679402,586.265564,0.009225675836,
586.0056152,0.0006699016667,586.0056152,0.009703952819,
585.7456665,9.291467723E-005,585.7456665,0.01010893472,
585.4856567,-7.449342957E-005,585.4856567,0.01025274955,
585.2628174,-0.0002621974563,585.2628174,0.01083934214,
585.0027466,0.0002765760873,585.0027466,0.01150165312,
584.7427368,0.000225214535,584.7427368,0.01238231268,
584.4827271,-0.000316780468,584.4827271,0.01082164049,
584.2598267,-4.488394916E-005,584.2598267,0.01147047523,
583.9997559,-0.0002722350473,583.9997559,0.01230726298,
583.7396851,0.0004438086471,583.7396851,0.01317152102,
583.5166626,0.0004241933639,583.5166626,0.01318995934,
583.2565918,-0.0001388818928,583.2565918,0.01335198991,
582.99646,2.052805758E-005,582.99646,0.01266814303,
582.7363281,-0.0006402056315,582.7363281,0.01250141207,
582.5133057,0.000504940399,582.5133057,0.01328264363,
582.2531128,0.0002961328719,582.2531128,0.01390985493,
581.9929199,-9.090200911E-005,581.9929199,0.01415336691,
581.7327271,0.0008124139276,581.7327271,0.01471534278,
581.5095825,0.0007453526487,581.5095825,0.01414202712,
581.2493286,0.0001565606653,581.2493286,0.01432581618,
580.9890747,4.538047506E-005,580.9890747,0.01464939304,
580.7659302,0.0002757213078,580.7659302,0.01563807763,
580.5056763,0.0003344719298,580.5056763,0.01461748034,
580.2453613,-0.0001480942592,580.2453613,0.01580139995,
579.9850464,0.0003418551642,579.9850464,0.01541328523,
579.7618408,2.026918628E-005,579.7618408,0.01493050437,
579.5014648,0.0001213444848,579.5014648,0.01528182812,
579.2410889,0.001020873082,579.2410889,0.01540671475,
579.0178833,0.0004264994932,579.0178833,0.01635266654,
578.7574463,-0.0001865977392,578.7574463,0.01647839881,
578.4970093,-0.0001555985655,578.4970093,0.01482246816,
578.2365723,6.562588533E-005,578.2365723,0.01708377898,
578.0133667,3.370483682E-005,578.0133667,0.01679395139,
577.7528076,0.0001102882306,577.7528076,0.01782594062,
577.4923096,5.783310553E-005,577.4923096,0.01662138104,
577.2318115,-0.0001811122347,577.2318115,0.01630796865,
577.0084229,2.956278149E-005,577.0084229,0.01823190227,
576.7479248,-0.0001703480375,576.7479248,0.0176310949,
576.4873047,4.478503251E-005,576.4873047,0.01816096343,
576.2640381,-0.0001066370969,576.2640381,0.01882821694,
576.0033569,0.0003156128223,576.0033569,0.0187892653,
575.7427979,0.0001870146079,575.7427979,0.01820812002,
575.4821167,0.0001247882901,575.4821167,0.01824548282,
575.258728,0.000157208051,575.258728,0.01912789978,
574.9981079,-4.612634439E-005,574.9981079,0.0191860646,
574.7373657,-0.0002041405387,574.7373657,0.01879826561,
574.513855,0.0002748147235,574.513855,0.01948645338,
574.2531738,-0.0004542164388,574.2531738,0.02046741918,
573.9923706,-0.0004089092836,573.9923706,0.0202645231,
573.7317505,-9.126433724E-005,573.7317505,0.02003751323,
573.5082397,-0.0004132022732,573.5082397,0.0197867807,
573.2474365,-6.238070637E-005,573.2474365,0.02012505569,
572.9866333,-0.0002514870139,572.9866333,0.01948745549,
572.7630005,0.0003241614904,572.7630005,0.02046489529,
572.5022583,6.77747521E-005,572.5022583,0.02101540565,
572.241394,0.0004479805648,572.241394,0.02026335709,
572.0177612,-0.0001138315711,572.0177612,0.0193859674,
571.756897,-0.0001483012747,571.756897,0.02083688602,
571.4960327,0.000361518556,571.4960327,0.021608565,
571.2351074,0.0002196202986,571.2351074,0.02042861842,
571.0114746,0.0002746852115,571.0114746,0.02160603553,
570.7504883,0.0005112380604,570.7504883,0.02062350139,
570.489563,-0.0002546950127,570.489563,0.02100929245,
570.2658081,-9.778617823E-005,570.2658081,0.02170031518,
570.0048828,0.0004681929131,570.0048828,0.02228378505,
569.7438965,-0.0006270747399,569.7438965,0.02106458507,
569.4828491,-0.0001335510606,569.4828491,0.02237753011,
569.2590942,-5.228934242E-006,569.2590942,0.02154602297,
568.9980469,-4.519454887E-005,568.9980469,0.02156759426,
568.7369385,-2.153659079E-005,568.7369385,0.02123721875,
568.5131836,-0.0001735048718,568.5131836,0.02074518241,
568.2520752,5.358428552E-006,568.2520752,0.02275419049,
567.9909058,0.0001442864741,567.9909058,0.02172233164,
567.7670898,-0.0002615765843,567.7670898,0.02213121764,
567.5059814,0.0003276587231,567.5059814,0.02253926359,
567.244812,-0.0005667398218,567.244812,0.0220184885,
566.9836426,-0.0002781333169,566.9836426,0.02151979879,
566.7597046,-0.0008247716469,566.7597046,0.02172048017,
566.4985352,-8.282720228E-005,566.4985352,0.02121884376,
566.2372437,0.0005155401886,566.2372437,0.02251919731,
566.0133667,-0.0004211674968,566.0133667,0.02138498612,
565.7520752,-0.0002528323093,565.7520752,0.02057133242,
565.4908447,-0.0003329212195,565.4908447,0.02056272887,
565.2667847,-0.0005849911249,565.2667847,0.02086040564,
565.0054932,-0.0001643965516,565.0054932,0.02170562185,
564.7442627,0.0001841141348,564.7442627,0.0214107912,
564.4828491,-0.0002610074298,564.4828491,0.02041776478,
564.2587891,-6.999001926E-005,564.2587891,0.02163778618,
563.9974365,-0.0005290973932,563.9974365,0.02141661197,
563.7360229,0.0003392386425,563.7360229,0.02131167985,
563.5120239,-0.0005839570658,563.5120239,0.02115621977,
563.2506104,0.0001828192908,563.2506104,0.02031513676,
562.9891357,-0.0005538135301,562.9891357,0.02175847255,
562.7650146,-0.0004712829832,562.7650146,0.02101323195,
