blank,,bm3-wt-44-49-post-lipidex-post-dil,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
648.9918213,-0.001259646495,648.9918213,0.01184454653,
648.0063477,-0.0002693893621,648.0063477,0.01139239408,
646.9840698,0.001008418738,646.9840698,0.01359796617,
645.9981079,-0.001573910704,645.9981079,0.009356397204,
645.0117188,0.0008683321648,645.0117188,0.01297624502,
643.9885864,0.0005216306308,643.9885864,0.01303673908,
643.001709,-0.0002172324748,643.001709,0.01229639817,
642.0144653,-0.003486732487,642.0144653,0.01032267418,
640.9904785,-0.0006325028953,640.9904785,0.009571380913,
640.0026855,0.000254533632,640.0026855,0.01254390832,
639.0146484,-0.0008738072356,639.0146484,0.01013781596,
637.9898071,8.538031398E-005,637.9898071,0.01537672989,
637.0011597,-0.00101457932,637.0011597,0.01088050846,
636.0122681,-0.002326960675,636.0122681,0.01159092039,
634.9864502,-0.0007928361301,634.9864502,0.01216457598,
633.9970093,0.0008655049605,633.9970093,0.01130486745,
633.0072632,0.001350341947,633.0072632,0.01278876048,
632.0172729,0.001821163343,632.0172729,0.01463579293,
630.9902954,0.002400582656,630.9902954,0.01434288546,
629.9996948,-0.0002292373974,629.9996948,0.01492281538,
629.0088501,-0.001070823753,629.0088501,0.01278324239,
628.0177002,0.001527392189,628.0177002,0.01473960467,
626.989624,0.0007566325366,626.989624,0.01400547381,
625.9978638,0.0004268881457,625.9978638,0.01383542269,
625.0059204,0.001242178609,625.0059204,0.01264698151,
624.0137329,0.00117933366,624.0137329,0.01286946703,
622.984375,0.001576439827,622.984375,0.01355576701,
621.9915771,0.002494533081,621.9915771,0.01522855368,
620.9985352,0.0003735916107,620.9985352,0.01341496594,
620.005127,0.001711349469,620.005127,0.01546312217,
619.0115356,-0.0005252709379,619.0115356,0.0133823948,
618.0177002,0.0004511937441,618.0177002,0.01202260144,
616.9866333,-0.001058687223,616.9866333,0.01163914986,
615.9921875,0.001388072968,615.9921875,0.01361572742,
614.9974976,0.0004143990227,614.9974976,0.01448315848,
614.0025024,0.0001179265964,614.0025024,0.01555127557,
613.0072021,-0.002476425841,613.0072021,0.01310207043,
612.0117798,0.0006793128559,612.0117798,0.01317499019,
611.0159302,-0.0005365434336,611.0159302,0.0144582158,
609.9829712,-0.0004616637598,609.9829712,0.01282749884,
608.9866333,-0.0008884806302,608.9866333,0.01417318359,
607.9899902,-0.002202890813,607.9899902,0.01244064607,
606.993103,-0.001507774112,606.993103,0.01260860637,
605.9959717,0.0002831035526,605.9959717,0.01539869513,
604.9985962,0.0002826113778,604.9985962,0.01701184176,
604.0009155,-0.0005720136687,604.0009155,0.014999846,
603.0029297,-0.001215868862,603.0029297,0.0164027717,
602.0047607,-0.0009302248945,602.0047607,0.01633315161,
601.0062256,-0.0005903681158,601.0062256,0.01583401859,
600.0075073,0.000586661452,600.0075073,0.01838375442,
599.0085449,4.214440196E-005,599.0085449,0.01591985673,
598.0092163,0.0002388637367,598.0092163,0.01660916954,
597.0097046,-0.0005269773537,597.0097046,0.01844424941,
596.0098877,-0.001475321245,596.0098877,0.01773945428,
595.0098877,-0.0007353669498,595.0098877,0.01687260717,
594.0095825,0.001608760213,594.0095825,0.01952985488,
593.0089722,5.51923913E-005,593.0089722,0.01705214381,
592.0081787,-0.0006704465486,592.0081787,0.01888793707,
591.0070801,-2.593696627E-005,591.0070801,0.01882537827,
590.0056763,-0.001459635678,590.0056763,0.01777413301,
589.0040894,-0.0003399050329,589.0040894,0.02026153915,
588.0021973,-0.0008347962284,588.0021973,0.02104246803,
587.000061,0.001070252853,587.000061,0.02330225892,
585.9976807,0.002088107402,585.9976807,0.02587590925,
584.9950562,0.002155194292,584.9950562,0.02738524042,
583.9921875,-2.795675528E-006,583.9921875,0.02492850088,
582.9889526,-0.0002651984105,582.9889526,0.0261643026,
581.9855957,0.001236571232,581.9855957,0.0286777243,
580.9818726,0.002198250964,580.9818726,0.03244715557,
580.0151367,0.000397272408,580.0151367,0.03006427176,
579.0109863,-0.000508309924,579.0109863,0.03320609033,
578.0065308,-0.001553895418,578.0065308,0.03447632492,
577.0018311,-0.0007279759739,577.0018311,0.03459766135,
575.9968872,0.001612631604,575.9968872,0.03681578487,
574.9917603,-0.001253245282,574.9917603,0.03835146874,
573.9862061,0.0005975484382,573.9862061,0.03944366798,
573.0177612,-0.0001802324841,573.0177612,0.03945016116,
572.0118408,-5.280705409E-006,572.0118408,0.04067294672,
571.0056763,0.0003950700921,571.0056763,0.04127434641,
569.9992065,0.0009881812148,569.9992065,0.04205843434,
568.9925537,0.001004760386,568.9925537,0.04222315922,
567.9855957,-6.32089359E-005,567.9855957,0.04141263291,
567.0157471,0.0001408942917,567.0157471,0.04122618586,
566.0082397,0.0003737988882,566.0082397,0.0395799242,
565.0006104,-7.521810767E-005,565.0006104,0.04189599678,
563.9926147,-0.000907028385,563.9926147,0.04049269855,
562.9844971,-0.0002279955224,562.9844971,0.04084692895,
562.0134277,0.001716807019,562.0134277,0.04025912657,
561.0047607,0.001490687951,561.0047607,0.04055263102,
559.9957886,-0.000326506386,559.9957886,0.03875654191,
558.9866943,0.0008770473651,558.9866943,0.03964789957,
558.0146484,0.001150964294,558.0146484,0.03807380423,
557.0050659,-0.001911194879,557.0050659,0.03830470517,
555.9951172,0.0003219595528,555.9951172,0.03726412728,
554.9849854,-0.000527339289,554.9849854,0.03887794539,
554.012085,-0.0003623559023,554.012085,0.03739555553,
553.0014648,0.0009377212846,553.0014648,0.03833803907,
551.9905396,-4.260621427E-005,551.9905396,0.03809788078,
551.0169067,0.001026140293,551.0169067,0.03915734589,
550.0056763,0.0009149708203,550.0056763,0.03928149864,
548.9940186,-0.0008392917225,548.9940186,0.03741245344,
547.9821777,-0.0001007365063,547.9821777,0.03884873167,
547.0076294,0.0006906947237,547.0076294,0.03997277841,
545.9954224,0.0003130482801,545.9954224,0.04069657251,
544.9828491,5.806610716E-005,544.9828491,0.04077959061,
544.0076294,-1.180384152E-005,544.0076294,0.04109416157,
542.9946289,0.000107440057,542.9946289,0.04175342247,
541.9813843,3.606065002E-005,541.9813843,0.04135935754,
541.0054321,0.0004931487492,541.0054321,0.04271776229,
539.9917603,0.0005129484925,539.9917603,0.04294857383,
539.0153809,-0.0003567174135,539.0153809,0.04299363866,
538.0012207,-7.723685849E-005,538.0012207,0.04294337332,
536.9867554,0.000473531225,536.9867554,0.04300581664,
536.0097046,-0.0001690542413,536.0097046,0.0437291339,
534.9949341,5.068768223E-005,534.9949341,0.04328879714,
534.017395,0.0006905391929,534.017395,0.04347249866,
533.0020752,-0.000423960475,533.0020752,0.04278451577,
531.9865112,0.0004546142591,531.9865112,0.0428613089,
531.0083618,0.0005383215612,531.0083618,0.0433370769,
529.9923096,0.0003753015772,529.9923096,0.0429886952,
529.0136719,-0.0002520561684,529.0136719,0.04216179624,
527.9972534,0.0003255085903,527.9972534,0.04283211008,
527.0181274,-0.000764050812,527.0181274,0.04185617343,
526.0012207,3.872713569E-005,526.0012207,0.04126082733,
524.9840088,0.0004850632104,524.9840088,0.04113072902,
524.0043945,-0.0004966229899,524.0043945,0.0396280475,
522.9866943,0.0001097962668,522.9866943,0.03916629776,
522.0065918,-0.0009823478758,522.0065918,0.03931603953,
520.9885254,0.0007686647587,520.9885254,0.03949350491,
520.0079346,0.0003788251197,520.0079346,0.03981142864,
518.9894409,-0.0005331306602,518.9894409,0.038294781,
518.0084229,7.385894423E-005,518.0084229,0.03828884289,
516.9894409,0.0004450524284,516.9894409,0.03774421662,
516.0079346,0.0001318054565,516.0079346,0.03602970764,
514.9885864,-0.0007525258115,514.9885864,0.03681282327,
514.0067139,0.0008439513622,514.0067139,0.03622685373,
512.9868774,-0.0002486929297,512.9868774,0.03631791472,
512.0045776,0.000236817621,512.0045776,0.03706786409,
510.9842529,-0.0009483575705,510.9842529,0.03574410453,
510.0015564,-0.0002142312005,510.0015564,0.03641738743,
509.0186157,-0.001026975457,509.0186157,0.03477918357,
507.9976807,0.001132874284,507.9976807,0.03658727929,
507.0143433,0.0003416997497,507.0143433,0.0348129496,
505.9929199,0.0017863838,505.9929199,0.03677422553,
505.0091553,0.0007050067652,505.0091553,0.03439999372,
503.9873352,6.707572174E-005,503.9873352,0.03309215233,
503.0031433,0.0004975543707,503.0031433,0.03428815305,
502.0187378,-0.0001244419109,502.0187378,0.0338216871,
500.9962463,0.0001034526504,500.9962463,0.03489737585,
500.0114136,-0.0007916992181,500.0114136,0.03445732594,
498.9885254,0.0001495172037,498.9885254,0.03239209577,
498.0032654,-0.0009082683246,498.0032654,0.03221460804,
497.0178833,0.0005408615689,497.0178833,0.03355352953,
495.9942932,-0.0006738065276,495.9942932,0.03291153163,
495.0084534,-0.0002590412623,495.0084534,0.03342870995,
493.9845276,0.001196698868,493.9845276,0.03411613405,
492.9981995,0.0002180663578,492.9981995,0.0335252285,
492.0117798,-0.0005223234766,492.0117798,0.03383934498,
490.9871521,-0.0009531101678,490.9871521,0.03356575221,
490.0003052,0.0006005034666,490.0003052,0.03529398888,
489.0132446,-0.000387547072,489.0132446,0.03437309712,
487.9879761,-0.000291533448,487.9879761,0.03421034291,
487.0005493,-0.0005143083981,487.0005493,0.0345463939,
486.0128784,-0.0005179281579,486.0128784,0.03430075943,
484.9869385,0.0001486367837,484.9869385,0.03390712664,
483.9988708,0.0003518292506,483.9988708,0.0352990143,
483.0106201,-0.0005755295279,483.0106201,0.03522932902,
481.9841003,0.000913336582,481.9841003,0.03560854122,
480.9954529,0,480.9954529,0.03630558774,
480.0066223,-0.000409840286,480.0066223,0.03548992798,
479.0174866,-0.0001726250921,479.0174866,0.03665467352,
477.9902649,0.001026737154,477.9902649,0.03749538586,
477.0007324,-0.0001442644279,477.0007324,0.03669813648,
476.0110779,-0.0002457953524,476.0110779,0.03588370606,
474.9832153,-0.0003673218307,474.9832153,0.03678484634,
473.993103,-0.0003108827223,473.993103,0.03902379796,
473.0028687,0.0003448862408,473.0028687,0.03937294707,
472.0124207,0.0001289053616,472.0124207,0.03839125484,
470.9836426,-0.001419645152,470.9836426,0.03954195976,
469.9928284,-0.0004298566782,469.9928284,0.03962782025,
469.0018005,-0.0005191174569,469.0018005,0.04004172236,
468.0105591,-0.0006456336123,468.0105591,0.04177422822,
466.9811096,0.001446792507,466.9811096,0.04382000864,
465.989502,8.439645899E-005,465.989502,0.04248073697,
464.9976501,-0.0001538906945,464.9976501,0.04509995133,
464.0056763,-0.001035652473,464.0056763,0.04458111152,
463.0135498,0.0009250098956,463.0135498,0.04622335359,
461.9829712,0.0002848649456,461.9829712,0.04822345451,
460.990448,-0.0001561161043,460.990448,0.04921724275,
459.9977112,-0.0003543378552,459.9977112,0.05031072721,
459.0047607,-0.0004950198927,459.0047607,0.05156828463,
458.0116272,-0.0001531661546,458.0116272,0.05290416628,
457.0183105,-0.0003881677694,457.0183105,0.05477054417,
455.9866028,-0.0004812640254,455.9866028,0.0570619069,
454.9929199,-0.0003294034104,454.9929199,0.05895045772,
453.999054,0.0006316107465,453.999054,0.06193773821,
453.0049438,0.000284450507,453.0049438,0.06227372587,
452.0107422,-0.001235125354,452.0107422,0.06580869853,
451.0163269,-0.00027414941,451.0163269,0.06895193458,
449.983429,-0.0001256323158,449.983429,0.07015047222,
448.9886475,0.000773773354,448.9886475,0.07295381278,
447.9936523,5.335425885E-005,447.9936523,0.07555838674,
446.9985046,-9.54569623E-005,446.9985046,0.07929157466,
446.0031128,-0.0007195512298,446.0031128,0.08354279399,
445.0075989,0.0003732289188,445.0075989,0.08696864545,
444.0118408,0.0007132519968,444.0118408,0.08985248208,
443.0159912,0.0003995783627,443.0159912,0.09692624956,
441.9815979,-8.660581079E-005,441.9815979,0.1007364541,
440.985321,-7.418284804E-005,440.985321,0.1071222723,
439.9888916,-0.000459750212,439.9888916,0.1125568897,
438.9923096,-0.0001385196083,438.9923096,0.1179677695,
437.9954529,-0.0003604936646,437.9954529,0.1272281855,
436.9984741,0.0003693945182,436.9984741,0.1343989074,
436.0013733,7.207251474E-005,436.0013733,0.1447793692,
435.0039673,0.0003142398782,435.0039673,0.1547161043,
434.0064697,0.0005547021283,434.0064697,0.1652588695,
433.008728,-0.0004729896027,433.008728,0.1773071289,
432.0108948,-0.0006401539431,432.0108948,0.1902532727,
431.0128784,0.0007688203477,431.0128784,0.2053674906,
430.0146484,0.001011272892,430.0146484,0.219002679,
429.0162354,0.0005941267591,429.0162354,0.2313048691,
428.0177002,0.0001039187118,428.0177002,0.2487972677,
427.0189209,-0.0004432004062,427.0189209,0.263474226,
425.9815979,0.000126833882,425.9815979,0.2779807746,
424.9824829,-0.0005089304759,424.9824829,0.2923661768,
423.9832458,0.0003949405509,423.9832458,0.3059996367,
422.9837952,-0.0001616019144,422.9837952,0.3181863129,
421.9841614,0.0007562176324,421.9841614,0.3307515979,
420.984375,0.001018044888,420.984375,0.3389857411,
419.984436,-0.0002324972884,419.984436,0.343288064,
418.9842834,0.0002584188187,418.9842834,0.347644031,
417.9839783,0.0005267104134,417.9839783,0.3496840596,
416.9835205,0.0008209464722,416.9835205,0.3488044143,
415.9828491,6.549199497E-006,415.9828491,0.344049722,
414.9820557,-0.001267854241,414.9820557,0.338488847,
413.9810181,0.0005848729052,413.9810181,0.3334523737,
413.0184021,0.001165473252,413.0184021,0.3257909417,
412.0171204,0.0001530130248,412.0171204,0.3175304234,
411.015625,0.000270851684,411.015625,0.3085915744,
410.0139771,-0.0002881705295,410.0139771,0.2996753156,
409.0121765,1.661910937E-005,409.0121765,0.2899487913,
408.0101318,-0.0001722110901,408.0101318,0.2812740505,
407.0079956,0.0001326340716,407.0079956,0.2718438506,
406.0057068,0.0001369324746,406.0057068,0.2611173391,
405.0032349,0.0005135445972,405.0032349,0.2521168292,
404.0005493,-0.0009917489951,404.0005493,0.2452065796,
402.9977417,0.0003192913427,402.9977417,0.2369586974,
401.9947815,7.652566273E-005,401.9947815,0.232242018,
400.9916077,-0.0001244419109,400.9916077,0.2249305397,
399.9883118,-0.001104701194,399.9883118,0.2178325504,
398.9848328,0.0002320261265,398.9848328,0.2143788487,
397.9812317,0.001043317723,397.9812317,0.2094744742,
397.0160522,-0.00069913466,397.0160522,0.2041314542,
396.012085,0.0007908629486,396.012085,0.1986440867,
395.0079956,-0.0002975349198,395.0079956,0.1939302683,
394.0037231,0.0002685463987,394.0037231,0.1914129704,
392.9992981,-0.0004884523223,392.9992981,0.1848101765,
391.9946899,0.001068981248,391.9946899,0.1816198826,
390.9899292,-0.0003065369674,390.9899292,0.1768087,
389.9850159,-0.000627798494,389.9850159,0.1736694574,
389.0185852,-0.0009295016062,389.0185852,0.1695814431,
388.0133667,0.001596834627,388.0133667,0.1660103053,
387.0079956,0.0003853022936,387.0079956,0.164117083,
386.0024414,0.0007852873532,386.0024414,0.160741359,
384.9967651,0.0006160049816,384.9967651,0.1560917646,
383.9909058,-7.403323707E-006,383.9909058,0.152373448,
382.9848938,-0.001378257643,382.9848938,0.1502683759,
382.017395,-0.0006744267885,382.017395,0.1476689726,
381.0110779,-0.0009982056217,381.0110779,0.1455970705,
380.0045776,0.0003191099968,380.0045776,0.1441401243,
378.9979858,-0.0005441961112,378.9979858,0.1426692903,
377.9912109,-6.957590813E-005,377.9912109,0.1401205957,
376.9842834,-0.000560483546,376.9842834,0.1386221051,
376.0158997,-0.0001413661521,376.0158997,0.138744235,
375.008667,0.001048637205,375.008667,0.1367434859,
374.0012817,-4.390038157E-005,374.0012817,0.1370994896,
372.9937439,-0.0006603664369,372.9937439,0.1366142631,
371.9860535,2.676691656E-005,371.9860535,0.1352232546,
371.0169373,-0.000588558556,371.0169373,0.1377121359,
370.0089722,0.001330737607,370.0089722,0.1368856132,
369.0007935,0.0002063342836,369.0007935,0.1384527385,
367.9925232,0.001509598107,367.9925232,0.1396040767,
366.9840393,0.0001733411482,366.9840393,0.1367770731,
366.0142517,-0.001151536591,366.0142517,0.1364653707,
365.0055542,0.0002725612139,365.0055542,0.1397613883,
363.9966431,0.0002726130188,363.9966431,0.1403062791,
362.9876099,-0.0002004146954,362.9876099,0.1395051926,
362.0172424,0.0007843278581,362.0172424,0.1404310316,
361.0079041,-0.001075368491,361.0079041,0.13916336,
359.9984436,-0.0006964985514,359.9984436,0.1394758523,
358.9888,0.0006982396008,358.9888,0.1389593035,
358.0178833,-0.0001162642075,358.0178833,0.1378961802,
357.0079651,0.0003662337258,357.0079651,0.1382780224,
355.9979248,0.0001438462641,355.9979248,0.1355014443,
354.9877319,0.0002687277156,354.9877319,0.1372106373,
354.0162048,0.0005154624232,354.0162048,0.1338906884,
353.0057678,0.0008102354477,353.0057678,0.1358633339,
351.9951172,-0.0006909677759,351.9951172,0.1310796887,
350.984375,0.002235535299,350.984375,0.1323655695,
350.0123291,0.00155207119,350.0123291,0.1317585558,
349.0012512,0.0001557838114,349.0012512,0.1303342432,
347.9900513,-0.0002970692876,347.9900513,0.1252046078,
347.0176392,0.0008006139542,347.0176392,0.1248298883,
346.0061646,-0.0005888170563,346.0061646,0.1216473952,
344.9945374,5.902040812E-006,344.9945374,0.1211904138,
343.9827881,0.0004723391612,343.9827881,0.1201259643,
343.0098267,0.0008875265485,343.0098267,0.1185884848,
341.9977722,0.001777910278,341.9977722,0.1179366931,
340.9856262,-0.001476559555,340.9856262,0.1144341975,
340.0122375,-0.0003056057321,340.0122375,0.1125098616,
338.9998169,0.002283491893,338.9998169,0.1133496314,
337.9872437,0.0001788829832,337.9872437,0.1087385789,
337.0134583,0.0009095233399,337.0134583,0.1090337485,
336.0006104,0.0004049676354,336.0006104,0.1085629165,
334.9876099,0.0002366104163,334.9876099,0.1067875847,
334.0134583,0.0009034533286,334.0134583,0.1031311303,
333.0002136,-2.029412462E-005,333.0002136,0.1033691093,
331.9868164,9.500254237E-006,331.9868164,0.1034915596,
331.0122681,-0.001030900865,331.0122681,0.1006083414,
329.9985962,0.0001469795097,329.9985962,0.09791220725,
328.9848022,0.001369895181,328.9848022,0.1001932696,
328.0098877,0.0001030383792,328.0098877,0.09654762596,
326.9958801,-0.001915524597,326.9958801,0.09483925253,
325.9816589,0.0001430176344,325.9816589,0.09515044838,
325.0063477,0.0004433940339,325.0063477,0.09313494712,
323.9918823,0.000274529797,323.9918823,0.09254764766,
323.0163574,-0.0002936546807,323.0163574,0.09033729881,
322.0016479,-0.0002499864786,322.0016479,0.09202171117,
320.9867859,-0.0005673085689,320.9867859,0.09295547754,
320.0108643,-0.0005506594898,320.0108643,0.08899045736,
318.9957581,0.0004830936668,318.9957581,0.09027970582,
317.9805298,0.001554487157,317.9805298,0.09105068445,
317.0042419,0.0001557320211,317.0042419,0.0889737457,
315.9887695,-0.001519433921,315.9887695,0.08949922025,
315.012207,0.0002836734056,315.012207,0.0916422233,
313.99646,-0.001089776866,313.99646,0.09102483094,
312.9806213,-0.0005414556363,312.9806213,0.09069383144,
312.0037231,-0.001787985791,312.0037231,0.09209223837,
310.9876099,0.0007644119323,310.9876099,0.09467311203,
310.010437,0.001009093365,310.010437,0.09820532799,
308.9940796,0.0002059199178,308.9940796,0.09981445968,
308.0166931,0.001280185883,308.0166931,0.1036604196,
307.0000916,0.001369194011,307.0000916,0.1083770916,
305.9833374,0.001129785785,305.9833374,0.1134122089,
