,SrcPlate,Cpd,SrcWell,Destination Plate Name,DestWell,Transfer Volume /nl
126,src racks 0..4,S1204,G11,dest racks 0..4 0,K20,212.5
127,src racks 0..4,S1204,G11,dest racks 0..4 0,K21,605.0
128,src racks 0..4,S1204,G11,dest racks 0..4 0,K22,1202.5
129,src racks 0..4,S1204,G11,dest racks 0..4 0,K23,2000.0
130,src racks 0..4,S1218,G13,dest racks 0..4 0,M19,20.0
131,src racks 0..4,S1218,G13,dest racks 0..4 0,M20,212.5
132,src racks 0..4,S1218,G13,dest racks 0..4 0,M21,605.0
133,src racks 0..4,S1218,G13,dest racks 0..4 0,M22,1202.5
134,src racks 0..4,S1218,G13,dest racks 0..4 0,M23,2000.0
135,src racks 0..4,S1229,G15,dest racks 0..4 0,O19,20.0
136,src racks 0..4,S1229,G15,dest racks 0..4 0,O20,212.5
137,src racks 0..4,S1229,G15,dest racks 0..4 0,O21,605.0
138,src racks 0..4,S1229,G15,dest racks 0..4 0,O22,1202.5
139,src racks 0..4,S1229,G15,dest racks 0..4 0,O23,2000.0
140,src racks 0..4,S1035,G3,dest racks 0..4 0,C19,20.0
141,src racks 0..4,S1035,G3,dest racks 0..4 0,C20,212.5
142,src racks 0..4,S1035,G3,dest racks 0..4 0,C21,605.0
143,src racks 0..4,S1035,G3,dest racks 0..4 0,C22,1202.5
144,src racks 0..4,S1035,G3,dest racks 0..4 0,C23,2000.0
145,src racks 0..4,S1068,G5,dest racks 0..4 0,E19,20.0
146,src racks 0..4,S1068,G5,dest racks 0..4 0,E20,212.5
147,src racks 0..4,S1068,G5,dest racks 0..4 0,E21,605.0
148,src racks 0..4,S1068,G5,dest racks 0..4 0,E22,1202.5
149,src racks 0..4,S1068,G5,dest racks 0..4 0,E23,2000.0
150,src racks 0..4,S1156,G7,dest racks 0..4 0,G19,20.0
151,src racks 0..4,S1156,G7,dest racks 0..4 0,G20,212.5
152,src racks 0..4,S1156,G7,dest racks 0..4 0,G21,605.0
153,src racks 0..4,S1156,G7,dest racks 0..4 0,G22,1202.5
154,src racks 0..4,S1156,G7,dest racks 0..4 0,G23,2000.0
155,src racks 0..4,S1191,G9,dest racks 0..4 0,I19,20.0
156,src racks 0..4,S1191,G9,dest racks 0..4 0,I20,212.5
157,src racks 0..4,S1191,G9,dest racks 0..4 0,I21,605.0
158,src racks 0..4,S1191,G9,dest racks 0..4 0,I22,1202.5
159,src racks 0..4,S1191,G9,dest racks 0..4 0,I23,2000.0
160,src racks 0..4,S1021,I1,dest racks 0..4 0,B1,20.0
161,src racks 0..4,S1021,I1,dest racks 0..4 0,B2,212.5
162,src racks 0..4,S1021,I1,dest racks 0..4 0,B3,605.0
163,src racks 0..4,S1021,I1,dest racks 0..4 0,B4,1202.5
164,src racks 0..4,S1021,I1,dest racks 0..4 0,B5,2000.0
165,src racks 0..4,S1206,I11,dest racks 0..4 0,L1,20.0
166,src racks 0..4,S1206,I11,dest racks 0..4 0,L2,212.5
167,src racks 0..4,S1206,I11,dest racks 0..4 0,L3,605.0
168,src racks 0..4,S1206,I11,dest racks 0..4 0,L4,1202.5
169,src racks 0..4,S1206,I11,dest racks 0..4 0,L5,2000.0
170,src racks 0..4,S1221,I13,dest racks 0..4 0,N1,20.0
171,src racks 0..4,S1221,I13,dest racks 0..4 0,N2,212.5
172,src racks 0..4,S1221,I13,dest racks 0..4 0,N3,605.0
173,src racks 0..4,S1221,I13,dest racks 0..4 0,N4,1202.5
174,src racks 0..4,S1221,I13,dest racks 0..4 0,N5,2000.0
175,src racks 0..4,S1231,I15,dest racks 0..4 0,P1,20.0
176,src racks 0..4,S1231,I15,dest racks 0..4 0,P2,212.5
177,src racks 0..4,S1231,I15,dest racks 0..4 0,P3,605.0
178,src racks 0..4,S1231,I15,dest racks 0..4 0,P4,1202.5
179,src racks 0..4,S1231,I15,dest racks 0..4 0,P5,2000.0
180,src racks 0..4,S1039,I3,dest racks 0..4 0,D1,20.0
181,src racks 0..4,S1039,I3,dest racks 0..4 0,D2,212.5
182,src racks 0..4,S1039,I3,dest racks 0..4 0,D3,605.0
183,src racks 0..4,S1039,I3,dest racks 0..4 0,D4,1202.5
184,src racks 0..4,S1039,I3,dest racks 0..4 0,D5,2000.0
185,src racks 0..4,S1082,I5,dest racks 0..4 0,F1,20.0
186,src racks 0..4,S1082,I5,dest racks 0..4 0,F2,212.5
187,src racks 0..4,S1082,I5,dest racks 0..4 0,F3,605.0
188,src racks 0..4,S1082,I5,dest racks 0..4 0,F4,1202.5
189,src racks 0..4,S1082,I5,dest racks 0..4 0,F5,2000.0
190,src racks 0..4,S1166,I7,dest racks 0..4 0,H1,20.0
191,src racks 0..4,S1166,I7,dest racks 0..4 0,H2,212.5
192,src racks 0..4,S1166,I7,dest racks 0..4 0,H3,605.0
193,src racks 0..4,S1166,I7,dest racks 0..4 0,H4,1202.5
194,src racks 0..4,S1166,I7,dest racks 0..4 0,H5,2000.0
195,src racks 0..4,S1193,I9,dest racks 0..4 0,J1,20.0
196,src racks 0..4,S1193,I9,dest racks 0..4 0,J2,212.5
197,src racks 0..4,S1193,I9,dest racks 0..4 0,J3,605.0
198,src racks 0..4,S1193,I9,dest racks 0..4 0,J4,1202.5
199,src racks 0..4,S1193,I9,dest racks 0..4 0,J5,2000.0
200,src racks 0..4,S1023,K1,dest racks 0..4 0,B7,20.0
201,src racks 0..4,S1023,K1,dest racks 0..4 0,B8,212.5
202,src racks 0..4,S1023,K1,dest racks 0..4 0,B9,605.0
203,src racks 0..4,S1023,K1,dest racks 0..4 0,B10,1202.5
204,src racks 0..4,S1023,K1,dest racks 0..4 0,B11,2000.0
205,src racks 0..4,S1208,K11,dest racks 0..4 0,L7,20.0
206,src racks 0..4,S1208,K11,dest racks 0..4 0,L8,212.5
207,src racks 0..4,S1208,K11,dest racks 0..4 0,L9,605.0
208,src racks 0..4,S1208,K11,dest racks 0..4 0,L10,1202.5
209,src racks 0..4,S1208,K11,dest racks 0..4 0,L11,2000.0
210,src racks 0..4,S1222,K13,dest racks 0..4 0,N7,20.0
211,src racks 0..4,S1222,K13,dest racks 0..4 0,N8,212.5
212,src racks 0..4,S1222,K13,dest racks 0..4 0,N9,605.0
213,src racks 0..4,S1222,K13,dest racks 0..4 0,N10,1202.5
214,src racks 0..4,S1222,K13,dest racks 0..4 0,N11,2000.0
215,src racks 0..4,S1233,K15,dest racks 0..4 0,P7,20.0
216,src racks 0..4,S1233,K15,dest racks 0..4 0,P8,212.5
217,src racks 0..4,S1233,K15,dest racks 0..4 0,P9,605.0
218,src racks 0..4,S1233,K15,dest racks 0..4 0,P10,1202.5
219,src racks 0..4,S1233,K15,dest racks 0..4 0,P11,2000.0
220,src racks 0..4,S1040,K3,dest racks 0..4 0,D7,20.0
221,src racks 0..4,S1040,K3,dest racks 0..4 0,D8,212.5
222,src racks 0..4,S1040,K3,dest racks 0..4 0,D9,605.0
223,src racks 0..4,S1040,K3,dest racks 0..4 0,D10,1202.5
224,src racks 0..4,S1040,K3,dest racks 0..4 0,D11,2000.0
225,src racks 0..4,S1119,K5,dest racks 0..4 0,F7,20.0
226,src racks 0..4,S1119,K5,dest racks 0..4 0,F8,212.5
227,src racks 0..4,S1119,K5,dest racks 0..4 0,F9,605.0
228,src racks 0..4,S1119,K5,dest racks 0..4 0,F10,1202.5
229,src racks 0..4,S1119,K5,dest racks 0..4 0,F11,2000.0
230,src racks 0..4,S1168,K7,dest racks 0..4 0,H7,20.0
231,src racks 0..4,S1168,K7,dest racks 0..4 0,H8,212.5
232,src racks 0..4,S1168,K7,dest racks 0..4 0,H9,605.0
233,src racks 0..4,S1168,K7,dest racks 0..4 0,H10,1202.5
234,src racks 0..4,S1168,K7,dest racks 0..4 0,H11,2000.0
235,src racks 0..4,S1196,K9,dest racks 0..4 0,J7,20.0
236,src racks 0..4,S1196,K9,dest racks 0..4 0,J8,212.5
237,src racks 0..4,S1196,K9,dest racks 0..4 0,J9,605.0
238,src racks 0..4,S1196,K9,dest racks 0..4 0,J10,1202.5
239,src racks 0..4,S1196,K9,dest racks 0..4 0,J11,2000.0
240,src racks 0..4,S1025,M1,dest racks 0..4 0,B13,20.0
241,src racks 0..4,S1025,M1,dest racks 0..4 0,B14,212.5
242,src racks 0..4,S1025,M1,dest racks 0..4 0,B15,605.0
243,src racks 0..4,S1025,M1,dest racks 0..4 0,B16,1202.5
244,src racks 0..4,S1025,M1,dest racks 0..4 0,B17,2000.0
245,src racks 0..4,S1209,M11,dest racks 0..4 0,L13,20.0
246,src racks 0..4,S1209,M11,dest racks 0..4 0,L14,212.5
247,src racks 0..4,S1209,M11,dest racks 0..4 0,L15,605.0
248,src racks 0..4,S1209,M11,dest racks 0..4 0,L16,1202.5
249,src racks 0..4,S1209,M11,dest racks 0..4 0,L17,2000.0
250,src racks 0..4,S1223,M13,dest racks 0..4 0,N13,20.0
251,src racks 0..4,S1223,M13,dest racks 0..4 0,N14,212.5
252,src racks 0..4,S1223,M13,dest racks 0..4 0,N15,605.0
253,src racks 0..4,S1223,M13,dest racks 0..4 0,N16,1202.5
254,src racks 0..4,S1223,M13,dest racks 0..4 0,N17,2000.0
255,src racks 0..4,S1235,M15,dest racks 0..4 0,P13,20.0
256,src racks 0..4,S1235,M15,dest racks 0..4 0,P14,212.5
257,src racks 0..4,S1235,M15,dest racks 0..4 0,P15,605.0
258,src racks 0..4,S1235,M15,dest racks 0..4 0,P16,1202.5
259,src racks 0..4,S1235,M15,dest racks 0..4 0,P17,2000.0
260,src racks 0..4,S1042,M3,dest racks 0..4 0,D13,20.0
261,src racks 0..4,S1042,M3,dest racks 0..4 0,D14,212.5
262,src racks 0..4,S1042,M3,dest racks 0..4 0,D15,605.0
263,src racks 0..4,S1042,M3,dest racks 0..4 0,D16,1202.5
264,src racks 0..4,S1042,M3,dest racks 0..4 0,D17,2000.0
265,src racks 0..4,S1120,M5,dest racks 0..4 0,F13,20.0
266,src racks 0..4,S1120,M5,dest racks 0..4 0,F14,212.5
267,src racks 0..4,S1120,M5,dest racks 0..4 0,F15,605.0
268,src racks 0..4,S1120,M5,dest racks 0..4 0,F16,1202.5
269,src racks 0..4,S1120,M5,dest racks 0..4 0,F17,2000.0
270,src racks 0..4,S1178,M7,dest racks 0..4 0,H13,20.0
271,src racks 0..4,S1178,M7,dest racks 0..4 0,H14,212.5
272,src racks 0..4,S1178,M7,dest racks 0..4 0,H15,605.0
273,src racks 0..4,S1178,M7,dest racks 0..4 0,H16,1202.5
274,src racks 0..4,S1178,M7,dest racks 0..4 0,H17,2000.0
275,src racks 0..4,S1197,M9,dest racks 0..4 0,J13,20.0
276,src racks 0..4,S1197,M9,dest racks 0..4 0,J14,212.5
277,src racks 0..4,S1197,M9,dest racks 0..4 0,J15,605.0
278,src racks 0..4,S1197,M9,dest racks 0..4 0,J16,1202.5
279,src racks 0..4,S1197,M9,dest racks 0..4 0,J17,2000.0
280,src racks 0..4,S1026,O1,dest racks 0..4 0,B19,20.0
281,src racks 0..4,S1026,O1,dest racks 0..4 0,B20,212.5
282,src racks 0..4,S1026,O1,dest racks 0..4 0,B21,605.0
283,src racks 0..4,S1026,O1,dest racks 0..4 0,B22,1202.5
284,src racks 0..4,S1026,O1,dest racks 0..4 0,B23,2000.0
285,src racks 0..4,S1210,O11,dest racks 0..4 0,L19,20.0
286,src racks 0..4,S1210,O11,dest racks 0..4 0,L20,212.5
287,src racks 0..4,S1210,O11,dest racks 0..4 0,L21,605.0
288,src racks 0..4,S1210,O11,dest racks 0..4 0,L22,1202.5
289,src racks 0..4,S1210,O11,dest racks 0..4 0,L23,2000.0
290,src racks 0..4,S1224,O13,dest racks 0..4 0,N19,20.0
291,src racks 0..4,S1224,O13,dest racks 0..4 0,N20,212.5
292,src racks 0..4,S1224,O13,dest racks 0..4 0,N21,605.0
293,src racks 0..4,S1224,O13,dest racks 0..4 0,N22,1202.5
294,src racks 0..4,S1224,O13,dest racks 0..4 0,N23,2000.0
295,src racks 0..4,S1237,O15,dest racks 0..4 0,P19,20.0
296,src racks 0..4,S1237,O15,dest racks 0..4 0,P20,212.5
297,src racks 0..4,S1237,O15,dest racks 0..4 0,P21,605.0
298,src racks 0..4,S1237,O15,dest racks 0..4 0,P22,1202.5
299,src racks 0..4,S1237,O15,dest racks 0..4 0,P23,2000.0
300,src racks 0..4,S1044,O3,dest racks 0..4 0,D19,20.0
301,src racks 0..4,S1044,O3,dest racks 0..4 0,D20,212.5
302,src racks 0..4,S1044,O3,dest racks 0..4 0,D21,605.0
303,src racks 0..4,S1044,O3,dest racks 0..4 0,D22,1202.5
304,src racks 0..4,S1044,O3,dest racks 0..4 0,D23,2000.0
305,src racks 0..4,S1137,O5,dest racks 0..4 0,F19,20.0
306,src racks 0..4,S1137,O5,dest racks 0..4 0,F20,212.5
307,src racks 0..4,S1137,O5,dest racks 0..4 0,F21,605.0
308,src racks 0..4,S1137,O5,dest racks 0..4 0,F22,1202.5
309,src racks 0..4,S1137,O5,dest racks 0..4 0,F23,2000.0
310,src racks 0..4,S1185,O7,dest racks 0..4 0,H19,20.0
311,src racks 0..4,S1185,O7,dest racks 0..4 0,H20,212.5
312,src racks 0..4,S1185,O7,dest racks 0..4 0,H21,605.0
313,src racks 0..4,S1185,O7,dest racks 0..4 0,H22,1202.5
314,src racks 0..4,S1185,O7,dest racks 0..4 0,H23,2000.0
315,src racks 0..4,S1198,O9,dest racks 0..4 0,J19,20.0
316,src racks 0..4,S1198,O9,dest racks 0..4 0,J20,212.5
317,src racks 0..4,S1198,O9,dest racks 0..4 0,J21,605.0
318,src racks 0..4,S1198,O9,dest racks 0..4 0,J22,1202.5
319,src racks 0..4,S1198,O9,dest racks 0..4 0,J23,2000.0
320,src racks 0..4,S1374,A10,dest racks 0..4 1,O1,20.0
321,src racks 0..4,S1374,A10,dest racks 0..4 1,O2,212.5
322,src racks 0..4,S1374,A10,dest racks 0..4 1,O3,605.0
323,src racks 0..4,S1374,A10,dest racks 0..4 1,O4,1202.5
324,src racks 0..4,S1374,A10,dest racks 0..4 1,O5,2000.0
325,src racks 0..4,S1241,A17,dest racks 0..4 1,A1,20.0
326,src racks 0..4,S1241,A17,dest racks 0..4 1,A2,212.5
327,src racks 0..4,S1241,A17,dest racks 0..4 1,A3,605.0
328,src racks 0..4,S1241,A17,dest racks 0..4 1,A4,1202.5
329,src racks 0..4,S1241,A17,dest racks 0..4 1,A5,2000.0
330,src racks 0..4,S1257,A19,dest racks 0..4 1,C1,20.0
331,src racks 0..4,S1257,A19,dest racks 0..4 1,C2,212.5
332,src racks 0..4,S1257,A19,dest racks 0..4 1,C3,605.0
333,src racks 0..4,S1257,A19,dest racks 0..4 1,C4,1202.5
334,src racks 0..4,S1257,A19,dest racks 0..4 1,C5,2000.0
335,src racks 0..4,S1288,A2,dest racks 0..4 1,G1,20.0
336,src racks 0..4,S1288,A2,dest racks 0..4 1,G2,212.5
337,src racks 0..4,S1288,A2,dest racks 0..4 1,G3,605.0
338,src racks 0..4,S1288,A2,dest racks 0..4 1,G4,1202.5
339,src racks 0..4,S1288,A2,dest racks 0..4 1,G5,2000.0
340,src racks 0..4,S1278,A21,dest racks 0..4 1,E1,20.0
341,src racks 0..4,S1278,A21,dest racks 0..4 1,E2,212.5
342,src racks 0..4,S1278,A21,dest racks 0..4 1,E3,605.0
343,src racks 0..4,S1278,A21,dest racks 0..4 1,E4,1202.5
344,src racks 0..4,S1278,A21,dest racks 0..4 1,E5,2000.0
345,src racks 0..4,S1304,A4,dest racks 0..4 1,I1,20.0
346,src racks 0..4,S1304,A4,dest racks 0..4 1,I2,212.5
347,src racks 0..4,S1304,A4,dest racks 0..4 1,I3,605.0
348,src racks 0..4,S1304,A4,dest racks 0..4 1,I4,1202.5
349,src racks 0..4,S1304,A4,dest racks 0..4 1,I5,2000.0
350,src racks 0..4,S1330,A6,dest racks 0..4 1,K1,20.0
351,src racks 0..4,S1330,A6,dest racks 0..4 1,K2,212.5
352,src racks 0..4,S1330,A6,dest racks 0..4 1,K3,605.0
353,src racks 0..4,S1330,A6,dest racks 0..4 1,K4,1202.5
354,src racks 0..4,S1330,A6,dest racks 0..4 1,K5,2000.0
355,src racks 0..4,S1351,A8,dest racks 0..4 1,M1,20.0
356,src racks 0..4,S1351,A8,dest racks 0..4 1,M2,212.5
357,src racks 0..4,S1351,A8,dest racks 0..4 1,M3,605.0
358,src racks 0..4,S1351,A8,dest racks 0..4 1,M4,1202.5
359,src racks 0..4,S1351,A8,dest racks 0..4 1,M5,2000.0
360,src racks 0..4,S1376,C10,dest racks 0..4 1,O7,20.0
361,src racks 0..4,S1376,C10,dest racks 0..4 1,O8,212.5
362,src racks 0..4,S1376,C10,dest racks 0..4 1,O9,605.0
363,src racks 0..4,S1376,C10,dest racks 0..4 1,O10,1202.5
364,src racks 0..4,S1376,C10,dest racks 0..4 1,O11,2000.0
365,src racks 0..4,S1243,C17,dest racks 0..4 1,A7,20.0
366,src racks 0..4,S1243,C17,dest racks 0..4 1,A8,212.5
367,src racks 0..4,S1243,C17,dest racks 0..4 1,A9,605.0
368,src racks 0..4,S1243,C17,dest racks 0..4 1,A10,1202.5
369,src racks 0..4,S1243,C17,dest racks 0..4 1,A11,2000.0
370,src racks 0..4,S1258,C19,dest racks 0..4 1,C7,20.0
371,src racks 0..4,S1258,C19,dest racks 0..4 1,C8,212.5
372,src racks 0..4,S1258,C19,dest racks 0..4 1,C9,605.0
373,src racks 0..4,S1258,C19,dest racks 0..4 1,C10,1202.5
374,src racks 0..4,S1258,C19,dest racks 0..4 1,C11,2000.0
375,src racks 0..4,S1289,C2,dest racks 0..4 1,G7,20.0
376,src racks 0..4,S1289,C2,dest racks 0..4 1,G8,212.5
377,src racks 0..4,S1289,C2,dest racks 0..4 1,G9,605.0
378,src racks 0..4,S1289,C2,dest racks 0..4 1,G10,1202.5
379,src racks 0..4,S1289,C2,dest racks 0..4 1,G11,2000.0
380,src racks 0..4,S1280,C21,dest racks 0..4 1,E7,20.0
381,src racks 0..4,S1280,C21,dest racks 0..4 1,E8,212.5
382,src racks 0..4,S1280,C21,dest racks 0..4 1,E9,605.0
383,src racks 0..4,S1280,C21,dest racks 0..4 1,E10,1202.5
384,src racks 0..4,S1280,C21,dest racks 0..4 1,E11,2000.0
385,src racks 0..4,S1305,C4,dest racks 0..4 1,I7,20.0
386,src racks 0..4,S1305,C4,dest racks 0..4 1,I8,212.5
387,src racks 0..4,S1305,C4,dest racks 0..4 1,I9,605.0
388,src racks 0..4,S1305,C4,dest racks 0..4 1,I10,1202.5
389,src racks 0..4,S1305,C4,dest racks 0..4 1,I11,2000.0
390,src racks 0..4,S1331,C6,dest racks 0..4 1,K7,20.0
391,src racks 0..4,S1331,C6,dest racks 0..4 1,K8,212.5
392,src racks 0..4,S1331,C6,dest racks 0..4 1,K9,605.0
