blank,,bm3-1yqp-heme-10in1000-tube78,,bm3-1yqp-heme-10in1000-tube79,,bm3-1yqp-heme-10in1000-tube80,,bm3-1yqp-heme-10in1000-tube81,,bm3-1yqp-heme-10in1000-pooled,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
799.9969482,-0.0003046227503,799.9969482,0.004991589114,799.9969482,0.09714058042,799.9969482,0.09920297563,799.9969482,0.005560494959,799.9969482,0.004916496575,
798.9923096,0.00142881996,798.9923096,0.002017026069,798.9923096,0.09686671197,798.9923096,0.09436341375,798.9923096,0.006083154585,798.9923096,0.006117046345,
797.9871826,0.0007758997963,797.9871826,0.001692040707,797.9871826,0.0985937193,797.9871826,0.09673586488,797.9871826,0.008359752595,797.9871826,0.001730191289,
797.0163574,-0.0003668045392,797.0163574,0.00254012295,797.0163574,0.09725610912,797.0163574,0.09898099303,797.0163574,0.003980551381,797.0163574,0.00280539901,
796.010437,0.0008375710458,796.010437,0.002486462239,796.010437,0.09782419354,796.010437,0.100178957,796.010437,0.001798912417,796.010437,0.004346838221,
795.0041504,-0.0002764259116,795.0041504,0.0004580089008,795.0041504,0.0942581445,795.0041504,0.1006904244,795.0041504,0.006660589948,795.0041504,0.00641315151,
793.9974365,0.0001885425445,793.9974365,-0.001463711844,793.9974365,0.09765995294,793.9974365,0.0936525315,793.9974365,0.002896648832,793.9974365,0.0008942966815,
792.9903564,-0.0004880902998,792.9903564,1.612725828E-005,792.9903564,0.0930101797,792.9903564,0.09785279632,792.9903564,0.00470095221,792.9903564,0.005489393137,
791.9828491,-0.0007123667747,791.9828491,0.0006464393227,791.9828491,0.09393113106,791.9828491,0.09393598139,791.9828491,0.005691349972,791.9828491,0.002148144413,
791.0097046,-0.001110071782,791.0097046,0.0003057432186,791.0097046,0.0992731452,791.0097046,0.09269499779,791.0097046,0.003908297513,791.0097046,0.003110960359,
790.0013428,-0.0001100014342,790.0013428,0.000301080494,790.0013428,0.09830860794,790.0013428,0.093400307,790.0013428,0.006844841875,790.0013428,0.005807972979,
788.9926758,-0.0001445749513,788.9926758,0.004010804463,788.9926758,0.09824362397,788.9926758,0.09720724821,788.9926758,0.005152291153,788.9926758,0.001378101064,
787.9835815,-0.0001430223056,787.9835815,0.002036635298,787.9835815,0.09990564734,787.9835815,0.09520965815,787.9835815,0.007562558632,787.9835815,0.001593119348,
787.0089111,0.0005274101859,787.0089111,0.002625587396,787.0089111,0.09601931274,787.0089111,0.09893102199,787.0089111,0.00673083216,787.0089111,0.005209976342,
785.9989624,-0.0007582624676,785.9989624,0.005095556844,785.9989624,0.1009785384,785.9989624,0.09599418938,785.9989624,0.001541913603,785.9989624,0.00320615992,
784.9887695,-0.0006161664496,784.9887695,0.003807851812,784.9887695,0.09552744031,784.9887695,0.09445887059,784.9887695,0.00554119749,784.9887695,0.006994367111,
784.0128784,-0.0002517457178,784.0128784,0.0003992674465,784.0128784,0.09766546637,784.0128784,0.1002867222,784.0128784,0.003515187185,784.0128784,0.002861105604,
783.001709,4.799523595E-005,783.001709,0.00121959392,783.001709,0.09979005903,783.001709,0.102067776,783.001709,0.007841042243,783.001709,0.002480552532,
781.9902954,0.0007306244224,781.9902954,0.003314239671,781.9902954,0.09963937104,781.9902954,0.09441215545,781.9902954,0.005209033377,781.9902954,0.001749735675,
781.0134277,-0.0003572864516,781.0134277,0.004242788069,781.0134277,0.1022450253,781.0134277,0.09945563972,781.0134277,0.00686574867,781.0134277,0.005344682839,
780.0010986,0.001119300839,780.0010986,0.001850070548,780.0010986,0.09835321456,780.0010986,0.09547451138,780.0010986,0.006955119781,780.0010986,0.00454575289,
778.9884644,0.001056551584,778.9884644,0.00557769509,778.9884644,0.1054941043,778.9884644,0.09960697591,778.9884644,0.003473382909,778.9884644,0.003619402414,
778.010376,0.001340111136,778.010376,0.00123732409,778.010376,0.1040233299,778.010376,0.09614432603,778.010376,0.002169996966,778.010376,0.003311005188,
776.9969482,0.0002697896853,776.9969482,0.001399473404,776.9969482,0.1018401012,776.9969482,0.09848935902,776.9969482,0.003239775542,776.9969482,0.00683884602,
775.9831543,0.000890431751,775.9831543,0.004885159433,775.9831543,0.09705466777,775.9831543,0.0974727124,775.9831543,0.003623187309,775.9831543,0.001870036242,
775.0039063,9.446817421E-005,775.0039063,0.00375594059,775.0039063,0.09948818386,775.0039063,0.1003879905,775.0039063,0.008236190304,775.0039063,0.006004145835,
773.9893188,-0.001767361653,773.9893188,0.002002852736,773.9893188,0.09718004614,773.9893188,0.09455811232,773.9893188,0.004555824213,773.9893188,0.005096551962,
773.0093384,-0.001888411585,773.0093384,0.001355431392,773.0093384,0.1015717313,773.0093384,0.09954684228,773.0093384,0.002167551545,773.0093384,0.003351907013,
771.9940186,0.0003715966886,771.9940186,0.002973113209,771.9940186,0.10297741,771.9940186,0.09880124032,771.9940186,0.004686690867,771.9940186,0.00635144487,
771.0132446,0.0006111315452,771.0132446,0.002001292305,771.0132446,0.09690214694,771.0132446,0.0990338251,771.0132446,0.006444493774,771.0132446,0.005593322683,
769.9971313,-0.0001694682578,769.9971313,-0.0002024328569,769.9971313,0.09643735737,769.9971313,0.09940183908,769.9971313,0.002982783131,769.9971313,0.005279433914,
769.015686,0.0004214467772,769.015686,0.005576672498,769.015686,0.09862649441,769.015686,0.09945778549,769.015686,0.002087327186,769.015686,0.004858510103,
767.9988403,-0.0001803877385,767.9988403,0.002983564977,767.9988403,0.1026027501,767.9988403,0.101303488,767.9988403,0.004499638453,767.9988403,0.006987132598,
767.0166626,0.0002939569822,767.0166626,0.004436764866,767.0166626,0.1009941548,767.0166626,0.1027480811,767.0166626,0.003488152288,767.0166626,0.005188965704,
765.9989624,0.0008811715525,765.9989624,0.004872855265,765.9989624,0.1002963781,765.9989624,0.09720747173,765.9989624,0.003554907627,765.9989624,0.007842518389,
765.0160522,0.0006686831475,765.0160522,0.003841801314,765.0160522,0.0982401222,765.0160522,0.102345638,765.0160522,0.006606076378,765.0160522,0.007675522007,
763.9975586,5.723764843E-005,763.9975586,0.001960231457,763.9975586,0.09944476932,763.9975586,0.09772215784,763.9975586,0.004331516568,763.9975586,0.003151921555,
763.0139771,0.0001136801657,763.0139771,0.004842176102,763.0139771,0.1012723073,763.0139771,0.09884030372,763.0139771,0.00567742344,763.0139771,0.008483165875,
761.994751,0.0002788036945,761.994751,0.003196980804,761.994751,0.09958620369,761.994751,0.097977072,761.994751,0.003455195809,761.994751,0.01047682203,
761.010376,-0.0006445997278,761.010376,0.002677520271,761.010376,0.09907915443,761.010376,0.09690819681,761.010376,0.003635377623,761.010376,0.005007824395,
759.9904785,-9.763089474E-005,759.9904785,0.00308530638,759.9904785,0.1014734209,759.9904785,0.09986224771,759.9904785,0.006867957767,759.9904785,0.008414671756,
759.0053101,-0.001586909872,759.0053101,0.004023606423,759.0053101,0.09858894348,759.0053101,0.1012359262,759.0053101,0.003041562159,759.0053101,0.004521975759,
757.9846191,-0.000192755906,757.9846191,0.003323630197,757.9846191,0.09887491912,757.9846191,0.09850462526,757.9846191,0.004534819163,757.9846191,0.005000780337,
756.9987793,0.000482471718,756.9987793,0.002038377803,756.9987793,0.1014351994,756.9987793,0.1019261479,756.9987793,0.005841396749,756.9987793,0.008030278608,
756.0124512,-0.0007227557362,756.0124512,0.003291520989,756.0124512,0.1007220596,756.0124512,0.09784776717,756.0124512,0.004676616751,756.0124512,0.005986377597,
754.9906616,0.0004569982702,754.9906616,0.0038303365,754.9906616,0.1008273736,754.9906616,0.1004749909,754.9906616,0.003918798175,754.9906616,0.006168715656,
754.0037231,0.0004395331198,754.0037231,0.004773311783,754.0037231,0.09990949184,754.0037231,0.1025539711,754.0037231,0.006491814274,754.0037231,0.006639141124,
753.0164185,0.0001018473413,753.0164185,0.00535521796,753.0164185,0.1029654965,753.0164185,0.1024050415,753.0164185,0.006655411795,753.0164185,0.009117595851,
751.9934692,-0.001577469986,751.9934692,0.003845170373,751.9934692,0.1013178006,751.9934692,0.09845490754,751.9934692,0.003951606806,751.9934692,0.005593165755,
751.0054321,0.001333619701,751.0054321,0.005729617551,751.0054321,0.09968730807,751.0054321,0.0985236913,751.0054321,0.005875872914,751.0054321,0.01032323018,
