blank,,bm3-1yqp-heme-10in1000-tube78,,bm3-1yqp-heme-10in1000-tube79,,bm3-1yqp-heme-10in1000-tube80,,bm3-1yqp-heme-10in1000-tube81,,bm3-1yqp-heme-10in1000-pooled,,
750.0170288,0.0007408148376,750.0170288,0.003391142935,750.0170288,0.1037530378,750.0170288,0.1009087488,750.0170288,0.007860125974,750.0170288,0.009416442364,
748.992981,-0.0007462721551,748.992981,0.005008897744,748.992981,0.09890957177,748.992981,0.1003231853,748.992981,0.006837294437,748.992981,0.008588764817,
748.0039063,-6.377834507E-005,748.0039063,0.005016937386,748.0039063,0.1022814885,748.0039063,0.09982521087,748.0039063,0.004033691715,748.0039063,0.008047814481,
747.0144043,-0.001050475403,747.0144043,0.001591248787,747.0144043,0.1021036655,747.0144043,0.09988196194,747.0144043,0.006678675301,747.0144043,0.007774468511,
745.9891968,-5.855011477E-005,745.9891968,0.006654071156,745.9891968,0.1038524881,745.9891968,0.1029663831,745.9891968,0.007595195901,745.9891968,0.008338510059,
744.9990845,0.0009962501936,744.9990845,0.004495453555,744.9990845,0.1039660648,744.9990845,0.1002942547,744.9990845,0.008143838495,744.9990845,0.00902672112,
744.0085449,0.0003886445775,744.0085449,0.005658199545,744.0085449,0.101388514,744.0085449,0.09974527359,744.0085449,0.005158761516,744.0085449,0.01030626521,
743.0176392,0.0002085356537,743.0176392,0.004570473451,743.0176392,0.1048960313,743.0176392,0.1047976017,743.0176392,0.007817901671,743.0176392,0.01013757754,
741.9910278,-0.001456384896,741.9910278,0.004183349665,741.9910278,0.1025728211,741.9910278,0.09801431,741.9910278,0.005016701296,741.9910278,0.005331187043,
740.9993896,0.000855700695,740.9993896,0.004163852427,740.9993896,0.103693448,740.9993896,0.1029116884,740.9993896,0.007345355116,740.9993896,0.008659636602,
740.0074463,0.00108626415,740.0074463,0.004108109046,740.0074463,0.104334034,740.0074463,0.1030122563,740.0074463,0.007216080092,740.0074463,0.01041331608,
739.0151367,0.0007269165362,739.0151367,0.004717202391,739.0151367,0.1036846042,739.0151367,0.1023361981,739.0151367,0.005306030158,739.0151367,0.01065108087,
737.9871216,4.294694372E-005,737.9871216,0.00601771567,737.9871216,0.1019952893,737.9871216,0.09992285073,737.9871216,0.00584674906,737.9871216,0.00971009396,
736.9940796,-0.0008948871982,736.9940796,0.001973337261,736.9940796,0.101280801,736.9940796,0.09781491756,736.9940796,0.005111534148,736.9940796,0.009337882511,
736.0006714,-0.0002138172276,736.0006714,0.003425581614,736.0006714,0.1033472344,736.0006714,0.1003380194,736.0006714,0.00688513089,736.0006714,0.008426812477,
735.007019,-0.0001796632278,735.007019,0.00549306348,735.007019,0.1039293632,735.007019,0.1008865088,735.007019,0.006711114664,735.007019,0.008949949406,
734.0129395,0.0005503477296,734.0129395,0.003453552024,734.0129395,0.1013709232,734.0129395,0.101046741,734.0129395,0.006173992995,734.0129395,0.009662343189,
732.9830322,0.0003194726596,732.9830322,0.003912973218,732.9830322,0.1054992229,732.9830322,0.1030055955,732.9830322,0.005323010962,732.9830322,0.007487810217,
731.9882202,-4.379684833E-005,731.9882202,0.00484395586,731.9882202,0.105368346,731.9882202,0.1027071849,731.9882202,0.006556036882,731.9882202,0.00895150844,
730.993103,-0.000495692133,730.993103,0.00476844376,730.993103,0.1040755585,730.993103,0.1016355082,730.993103,0.005523317028,730.993103,0.008887221105,
729.9976807,-0.0003003804304,729.9976807,0.006299517583,729.9976807,0.103304252,729.9976807,0.1014735177,729.9976807,0.006921084132,729.9976807,0.006730122026,
729.0018921,0.0001568196167,729.0018921,0.004346237052,729.0018921,0.1030183658,729.0018921,0.1031632349,729.0018921,0.006303168368,729.0018921,0.009426891804,
728.0057373,0.0006543723284,728.0057373,0.005560757127,728.0057373,0.1049789339,728.0057373,0.1032865867,728.0057373,0.007460052613,728.0057373,0.009642359801,
727.0092773,0.0003683063842,727.0092773,0.00622107368,727.0092773,0.1049907655,727.0092773,0.1017403975,727.0092773,0.006056799553,727.0092773,0.008266609162,
726.0124512,8.488838648E-005,726.0124512,0.005642963108,726.0124512,0.1029296368,726.0124512,0.1030701473,726.0124512,0.007901326753,726.0124512,0.008943687193,
725.0152588,0.0002227282093,725.0152588,0.005958007649,725.0152588,0.1045772508,725.0152588,0.103872247,725.0152588,0.007854353637,725.0152588,0.007646830752,
724.0177612,5.552895163E-005,724.0177612,0.003851620946,724.0177612,0.1017164141,724.0177612,0.104627341,724.0177612,0.006054646801,724.0177612,0.008043700829,
722.9842529,0.0003044739133,722.9842529,0.007773888763,722.9842529,0.1039796472,722.9842529,0.1047211289,722.9842529,0.008797451854,722.9842529,0.008535565808,
721.9860229,-9.54569623E-005,721.9860229,0.006278165616,721.9860229,0.1051690802,721.9860229,0.1046131477,721.9860229,0.005466586445,721.9860229,0.008179051802,
720.9874878,-0.0004314600083,720.9874878,0.005906625651,720.9874878,0.1062551364,720.9874878,0.1026446521,720.9874878,0.009366368875,720.9874878,0.007914244197,
719.9885254,0.0009518857696,719.9885254,0.005863829516,719.9885254,0.1068523675,719.9885254,0.1060418114,719.9885254,0.007085738238,719.9885254,0.008411452174,
718.9894409,-0.000581682194,718.9894409,0.004444872029,718.9894409,0.1046936885,718.9894409,0.1035421565,718.9894409,0.006840081885,718.9894409,0.006691398565,
717.9898071,-9.897666314E-005,717.9898071,0.006018844433,717.9898071,0.1044438556,717.9898071,0.106184721,717.9898071,0.007914454676,717.9898071,0.008088425733,
716.9898682,0.0002185584453,716.9898682,0.005140844267,716.9898682,0.1044126078,716.9898682,0.1028440446,716.9898682,0.006634646561,716.9898682,0.007283358369,
715.989624,-0.0001443161746,715.989624,0.00544178905,715.989624,0.1043064892,715.989624,0.1046544164,715.989624,0.007777525578,715.989624,0.008451174013,
714.9890137,0.0003770633484,714.9890137,0.006600110326,714.9890137,0.1070973277,714.9890137,0.1025377437,714.9890137,0.008506791666,714.9890137,0.008347561583,
713.9880981,0.0005606894265,713.9880981,0.006724443752,713.9880981,0.107459344,713.9880981,0.1049578041,713.9880981,0.008183562197,713.9880981,0.008572475053,
712.9868164,-2.78524094E-005,712.9868164,0.005553677678,712.9868164,0.107732676,712.9868164,0.1057774648,712.9868164,0.006551043596,712.9868164,0.006920873653,
711.9852905,-2.99749172E-005,711.9852905,0.006381916348,711.9852905,0.1055346653,711.9852905,0.1056267321,711.9852905,0.007558765821,711.9852905,0.007523760665,
710.9832764,0.0001364922646,710.9832764,0.004649797454,710.9832764,0.1063728854,710.9832764,0.1064145565,710.9832764,0.007504718378,710.9832764,0.007797870785,
710.0167847,-0.000105498395,710.0167847,0.00681875553,710.0167847,0.1077444553,710.0167847,0.1050514579,710.0167847,0.009213777259,710.0167847,0.00691782264,
709.0142212,0.0006113648415,709.0142212,0.004370579962,709.0142212,0.1050284803,709.0142212,0.1063942835,709.0142212,0.007645697799,709.0142212,0.008695525117,
708.0112915,0.0001859787299,708.0112915,0.00601217756,708.0112915,0.1069222987,708.0112915,0.1066972911,708.0112915,0.008377671242,708.0112915,0.0088014137,
707.0079956,1.783579864E-005,707.0079956,0.004305424634,707.0079956,0.1086513698,707.0079956,0.1038891822,707.0079956,0.009924775921,707.0079956,0.009365496226,
706.0043945,-9.141962073E-005,706.0043945,0.006737667602,706.0043945,0.1060682461,706.0043945,0.1060740948,706.0043945,0.0064101303,706.0043945,0.007957189344,
705.0004272,-0.0004889694392,705.0004272,0.00749952998,705.0004272,0.1079303026,705.0004272,0.1066038385,705.0004272,0.008692197502,705.0004272,0.008320013061,
703.9962158,0.0001572857291,703.9962158,0.00567952171,703.9962158,0.1059485376,703.9962158,0.1069096178,703.9962158,0.007948779501,703.9962158,0.01024718396,
702.9915771,0.000449561252,702.9915771,0.0061553251,702.9915771,0.1095291078,702.9915771,0.1040392146,702.9915771,0.009336719289,702.9915771,0.008942683227,
701.9866943,-0.0001607738668,701.9866943,0.00566514954,701.9866943,0.1051838174,701.9866943,0.1057511792,701.9866943,0.007618457079,701.9866943,0.007721448317,
701.0172729,-0.0008744272636,701.0172729,0.006774818059,701.0172729,0.1054165214,701.0172729,0.1057369485,701.0172729,0.009275309741,701.0172729,0.007263010368,
700.0117188,0.0002161498414,700.0117188,0.00692095235,700.0117188,0.1092590988,700.0117188,0.1067653373,700.0117188,0.008375613019,700.0117188,0.008867776021,
699.0057373,0.0005528359325,699.0057373,0.00621849997,699.0057373,0.106904611,699.0057373,0.1067401543,699.0057373,0.009562515654,699.0057373,0.009839849547,
697.9995728,0.0004320704611,697.9995728,0.007500372827,697.9995728,0.1081946045,697.9995728,0.1078367904,697.9995728,0.007172786165,697.9995728,0.0100181438,
696.992981,0.0005124042509,696.992981,0.005525833927,696.992981,0.1076313406,696.992981,0.1078178436,696.992981,0.007485624403,696.992981,0.01044410001,
695.9860229,-0.0006697745412,695.9860229,0.006587284617,695.9860229,0.1051533148,695.9860229,0.1050038189,695.9860229,0.008566903882,695.9860229,0.009905258194,
695.0147705,-1.092374168E-005,695.0147705,0.008395248093,695.0147705,0.1091853306,695.0147705,0.1043915078,695.0147705,0.007782849018,695.0147705,0.008163462393,
694.0072632,-0.001128042117,694.0072632,0.00792531576,694.0072632,0.1066438481,694.0072632,0.1065227166,694.0072632,0.008896680549,694.0072632,0.008859823458,
692.9993286,0.000109226632,692.9993286,0.007461659145,692.9993286,0.1085024923,692.9993286,0.1065178886,692.9993286,0.006320529617,692.9993286,0.006872585975,
691.9911499,-0.0001530108857,691.9911499,0.005829039495,691.9911499,0.104620032,691.9911499,0.1076389998,691.9911499,0.01000111084,691.9911499,0.01040886156,
690.982605,0.0001321679738,690.982605,0.008421085775,690.982605,0.1098930836,690.982605,0.1071341634,690.982605,0.01108275726,690.982605,0.01011248492,
690.0097656,-0.0001861837372,690.0097656,0.009417235851,690.0097656,0.1084851474,690.0097656,0.1083761975,690.0097656,0.01025807764,690.0097656,0.009684735909,
689.0006104,0.00165275007,689.0006104,0.008037107997,689.0006104,0.1088182852,689.0006104,0.1051697358,689.0006104,0.01009014994,689.0006104,0.008920011111,
687.9911499,-0.0005208238726,687.9911499,0.0045435559,687.9911499,0.1068634614,687.9911499,0.1088982448,687.9911499,0.008019230329,687.9911499,0.008402109146,
687.017334,0.0007213417557,687.017334,0.006427233107,687.017334,0.1083433405,687.017334,0.1072975844,687.017334,0.008061105385,687.017334,0.007805645932,
686.0071411,-0.0001669841586,686.0071411,0.006855729036,686.0071411,0.1045453027,686.0071411,0.1075544655,686.0071411,0.01024893299,686.0071411,0.007946459576,
684.9967041,0.0008776957984,684.9967041,0.008415041491,684.9967041,0.1069242805,684.9967041,0.1094020382,684.9967041,0.01142423041,684.9967041,0.007152575068,
683.9859619,-0.0006802162388,683.9859619,0.004768051207,683.9859619,0.109826915,683.9859619,0.1085263565,683.9859619,0.007778974716,683.9859619,0.008927541785,
683.0109253,-2.805948316E-005,683.0109253,0.007724952884,683.0109253,0.1090800315,683.0109253,0.1080299839,683.0109253,0.008274498396,683.0109253,0.01151528955,
681.9994507,0.0002009733871,681.9994507,0.006313700695,681.9994507,0.1095558852,681.9994507,0.106903851,681.9994507,0.008523396216,681.9994507,0.01042662654,
680.9877319,0.0008698106394,680.9877319,0.009954916313,680.9877319,0.1103250459,680.9877319,0.1087448299,680.9877319,0.01191307791,680.9877319,0.01147260144,
680.0118408,0.0002351600124,680.0118408,0.009972291999,680.0118408,0.108620584,680.0118408,0.1072043404,680.0118408,0.0104587106,680.0118408,0.01177357882,
678.9994507,0.0002675362048,678.9994507,0.01006005332,678.9994507,0.1105552092,678.9994507,0.108561717,678.9994507,0.009623912163,678.9994507,0.009570957161,
677.9866943,-0.0001985517592,677.9866943,0.007550125942,677.9866943,0.1118415669,677.9866943,0.1069091856,677.9866943,0.008475379087,677.9866943,0.009071072564,
677.0098877,-0.00123466074,677.0098877,0.008447083645,677.0098877,0.1085529774,677.0098877,0.1075065881,677.0098877,0.007121207658,677.0098877,0.01169512328,
675.996582,-0.001315394649,675.996582,0.005534590688,675.996582,0.1091585755,675.996582,0.1076381728,675.996582,0.009161189198,675.996582,0.008929391392,
674.9829102,0.0003334356879,674.9829102,0.007748695556,674.9829102,0.1114678532,674.9829102,0.1079976484,674.9829102,0.01496710349,674.9829102,0.01005933806,
674.005127,0.0004522561794,674.005127,0.008125982247,674.005127,0.1114243567,674.005127,0.1097486466,674.005127,0.01117374469,674.005127,0.01350849867,
672.9909058,0.001025595469,672.9909058,0.009519490413,672.9909058,0.1145494655,672.9909058,0.1118727848,672.9909058,0.01094726846,672.9909058,0.01490146387,
672.0125122,0.000682709273,672.0125122,0.00957863126,672.0125122,0.1126293167,672.0125122,0.10931357,672.0125122,0.01294616051,672.0125122,0.0114015881,
670.9976196,0.0002617083082,670.9976196,0.008702629246,670.9976196,0.1126979664,670.9976196,0.1088765264,670.9976196,0.01166784111,670.9976196,0.01186138578,
669.9823608,-0.0001348449587,669.9823608,0.009129201062,669.9823608,0.1139620543,669.9823608,0.109738186,669.9823608,0.01043367945,669.9823608,0.01056293491,
669.0031738,0.0003069348168,669.0031738,0.01025661919,669.0031738,0.1123504043,669.0031738,0.1099237949,669.0031738,0.01435832307,669.0031738,0.01335343067,
667.9873047,0.0008113506483,667.9873047,0.01148150582,667.9873047,0.1124221236,667.9873047,0.1095103174,667.9873047,0.01295309514,667.9873047,0.0138698183,
667.0074463,9.024786414E-005,667.0074463,0.0127266217,667.0074463,0.1145234481,667.0074463,0.1132170707,667.0074463,0.0148689691,667.0074463,0.01505799685,
665.9910278,0.0009085635538,665.9910278,0.01249643043,665.9910278,0.1150607094,665.9910278,0.1116975546,665.9910278,0.01429264247,665.9910278,0.01411576662,
665.010498,0.000511730439,665.010498,0.01205448434,665.010498,0.111805439,665.010498,0.1132032648,665.010498,0.01398793608,665.010498,0.01244791877,
663.9934082,-0.0002295996092,663.9934082,0.01376629341,663.9934082,0.1153194234,663.9934082,0.1118209735,663.9934082,0.01573316567,663.9934082,0.01529451087,
663.0124512,-0.0002382408711,663.0124512,0.01316671818,663.0124512,0.1155436039,663.0124512,0.1111093089,663.0124512,0.01573638618,663.0124512,0.01598360948,
661.994751,0.0001384084462,661.994751,0.01446490642,661.994751,0.1147504598,661.994751,0.1130399257,661.994751,0.01559812296,661.994751,0.01576961763,
661.0130615,0.00015852871,661.0130615,0.01438358147,661.0130615,0.1180126071,661.0130615,0.116125308,661.0130615,0.01559109241,661.0130615,0.0165438205,
659.9946899,0.0001688611082,659.9946899,0.0129816588,659.9946899,0.1190804318,659.9946899,0.1143665537,659.9946899,0.01432378311,659.9946899,0.01664507575,
659.0125122,0.000631481118,659.0125122,0.01476017199,659.0125122,0.1175842062,659.0125122,0.1152285859,659.0125122,0.01673193648,659.0125122,0.01786175929,
657.9935913,-0.0001681744616,657.9935913,0.01342329569,657.9935913,0.1193065643,657.9935913,0.1147285402,657.9935913,0.01676397957,657.9935913,0.01830490492,
657.0107422,0.000348564965,657.0107422,0.0145526696,657.0107422,0.1188913435,657.0107422,0.1183526963,657.0107422,0.01423694752,657.0107422,0.01941365749,
655.991272,-0.0003957196604,655.991272,0.01608000882,655.991272,0.1202563122,655.991272,0.1147468537,655.991272,0.01726676896,655.991272,0.01738926396,
655.0078125,0.0002431631874,655.0078125,0.01480018441,655.0078125,0.1235353276,655.0078125,0.117437087,655.0078125,0.01745220833,655.0078125,0.01816374436,
653.9876709,-3.023375939E-005,653.9876709,0.01777774654,653.9876709,0.1194466427,653.9876709,0.1180620342,653.9876709,0.01899917983,653.9876709,0.01905976236,
653.0036621,-0.0005658608861,653.0036621,0.01564682648,653.0036621,0.1212429777,653.0036621,0.118742764,653.0036621,0.01593387499,653.0036621,0.01970082335,
651.9829102,6.609190314E-005,651.9829102,0.01725788042,651.9829102,0.1195861623,651.9829102,0.1169935912,651.9829102,0.01648124866,651.9829102,0.01943496242,
650.998291,-1.941404298E-005,650.998291,0.01710375771,650.998291,0.1229153126,650.998291,0.1154447496,650.998291,0.01824351214,650.998291,0.02242915332,
650.0134277,0.0004924489767,650.0134277,0.01810860448,650.0134277,0.1221534163,650.0134277,0.1161751002,650.0134277,0.01940637641,650.0134277,0.02104890719,
648.9918213,-0.0002448640007,648.9918213,0.01678778976,648.9918213,0.1231229305,648.9918213,0.1170615107,648.9918213,0.01660959981,648.9918213,0.02196217701,
648.0063477,3.088305675E-005,648.0063477,0.01588911191,648.0063477,0.1225987151,648.0063477,0.1167612076,648.0063477,0.01829931699,648.0063477,0.01886701211,
646.9840698,0.000777300098,646.9840698,0.01583705284,646.9840698,0.1213058829,646.9840698,0.1177834794,646.9840698,0.01798741706,646.9840698,0.02299796417,
645.9981079,0.0002193095133,645.9981079,0.01805379428,645.9981079,0.1224741191,645.9981079,0.1197727844,645.9981079,0.01823557355,645.9981079,0.02148881927,
645.0117188,0.0006339697866,645.0117188,0.01753852889,645.0117188,0.1232821941,645.0117188,0.1222534627,645.0117188,0.01887241937,645.0117188,0.02299275063,
643.9885864,5.94382509E-005,643.9885864,0.01832680404,643.9885864,0.1214394569,643.9885864,0.1154898331,643.9885864,0.01653392427,643.9885864,0.02235785313,
643.001709,-0.0001327747159,643.001709,0.01735720225,643.001709,0.1214060783,643.001709,0.1179742962,643.001709,0.01715368032,643.001709,0.0220591221,
642.0144653,-0.0006706016138,642.0144653,0.01553096622,642.0144653,0.1210179925,642.0144653,0.1178504378,642.0144653,0.01740957983,642.0144653,0.02109529078,
640.9904785,-0.0009687623824,640.9904785,0.01487499662,640.9904785,0.1203005314,640.9904785,0.1148291901,640.9904785,0.01484317333,640.9904785,0.01932980493,
640.0026855,0.0004642021959,640.0026855,0.01695706323,640.0026855,0.1250528842,640.0026855,0.1184558868,640.0026855,0.01828697696,640.0026855,0.02199084871,
639.0146484,0.0004302825546,639.0146484,0.01674928889,639.0146484,0.1226090789,639.0146484,0.1161577776,639.0146484,0.0194398351,639.0146484,0.02234106511,
637.9898071,-0.0001515617769,637.9898071,0.01714673266,637.9898071,0.1234243214,637.9898071,0.1166715324,637.9898071,0.01799661666,637.9898071,0.02095854469,
637.0011597,0.0005358075141,637.0011597,0.01649361663,637.0011597,0.1210562289,637.0011597,0.11854022,637.0011597,0.01814884506,637.0011597,0.02360425331,
636.0122681,0.0002224951168,636.0122681,0.01625357382,636.0122681,0.1239909306,636.0122681,0.1189203113,636.0122681,0.01694048196,636.0122681,0.02132723294,
634.9864502,0.0008319948683,634.9864502,0.01749230735,634.9864502,0.122767441,634.9864502,0.1181905344,634.9864502,0.02019081078,634.9864502,0.02067100815,
633.9970093,-5.182061795E-005,633.9970093,0.01775180548,633.9970093,0.1197376251,633.9970093,0.1164712682,633.9970093,0.01952119172,633.9970093,0.02280787751,
633.0072632,0.000873182551,633.0072632,0.01648988016,633.0072632,0.1249579638,633.0072632,0.118900843,633.0072632,0.01951090246,633.0072632,0.02161819674,
632.0172729,0.0009037646232,632.0172729,0.01625534706,632.0172729,0.1244893447,632.0172729,0.118582055,632.0172729,0.01893785037,632.0172729,0.02392295003,
630.9902954,0.000229073572,630.9902954,0.01820855215,630.9902954,0.1256551892,630.9902954,0.1203910336,630.9902954,0.01777914912,630.9902954,0.02388840541,
629.9996948,-0.0001635685185,629.9996948,0.01770254038,629.9996948,0.1238310933,629.9996948,0.1188820899,629.9996948,0.01848222688,629.9996948,0.02256153896,
629.0088501,-0.0004685420427,629.0088501,0.01586693339,629.0088501,0.1245941445,629.0088501,0.1168870255,629.0088501,0.01792933047,629.0088501,0.02146858349,
