blank,,bm3-2022-03-09-00.2-post-dil-hamiltonm-2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
799.9969482,0.001732816221,799.9969482,0.02125673741,
798.9923096,0.001021002885,798.9923096,0.01889099181,
797.9871826,0.0004443009675,797.9871826,0.01939868927,
797.0163574,0.00130809634,797.0163574,0.01928520575,
796.010437,0.0005444123526,796.010437,0.01942621917,
795.0041504,0.0001334885601,795.0041504,0.01887266152,
793.9974365,-0.0002531427599,793.9974365,0.01962122135,
792.9903564,0.0003389277845,792.9903564,0.01976440288,
791.9828491,0.0007903702208,791.9828491,0.01991603151,
791.0097046,0.0002833107719,791.0097046,0.01959879696,
790.0013428,0.001827610075,790.0013428,0.0201971028,
788.9926758,0.00147055788,788.9926758,0.01984996535,
787.9835815,-0.0001559608354,787.9835815,0.01968776807,
787.0089111,0.001405212795,787.0089111,0.02005537786,
785.9989624,0.0001140426612,785.9989624,0.02031293884,
784.9887695,0.000815552019,784.9887695,0.02167552523,
784.0128784,0.0004463999067,784.0128784,0.02058761753,
783.001709,0.0006471133674,783.001709,0.02038051374,
781.9902954,0.001058990718,781.9902954,0.02023837715,
781.0134277,-4.348820767E-006,781.0134277,0.02117744647,
780.0010986,0.001149484888,780.0010986,0.02175411768,
778.9884644,0.0007144706324,778.9884644,0.02137522399,
778.010376,-0.0005977096735,778.010376,0.01977645792,
776.9969482,0.002037181519,776.9969482,0.02173607424,
775.9831543,-6.683242827E-005,775.9831543,0.01943136193,
775.0039063,0.001709374366,775.0039063,0.02132840082,
773.9893188,0.0001970628073,773.9893188,0.02064046822,
773.0093384,-0.0004112368042,773.0093384,0.02046367526,
771.9940186,0.0007657344686,771.9940186,0.02104455978,
771.0132446,-0.0001430223056,771.0132446,0.01985457167,
769.9971313,0.002405476291,769.9971313,0.02088756487,
769.015686,0.0002486023295,769.015686,0.02136790939,
767.9988403,0.001652516192,767.9988403,0.02006665617,
767.0166626,0.0005380105576,767.0166626,0.02182036452,
765.9989624,-0.0002063656721,765.9989624,0.02030046284,
765.0160522,0.0005546243628,765.0160522,0.02113885432,
763.9975586,-4.2970496E-006,763.9975586,0.02143757977,
763.0139771,0.0004005111114,763.0139771,0.0213422142,
761.994751,0.001421366353,761.994751,0.02252006903,
761.010376,-0.0005749090924,761.010376,0.02087344229,
759.9904785,0.0007216010126,759.9904785,0.02210596763,
759.0053101,-8.267191151E-005,759.0053101,0.02173748985,
757.9846191,0.001773517579,757.9846191,0.02105966769,
756.9987793,0.0010123885,756.9987793,0.02178552561,
756.0124512,0.002492554486,756.0124512,0.02278425358,
754.9906616,0.0006685535191,754.9906616,0.02200593427,
754.0037231,0.000689450244,754.0037231,0.02212086692,
753.0164185,0.001268450986,753.0164185,0.0229150001,
751.9934692,0.0006898909924,751.9934692,0.0225638561,
751.0054321,0.0002372838208,751.0054321,0.02257168293,
750.0170288,0.001241503633,750.0170288,0.02315397561,
748.992981,0.0009224936366,748.992981,0.0227543544,
748.0039063,-0.000159480056,748.0039063,0.02186119743,
747.0144043,0.0009561404586,747.0144043,0.02245843038,
745.9891968,0.0006394915981,745.9891968,0.02347302437,
744.9990845,0.001016929164,744.9990845,0.0226155296,
744.0085449,0.001046846737,744.0085449,0.02417096496,
743.0176392,0.0004815646971,743.0176392,0.02292869799,
741.9910278,0.000903271779,741.9910278,0.02267012745,
740.9993896,0.0002658525773,740.9993896,0.023034513,
740.0074463,0.0007031917921,740.0074463,0.02339319326,
739.0151367,0.0002917033853,739.0151367,0.02291227132,
737.9871216,0.0003283840779,737.9871216,0.02280517668,
736.9940796,-0.0002090565249,736.9940796,0.02312754653,
736.0006714,-0.0002710450208,736.0006714,0.02392675169,
735.007019,-0.0004174952337,735.007019,0.02355016582,
734.0129395,-4.348624861E-005,734.0129395,0.02304690517,
732.9830322,-0.0005117745604,732.9830322,0.02361037582,
731.9882202,0.0001208266185,731.9882202,0.02314477414,
730.993103,0.0002233497798,730.993103,0.0236584004,
729.9976807,0.0001495689939,729.9976807,0.02401458845,
729.0018921,3.077950532E-005,729.0018921,0.02392133512,
728.0057373,0.0002174188849,728.0057373,0.02410676517,
727.0092773,0.0005185205955,727.0092773,0.02392073348,
726.0124512,0.0002603096364,726.0124512,0.02431078069,
725.0152588,0.0008012104081,725.0152588,0.02429977618,
724.0177612,0.0002246706572,724.0177612,0.02368893474,
722.9842529,-0.0004142367397,722.9842529,0.02372789197,
721.9860229,-0.000606136804,721.9860229,0.0238280762,
720.9874878,-0.0001121753012,720.9874878,0.02456414141,
719.9885254,-0.0004754202382,719.9885254,0.02399387956,
718.9894409,-0.0003749775351,718.9894409,0.02434735745,
717.9898071,-0.0004728344793,717.9898071,0.02448013611,
716.9898682,-0.001060184906,716.9898682,0.02437947318,
715.989624,-0.0008121114224,715.989624,0.02470627613,
714.9890137,-0.0005892823683,714.9890137,0.02475140803,
713.9880981,-0.0008007943979,713.9880981,0.02454973198,
712.9868164,-0.0002357571648,712.9868164,0.0250696037,
711.9852905,-0.0001599975803,711.9852905,0.02533948608,
710.9832764,-0.0002689754474,710.9832764,0.02489080653,
710.0167847,-0.001100466703,710.0167847,0.025736304,
709.0142212,-0.0006471844972,709.0142212,0.02481315285,
708.0112915,-0.001352039981,708.0112915,0.02497250587,
