blank,,m3-wt-heme-sample41-5in1005,,bm3-wt-heme-sample41-postDil,,
792.7510986,0.0002562949376,792.7510986,-0.0008675036952,792.7510986,0.004271412734,
792.5078125,-0.0003287826257,792.5078125,-0.004858440254,792.5078125,0.002410708228,
792.2645874,0.0003214673488,792.2645874,-0.0007430678234,792.2645874,0.003764870577,
791.9865723,1.656733548E-005,791.9865723,-0.005413408391,791.9865723,0.002991019515,
791.7432861,5.136079926E-005,791.7432861,-0.004774419591,791.7432861,0.00367090595,
791.499939,0.001781341271,791.499939,-0.002461291151,791.499939,0.004084564745,
791.2565918,0.0001089677098,791.2565918,-0.003923414741,791.2565918,0.003815738484,
791.0132446,0.0003014172544,791.0132446,-0.001653446932,791.0132446,0.003978200257,
790.7351074,-0.001197024481,790.7351074,-0.0009630801505,790.7351074,0.002404981758,
790.4916382,-0.0006573165301,790.4916382,-0.003228222253,790.4916382,0.002649938222,
790.24823,0.0004228978069,790.24823,-0.002585493028,790.24823,0.004191974644,
790.0046997,-0.0003813916701,790.0046997,-0.003040305106,790.0046997,0.002926774323,
789.7612915,0.001016981085,789.7612915,-0.005259887315,789.7612915,0.003919451032,
789.4829102,-0.001432545716,789.4829102,-0.001801287872,789.4829102,0.003080144292,
789.2394409,-9.861434228E-005,789.2394409,-0.005454669241,789.2394409,0.003592099994,
788.9959106,-0.0008484892314,788.9959106,-0.005010875408,788.9959106,0.003218834056,
788.7523193,-0.0008310757694,788.7523193,-0.006765750702,788.7523193,0.002961280523,
788.508728,-0.0005142049631,788.508728,-0.005155378021,788.508728,0.002695726696,
788.2651367,0.001837722375,788.2651367,-0.003649609396,788.2651367,0.005460531451,
787.9865723,-0.001305381185,787.9865723,-0.0007428610697,787.9865723,0.003073496511,
787.7429199,0.0003376065579,787.7429199,-0.004326341674,787.7429199,0.00420125341,
787.4991455,-0.0002710450208,787.4991455,-0.006674654782,787.4991455,0.002926878631,
787.2554932,-0.001637097332,787.2554932,-0.005427775905,787.2554932,0.00353716081,
787.0117798,0.0002363514213,787.0117798,-0.004935842007,787.0117798,0.004329006653,
786.7331543,-0.0008614067337,786.7331543,-0.004316858947,786.7331543,0.003263326129,
786.4893799,-0.0004004265938,786.4893799,-0.001830984023,786.4893799,0.00371291209,
786.2454834,0.0003827114124,786.2454834,-0.002910473617,786.2454834,0.003170408774,
786.0016479,-0.0006450132933,786.0016479,-0.003288342617,786.0016479,0.003849766683,
785.7577515,0.0008954639197,785.7577515,-0.004508835729,785.7577515,0.005635410547,
785.5140381,0.0006015403778,785.5140381,-0.00430527376,785.5140381,0.003328038612,
785.2351685,-0.0001364493946,785.2351685,-0.006441756152,785.2351685,0.004244801123,
784.9912109,-0.0009577077581,784.9912109,0.001023986726,784.9912109,0.003213852877,
784.7472534,0.0003436427214,784.7472534,-0.006210876163,784.7472534,0.003474870231,
784.5032959,0.0008755688905,784.5032959,-0.003687803634,784.5032959,0.002630066825,
784.2592773,0.0003078155569,784.2592773,-0.0009221140062,784.2592773,0.003225927474,
784.0152588,-0.0002853766782,784.0152588,-0.002579729073,784.0152588,0.003622221528,
783.7363281,0.0006707313005,783.7363281,-0.0004565437557,783.7363281,0.004292300437,
783.4921875,-0.0002965519379,783.4921875,-0.004032991361,783.4921875,0.002502447926,
783.2481689,0.0004931487492,783.2481689,-0.003706334857,783.2481689,0.004296509549,
783.0039673,-0.0001032727305,783.0039673,-0.001995926024,783.0039673,0.004804143682,
782.7598877,0.0006433024537,782.7598877,-0.000185045239,782.7598877,0.004246918485,
782.515625,-0.0003506132925,782.515625,-0.004728280474,782.515625,0.004375861958,
782.2365723,0.0009116504225,782.2365723,-0.004815587308,782.2365723,0.004477223847,
781.9923706,-0.000180180723,781.9923706,-0.005213902332,781.9923706,0.006097172853,
781.7481079,-0.0002529875201,781.7481079,-0.00164210028,781.7481079,0.003767481539,
781.5038452,0.0006279295776,781.5038452,-0.003032850567,781.5038452,0.004256015178,
781.2595825,-0.0009334795177,781.2595825,-0.002432564739,781.2595825,0.003340950934,
781.0151978,0.002025816124,781.0151978,-0.001171725336,781.0151978,0.005320180673,
780.7359619,-0.0008261668263,780.7359619,-0.003328007413,780.7359619,0.005431094673,
780.4916382,-0.0004388559901,780.4916382,-0.0009945898782,780.4916382,0.00496265525,
780.2471924,-0.0007449801196,780.2471924,-0.004421621561,780.2471924,0.003728211625,
780.0028076,-0.0009876682889,780.0028076,-0.005066093057,780.0028076,0.004026193172,
779.7583008,0.0007083255914,779.7583008,-0.002678119577,779.7583008,0.004055900499,
779.513916,7.176183135E-005,779.513916,-0.005719777197,779.513916,0.004493282642,
779.2345581,-0.0006695160409,779.2345581,-0.003644886194,779.2345581,0.002804877935,
778.9899902,-0.0009126080549,778.9899902,-0.002348382259,778.9899902,0.004368592519,
778.7454834,0.0004837156157,778.7454834,-0.0001442644279,778.7454834,0.004943201784,
778.5008545,0.0002768869163,778.5008545,-0.003361555049,778.5008545,0.003340455238,
778.2563477,0.0004610148317,778.2563477,-0.004415369127,778.2563477,0.005482525099,
778.0117798,-0.001058842172,778.0117798,-0.001478623366,778.0117798,0.004752269946,
777.7671509,0.001233352232,777.7671509,-0.005870786496,777.7671509,0.004681300372,
777.4875488,0.001598419505,777.4875488,-5.492654964E-005,777.4875488,0.004164949991,
777.2428589,-5.228934242E-006,777.2428589,-0.003809089307,777.2428589,0.003493658267,
776.9981079,0.0006564463256,776.9981079,-0.002527437173,776.9981079,0.00482576387,
776.753418,-5.647951184E-005,776.753418,-0.001826756634,776.753418,0.004189204425,
776.508667,-0.0003658734204,776.508667,-0.004410244059,776.508667,0.004564535338,
776.2639771,-0.0002530392667,776.2639771,-0.004312245641,776.2639771,0.004398611374,
775.9841919,7.85451266E-005,775.9841919,-0.00135472382,775.9841919,0.004702077247,
775.7393799,-0.001584640122,775.7393799,-0.001591345994,775.7393799,0.00384268933,
775.4945679,0.0001184703506,775.4945679,-0.004763000645,775.4945679,0.004670677241,
775.2496948,-0.0007056473987,775.2496948,-0.004195202142,775.2496948,0.005003922619,
775.0048218,-0.0005290973932,775.0048218,-0.001717653358,775.0048218,0.00562759582,
774.7598877,-0.0003948920639,774.7598877,-0.006221899763,774.7598877,0.00261102966,
774.5148926,-0.0002075558587,774.5148926,-0.002804111224,774.5148926,0.00387520506,
774.2349854,0.0002581080189,774.2349854,-0.001477797865,774.2349854,0.003368081059,
773.9900513,0.0008800821379,773.9900513,-0.002254964318,773.9900513,0.003652580082,
773.7449951,0.001763900742,773.7449951,0.0005787038244,773.7449951,0.004923800938,
773.5,0.0009849640774,773.5,-0.001792677678,773.5,0.004992845934,
773.2549438,0.0004399477039,773.2549438,-0.00103746017,773.2549438,0.004719976336,
773.0098877,-0.0004794023116,773.0098877,-0.0003527859517,773.0098877,0.004051354248,
772.7648315,0.001098071923,772.7648315,-0.003373473417,772.7648315,0.005255930591,
772.4846191,0.0008115321398,772.4846191,-0.003497774247,772.4846191,0.005183936097,
772.239502,0.0007642823039,772.239502,-0.002144371625,772.239502,0.004762764554,
771.9943848,0.0006132571725,771.9943848,-0.001301819575,771.9943848,0.005333545618,
771.7492065,0.0004060040519,771.7492065,-0.004222171381,771.7492065,0.004368252587,
771.5039673,0.001787943416,771.5039673,-0.003974205349,771.5039673,0.004906914663,
771.258728,-0.0001176099104,771.258728,-0.001765660127,771.258728,0.00545528857,
771.0134888,0.0004276136751,771.0134888,-0.004167718347,771.0134888,0.005292718764,
770.7331543,0.002259525936,770.7331543,0.001207367517,770.7331543,0.005963151343,
770.487854,0.0007547655259,770.487854,-0.005499299616,770.487854,0.003501017112,
770.2424927,0.000509242469,770.2424927,-0.002111657057,770.2424927,0.004570421297,
769.9971924,-0.0014636087,769.9971924,-0.001990102464,769.9971924,0.00498813251,
769.7518311,-0.000936785771,769.7518311,-0.002663815161,769.7518311,0.004176841583,
769.5064087,0.0003453525424,769.5064087,-0.005429003388,769.5064087,0.004405645654,
769.2610474,0.000403283484,769.2610474,0.0001648213511,769.2610474,0.004784461111,
769.015564,-0.0007979521761,769.015564,-0.003977129236,769.015564,0.004912333563,
768.7350464,0.0008689287351,768.7350464,-0.004877075553,768.7350464,0.004880682565,
768.489563,0.00104791054,768.489563,-0.003409072291,768.489563,0.00567123387,
768.2440796,0.0008241883479,768.2440796,-0.001286901999,768.2440796,0.005232507363,
767.9985352,0.0002207339712,767.9985352,0.0006391027709,767.9985352,0.004796003457,
767.7529907,-0.0002640601306,767.7529907,-0.003154833335,767.7529907,0.004498670809,
767.5073853,-0.0008855873602,767.5073853,-0.0003313175403,767.5073853,0.004564430565,
767.2617188,0.0006788462051,767.2617188,-0.00243771309,767.2617188,0.004800086375,
767.0161743,-0.0008239965537,767.0161743,-0.004985592794,767.0161743,0.004644799978,
766.7354126,-0.0001722628367,766.7354126,-0.001812630449,766.7354126,0.004675805569,
766.4897461,-0.0004068403505,766.4897461,-0.002050600713,766.4897461,0.004393302836,
766.2440186,-0.0005152908852,766.2440186,-0.00295176683,766.2440186,0.004751484841,
765.998291,0.001029954641,765.998291,-0.002420517616,765.998291,0.005477413069,
765.7525635,-0.000341405248,765.7525635,-0.003730460303,765.7525635,0.004827569705,
765.5068359,-0.0004184262361,765.5068359,-0.001126802759,765.5068359,0.004839244299,
765.2610474,-0.0003055540146,765.2610474,-0.00214303215,765.2610474,0.005032047164,
765.0151978,0.0004530594742,765.0151978,-0.0009431399521,765.0151978,0.005219119601,
764.7342529,-0.0005415590713,764.7342529,-0.001667423639,764.7342529,0.004766768776,
764.4884644,-0.0002147486666,764.4884644,-0.00146923284,764.4884644,0.00554835517,
764.2425537,0.000341596111,764.2425537,-0.001352143241,764.2425537,0.005335038994,
763.9966431,-0.0006136849406,763.9966431,-0.00229529012,763.9966431,0.005243511405,
763.7506714,-0.0004747996572,763.7506714,-0.003063387936,763.7506714,0.005205863155,
763.5047607,-0.0005142567097,763.5047607,-0.0008967471658,763.5047607,0.004665339366,
763.2587891,-0.0005042246776,763.2587891,-0.004445092287,763.2587891,0.004506569821,
763.0128174,0.0002000669483,763.0128174,-0.001750036492,763.0128174,0.004696398973,
762.7667847,-0.0003338523966,762.7667847,-0.001201309729,762.7667847,0.006363344379,
762.4855957,-0.0003721325193,762.4855957,-0.003856557654,762.4855957,0.005198868457,
762.239563,-0.0007750586956,762.239563,-0.001516286749,762.239563,0.004673058167,
761.9934692,-8.956452803E-006,761.9934692,-0.002413773211,761.9934692,0.005149226636,
761.7473145,0.000254533632,761.7473145,-0.002567016985,761.7473145,0.005525597837,
761.5012207,6.78217657E-006,761.5012207,-0.001496372046,761.5012207,0.005939243827,
761.2550659,-0.0006205090904,761.2550659,-0.004503404722,761.2550659,0.005034116097,
761.0089111,-0.001492605661,761.0089111,-0.004236527253,761.0089111,0.003879253287,
760.7626953,0.001033353736,760.7626953,-0.004211148247,760.7626953,0.006469086278,
760.5165405,0.0001748690265,760.5165405,-0.001072424813,760.5165405,0.005607246887,
760.2350464,0.0004034648591,760.2350464,-0.0006528708618,760.2350464,0.005723873153,
759.9887695,0.0008221653989,759.9887695,-0.004048430361,759.9887695,0.005054464564,
759.7424927,-0.0001118129876,759.7424927,-0.002076776233,759.7424927,0.005184564739,
759.4962158,-9.095377027E-005,759.4962158,-0.0009069767548,759.4962158,0.005887260661,
759.2498779,0.0008782405057,759.2498779,-0.00336956908,759.2498779,0.005993831437,
759.003479,5.0894796E-005,759.003479,-0.002200727584,759.003479,0.006062915549,
758.7571411,0.000599336985,758.7571411,-0.001111001358,758.7571411,0.006030156743,
758.5107422,-0.0004922790686,758.5107422,-0.003494179342,758.5107422,0.005916072056,
758.2642822,0.0007840425824,758.2642822,-0.0006649671122,758.2642822,0.006955461577,
757.982605,0.001405186718,757.982605,0.0004131034948,757.982605,0.006943467539,
757.736145,-0.0003954092972,757.736145,-0.001817115815,757.736145,0.00467855297,
757.489624,0.0009825252928,757.489624,-0.001827117521,757.489624,0.006397966761,
757.2431641,-3.401283175E-005,757.2431641,-0.001700223074,757.2431641,0.004739917349,
756.9966431,-0.0009416418616,756.9966431,-0.0009280550876,756.9966431,0.005107683595,
756.750061,-3.701535752E-005,756.750061,-0.00614401279,756.750061,0.004134503193,
756.503479,-0.0001878397306,756.503479,-0.001424289425,756.503479,0.005795511417,
756.2568359,-0.0006147705717,756.2568359,-0.003569975728,756.2568359,0.004917439073,
756.0102539,-0.001433938975,756.0102539,-0.002744901227,756.0102539,0.004282418638,
755.7635498,-0.0003474577679,755.7635498,-0.005614612252,755.7635498,0.005623347592,
755.5168457,0.0006187009858,755.5168457,-0.00355559797,755.5168457,0.005595971365,
755.2349243,-0.0001341203752,755.2349243,-0.002713878406,755.2349243,0.005858844612,
754.9882202,-0.001014631009,754.9882202,-0.001833613263,754.9882202,0.00506983744,
754.7414551,0.0007189562893,754.7414551,-0.0009565712535,754.7414551,0.005982414819,
754.4946899,0.0006173011498,754.4946899,-0.001043606317,754.4946899,0.007990911603,
754.2479248,1.030273779E-005,754.2479248,-0.002666799584,754.2479248,0.006713138893,
754.0011597,7.693991211E-005,754.0011597,-0.00063379528,754.0011597,0.004748449195,
753.7542725,0.0002295138547,753.7542725,-0.004421621561,753.7542725,0.005747349001,
753.5074463,0.0001141203393,753.5074463,-0.002334015444,753.5074463,0.006121115293,
753.2605591,0.0006151495618,753.2605591,-0.003209054004,753.2605591,0.006244629156,
753.0136108,0.0006235226174,753.0136108,-0.001009775791,753.0136108,0.004976297263,
752.7666626,-0.0003315244685,752.7666626,-0.003597086761,752.7666626,0.005292351823,
752.4844971,0.0002228835947,752.4844971,-0.002356981393,752.4844971,0.006223725621,
752.2375488,-4.198501119E-005,752.2375488,-0.0007017190801,752.2375488,0.005128140096,
751.9905396,-4.659224214E-005,751.9905396,-0.003744575428,751.9905396,0.006625762675,
751.7434692,-0.000191203435,751.7434692,-0.002435447881,751.7434692,0.006283916999,
751.49646,-0.0005483843852,751.49646,-0.002179401694,751.49646,0.004675413016,
751.2493896,0.0004390148679,751.2493896,-0.001440492226,751.2493896,0.006948596332,
751.0023804,-0.0004659562255,751.0023804,-0.002852101112,751.0023804,0.006054962054,
750.755188,0.000254274637,750.755188,-0.003152828896,750.755188,0.00648569176,
750.5080566,0.0005830844166,750.5080566,8.105653251E-005,750.5080566,0.00716147013,
750.2609253,0.0004828345263,750.2609253,-0.000400736928,750.2609253,0.007080317941,
750.0137329,0.001071031322,750.0137329,-0.001860059565,750.0137329,0.006959144492,
749.7665405,0.0008134513046,749.7665405,-0.003637236543,749.7665405,0.007141759619,
749.4840698,-0.0001191626507,749.4840698,-0.00357264583,749.4840698,0.00653827237,
749.2367554,-0.00012501124,749.2367554,-0.002579368884,749.2367554,0.006093497854,
748.989563,0.0009661545628,748.989563,-0.001566482475,748.989563,0.007193340454,
748.7422485,3.419670975E-005,748.7422485,-0.002496964997,748.7422485,0.007386269979,
748.4949341,-0.0001030139392,748.4949341,-0.003309151623,748.4949341,0.005527695175,
748.2476196,-0.0005251675029,748.2476196,-0.003251192393,748.2476196,0.005863173865,
748.0003052,-2.065651097E-005,748.0003052,-0.002176104812,748.0003052,0.006704384927,
747.7529297,-5.373594468E-005,747.7529297,-0.002846391872,747.7529297,0.006217029877,
747.5054932,0.001286910148,747.5054932,-0.003869796405,747.5054932,0.006453190465,
747.2580566,0.0006770832115,747.2580566,-0.001567668864,747.2580566,0.006340885535,
747.0106201,-0.0009048585198,747.0106201,-0.002900959691,747.0106201,0.005242804065,
746.7631226,1.643790165E-005,746.7631226,-0.001100983121,746.7631226,0.006722471677,
746.515686,0.0006183121004,746.515686,-0.002368824324,746.515686,0.007162733003,
746.2328491,0.0002961587743,746.2328491,-0.001171880169,746.2328491,0.005999500398,
745.9852905,-0.0005257879966,745.9852905,-0.002171159489,745.9852905,0.006329932716,
745.7377319,-0.0001880467316,745.7377319,-0.002994855633,745.7377319,0.006916612852,
745.4901733,-0.0007889602566,745.4901733,-0.001297793468,745.4901733,0.006014959421,
745.2425537,0.0009916318813,745.2425537,-0.001113738166,745.2425537,0.007245795801,
744.9949341,-0.001012461609,744.9949341,-0.001160314423,744.9949341,0.005754353013,
744.7473145,-0.0001391924307,744.7473145,-0.00122831075,744.7473145,0.005984146614,
744.4996948,0.0009384216974,744.4996948,-0.0003720808018,744.4996948,0.007238504943,
744.2519531,-0.0005005531712,744.2519531,-0.0009528519004,744.2519531,0.006968824193,
744.0042725,-0.0007433778956,744.0042725,-0.00506338058,744.0042725,0.00556783611,
743.7565308,0.0002477476082,743.7565308,-0.00106875808,743.7565308,0.006810131017,
743.5087891,0.0009391221683,743.5087891,-3.654944885E-005,743.5087891,0.007064873353,
743.2610474,0.0001488180424,743.2610474,-0.003800570266,743.2610474,0.006159027107,
743.0132446,-0.0003677873756,743.0132446,-0.001202239073,743.0132446,0.006427705754,
742.7654419,0.0009961205069,742.7654419,-0.001351627172,742.7654419,0.007540959865,
742.5175781,-0.001489406801,742.5175781,-0.003081637435,742.5175781,0.006024907343,
742.234314,0.000735006528,742.234314,-0.002955571981,742.234314,0.007251981646,
741.9864502,-0.0001383125928,741.9864502,-0.002641534433,741.9864502,0.006793959532,
741.7385254,-0.0007921642973,741.7385254,-0.003937831614,741.7385254,0.005727702752,
741.4905396,-0.0009397820686,741.4905396,-0.003197285347,741.4905396,0.007106235716,
741.2426147,9.95429582E-005,741.2426147,-0.0005848876899,741.2426147,0.007499767002,
740.9946289,0.0003713376063,740.9946289,-0.001688877703,740.9946289,0.006730122026,
740.7467041,0.0001964412659,740.7467041,0.0001960528025,740.7467041,0.0065356181,
740.4986572,-0.0002910160692,740.4986572,-0.0005470917094,740.4986572,0.006546497345,
740.2506104,0.0008354961756,740.2506104,-0.001597174676,740.2506104,0.0068095522,
740.0025635,-0.001048512873,740.0025635,-0.001704348717,740.0025635,0.00666298205,
739.7544556,0.0003608449479,739.7544556,-0.003105900483,739.7544556,0.00662118895,
739.5063477,-5.503008288E-005,739.5063477,-0.003129236633,739.5063477,0.005853045732,
739.2582397,-0.000152545108,739.2582397,-0.003939268179,739.2582397,0.006486874074,
739.0100708,-0.0005953831715,739.0100708,-0.0006589190452,739.0100708,0.007570829708,
738.7619019,-1.346049521E-005,738.7619019,-0.001380837988,738.7619019,0.006843973882,
738.5136719,-0.0001375880092,738.5136719,-0.0009402986616,738.5136719,0.007908233441,
738.2655029,0.0004697995901,738.2655029,-0.00096158206,738.2655029,0.006775896065,
738.0172729,0.0003089553502,738.0172729,-0.001532795723,738.0172729,0.00662536826,
737.7335815,-0.0008274586871,737.7335815,-0.002433594316,737.7335815,0.006203243975,
737.4852905,-0.00088620733,737.4852905,-0.003871233203,737.4852905,0.006271993741,
737.2369995,0.0002431890898,737.2369995,-0.00101912464,737.2369995,0.007102236152,
736.9886475,-0.0007755237748,736.9886475,-0.00108838256,736.9886475,0.006854677107,
736.7402954,-0.0003401119611,736.7402954,-0.001968920929,736.7402954,0.00688513089,
736.4918823,0.0001480153005,736.4918823,-0.002422474092,736.4918823,0.00774824759,
736.2434692,-0.000793817977,736.2434692,-0.001112240716,736.2434692,0.006922451779,
735.9950562,-0.0001959643268,735.9950562,-0.002387669403,735.9950562,0.007406017743,
735.7466431,-0.0004312531382,735.7466431,-0.003000408644,735.7466431,0.006536117289,
735.49823,-0.0006969120586,735.49823,-0.001109348843,735.49823,0.006369281095,
735.2497559,0.0004647982132,735.2497559,-0.000730766973,735.2497559,0.006819045171,
735.0012207,-0.0007087486447,735.0012207,-0.001880060765,735.0012207,0.006924818736,
734.7527466,4.745157275E-005,734.7527466,-0.001835056813,734.7527466,0.007471482269,
734.5042114,0.0002662411134,734.5042114,-0.002168532461,734.5042114,0.007016411982,
734.2556152,0.0001100551963,734.2556152,-0.002312490251,734.2556152,0.006874926854,
734.007019,-0.0001969475561,734.007019,-0.003513232339,734.007019,0.006318218075,
733.7584229,0.0001795822027,733.7584229,-0.002712077694,733.7584229,0.006717897486,
733.5098267,0.0004568687,733.5098267,-0.00177308498,733.5098267,0.007812946104,
733.2611694,0.0007478420157,733.2611694,-0.000819500885,733.2611694,0.007496527396,
733.0124512,8.066817099E-005,733.0124512,-0.002735383809,733.0124512,0.006691608578,
732.7637939,-0.0004258741683,732.7637939,-0.002954029245,732.7637939,0.007122497074,
732.5150757,-0.0002831519523,732.5150757,-0.001200741739,732.5150757,0.007257429883,
732.2662964,0.00014791172,732.2662964,-0.002662888961,732.2662964,0.007485782262,
732.0175781,-0.0006232490996,732.0175781,-0.0007658079267,732.0175781,0.00772218639,
731.7332153,-0.0006949478993,731.7332153,-0.001197282574,731.7332153,0.007179733831,
731.484436,-0.0001131587123,731.484436,-0.001204252592,731.484436,0.007093237247,
731.2355957,0.0004046826216,731.2355957,-0.001373303239,731.2355957,0.008458485827,
730.9866943,0.0001713212405,730.9866943,-0.0009482542519,730.9866943,0.007766615134,
730.737854,-5.078530012E-005,730.737854,-0.002485074103,730.737854,0.007242979482,
730.4890137,0.000168472674,730.4890137,-0.002354973229,730.4890137,0.007387454621,
730.2400513,0.0008551819483,730.2400513,1.558363329E-005,730.2400513,0.007608104032,
729.9911499,1.527298991E-005,729.9911499,-0.001024083118,729.9911499,0.008373053744,
729.7421875,-0.0001206118613,729.7421875,-0.001166871865,729.7421875,0.007519783452,
729.4931641,-0.0005094475928,729.4931641,-0.00173704233,729.4931641,0.007827600464,
729.2441406,-0.0007305602776,729.2441406,-0.001446632668,729.2441406,0.007946749218,
728.9951172,0.0002572273661,728.9951172,-0.001309923362,728.9951172,0.007844653912,
728.7460938,-0.0001083969037,728.7460938,-0.001408447162,728.7460938,0.007989672013,
728.4970093,-0.0001828199893,728.4970093,-0.00127441017,728.4970093,0.007255561184,
728.2479858,0.0003325030848,728.2479858,0.0001305107726,728.2479858,0.007540986408,
727.9989014,0.0002948376932,727.9989014,-0.001136097475,727.9989014,0.008713748306,
727.7497559,4.369771341E-005,727.7497559,-0.002555900021,727.7497559,0.007538510486,
727.5006104,-2.277905514E-005,727.5006104,-0.001104804571,727.5006104,0.00791801326,
727.2514038,0.0003610781278,727.2514038,-0.00124421122,727.2514038,0.008435311727,
727.0021973,-4.519454887E-005,727.0021973,-0.00123006606,727.0021973,0.007074240129,
726.7529907,-0.0002262361959,726.7529907,-0.002864804817,726.7529907,0.007959483191,
726.5037842,0.0004074550234,726.5037842,-0.001911143307,726.5037842,0.008194562048,
726.2545166,0.0006558759487,726.2545166,-0.0007046653191,726.2545166,0.008157053031,
726.005249,0.0006313255872,726.005249,-0.0016183228,726.005249,0.009113128297,
725.7559204,-0.0005087236059,725.7559204,-0.001580565004,725.7559204,0.007390351035,
725.5065918,0.0002915997757,725.5065918,-0.0004728861677,725.5065918,0.008454183117,
725.2572632,0.0003668555291,725.2572632,-0.00231094542,725.2572632,0.008440432139,
725.0078735,3.46109191E-005,725.0078735,-0.0007632755442,725.0078735,0.007959667593,
724.7585449,-0.0005387668498,724.7585449,-0.003269433975,724.7585449,0.007362547331,
724.5090942,-4.022493158E-005,724.5090942,-0.00168490666,724.5090942,0.008027668111,
724.2596436,0.0005180541193,724.2596436,-0.002082392341,724.2596436,0.008312835358,
724.0101929,0.0001285169565,724.0101929,-0.001510353759,724.0101929,0.007715018932,
723.7607422,-0.0005657574511,723.7607422,-0.002768565668,723.7607422,0.007389903534,
723.5112305,-0.000424167345,723.5112305,-0.002141332021,723.5112305,0.008042619564,
723.2617188,0.0002735455055,723.2617188,-0.001481048414,723.2617188,0.00785944052,
723.012207,0.0002368435235,723.012207,-0.0009333245107,723.012207,0.008642921224,
722.7626343,-0.0002073488722,722.7626343,-0.00164400856,722.7626343,0.007702819072,
722.5130615,-1.667024299E-005,722.5130615,-0.0003663389944,722.5130615,0.008101454005,
722.2634888,0.0003260525991,722.2634888,-0.001406692667,722.2634888,0.008531051688,
722.0137939,-5.10441314E-005,722.0137939,-0.0004894348676,722.0137939,0.008054011501,
721.7641602,-0.0004445451195,721.7641602,-0.002718714532,721.7641602,0.007877549157,
721.5145264,0.0003054323606,721.5145264,-0.002997220727,721.5145264,0.008107942529,
721.2648315,0.0001625943114,721.2648315,-0.002284114482,721.2648315,0.008290170692,
721.0151367,6.415016833E-005,721.0151367,-0.002339679981,721.0151367,0.008059602231,
720.7654419,0.0001924789394,720.7654419,-0.0005150323268,720.7654419,0.008954997174,
720.515686,0.0002163311292,720.515686,-0.002264234936,720.515686,0.007976014167,
720.2658691,-0.000305864407,720.2658691,-0.0007662213757,720.2658691,0.008026612923,
720.0160522,0.0004397144949,720.0160522,-0.002127782907,720.0160522,0.008189233951,
719.7662964,-2.950900125E-005,719.7662964,-0.002045447705,719.7662964,0.008246796206,
719.5164795,0.0001500351063,719.5164795,-0.00114972936,719.5164795,0.008476382121,
719.2666016,-0.0004974504118,719.2666016,-0.002286998555,719.2666016,0.007745164447,
719.0167236,0.0003844473104,719.0167236,-0.001338053145,719.0167236,0.008830894716,
718.7668457,-0.0006444446626,718.7668457,-0.002073169453,718.7668457,0.007916036062,
718.5168457,-0.000325678644,718.5168457,-0.002359247068,718.5168457,0.008122342639,
718.2669067,-8.877979417E-005,718.2669067,-0.002027257811,718.2669067,0.008540423587,
