,SrcWell,Destination Well,Volume,Plate
1,A1,A1,1500.0,A
2,A1,A2,5.0,B
3,A1,A2,1495.0,A
4,A1,A3,35.0,B
5,A1,A3,1465.0,A
6,A1,A4,117.5,B
7,A1,A4,1382.5,A
8,A1,A5,280.0,B
9,A1,A5,1220.0,A
10,A1,A6,547.5,B
11,A1,A6,952.5,A
12,A1,A7,945.0,B
13,A1,A7,555.0,A
14,A1,A8,1500.0,B
17,A1,A9,1500.0,A
18,A5,A10,5.0,B
19,A1,A10,1495.0,A
20,A5,A11,35.0,B
21,A1,A11,1465.0,A
22,A5,A12,117.5,B
23,A1,A12,1382.5,A
24,A5,A13,280.0,B
25,A1,A13,1220.0,A
26,A5,A14,547.5,B
27,A1,A14,952.5,A
28,A5,A15,945.0,B
29,A1,A15,555.0,A
30,A5,A16,1500.0,B
33,A1,A17,1500.0,A
34,A9,A18,5.0,B
35,A1,A18,1495.0,A
36,A9,A19,35.0,B
37,A1,A19,1465.0,A
38,A9,A20,117.5,B
39,A1,A20,1382.5,A
40,A9,A21,280.0,B
41,A1,A21,1220.0,A
42,A9,A22,547.5,B
43,A1,A22,952.5,A
44,A9,A23,945.0,B
45,A1,A23,555.0,A
46,A9,A24,1500.0,B
49,A1,B1,1500.0,A
50,A13,B2,5.0,B
51,A1,B2,1495.0,A
52,A13,B3,35.0,B
53,A1,B3,1465.0,A
54,A13,B4,117.5,B
55,A1,B4,1382.5,A
56,A13,B5,280.0,B
57,A1,B5,1220.0,A
58,A13,B6,547.5,B
59,A1,B6,952.5,A
60,A13,B7,945.0,B
61,A1,B7,555.0,A
62,A13,B8,1500.0,B
65,A1,B9,1500.0,A
66,A17,B10,5.0,B
67,A1,B10,1495.0,A
68,A17,B11,35.0,B
69,A1,B11,1465.0,A
70,A17,B12,117.5,B
71,A1,B12,1382.5,A
72,A17,B13,280.0,B
73,A1,B13,1220.0,A
74,A17,B14,547.5,B
75,A1,B14,952.5,A
76,A17,B15,945.0,B
77,A1,B15,555.0,A
78,A17,B16,1500.0,B
81,A1,B17,1500.0,A
82,A21,B18,5.0,B
83,A1,B18,650.0,A
84,A21,B19,35.0,B
85,A2,B19,1465.0,A
86,A21,B20,117.5,B
87,A2,B20,1382.5,A
88,A21,B21,280.0,B
89,A2,B21,1220.0,A
90,A21,B22,547.5,B
91,A2,B22,952.5,A
92,A21,B23,945.0,B
93,A2,B23,555.0,A
94,A21,B24,1500.0,B
97,A2,C1,1500.0,A
98,B1,C2,5.0,B
99,A2,C2,1495.0,A
100,B1,C3,35.0,B
101,A2,C3,1465.0,A
102,B1,C4,117.5,B
103,A2,C4,1382.5,A
104,B1,C5,280.0,B
105,A2,C5,1220.0,A
106,B1,C6,547.5,B
107,A2,C6,952.5,A
108,B1,C7,945.0,B
109,A2,C7,555.0,A
110,B1,C8,1500.0,B
113,A2,C9,1500.0,A
114,B5,C10,5.0,B
115,A2,C10,1495.0,A
116,B5,C11,35.0,B
117,A2,C11,1465.0,A
118,B5,C12,117.5,B
119,A2,C12,1382.5,A
120,B5,C13,280.0,B
121,A2,C13,1220.0,A
122,B5,C14,547.5,B
123,A2,C14,952.5,A
124,B5,C15,945.0,B
125,A2,C15,555.0,A
