,SrcWell,Destination Well,Volume,Plate
510,F6,K16,1500.0,B
514,F10,K18,5.0,B
516,F10,K19,35.0,B
518,F10,K20,117.5,B
520,F10,K21,280.0,B
522,F10,K22,547.5,B
524,F10,K23,945.0,B
526,F10,K24,1500.0,B
530,F14,L2,5.0,B
532,F14,L3,35.0,B
534,F14,L4,117.5,B
536,F14,L5,280.0,B
538,F14,L6,547.5,B
540,F14,L7,945.0,B
542,F14,L8,1500.0,B
546,F18,L10,5.0,B
548,F18,L11,35.0,B
550,F18,L12,117.5,B
552,F18,L13,280.0,B
554,F18,L14,547.5,B
556,F18,L15,945.0,B
558,F18,L16,1500.0,B
562,F22,L18,5.0,B
564,F22,L19,35.0,B
566,F22,L20,117.5,B
568,F22,L21,280.0,B
570,F22,L22,547.5,B
572,F22,L23,945.0,B
574,F22,L24,1500.0,B
578,G2,M2,5.0,B
580,G2,M3,35.0,B
582,G2,M4,117.5,B
584,G2,M5,280.0,B
586,G2,M6,547.5,B
588,G2,M7,945.0,B
590,G2,M8,1500.0,B
594,G6,M10,5.0,B
596,G6,M11,35.0,B
598,G6,M12,117.5,B
600,G6,M13,280.0,B
602,G6,M14,547.5,B
604,G6,M15,945.0,B
606,G6,M16,1500.0,B
610,G10,M18,5.0,B
612,G10,M19,35.0,B
614,G10,M20,117.5,B
616,G10,M21,280.0,B
618,G10,M22,547.5,B
620,G10,M23,945.0,B
622,G10,M24,1500.0,B
626,G14,N2,5.0,B
628,G14,N3,35.0,B
630,G14,N4,117.5,B
632,G14,N5,280.0,B
634,G14,N6,547.5,B
636,G14,N7,945.0,B
638,G14,N8,1500.0,B
642,G18,N10,5.0,B
644,G18,N11,35.0,B
646,G18,N12,117.5,B
648,G18,N13,280.0,B
650,G18,N14,547.5,B
652,G18,N15,945.0,B
654,G18,N16,1500.0,B
658,G22,N18,5.0,B
660,G22,N19,35.0,B
662,G22,N20,117.5,B
664,G22,N21,280.0,B
666,G22,N22,547.5,B
668,G22,N23,945.0,B
670,G22,N24,1500.0,B
674,H2,O2,5.0,B
676,H2,O3,35.0,B
678,H2,O4,117.5,B
680,H2,O5,280.0,B
682,H2,O6,547.5,B
684,H2,O7,945.0,B
686,H2,O8,1500.0,B
690,H6,O10,5.0,B
692,H6,O11,35.0,B
694,H6,O12,117.5,B
696,H6,O13,280.0,B
698,H6,O14,547.5,B
700,H6,O15,945.0,B
702,H6,O16,1500.0,B
706,H10,O18,5.0,B
708,H10,O19,35.0,B
710,H10,O20,117.5,B
712,H10,O21,280.0,B
714,H10,O22,547.5,B
716,H10,O23,945.0,B
718,H10,O24,1500.0,B
722,H14,P2,5.0,B
724,H14,P3,35.0,B
726,H14,P4,117.5,B
728,H14,P5,280.0,B
730,H14,P6,547.5,B
732,H14,P7,945.0,B
734,H14,P8,1500.0,B
738,H18,P10,5.0,B
740,H18,P11,35.0,B
742,H18,P12,117.5,B
744,H18,P13,280.0,B
746,H18,P14,547.5,B
748,H18,P15,945.0,B
750,H18,P16,1500.0,B
754,H22,P18,5.0,B
756,H22,P19,35.0,B
758,H22,P20,117.5,B
760,H22,P21,280.0,B
762,H22,P22,547.5,B
764,H22,P23,945.0,B
766,H22,P24,1500.0,B
