,SrcWell,Destination Well,Volume,Plate
1,A10,A1,1500.0,A
2,A1,A2,5.0,B
3,A10,A2,1495.0,A
4,A1,A3,35.0,B
5,A10,A3,1465.0,A
6,A1,A4,117.5,B
7,A10,A4,1382.5,A
8,A1,A5,280.0,B
9,A10,A5,1220.0,A
10,A1,A6,547.5,B
11,A10,A6,952.5,A
12,A1,A7,945.0,B
13,A10,A7,555.0,A
14,A1,A8,1500.0,B
17,A10,A9,1500.0,A
18,A5,A10,5.0,B
19,A10,A10,1495.0,A
20,A5,A11,35.0,B
21,A10,A11,1465.0,A
22,A5,A12,117.5,B
23,A10,A12,1382.5,A
24,A5,A13,280.0,B
25,A10,A13,1220.0,A
26,A5,A14,547.5,B
27,A10,A14,952.5,A
28,A5,A15,945.0,B
29,A10,A15,555.0,A
30,A5,A16,1500.0,B
33,A10,A17,1500.0,A
34,A9,A18,5.0,B
35,A10,A18,1495.0,A
36,A9,A19,35.0,B
37,A10,A19,1465.0,A
38,A9,A20,117.5,B
39,A10,A20,1382.5,A
40,A9,A21,280.0,B
41,A10,A21,1220.0,A
42,A9,A22,547.5,B
43,A10,A22,952.5,A
44,A9,A23,945.0,B
45,A10,A23,555.0,A
46,A9,A24,1500.0,B
49,A10,B1,1500.0,A
50,A13,B2,5.0,B
51,A10,B2,1495.0,A
52,A13,B3,35.0,B
53,A10,B3,1465.0,A
54,A13,B4,117.5,B
55,A10,B4,1382.5,A
56,A13,B5,280.0,B
57,A10,B5,1220.0,A
58,A13,B6,547.5,B
59,A10,B6,952.5,A
60,A13,B7,945.0,B
61,A10,B7,555.0,A
62,A13,B8,1500.0,B
65,A10,B9,1500.0,A
66,A17,B10,5.0,B
67,A10,B10,1495.0,A
68,A17,B11,35.0,B
69,A10,B11,1365.0,A
70,A17,B12,117.5,B
71,A11,B12,1382.5,A
72,A17,B13,280.0,B
73,A11,B13,1220.0,A
74,A17,B14,547.5,B
75,A11,B14,952.5,A
76,A17,B15,945.0,B
77,A11,B15,555.0,A
78,A17,B16,1500.0,B
81,A11,B17,1500.0,A
82,A21,B18,5.0,B
83,A11,B18,1495.0,A
