,SrcWell,Destination Well,Volume,Plate
1,C16,A1,480.0,A
3,C17,A2,1495.0,A
5,C17,A3,1465.0,A
7,C17,A4,1382.5,A
9,C17,A5,1220.0,A
11,C17,A6,952.5,A
13,C17,A7,555.0,A
17,C17,A9,1500.0,A
19,C17,A10,1495.0,A
21,C17,A11,1465.0,A
23,C17,A12,1382.5,A
25,C17,A13,1220.0,A
27,C17,A14,952.5,A
29,C17,A15,555.0,A
33,C17,A17,1500.0,A
35,C17,A18,1495.0,A
37,C17,A19,1465.0,A
39,C17,A20,1382.5,A
41,C17,A21,1220.0,A
43,C17,A22,952.5,A
45,C17,A23,555.0,A
49,C17,B1,1500.0,A
51,C17,B2,1495.0,A
53,C17,B3,1465.0,A
55,C17,B4,1382.5,A
57,C17,B5,1220.0,A
59,C17,B6,952.5,A
61,C17,B7,555.0,A
65,C17,B9,1500.0,A
67,C17,B10,1495.0,A
69,C17,B11,1465.0,A
71,C17,B12,1382.5,A
73,C17,B13,1220.0,A
75,C17,B14,952.5,A
77,C17,B15,555.0,A
81,C17,B17,1500.0,A
83,C17,B18,1130.0,A
85,C18,B19,1465.0,A
87,C18,B20,1382.5,A
89,C18,B21,1220.0,A
91,C18,B22,952.5,A
93,C18,B23,555.0,A
97,C18,C1,1500.0,A
99,C18,C2,1495.0,A
101,C18,C3,1465.0,A
103,C18,C4,1382.5,A
105,C18,C5,1220.0,A
107,C18,C6,952.5,A
109,C18,C7,555.0,A
113,C18,C9,1500.0,A
115,C18,C10,1495.0,A
117,C18,C11,1465.0,A
119,C18,C12,1382.5,A
121,C18,C13,1220.0,A
123,C18,C14,952.5,A
125,C18,C15,555.0,A
129,C18,C17,1500.0,A
131,C18,C18,1495.0,A
133,C18,C19,1465.0,A
135,C18,C20,1382.5,A
137,C18,C21,1220.0,A
139,C18,C22,952.5,A
141,C18,C23,555.0,A
145,C18,D1,1500.0,A
147,C18,D2,1495.0,A
149,C18,D3,1465.0,A
151,C18,D4,1382.5,A
153,C18,D5,1220.0,A
155,C18,D6,952.5,A
157,C18,D7,555.0,A
161,C18,D9,1500.0,A
163,C18,D10,1495.0,A
165,C18,D11,1465.0,A
167,C18,D12,320.0,A
169,C19,D13,1220.0,A
171,C19,D14,952.5,A
173,C19,D15,555.0,A
177,C19,D17,1500.0,A
179,C19,D18,1495.0,A
181,C19,D19,1465.0,A
183,C19,D20,1382.5,A
185,C19,D21,1220.0,A
187,C19,D22,952.5,A
189,C19,D23,555.0,A
193,C19,E1,1500.0,A
195,C19,E2,1495.0,A
197,C19,E3,1465.0,A
199,C19,E4,1382.5,A
201,C19,E5,1220.0,A
203,C19,E6,952.5,A
205,C19,E7,555.0,A
209,C19,E9,1500.0,A
211,C19,E10,1495.0,A
213,C19,E11,1465.0,A
215,C19,E12,1382.5,A
217,C19,E13,1220.0,A
219,C19,E14,952.5,A
221,C19,E15,555.0,A
225,C19,E17,1500.0,A
227,C19,E18,1495.0,A
229,C19,E19,1465.0,A
231,C19,E20,1382.5,A
233,C19,E21,1220.0,A
235,C19,E22,952.5,A
237,C19,E23,555.0,A
241,C19,F1,1500.0,A
243,C19,F2,1495.0,A
245,C19,F3,1465.0,A
247,C19,F4,1382.5,A
249,C19,F5,1087.5,A
251,C20,F6,952.5,A
253,C20,F7,555.0,A
257,C20,F9,1500.0,A
259,C20,F10,1495.0,A
261,C20,F11,1465.0,A
263,C20,F12,1382.5,A
265,C20,F13,1220.0,A
267,C20,F14,952.5,A
269,C20,F15,555.0,A
273,C20,F17,1500.0,A
275,C20,F18,1495.0,A
277,C20,F19,1465.0,A
279,C20,F20,1382.5,A
281,C20,F21,1220.0,A
283,C20,F22,952.5,A
285,C20,F23,555.0,A
289,C20,G1,1500.0,A
291,C20,G2,1495.0,A
293,C20,G3,1465.0,A
295,C20,G4,1382.5,A
297,C20,G5,1220.0,A
299,C20,G6,952.5,A
301,C20,G7,555.0,A
305,C20,G9,1500.0,A
307,C20,G10,1495.0,A
309,C20,G11,1465.0,A
311,C20,G12,1382.5,A
313,C20,G13,1220.0,A
315,C20,G14,952.5,A
317,C20,G15,555.0,A
