,SrcWell,Destination Well,Volume,Plate
1,B13,A1,1500.0,A
3,B13,A2,1495.0,A
5,B13,A3,1465.0,A
7,B13,A4,1382.5,A
9,B13,A5,1220.0,A
11,B13,A6,952.5,A
13,B13,A7,555.0,A
17,B13,A9,1500.0,A
19,B13,A10,1495.0,A
21,B13,A11,1465.0,A
23,B13,A12,1382.5,A
25,B13,A13,1220.0,A
27,B13,A14,952.5,A
29,B13,A15,555.0,A
33,B13,A17,1500.0,A
35,B13,A18,920.0,A
37,B14,A19,1465.0,A
39,B14,A20,1382.5,A
41,B14,A21,1220.0,A
43,B14,A22,952.5,A
45,B14,A23,555.0,A
49,B14,B1,1500.0,A
51,B14,B2,1495.0,A
53,B14,B3,1465.0,A
55,B14,B4,1382.5,A
57,B14,B5,1220.0,A
59,B14,B6,952.5,A
61,B14,B7,555.0,A
65,B14,B9,1500.0,A
67,B14,B10,1495.0,A
69,B14,B11,1465.0,A
71,B14,B12,1382.5,A
73,B14,B13,1220.0,A
75,B14,B14,952.5,A
77,B14,B15,555.0,A
81,B14,B17,1500.0,A
83,B14,B18,1495.0,A
85,B14,B19,1465.0,A
87,B14,B20,1382.5,A
89,B14,B21,1220.0,A
91,B14,B22,952.5,A
93,B14,B23,555.0,A
97,B14,C1,1500.0,A
99,B14,C2,1495.0,A
101,B14,C3,1465.0,A
103,B14,C4,1382.5,A
105,B14,C5,1220.0,A
107,B14,C6,952.5,A
109,B14,C7,555.0,A
113,B14,C9,1500.0,A
115,B14,C10,1495.0,A
117,B14,C11,1465.0,A
119,B14,C12,110.0,A
121,B15,C13,1220.0,A
123,B15,C14,952.5,A
125,B15,C15,555.0,A
129,B15,C17,1500.0,A
131,B15,C18,1495.0,A
133,B15,C19,1465.0,A
135,B15,C20,1382.5,A
137,B15,C21,1220.0,A
139,B15,C22,952.5,A
141,B15,C23,555.0,A
145,B15,D1,1500.0,A
147,B15,D2,1495.0,A
149,B15,D3,1465.0,A
151,B15,D4,1382.5,A
153,B15,D5,1220.0,A
155,B15,D6,952.5,A
157,B15,D7,555.0,A
161,B15,D9,1500.0,A
163,B15,D10,1495.0,A
165,B15,D11,1465.0,A
167,B15,D12,1382.5,A
169,B15,D13,1220.0,A
171,B15,D14,952.5,A
173,B15,D15,555.0,A
177,B15,D17,1500.0,A
179,B15,D18,1495.0,A
181,B15,D19,1465.0,A
183,B15,D20,1382.5,A
185,B15,D21,1220.0,A
187,B15,D22,952.5,A
189,B15,D23,555.0,A
193,B15,E1,1500.0,A
195,B15,E2,1495.0,A
197,B15,E3,1465.0,A
199,B15,E4,1382.5,A
201,B15,E5,877.5,A
203,B16,E6,952.5,A
205,B16,E7,555.0,A
209,B16,E9,1500.0,A
211,B16,E10,1495.0,A
213,B16,E11,1465.0,A
215,B16,E12,1382.5,A
217,B16,E13,1220.0,A
219,B16,E14,952.5,A
221,B16,E15,555.0,A
225,B16,E17,1500.0,A
227,B16,E18,1495.0,A
229,B16,E19,1465.0,A
231,B16,E20,1382.5,A
233,B16,E21,1220.0,A
235,B16,E22,952.5,A
237,B16,E23,555.0,A
241,B16,F1,1500.0,A
243,B16,F2,1495.0,A
245,B16,F3,1465.0,A
247,B16,F4,1382.5,A
249,B16,F5,1220.0,A
251,B16,F6,952.5,A
253,B16,F7,555.0,A
257,B16,F9,1500.0,A
259,B16,F10,1495.0,A
261,B16,F11,1465.0,A
263,B16,F12,1382.5,A
265,B16,F13,1220.0,A
267,B16,F14,952.5,A
269,B16,F15,555.0,A
273,B16,F17,1500.0,A
275,B16,F18,1495.0,A
277,B16,F19,1465.0,A
279,B16,F20,1382.5,A
281,B16,F21,1220.0,A
283,B16,F22,952.5,A
285,B16,F23,555.0,A
289,B16,G1,300.0,A
291,B17,G2,1495.0,A
293,B17,G3,1465.0,A
295,B17,G4,1382.5,A
297,B17,G5,1220.0,A
299,B17,G6,952.5,A
301,B17,G7,555.0,A
305,B17,G9,1500.0,A
307,B17,G10,1495.0,A
309,B17,G11,1465.0,A
311,B17,G12,1382.5,A
313,B17,G13,1220.0,A
315,B17,G14,952.5,A
317,B17,G15,555.0,A
321,B17,G17,1500.0,A
323,B17,G18,1495.0,A
325,B17,G19,1465.0,A
327,B17,G20,1382.5,A
329,B17,G21,1220.0,A
331,B17,G22,952.5,A
333,B17,G23,555.0,A
337,B17,H1,1500.0,A
339,B17,H2,1495.0,A
341,B17,H3,1465.0,A
343,B17,H4,1382.5,A
345,B17,H5,1220.0,A
347,B17,H6,952.5,A
349,B17,H7,555.0,A
353,B17,H9,1500.0,A
355,B17,H10,1495.0,A
357,B17,H11,1465.0,A
359,B17,H12,1382.5,A
361,B17,H13,1220.0,A
363,B17,H14,952.5,A
365,B17,H15,555.0,A
369,B17,H17,1500.0,A
371,B17,H18,950.0,A
373,B18,H19,1465.0,A
375,B18,H20,1382.5,A
377,B18,H21,1220.0,A
379,B18,H22,952.5,A
381,B18,H23,555.0,A
385,B18,I1,1500.0,A
387,B18,I2,1495.0,A
389,B18,I3,1465.0,A
391,B18,I4,1382.5,A
393,B18,I5,1220.0,A
395,B18,I6,952.5,A
397,B18,I7,555.0,A
401,B18,I9,1500.0,A
403,B18,I10,1495.0,A
405,B18,I11,1465.0,A
407,B18,I12,1382.5,A
409,B18,I13,1220.0,A
411,B18,I14,952.5,A
413,B18,I15,555.0,A
417,B18,I17,1500.0,A
419,B18,I18,1495.0,A
421,B18,I19,1465.0,A
423,B18,I20,1382.5,A
425,B18,I21,1220.0,A
427,B18,I22,952.5,A
429,B18,I23,555.0,A
433,B18,J1,1500.0,A
435,B18,J2,1495.0,A
437,B18,J3,1465.0,A
439,B18,J4,1382.5,A
441,B18,J5,1220.0,A
443,B18,J6,952.5,A
445,B18,J7,555.0,A
449,B18,J9,1500.0,A
451,B18,J10,1495.0,A
453,B18,J11,1465.0,A
455,B18,J12,140.0,A
