,SrcWell,Destination Well,Volume,Plate
1,B22,A1,1500.0,A
3,B22,A2,1495.0,A
5,B22,A3,1465.0,A
7,B22,A4,1382.5,A
9,B22,A5,1220.0,A
11,B22,A6,952.5,A
13,B22,A7,555.0,A
17,B22,A9,1500.0,A
19,B22,A10,1495.0,A
21,B22,A11,1465.0,A
23,B22,A12,170.0,A
25,B23,A13,1220.0,A
27,B23,A14,952.5,A
29,B23,A15,555.0,A
33,B23,A17,1500.0,A
35,B23,A18,1495.0,A
37,B23,A19,1465.0,A
39,B23,A20,1382.5,A
41,B23,A21,1220.0,A
43,B23,A22,952.5,A
45,B23,A23,555.0,A
49,B23,B1,1500.0,A
51,B23,B2,1495.0,A
53,B23,B3,1465.0,A
55,B23,B4,1382.5,A
57,B23,B5,1220.0,A
59,B23,B6,952.5,A
61,B23,B7,555.0,A
65,B23,B9,1500.0,A
67,B23,B10,1495.0,A
69,B23,B11,1465.0,A
71,B23,B12,1382.5,A
73,B23,B13,1220.0,A
75,B23,B14,952.5,A
77,B23,B15,555.0,A
81,B23,B17,1500.0,A
83,B23,B18,1495.0,A
85,B23,B19,1465.0,A
87,B23,B20,1382.5,A
89,B23,B21,1220.0,A
91,B23,B22,952.5,A
93,B23,B23,555.0,A
97,B23,C1,1500.0,A
99,B23,C2,1495.0,A
101,B23,C3,1465.0,A
103,B23,C4,1382.5,A
105,B23,C5,937.5,A
107,B24,C6,952.5,A
109,B24,C7,555.0,A
113,B24,C9,1500.0,A
115,B24,C10,1495.0,A
117,B24,C11,1465.0,A
119,B24,C12,1382.5,A
121,B24,C13,1220.0,A
123,B24,C14,952.5,A
125,B24,C15,555.0,A
129,B24,C17,1500.0,A
131,B24,C18,1495.0,A
133,B24,C19,1465.0,A
135,B24,C20,1382.5,A
137,B24,C21,1220.0,A
139,B24,C22,952.5,A
141,B24,C23,555.0,A
145,B24,D1,1500.0,A
147,B24,D2,1495.0,A
149,B24,D3,1465.0,A
151,B24,D4,1382.5,A
153,B24,D5,1220.0,A
155,B24,D6,952.5,A
157,B24,D7,555.0,A
161,B24,D9,1500.0,A
163,B24,D10,1495.0,A
165,B24,D11,1465.0,A
167,B24,D12,1382.5,A
169,B24,D13,1220.0,A
171,B24,D14,952.5,A
173,B24,D15,555.0,A
177,B24,D17,1500.0,A
179,B24,D18,1495.0,A
181,B24,D19,1465.0,A
183,B24,D20,1382.5,A
185,B24,D21,1220.0,A
187,B24,D22,952.5,A
189,B24,D23,555.0,A
193,B24,E1,360.0,A
195,C1,E2,1495.0,A
197,C1,E3,1465.0,A
199,C1,E4,1382.5,A
201,C1,E5,1220.0,A
203,C1,E6,952.5,A
205,C1,E7,555.0,A
209,C1,E9,1500.0,A
211,C1,E10,1495.0,A
213,C1,E11,1465.0,A
215,C1,E12,1382.5,A
217,C1,E13,1220.0,A
219,C1,E14,952.5,A
221,C1,E15,555.0,A
225,C1,E17,1500.0,A
227,C1,E18,1495.0,A
229,C1,E19,1465.0,A
231,C1,E20,1382.5,A
233,C1,E21,1220.0,A
235,C1,E22,952.5,A
237,C1,E23,555.0,A
241,C1,F1,1500.0,A
243,C1,F2,1495.0,A
245,C1,F3,1465.0,A
247,C1,F4,1382.5,A
249,C1,F5,1220.0,A
251,C1,F6,952.5,A
253,C1,F7,555.0,A
257,C1,F9,1500.0,A
259,C1,F10,1495.0,A
261,C1,F11,1465.0,A
263,C1,F12,1382.5,A
265,C1,F13,1220.0,A
267,C1,F14,952.5,A
269,C1,F15,555.0,A
273,C1,F17,1500.0,A
275,C1,F18,1010.0,A
277,C2,F19,1465.0,A
279,C2,F20,1382.5,A
281,C2,F21,1220.0,A
283,C2,F22,952.5,A
285,C2,F23,555.0,A
289,C2,G1,1500.0,A
291,C2,G2,1495.0,A
293,C2,G3,1465.0,A
295,C2,G4,1382.5,A
297,C2,G5,1220.0,A
299,C2,G6,952.5,A
301,C2,G7,555.0,A
305,C2,G9,1500.0,A
307,C2,G10,1495.0,A
309,C2,G11,1465.0,A
311,C2,G12,1382.5,A
313,C2,G13,1220.0,A
315,C2,G14,952.5,A
317,C2,G15,555.0,A
321,C2,G17,1500.0,A
323,C2,G18,1495.0,A
325,C2,G19,1465.0,A
327,C2,G20,1382.5,A
329,C2,G21,1220.0,A
331,C2,G22,952.5,A
333,C2,G23,555.0,A
337,C2,H1,1500.0,A
339,C2,H2,1495.0,A
341,C2,H3,1465.0,A
343,C2,H4,1382.5,A
345,C2,H5,1220.0,A
347,C2,H6,952.5,A
349,C2,H7,555.0,A
353,C2,H9,1500.0,A
355,C2,H10,1495.0,A
357,C2,H11,1465.0,A
359,C2,H12,200.0,A
361,C3,H13,1220.0,A
363,C3,H14,952.5,A
365,C3,H15,555.0,A
369,C3,H17,1500.0,A
371,C3,H18,1495.0,A
373,C3,H19,1465.0,A
375,C3,H20,1382.5,A
377,C3,H21,1220.0,A
379,C3,H22,952.5,A
381,C3,H23,555.0,A
385,C3,I1,1500.0,A
387,C3,I2,1495.0,A
389,C3,I3,1465.0,A
391,C3,I4,1382.5,A
393,C3,I5,1220.0,A
395,C3,I6,952.5,A
397,C3,I7,555.0,A
401,C3,I9,1500.0,A
403,C3,I10,1495.0,A
405,C3,I11,1465.0,A
407,C3,I12,1382.5,A
409,C3,I13,1220.0,A
411,C3,I14,952.5,A
413,C3,I15,555.0,A
417,C3,I17,1500.0,A
419,C3,I18,1495.0,A
421,C3,I19,1465.0,A
423,C3,I20,1382.5,A
425,C3,I21,1220.0,A
427,C3,I22,952.5,A
429,C3,I23,555.0,A
433,C3,J1,1500.0,A
435,C3,J2,1495.0,A
437,C3,J3,1465.0,A
439,C3,J4,1382.5,A
441,C3,J5,967.5,A
443,C4,J6,952.5,A
445,C4,J7,555.0,A
449,C4,J9,1500.0,A
451,C4,J10,1495.0,A
453,C4,J11,1465.0,A
455,C4,J12,1382.5,A
457,C4,J13,1220.0,A
459,C4,J14,952.5,A
461,C4,J15,555.0,A
465,C4,J17,1500.0,A
467,C4,J18,1495.0,A
469,C4,J19,1465.0,A
471,C4,J20,1382.5,A
473,C4,J21,1220.0,A
475,C4,J22,952.5,A
477,C4,J23,555.0,A
481,C4,K1,1500.0,A
483,C4,K2,1495.0,A
485,C4,K3,1465.0,A
487,C4,K4,1382.5,A
489,C4,K5,1220.0,A
491,C4,K6,952.5,A
493,C4,K7,555.0,A
497,C4,K9,1500.0,A
499,C4,K10,1495.0,A
501,C4,K11,1465.0,A
503,C4,K12,1382.5,A
505,C4,K13,1220.0,A
507,C4,K14,952.5,A
509,C4,K15,555.0,A
513,C4,K17,1500.0,A
515,C4,K18,1495.0,A
517,C4,K19,1465.0,A
519,C4,K20,1382.5,A
521,C4,K21,1220.0,A
523,C4,K22,952.5,A
525,C4,K23,555.0,A
529,C4,L1,390.0,A
531,C5,L2,1495.0,A
533,C5,L3,1465.0,A
535,C5,L4,1382.5,A
537,C5,L5,1220.0,A
539,C5,L6,952.5,A
541,C5,L7,555.0,A
545,C5,L9,1500.0,A
547,C5,L10,1495.0,A
549,C5,L11,1465.0,A
551,C5,L12,1382.5,A
553,C5,L13,1220.0,A
555,C5,L14,952.5,A
557,C5,L15,555.0,A
561,C5,L17,1500.0,A
563,C5,L18,1495.0,A
565,C5,L19,1465.0,A
567,C5,L20,1382.5,A
569,C5,L21,1220.0,A
571,C5,L22,952.5,A
573,C5,L23,555.0,A
577,C5,M1,1500.0,A
579,C5,M2,1495.0,A
581,C5,M3,1465.0,A
583,C5,M4,1382.5,A
585,C5,M5,1220.0,A
587,C5,M6,952.5,A
589,C5,M7,555.0,A
593,C5,M9,1500.0,A
595,C5,M10,1495.0,A
597,C5,M11,1465.0,A
599,C5,M12,1382.5,A
601,C5,M13,1220.0,A
603,C5,M14,952.5,A
605,C5,M15,555.0,A
609,C5,M17,1500.0,A
611,C5,M18,1040.0,A
613,C6,M19,1465.0,A
615,C6,M20,1382.5,A
617,C6,M21,1220.0,A
619,C6,M22,952.5,A
621,C6,M23,555.0,A
625,C6,N1,1500.0,A
627,C6,N2,1495.0,A
629,C6,N3,1465.0,A
631,C6,N4,1382.5,A
633,C6,N5,1220.0,A
