,SrcWell,Destination Well,Volume,Plate
2,A3,A2,5.0,B
4,A3,A3,35.0,B
6,A3,A4,117.5,B
8,A3,A5,280.0,B
10,A3,A6,547.5,B
12,A3,A7,945.0,B
14,A3,A8,1500.0,B
18,A7,A10,5.0,B
20,A7,A11,35.0,B
22,A7,A12,117.5,B
24,A7,A13,280.0,B
26,A7,A14,547.5,B
28,A7,A15,945.0,B
30,A7,A16,1500.0,B
34,A11,A18,5.0,B
36,A11,A19,35.0,B
38,A11,A20,117.5,B
40,A11,A21,280.0,B
42,A11,A22,547.5,B
44,A11,A23,945.0,B
46,A11,A24,1500.0,B
50,A15,B2,5.0,B
52,A15,B3,35.0,B
54,A15,B4,117.5,B
56,A15,B5,280.0,B
58,A15,B6,547.5,B
60,A15,B7,945.0,B
62,A15,B8,1500.0,B
66,A19,B10,5.0,B
68,A19,B11,35.0,B
70,A19,B12,117.5,B
72,A19,B13,280.0,B
74,A19,B14,547.5,B
76,A19,B15,945.0,B
78,A19,B16,1500.0,B
82,A23,B18,5.0,B
84,A23,B19,35.0,B
86,A23,B20,117.5,B
88,A23,B21,280.0,B
90,A23,B22,547.5,B
92,A23,B23,945.0,B
94,A23,B24,1500.0,B
98,B3,C2,5.0,B
100,B3,C3,35.0,B
102,B3,C4,117.5,B
104,B3,C5,280.0,B
106,B3,C6,547.5,B
108,B3,C7,945.0,B
110,B3,C8,1500.0,B
114,B7,C10,5.0,B
116,B7,C11,35.0,B
118,B7,C12,117.5,B
120,B7,C13,280.0,B
122,B7,C14,547.5,B
124,B7,C15,945.0,B
126,B7,C16,1500.0,B
130,B11,C18,5.0,B
132,B11,C19,35.0,B
134,B11,C20,117.5,B
136,B11,C21,280.0,B
138,B11,C22,547.5,B
140,B11,C23,945.0,B
142,B11,C24,1500.0,B
146,B15,D2,5.0,B
148,B15,D3,35.0,B
150,B15,D4,117.5,B
152,B15,D5,280.0,B
154,B15,D6,547.5,B
156,B15,D7,945.0,B
158,B15,D8,1500.0,B
162,B19,D10,5.0,B
164,B19,D11,35.0,B
166,B19,D12,117.5,B
168,B19,D13,280.0,B
170,B19,D14,547.5,B
172,B19,D15,945.0,B
174,B19,D16,1500.0,B
178,B23,D18,5.0,B
180,B23,D19,35.0,B
182,B23,D20,117.5,B
184,B23,D21,280.0,B
186,B23,D22,547.5,B
188,B23,D23,945.0,B
190,B23,D24,1500.0,B
194,C3,E2,5.0,B
196,C3,E3,35.0,B
198,C3,E4,117.5,B
200,C3,E5,280.0,B
202,C3,E6,547.5,B
204,C3,E7,945.0,B
206,C3,E8,1500.0,B
210,C7,E10,5.0,B
212,C7,E11,35.0,B
214,C7,E12,117.5,B
216,C7,E13,280.0,B
218,C7,E14,547.5,B
220,C7,E15,945.0,B
222,C7,E16,1500.0,B
226,C11,E18,5.0,B
228,C11,E19,35.0,B
230,C11,E20,117.5,B
232,C11,E21,280.0,B
234,C11,E22,547.5,B
236,C11,E23,945.0,B
238,C11,E24,1500.0,B
242,C15,F2,5.0,B
244,C15,F3,35.0,B
246,C15,F4,117.5,B
248,C15,F5,280.0,B
250,C15,F6,547.5,B
252,C15,F7,945.0,B
254,C15,F8,1500.0,B
258,C19,F10,5.0,B
260,C19,F11,35.0,B
262,C19,F12,117.5,B
264,C19,F13,280.0,B
266,C19,F14,547.5,B
268,C19,F15,945.0,B
270,C19,F16,1500.0,B
274,C23,F18,5.0,B
276,C23,F19,35.0,B
278,C23,F20,117.5,B
280,C23,F21,280.0,B
282,C23,F22,547.5,B
284,C23,F23,945.0,B
286,C23,F24,1500.0,B
290,D3,G2,5.0,B
292,D3,G3,35.0,B
294,D3,G4,117.5,B
296,D3,G5,280.0,B
298,D3,G6,547.5,B
300,D3,G7,945.0,B
302,D3,G8,1500.0,B
306,D7,G10,5.0,B
308,D7,G11,35.0,B
310,D7,G12,117.5,B
312,D7,G13,280.0,B
314,D7,G14,547.5,B
316,D7,G15,945.0,B
318,D7,G16,1500.0,B
322,D11,G18,5.0,B
324,D11,G19,35.0,B
326,D11,G20,117.5,B
328,D11,G21,280.0,B
330,D11,G22,547.5,B
332,D11,G23,945.0,B
334,D11,G24,1500.0,B
338,D15,H2,5.0,B
340,D15,H3,35.0,B
342,D15,H4,117.5,B
344,D15,H5,280.0,B
346,D15,H6,547.5,B
348,D15,H7,945.0,B
350,D15,H8,1500.0,B
354,D19,H10,5.0,B
356,D19,H11,35.0,B
358,D19,H12,117.5,B
360,D19,H13,280.0,B
362,D19,H14,547.5,B
364,D19,H15,945.0,B
366,D19,H16,1500.0,B
370,D23,H18,5.0,B
372,D23,H19,35.0,B
374,D23,H20,117.5,B
376,D23,H21,280.0,B
378,D23,H22,547.5,B
380,D23,H23,945.0,B
382,D23,H24,1500.0,B
386,E3,I2,5.0,B
388,E3,I3,35.0,B
390,E3,I4,117.5,B
392,E3,I5,280.0,B
394,E3,I6,547.5,B
396,E3,I7,945.0,B
398,E3,I8,1500.0,B
402,E7,I10,5.0,B
404,E7,I11,35.0,B
406,E7,I12,117.5,B
