,SrcWell,Destination Well,Volume,Plate
1,C7,A1,1500.0,A
3,C7,A2,1495.0,A
5,C7,A3,1465.0,A
7,C7,A4,1382.5,A
9,C7,A5,997.5,A
11,C8,A6,952.5,A
13,C8,A7,555.0,A
17,C8,A9,1500.0,A
19,C8,A10,1495.0,A
21,C8,A11,1465.0,A
23,C8,A12,1382.5,A
25,C8,A13,1220.0,A
27,C8,A14,952.5,A
29,C8,A15,555.0,A
33,C8,A17,1500.0,A
35,C8,A18,1495.0,A
37,C8,A19,1465.0,A
39,C8,A20,1382.5,A
41,C8,A21,1220.0,A
43,C8,A22,952.5,A
45,C8,A23,555.0,A
49,C8,B1,1500.0,A
51,C8,B2,1495.0,A
53,C8,B3,1465.0,A
55,C8,B4,1382.5,A
57,C8,B5,1220.0,A
59,C8,B6,952.5,A
61,C8,B7,555.0,A
65,C8,B9,1500.0,A
67,C8,B10,1495.0,A
69,C8,B11,1465.0,A
71,C8,B12,1382.5,A
73,C8,B13,1220.0,A
75,C8,B14,952.5,A
77,C8,B15,555.0,A
81,C8,B17,1500.0,A
83,C8,B18,1495.0,A
85,C8,B19,1465.0,A
87,C8,B20,1382.5,A
89,C8,B21,1220.0,A
91,C8,B22,952.5,A
93,C8,B23,555.0,A
97,C8,C1,420.0,A
99,C9,C2,1495.0,A
101,C9,C3,1465.0,A
103,C9,C4,1382.5,A
105,C9,C5,1220.0,A
107,C9,C6,952.5,A
109,C9,C7,555.0,A
113,C9,C9,1500.0,A
115,C9,C10,1495.0,A
117,C9,C11,1465.0,A
119,C9,C12,1382.5,A
121,C9,C13,1220.0,A
123,C9,C14,952.5,A
125,C9,C15,555.0,A
129,C9,C17,1500.0,A
131,C9,C18,1495.0,A
133,C9,C19,1465.0,A
135,C9,C20,1382.5,A
137,C9,C21,1220.0,A
139,C9,C22,952.5,A
141,C9,C23,555.0,A
145,C9,D1,1500.0,A
147,C9,D2,1495.0,A
149,C9,D3,1465.0,A
151,C9,D4,1382.5,A
153,C9,D5,1220.0,A
155,C9,D6,952.5,A
157,C9,D7,555.0,A
161,C9,D9,1500.0,A
163,C9,D10,1495.0,A
165,C9,D11,1465.0,A
167,C9,D12,1382.5,A
169,C9,D13,1220.0,A
171,C9,D14,952.5,A
173,C9,D15,555.0,A
177,C9,D17,1500.0,A
179,C9,D18,1070.0,A
181,C10,D19,1465.0,A
183,C10,D20,1382.5,A
185,C10,D21,1220.0,A
187,C10,D22,952.5,A
189,C10,D23,555.0,A
193,C10,E1,1500.0,A
195,C10,E2,1495.0,A
197,C10,E3,1465.0,A
199,C10,E4,1382.5,A
201,C10,E5,1220.0,A
203,C10,E6,952.5,A
205,C10,E7,555.0,A
209,C10,E9,1500.0,A
211,C10,E10,1495.0,A
213,C10,E11,1465.0,A
215,C10,E12,1382.5,A
217,C10,E13,1220.0,A
219,C10,E14,952.5,A
221,C10,E15,555.0,A
225,C10,E17,1500.0,A
227,C10,E18,1495.0,A
229,C10,E19,1465.0,A
231,C10,E20,1382.5,A
233,C10,E21,1220.0,A
235,C10,E22,952.5,A
237,C10,E23,555.0,A
241,C10,F1,1500.0,A
243,C10,F2,1495.0,A
245,C10,F3,1465.0,A
247,C10,F4,1382.5,A
249,C10,F5,1220.0,A
251,C10,F6,952.5,A
253,C10,F7,555.0,A
257,C10,F9,1500.0,A
259,C10,F10,1495.0,A
261,C10,F11,1465.0,A
263,C10,F12,260.0,A
265,C11,F13,1220.0,A
267,C11,F14,952.5,A
269,C11,F15,555.0,A
273,C11,F17,1500.0,A
275,C11,F18,1495.0,A
277,C11,F19,1465.0,A
279,C11,F20,1382.5,A
281,C11,F21,1220.0,A
283,C11,F22,952.5,A
285,C11,F23,555.0,A
289,C11,G1,1500.0,A
291,C11,G2,1495.0,A
293,C11,G3,1465.0,A
295,C11,G4,1382.5,A
297,C11,G5,1220.0,A
299,C11,G6,952.5,A
301,C11,G7,555.0,A
305,C11,G9,1500.0,A
307,C11,G10,1495.0,A
309,C11,G11,1465.0,A
311,C11,G12,1382.5,A
313,C11,G13,1220.0,A
315,C11,G14,952.5,A
317,C11,G15,555.0,A
321,C11,G17,1500.0,A
323,C11,G18,1495.0,A
325,C11,G19,1465.0,A
327,C11,G20,1382.5,A
329,C11,G21,1220.0,A
331,C11,G22,952.5,A
333,C11,G23,555.0,A
337,C11,H1,1500.0,A
339,C11,H2,1495.0,A
341,C11,H3,1465.0,A
343,C11,H4,1382.5,A
345,C11,H5,1027.5,A
347,C12,H6,952.5,A
349,C12,H7,555.0,A
353,C12,H9,1500.0,A
355,C12,H10,1495.0,A
357,C12,H11,1465.0,A
359,C12,H12,1382.5,A
361,C12,H13,1220.0,A
363,C12,H14,952.5,A
365,C12,H15,555.0,A
369,C12,H17,1500.0,A
371,C12,H18,1495.0,A
373,C12,H19,1465.0,A
375,C12,H20,1382.5,A
377,C12,H21,1220.0,A
379,C12,H22,952.5,A
381,C12,H23,555.0,A
385,C12,I1,1500.0,A
387,C12,I2,1495.0,A
389,C12,I3,1465.0,A
391,C12,I4,1382.5,A
393,C12,I5,1220.0,A
395,C12,I6,952.5,A
397,C12,I7,555.0,A
401,C12,I9,1500.0,A
403,C12,I10,1495.0,A
405,C12,I11,1465.0,A
407,C12,I12,1382.5,A
409,C12,I13,1220.0,A
411,C12,I14,952.5,A
413,C12,I15,555.0,A
417,C12,I17,1500.0,A
419,C12,I18,1495.0,A
421,C12,I19,1465.0,A
423,C12,I20,1382.5,A
425,C12,I21,1220.0,A
427,C12,I22,952.5,A
429,C12,I23,555.0,A
433,C12,J1,450.0,A
435,C13,J2,1495.0,A
437,C13,J3,1465.0,A
439,C13,J4,1382.5,A
441,C13,J5,1220.0,A
443,C13,J6,952.5,A
445,C13,J7,555.0,A
449,C13,J9,1500.0,A
451,C13,J10,1495.0,A
453,C13,J11,1465.0,A
455,C13,J12,1382.5,A
457,C13,J13,1220.0,A
459,C13,J14,952.5,A
461,C13,J15,555.0,A
465,C13,J17,1500.0,A
467,C13,J18,1495.0,A
469,C13,J19,1465.0,A
471,C13,J20,1382.5,A
473,C13,J21,1220.0,A
475,C13,J22,952.5,A
477,C13,J23,555.0,A
481,C13,K1,1500.0,A
483,C13,K2,1495.0,A
485,C13,K3,1465.0,A
487,C13,K4,1382.5,A
489,C13,K5,1220.0,A
491,C13,K6,952.5,A
493,C13,K7,555.0,A
497,C13,K9,1500.0,A
499,C13,K10,1495.0,A
501,C13,K11,1465.0,A
503,C13,K12,1382.5,A
505,C13,K13,1220.0,A
507,C13,K14,952.5,A
509,C13,K15,555.0,A
513,C13,K17,1500.0,A
515,C13,K18,1100.0,A
517,C14,K19,1465.0,A
519,C14,K20,1382.5,A
521,C14,K21,1220.0,A
523,C14,K22,952.5,A
525,C14,K23,555.0,A
529,C14,L1,1500.0,A
531,C14,L2,1495.0,A
533,C14,L3,1465.0,A
535,C14,L4,1382.5,A
537,C14,L5,1220.0,A
539,C14,L6,952.5,A
541,C14,L7,555.0,A
545,C14,L9,1500.0,A
547,C14,L10,1495.0,A
549,C14,L11,1465.0,A
551,C14,L12,1382.5,A
553,C14,L13,1220.0,A
555,C14,L14,952.5,A
557,C14,L15,555.0,A
561,C14,L17,1500.0,A
563,C14,L18,1495.0,A
565,C14,L19,1465.0,A
567,C14,L20,1382.5,A
569,C14,L21,1220.0,A
571,C14,L22,952.5,A
573,C14,L23,555.0,A
577,C14,M1,1500.0,A
579,C14,M2,1495.0,A
581,C14,M3,1465.0,A
583,C14,M4,1382.5,A
585,C14,M5,1220.0,A
587,C14,M6,952.5,A
589,C14,M7,555.0,A
593,C14,M9,1500.0,A
595,C14,M10,1495.0,A
597,C14,M11,1465.0,A
599,C14,M12,290.0,A
601,C15,M13,1220.0,A
603,C15,M14,952.5,A
605,C15,M15,555.0,A
609,C15,M17,1500.0,A
611,C15,M18,1495.0,A
613,C15,M19,1465.0,A
615,C15,M20,1382.5,A
617,C15,M21,1220.0,A
619,C15,M22,952.5,A
621,C15,M23,555.0,A
625,C15,N1,1500.0,A
627,C15,N2,1495.0,A
629,C15,N3,1465.0,A
631,C15,N4,1382.5,A
633,C15,N5,1220.0,A
635,C15,N6,952.5,A
637,C15,N7,555.0,A
641,C15,N9,1500.0,A
643,C15,N10,1495.0,A
645,C15,N11,1465.0,A
