,SrcWell,Destination Well,Volume,Plate
1,A19,A1,1500.0,A
2,A1,A2,5.0,B
3,A19,A2,1495.0,A
4,A1,A3,35.0,B
5,A19,A3,1465.0,A
6,A1,A4,117.5,B
7,A19,A4,1382.5,A
8,A1,A5,280.0,B
9,A19,A5,1220.0,A
10,A1,A6,547.5,B
11,A19,A6,952.5,A
12,A1,A7,655.0,B
13,A19,A7,555.0,A
14,A2,A8,1500.0,B
17,A19,A9,1500.0,A
18,A5,A10,5.0,B
19,A19,A10,1495.0,A
20,A5,A11,35.0,B
21,A19,A11,1465.0,A
22,A5,A12,117.5,B
23,A19,A12,1382.5,A
24,A5,A13,280.0,B
25,A19,A13,1220.0,A
26,A5,A14,547.5,B
27,A19,A14,952.5,A
28,A5,A15,655.0,B
29,A19,A15,555.0,A
30,A6,A16,1500.0,B
33,A19,A17,1500.0,A
34,A9,A18,5.0,B
35,A19,A18,1495.0,A
36,A9,A19,35.0,B
37,A19,A19,1465.0,A
38,A9,A20,117.5,B
39,A19,A20,1382.5,A
40,A9,A21,280.0,B
41,A19,A21,1220.0,A
42,A9,A22,547.5,B
43,A19,A22,952.5,A
44,A9,A23,655.0,B
45,A19,A23,555.0,A
46,A10,A24,1500.0,B
49,A19,B1,1500.0,A
50,A13,B2,5.0,B
51,A19,B2,1495.0,A
52,A13,B3,35.0,B
53,A19,B3,1465.0,A
54,A13,B4,117.5,B
55,A19,B4,1382.5,A
56,A13,B5,280.0,B
57,A19,B5,727.5,A
58,A13,B6,547.5,B
59,A20,B6,952.5,A
60,A13,B7,655.0,B
61,A20,B7,555.0,A
62,A14,B8,1500.0,B
65,A20,B9,1500.0,A
66,A17,B10,5.0,B
67,A20,B10,1495.0,A
68,A17,B11,35.0,B
69,A20,B11,1465.0,A
70,A17,B12,117.5,B
71,A20,B12,1382.5,A
72,A17,B13,280.0,B
73,A20,B13,1220.0,A
74,A17,B14,547.5,B
75,A20,B14,952.5,A
76,A17,B15,655.0,B
77,A20,B15,555.0,A
78,A18,B16,1500.0,B
81,A20,B17,1500.0,A
82,A21,B18,5.0,B
83,A20,B18,1495.0,A
84,A21,B19,35.0,B
85,A20,B19,1465.0,A
86,A21,B20,117.5,B
87,A20,B20,1382.5,A
88,A21,B21,280.0,B
89,A20,B21,1220.0,A
90,A21,B22,547.5,B
91,A20,B22,952.5,A
92,A21,B23,655.0,B
93,A20,B23,555.0,A
94,A22,B24,1500.0,B
97,A20,C1,1500.0,A
98,B1,C2,5.0,B
99,A20,C2,1495.0,A
100,B1,C3,35.0,B
101,A20,C3,1465.0,A
102,B1,C4,117.5,B
103,A20,C4,1382.5,A
104,B1,C5,280.0,B
105,A20,C5,1220.0,A
106,B1,C6,547.5,B
107,A20,C6,952.5,A
108,B1,C7,655.0,B
109,A20,C7,555.0,A
110,B2,C8,1500.0,B
113,A20,C9,1500.0,A
114,B5,C10,5.0,B
115,A20,C10,1495.0,A
116,B5,C11,35.0,B
117,A20,C11,1465.0,A
118,B5,C12,117.5,B
119,A20,C12,1382.5,A
120,B5,C13,280.0,B
121,A20,C13,1220.0,A
122,B5,C14,547.5,B
123,A20,C14,952.5,A
124,B5,C15,655.0,B
125,A20,C15,555.0,A
126,B6,C16,1500.0,B
129,A20,C17,1500.0,A
130,B9,C18,5.0,B
131,A20,C18,1495.0,A
132,B9,C19,35.0,B
133,A20,C19,1465.0,A
134,B9,C20,117.5,B
135,A20,C20,1382.5,A
136,B9,C21,280.0,B
137,A20,C21,1220.0,A
138,B9,C22,547.5,B
139,A20,C22,952.5,A
140,B9,C23,655.0,B
141,A20,C23,555.0,A
142,B10,C24,1500.0,B
145,A20,D1,150.0,A
146,B13,D2,5.0,B
147,A21,D2,1495.0,A
148,B13,D3,35.0,B
149,A21,D3,1465.0,A
150,B13,D4,117.5,B
151,A21,D4,1382.5,A
152,B13,D5,280.0,B
153,A21,D5,1220.0,A
154,B13,D6,547.5,B
155,A21,D6,952.5,A
156,B13,D7,655.0,B
157,A21,D7,555.0,A
158,B14,D8,1500.0,B
161,A21,D9,1500.0,A
162,B17,D10,5.0,B
163,A21,D10,1495.0,A
164,B17,D11,35.0,B
165,A21,D11,1465.0,A
166,B17,D12,117.5,B
167,A21,D12,1382.5,A
168,B17,D13,280.0,B
169,A21,D13,1220.0,A
170,B17,D14,547.5,B
171,A21,D14,952.5,A
172,B17,D15,655.0,B
173,A21,D15,555.0,A
174,B18,D16,1500.0,B
177,A21,D17,1500.0,A
178,B21,D18,5.0,B
179,A21,D18,1495.0,A
180,B21,D19,35.0,B
181,A21,D19,1465.0,A
182,B21,D20,117.5,B
183,A21,D20,1382.5,A
184,B21,D21,280.0,B
185,A21,D21,1220.0,A
186,B21,D22,547.5,B
187,A21,D22,952.5,A
188,B21,D23,655.0,B
189,A21,D23,555.0,A
190,B22,D24,1500.0,B
193,A21,E1,1500.0,A
194,C1,E2,5.0,B
195,A21,E2,1495.0,A
196,C1,E3,35.0,B
197,A21,E3,1465.0,A
198,C1,E4,117.5,B
199,A21,E4,1382.5,A
200,C1,E5,280.0,B
201,A21,E5,1220.0,A
202,C1,E6,547.5,B
203,A21,E6,952.5,A
204,C1,E7,655.0,B
205,A21,E7,555.0,A
206,C2,E8,1500.0,B
209,A21,E9,1500.0,A
210,C5,E10,5.0,B
211,A21,E10,1495.0,A
212,C5,E11,35.0,B
213,A21,E11,1465.0,A
214,C5,E12,117.5,B
215,A21,E12,1382.5,A
216,C5,E13,280.0,B
217,A21,E13,1220.0,A
218,C5,E14,547.5,B
219,A21,E14,952.5,A
220,C5,E15,655.0,B
221,A21,E15,555.0,A
222,C6,E16,1500.0,B
225,A21,E17,1500.0,A
226,C9,E18,5.0,B
227,A21,E18,800.0,A
228,C9,E19,35.0,B
229,A22,E19,1465.0,A
230,C9,E20,117.5,B
231,A22,E20,1382.5,A
232,C9,E21,280.0,B
233,A22,E21,1220.0,A
234,C9,E22,547.5,B
235,A22,E22,952.5,A
236,C9,E23,655.0,B
237,A22,E23,555.0,A
238,C10,E24,1500.0,B
241,A22,F1,1500.0,A
242,C13,F2,5.0,B
243,A22,F2,1495.0,A
244,C13,F3,35.0,B
245,A22,F3,1465.0,A
246,C13,F4,117.5,B
247,A22,F4,1382.5,A
248,C13,F5,280.0,B
249,A22,F5,1220.0,A
250,C13,F6,547.5,B
251,A22,F6,952.5,A
252,C13,F7,655.0,B
253,A22,F7,555.0,A
254,C14,F8,1500.0,B
257,A22,F9,1500.0,A
258,C17,F10,5.0,B
259,A22,F10,1495.0,A
260,C17,F11,35.0,B
261,A22,F11,1465.0,A
262,C17,F12,117.5,B
263,A22,F12,1382.5,A
264,C17,F13,280.0,B
265,A22,F13,1220.0,A
266,C17,F14,547.5,B
267,A22,F14,952.5,A
268,C17,F15,655.0,B
269,A22,F15,555.0,A
270,C18,F16,1500.0,B
273,A22,F17,1500.0,A
274,C21,F18,5.0,B
275,A22,F18,1495.0,A
276,C21,F19,35.0,B
277,A22,F19,1465.0,A
278,C21,F20,117.5,B
279,A22,F20,1382.5,A
280,C21,F21,280.0,B
281,A22,F21,1220.0,A
282,C21,F22,547.5,B
283,A22,F22,952.5,A
284,C21,F23,655.0,B
285,A22,F23,555.0,A
286,C22,F24,1500.0,B
289,A22,G1,1500.0,A
290,D1,G2,5.0,B
291,A22,G2,1495.0,A
292,D1,G3,35.0,B
293,A22,G3,1465.0,A
294,D1,G4,117.5,B
295,A22,G4,1382.5,A
296,D1,G5,280.0,B
297,A22,G5,1220.0,A
298,D1,G6,547.5,B
299,A22,G6,952.5,A
300,D1,G7,655.0,B
301,A22,G7,555.0,A
302,D2,G8,1500.0,B
305,A22,G9,1500.0,A
306,D5,G10,5.0,B
307,A22,G10,1495.0,A
308,D5,G11,35.0,B
309,A22,G11,1455.0,A
310,D5,G12,117.5,B
311,A23,G12,1382.5,A
312,D5,G13,280.0,B
313,A23,G13,1220.0,A
314,D5,G14,547.5,B
315,A23,G14,952.5,A
316,D5,G15,655.0,B
317,A23,G15,555.0,A
318,D6,G16,1500.0,B
321,A23,G17,1500.0,A
322,D9,G18,5.0,B
323,A23,G18,1495.0,A
324,D9,G19,35.0,B
325,A23,G19,1465.0,A
326,D9,G20,117.5,B
327,A23,G20,1382.5,A
328,D9,G21,280.0,B
329,A23,G21,1220.0,A
330,D9,G22,547.5,B
331,A23,G22,952.5,A
332,D9,G23,655.0,B
333,A23,G23,555.0,A
334,D10,G24,1500.0,B
337,A23,H1,1500.0,A
338,D13,H2,5.0,B
339,A23,H2,1495.0,A
340,D13,H3,35.0,B
341,A23,H3,1465.0,A
342,D13,H4,117.5,B
343,A23,H4,1382.5,A
344,D13,H5,280.0,B
345,A23,H5,1220.0,A
346,D13,H6,547.5,B
347,A23,H6,952.5,A
348,D13,H7,655.0,B
349,A23,H7,555.0,A
350,D14,H8,1500.0,B
353,A23,H9,1500.0,A
354,D17,H10,5.0,B
355,A23,H10,1495.0,A
356,D17,H11,35.0,B
357,A23,H11,1465.0,A
358,D17,H12,117.5,B
359,A23,H12,1382.5,A
360,D17,H13,280.0,B
361,A23,H13,1220.0,A
362,D17,H14,547.5,B
363,A23,H14,952.5,A
364,D17,H15,655.0,B
365,A23,H15,555.0,A
366,D18,H16,1500.0,B
369,A23,H17,1500.0,A
370,D21,H18,5.0,B
371,A23,H18,1495.0,A
372,D21,H19,35.0,B
373,A23,H19,1465.0,A
374,D21,H20,117.5,B
375,A23,H20,1382.5,A
376,D21,H21,280.0,B
377,A23,H21,1220.0,A
378,D21,H22,547.5,B
379,A23,H22,952.5,A
380,D21,H23,655.0,B
381,A23,H23,555.0,A
382,D22,H24,1500.0,B
385,A23,I1,1500.0,A
386,E1,I2,5.0,B
387,A23,I2,1495.0,A
388,E1,I3,35.0,B
389,A23,I3,1465.0,A
390,E1,I4,117.5,B
391,A23,I4,1382.5,A
392,E1,I5,280.0,B
393,A23,I5,757.5,A
394,E1,I6,547.5,B
395,A24,I6,952.5,A
396,E1,I7,655.0,B
397,A24,I7,555.0,A
398,E2,I8,1500.0,B
401,A24,I9,1500.0,A
402,E5,I10,5.0,B
403,A24,I10,1495.0,A
404,E5,I11,35.0,B
405,A24,I11,1465.0,A
406,E5,I12,117.5,B
407,A24,I12,1382.5,A
408,E5,I13,280.0,B
409,A24,I13,1220.0,A
410,E5,I14,547.5,B
411,A24,I14,952.5,A
412,E5,I15,655.0,B
413,A24,I15,555.0,A
414,E6,I16,1500.0,B
417,A24,I17,1500.0,A
418,E9,I18,5.0,B
419,A24,I18,1495.0,A
420,E9,I19,35.0,B
421,A24,I19,1465.0,A
422,E9,I20,117.5,B
423,A24,I20,1382.5,A
424,E9,I21,280.0,B
425,A24,I21,1220.0,A
426,E9,I22,547.5,B
427,A24,I22,952.5,A
428,E9,I23,655.0,B
429,A24,I23,555.0,A
430,E10,I24,1500.0,B
433,A24,J1,1500.0,A
434,E13,J2,5.0,B
435,A24,J2,1495.0,A
436,E13,J3,35.0,B
437,A24,J3,1465.0,A
438,E13,J4,117.5,B
439,A24,J4,1382.5,A
440,E13,J5,280.0,B
441,A24,J5,1220.0,A
442,E13,J6,547.5,B
443,A24,J6,952.5,A
444,E13,J7,655.0,B
445,A24,J7,555.0,A
446,E14,J8,1500.0,B
449,A24,J9,1500.0,A
