,SrcWell,Destination Well,Volume,Plate
1,C16,A1,480.0,A
2,A3,A2,5.0,B
3,C17,A2,1495.0,A
4,A3,A3,35.0,B
5,C17,A3,1465.0,A
6,A3,A4,117.5,B
7,C17,A4,1382.5,A
8,A3,A5,280.0,B
9,C17,A5,1220.0,A
10,A3,A6,547.5,B
11,C17,A6,952.5,A
12,A3,A7,505.0,B
13,C17,A7,555.0,A
14,A4,A8,1500.0,B
17,C17,A9,1500.0,A
18,A7,A10,5.0,B
19,C17,A10,1495.0,A
20,A7,A11,35.0,B
21,C17,A11,1465.0,A
22,A7,A12,117.5,B
23,C17,A12,1382.5,A
24,A7,A13,280.0,B
25,C17,A13,1220.0,A
26,A7,A14,547.5,B
27,C17,A14,952.5,A
28,A7,A15,505.0,B
29,C17,A15,555.0,A
30,A8,A16,1500.0,B
33,C17,A17,1500.0,A
34,A11,A18,5.0,B
35,C17,A18,1495.0,A
36,A11,A19,35.0,B
37,C17,A19,1465.0,A
38,A11,A20,117.5,B
39,C17,A20,1382.5,A
40,A11,A21,280.0,B
41,C17,A21,1220.0,A
42,A11,A22,547.5,B
43,C17,A22,952.5,A
44,A11,A23,505.0,B
45,C17,A23,555.0,A
46,A12,A24,1500.0,B
49,C17,B1,1500.0,A
50,A15,B2,5.0,B
51,C17,B2,1495.0,A
52,A15,B3,35.0,B
53,C17,B3,1465.0,A
54,A15,B4,117.5,B
55,C17,B4,1382.5,A
56,A15,B5,280.0,B
57,C17,B5,1220.0,A
58,A15,B6,547.5,B
59,C17,B6,952.5,A
60,A15,B7,505.0,B
61,C17,B7,555.0,A
62,A16,B8,1500.0,B
65,C17,B9,1500.0,A
66,A19,B10,5.0,B
67,C17,B10,1495.0,A
68,A19,B11,35.0,B
69,C17,B11,1465.0,A
70,A19,B12,117.5,B
71,C17,B12,1382.5,A
72,A19,B13,280.0,B
73,C17,B13,1220.0,A
74,A19,B14,547.5,B
75,C17,B14,952.5,A
76,A19,B15,505.0,B
77,C17,B15,555.0,A
78,A20,B16,1500.0,B
81,C17,B17,1500.0,A
82,A23,B18,5.0,B
83,C17,B18,1130.0,A
84,A23,B19,35.0,B
85,C18,B19,1465.0,A
86,A23,B20,117.5,B
87,C18,B20,1382.5,A
88,A23,B21,280.0,B
89,C18,B21,1220.0,A
90,A23,B22,547.5,B
91,C18,B22,952.5,A
92,A23,B23,505.0,B
93,C18,B23,555.0,A
94,A24,B24,1500.0,B
97,C18,C1,1500.0,A
98,B3,C2,5.0,B
99,C18,C2,1495.0,A
100,B3,C3,35.0,B
101,C18,C3,1465.0,A
102,B3,C4,117.5,B
103,C18,C4,1382.5,A
104,B3,C5,280.0,B
105,C18,C5,1220.0,A
106,B3,C6,547.5,B
107,C18,C6,952.5,A
108,B3,C7,505.0,B
109,C18,C7,555.0,A
110,B4,C8,1500.0,B
113,C18,C9,1500.0,A
114,B7,C10,5.0,B
115,C18,C10,1495.0,A
116,B7,C11,35.0,B
117,C18,C11,1465.0,A
118,B7,C12,117.5,B
119,C18,C12,1382.5,A
120,B7,C13,280.0,B
121,C18,C13,1220.0,A
122,B7,C14,547.5,B
123,C18,C14,952.5,A
124,B7,C15,505.0,B
125,C18,C15,555.0,A
126,B8,C16,1500.0,B
129,C18,C17,1500.0,A
130,B11,C18,5.0,B
131,C18,C18,1495.0,A
132,B11,C19,35.0,B
133,C18,C19,1465.0,A
134,B11,C20,117.5,B
135,C18,C20,1382.5,A
136,B11,C21,280.0,B
137,C18,C21,1220.0,A
138,B11,C22,547.5,B
139,C18,C22,952.5,A
140,B11,C23,505.0,B
141,C18,C23,555.0,A
142,B12,C24,1500.0,B
145,C18,D1,1500.0,A
146,B15,D2,5.0,B
147,C18,D2,1495.0,A
148,B15,D3,35.0,B
149,C18,D3,1465.0,A
150,B15,D4,117.5,B
151,C18,D4,1382.5,A
152,B15,D5,280.0,B
153,C18,D5,1220.0,A
154,B15,D6,547.5,B
155,C18,D6,952.5,A
156,B15,D7,505.0,B
157,C18,D7,555.0,A
158,B16,D8,1500.0,B
161,C18,D9,1500.0,A
162,B19,D10,5.0,B
163,C18,D10,1495.0,A
164,B19,D11,35.0,B
165,C18,D11,1465.0,A
166,B19,D12,117.5,B
167,C18,D12,320.0,A
168,B19,D13,280.0,B
169,C19,D13,1220.0,A
170,B19,D14,547.5,B
171,C19,D14,952.5,A
172,B19,D15,505.0,B
173,C19,D15,555.0,A
174,B20,D16,1500.0,B
177,C19,D17,1500.0,A
178,B23,D18,5.0,B
179,C19,D18,1495.0,A
180,B23,D19,35.0,B
181,C19,D19,1465.0,A
182,B23,D20,117.5,B
183,C19,D20,1382.5,A
184,B23,D21,280.0,B
185,C19,D21,1220.0,A
186,B23,D22,547.5,B
187,C19,D22,952.5,A
188,B23,D23,505.0,B
189,C19,D23,555.0,A
190,B24,D24,1500.0,B
193,C19,E1,1500.0,A
194,C3,E2,5.0,B
195,C19,E2,1495.0,A
196,C3,E3,35.0,B
197,C19,E3,1465.0,A
198,C3,E4,117.5,B
199,C19,E4,1382.5,A
200,C3,E5,280.0,B
201,C19,E5,1220.0,A
202,C3,E6,547.5,B
203,C19,E6,952.5,A
204,C3,E7,505.0,B
205,C19,E7,555.0,A
206,C4,E8,1500.0,B
209,C19,E9,1500.0,A
210,C7,E10,5.0,B
211,C19,E10,1495.0,A
