,SrcWell,Destination Well,Volume,Plate
1,A10,A1,1500.0,A
3,A10,A2,1495.0,A
5,A10,A3,1465.0,A
7,A10,A4,1382.5,A
9,A10,A5,1220.0,A
11,A10,A6,952.5,A
13,A10,A7,555.0,A
17,A10,A9,1500.0,A
19,A10,A10,1495.0,A
21,A10,A11,1465.0,A
23,A10,A12,1382.5,A
25,A10,A13,1220.0,A
27,A10,A14,952.5,A
29,A10,A15,555.0,A
33,A10,A17,1500.0,A
35,A10,A18,1495.0,A
37,A10,A19,1465.0,A
39,A10,A20,1382.5,A
41,A10,A21,1220.0,A
43,A10,A22,952.5,A
45,A10,A23,555.0,A
49,A10,B1,1500.0,A
51,A10,B2,1495.0,A
53,A10,B3,1465.0,A
55,A10,B4,1382.5,A
57,A10,B5,1220.0,A
59,A10,B6,952.5,A
61,A10,B7,555.0,A
65,A10,B9,1500.0,A
67,A10,B10,1495.0,A
69,A10,B11,1365.0,A
71,A11,B12,1382.5,A
73,A11,B13,1220.0,A
75,A11,B14,952.5,A
77,A11,B15,555.0,A
81,A11,B17,1500.0,A
83,A11,B18,1495.0,A
85,A11,B19,1465.0,A
87,A11,B20,1382.5,A
89,A11,B21,1220.0,A
91,A11,B22,952.5,A
93,A11,B23,555.0,A
97,A11,C1,1500.0,A
99,A11,C2,1495.0,A
101,A11,C3,1465.0,A
103,A11,C4,1382.5,A
105,A11,C5,1220.0,A
107,A11,C6,952.5,A
109,A11,C7,555.0,A
113,A11,C9,1500.0,A
115,A11,C10,1495.0,A
117,A11,C11,1465.0,A
119,A11,C12,1382.5,A
121,A11,C13,1220.0,A
123,A11,C14,952.5,A
125,A11,C15,555.0,A
129,A11,C17,1500.0,A
131,A11,C18,1495.0,A
133,A11,C19,1465.0,A
135,A11,C20,1382.5,A
137,A11,C21,1220.0,A
139,A11,C22,952.5,A
141,A11,C23,555.0,A
145,A11,D1,1500.0,A
147,A11,D2,1495.0,A
149,A11,D3,1465.0,A
151,A11,D4,1382.5,A
153,A11,D5,667.5,A
155,A12,D6,952.5,A
157,A12,D7,555.0,A
161,A12,D9,1500.0,A
163,A12,D10,1495.0,A
165,A12,D11,1465.0,A
167,A12,D12,1382.5,A
169,A12,D13,1220.0,A
171,A12,D14,952.5,A
173,A12,D15,555.0,A
177,A12,D17,1500.0,A
179,A12,D18,1495.0,A
181,A12,D19,1465.0,A
183,A12,D20,1382.5,A
185,A12,D21,1220.0,A
187,A12,D22,952.5,A
189,A12,D23,555.0,A
193,A12,E1,1500.0,A
195,A12,E2,1495.0,A
197,A12,E3,1465.0,A
199,A12,E4,1382.5,A
201,A12,E5,1220.0,A
203,A12,E6,952.5,A
205,A12,E7,555.0,A
209,A12,E9,1500.0,A
211,A12,E10,1495.0,A
213,A12,E11,1465.0,A
215,A12,E12,1382.5,A
217,A12,E13,1220.0,A
219,A12,E14,952.5,A
221,A12,E15,555.0,A
225,A12,E17,1500.0,A
227,A12,E18,1495.0,A
229,A12,E19,1465.0,A
231,A12,E20,1382.5,A
233,A12,E21,1220.0,A
235,A12,E22,952.5,A
237,A12,E23,555.0,A
241,A12,F1,90.0,A
243,A13,F2,1495.0,A
245,A13,F3,1465.0,A
247,A13,F4,1382.5,A
249,A13,F5,1220.0,A
251,A13,F6,952.5,A
253,A13,F7,555.0,A
257,A13,F9,1500.0,A
259,A13,F10,1495.0,A
261,A13,F11,1465.0,A
263,A13,F12,1382.5,A
265,A13,F13,1220.0,A
267,A13,F14,952.5,A
269,A13,F15,555.0,A
273,A13,F17,1500.0,A
275,A13,F18,1495.0,A
277,A13,F19,1465.0,A
279,A13,F20,1382.5,A
281,A13,F21,1220.0,A
283,A13,F22,952.5,A
285,A13,F23,555.0,A
289,A13,G1,1500.0,A
291,A13,G2,1495.0,A
293,A13,G3,1465.0,A
295,A13,G4,1382.5,A
297,A13,G5,1220.0,A
299,A13,G6,952.5,A
301,A13,G7,555.0,A
305,A13,G9,1500.0,A
307,A13,G10,1495.0,A
309,A13,G11,1465.0,A
311,A13,G12,1382.5,A
313,A13,G13,1220.0,A
315,A13,G14,952.5,A
317,A13,G15,555.0,A
321,A13,G17,1500.0,A
323,A13,G18,740.0,A
325,A14,G19,1465.0,A
327,A14,G20,1382.5,A
329,A14,G21,1220.0,A
331,A14,G22,952.5,A
333,A14,G23,555.0,A
337,A14,H1,1500.0,A
339,A14,H2,1495.0,A
341,A14,H3,1465.0,A
343,A14,H4,1382.5,A
345,A14,H5,1220.0,A
347,A14,H6,952.5,A
349,A14,H7,555.0,A
353,A14,H9,1500.0,A
355,A14,H10,1495.0,A
357,A14,H11,1465.0,A
359,A14,H12,1382.5,A
361,A14,H13,1220.0,A
363,A14,H14,952.5,A
365,A14,H15,555.0,A
369,A14,H17,1500.0,A
371,A14,H18,1495.0,A
373,A14,H19,1465.0,A
375,A14,H20,1382.5,A
377,A14,H21,1220.0,A
379,A14,H22,952.5,A
381,A14,H23,555.0,A
385,A14,I1,1500.0,A
387,A14,I2,1495.0,A
389,A14,I3,1465.0,A
391,A14,I4,1382.5,A
393,A14,I5,1220.0,A
395,A14,I6,952.5,A
397,A14,I7,555.0,A
401,A14,I9,1500.0,A
403,A14,I10,1495.0,A
405,A14,I11,1395.0,A
407,A15,I12,1382.5,A
409,A15,I13,1220.0,A
411,A15,I14,952.5,A
413,A15,I15,555.0,A
417,A15,I17,1500.0,A
419,A15,I18,1495.0,A
421,A15,I19,1465.0,A
423,A15,I20,1382.5,A
425,A15,I21,1220.0,A
427,A15,I22,952.5,A
429,A15,I23,555.0,A
433,A15,J1,1500.0,A
435,A15,J2,1495.0,A
437,A15,J3,1465.0,A
439,A15,J4,1382.5,A
441,A15,J5,1220.0,A
443,A15,J6,952.5,A
445,A15,J7,555.0,A
449,A15,J9,1500.0,A
451,A15,J10,1495.0,A
453,A15,J11,1465.0,A
455,A15,J12,1382.5,A
457,A15,J13,1220.0,A
459,A15,J14,952.5,A
461,A15,J15,555.0,A
465,A15,J17,1500.0,A
467,A15,J18,1495.0,A
469,A15,J19,1465.0,A
471,A15,J20,1382.5,A
473,A15,J21,1220.0,A
475,A15,J22,952.5,A
477,A15,J23,555.0,A
481,A15,K1,1500.0,A
483,A15,K2,1495.0,A
485,A15,K3,1465.0,A
487,A15,K4,1382.5,A
489,A15,K5,697.5,A
491,A16,K6,952.5,A
493,A16,K7,555.0,A
497,A16,K9,1500.0,A
499,A16,K10,1495.0,A
501,A16,K11,1465.0,A
503,A16,K12,1382.5,A
505,A16,K13,1220.0,A
507,A16,K14,952.5,A
509,A16,K15,555.0,A
513,A16,K17,1500.0,A
515,A16,K18,1495.0,A
517,A16,K19,1465.0,A
519,A16,K20,1382.5,A
521,A16,K21,1220.0,A
523,A16,K22,952.5,A
525,A16,K23,555.0,A
529,A16,L1,1500.0,A
531,A16,L2,1495.0,A
533,A16,L3,1465.0,A
535,A16,L4,1382.5,A
537,A16,L5,1220.0,A
539,A16,L6,952.5,A
541,A16,L7,555.0,A
