,SrcWell,Destination Well,Volume,Plate
1,A1,A1,1500.0,A
3,A1,A2,1495.0,A
5,A1,A3,1465.0,A
7,A1,A4,1382.5,A
9,A1,A5,1220.0,A
11,A1,A6,952.5,A
13,A1,A7,555.0,A
17,A1,A9,1500.0,A
19,A1,A10,1495.0,A
21,A1,A11,1465.0,A
23,A1,A12,1382.5,A
25,A1,A13,1220.0,A
27,A1,A14,952.5,A
29,A1,A15,555.0,A
33,A1,A17,1500.0,A
35,A1,A18,1495.0,A
37,A1,A19,1465.0,A
39,A1,A20,1382.5,A
41,A1,A21,1220.0,A
43,A1,A22,952.5,A
45,A1,A23,555.0,A
49,A1,B1,1500.0,A
51,A1,B2,1495.0,A
53,A1,B3,1465.0,A
55,A1,B4,1382.5,A
57,A1,B5,1220.0,A
59,A1,B6,952.5,A
61,A1,B7,555.0,A
65,A1,B9,1500.0,A
67,A1,B10,1495.0,A
69,A1,B11,1465.0,A
71,A1,B12,1382.5,A
73,A1,B13,1220.0,A
75,A1,B14,952.5,A
77,A1,B15,555.0,A
81,A1,B17,1500.0,A
83,A1,B18,650.0,A
85,A2,B19,1465.0,A
87,A2,B20,1382.5,A
89,A2,B21,1220.0,A
91,A2,B22,952.5,A
93,A2,B23,555.0,A
97,A2,C1,1500.0,A
99,A2,C2,1495.0,A
101,A2,C3,1465.0,A
103,A2,C4,1382.5,A
105,A2,C5,1220.0,A
107,A2,C6,952.5,A
109,A2,C7,555.0,A
113,A2,C9,1500.0,A
115,A2,C10,1495.0,A
117,A2,C11,1465.0,A
119,A2,C12,1382.5,A
121,A2,C13,1220.0,A
123,A2,C14,952.5,A
125,A2,C15,555.0,A
129,A2,C17,1500.0,A
131,A2,C18,1495.0,A
133,A2,C19,1465.0,A
135,A2,C20,1382.5,A
137,A2,C21,1220.0,A
139,A2,C22,952.5,A
141,A2,C23,555.0,A
145,A2,D1,1500.0,A
147,A2,D2,1495.0,A
149,A2,D3,1465.0,A
151,A2,D4,1382.5,A
153,A2,D5,1220.0,A
155,A2,D6,952.5,A
157,A2,D7,555.0,A
161,A2,D9,1500.0,A
163,A2,D10,1495.0,A
165,A2,D11,1305.0,A
167,A3,D12,1382.5,A
169,A3,D13,1220.0,A
171,A3,D14,952.5,A
173,A3,D15,555.0,A
177,A3,D17,1500.0,A
179,A3,D18,1495.0,A
181,A3,D19,1465.0,A
183,A3,D20,1382.5,A
185,A3,D21,1220.0,A
187,A3,D22,952.5,A
189,A3,D23,555.0,A
193,A3,E1,1500.0,A
195,A3,E2,1495.0,A
197,A3,E3,1465.0,A
199,A3,E4,1382.5,A
201,A3,E5,1220.0,A
203,A3,E6,952.5,A
205,A3,E7,555.0,A
209,A3,E9,1500.0,A
211,A3,E10,1495.0,A
213,A3,E11,1465.0,A
215,A3,E12,1382.5,A
217,A3,E13,1220.0,A
219,A3,E14,952.5,A
221,A3,E15,555.0,A
225,A3,E17,1500.0,A
227,A3,E18,1495.0,A
229,A3,E19,1465.0,A
231,A3,E20,1382.5,A
233,A3,E21,1220.0,A
235,A3,E22,952.5,A
237,A3,E23,555.0,A
241,A3,F1,1500.0,A
243,A3,F2,1495.0,A
245,A3,F3,1465.0,A
247,A3,F4,1382.5,A
249,A3,F5,607.5,A
251,A4,F6,952.5,A
253,A4,F7,555.0,A
257,A4,F9,1500.0,A
259,A4,F10,1495.0,A
261,A4,F11,1465.0,A
263,A4,F12,1382.5,A
265,A4,F13,1220.0,A
267,A4,F14,952.5,A
269,A4,F15,555.0,A
273,A4,F17,1500.0,A
275,A4,F18,1495.0,A
277,A4,F19,1465.0,A
279,A4,F20,1382.5,A
281,A4,F21,1220.0,A
283,A4,F22,952.5,A
285,A4,F23,555.0,A
289,A4,G1,1500.0,A
291,A4,G2,1495.0,A
293,A4,G3,1465.0,A
295,A4,G4,1382.5,A
297,A4,G5,1220.0,A
299,A4,G6,952.5,A
301,A4,G7,555.0,A
305,A4,G9,1500.0,A
307,A4,G10,1495.0,A
309,A4,G11,1465.0,A
311,A4,G12,1382.5,A
313,A4,G13,1220.0,A
315,A4,G14,952.5,A
317,A4,G15,555.0,A
321,A4,G17,1500.0,A
323,A4,G18,1495.0,A
325,A4,G19,1465.0,A
327,A4,G20,1382.5,A
329,A4,G21,1220.0,A
331,A4,G22,952.5,A
333,A4,G23,555.0,A
337,A4,H1,30.0,A
339,A5,H2,1495.0,A
341,A5,H3,1465.0,A
343,A5,H4,1382.5,A
345,A5,H5,1220.0,A
347,A5,H6,952.5,A
349,A5,H7,555.0,A
353,A5,H9,1500.0,A
355,A5,H10,1495.0,A
357,A5,H11,1465.0,A
359,A5,H12,1382.5,A
361,A5,H13,1220.0,A
363,A5,H14,952.5,A
365,A5,H15,555.0,A
369,A5,H17,1500.0,A
371,A5,H18,1495.0,A
373,A5,H19,1465.0,A
375,A5,H20,1382.5,A
377,A5,H21,1220.0,A
379,A5,H22,952.5,A
381,A5,H23,555.0,A
385,A5,I1,1500.0,A
387,A5,I2,1495.0,A
389,A5,I3,1465.0,A
391,A5,I4,1382.5,A
393,A5,I5,1220.0,A
395,A5,I6,952.5,A
397,A5,I7,555.0,A
401,A5,I9,1500.0,A
403,A5,I10,1495.0,A
405,A5,I11,1465.0,A
407,A5,I12,1382.5,A
409,A5,I13,1220.0,A
411,A5,I14,952.5,A
413,A5,I15,555.0,A
417,A5,I17,1500.0,A
419,A5,I18,680.0,A
421,A6,I19,1465.0,A
423,A6,I20,1382.5,A
425,A6,I21,1220.0,A
427,A6,I22,952.5,A
429,A6,I23,555.0,A
433,A6,J1,1500.0,A
435,A6,J2,1495.0,A
437,A6,J3,1465.0,A
439,A6,J4,1382.5,A
441,A6,J5,1220.0,A
443,A6,J6,952.5,A
445,A6,J7,555.0,A
449,A6,J9,1500.0,A
451,A6,J10,1495.0,A
453,A6,J11,1465.0,A
455,A6,J12,1382.5,A
457,A6,J13,1220.0,A
459,A6,J14,952.5,A
461,A6,J15,555.0,A
465,A6,J17,1500.0,A
467,A6,J18,1495.0,A
469,A6,J19,1465.0,A
471,A6,J20,1382.5,A
473,A6,J21,1220.0,A
475,A6,J22,952.5,A
477,A6,J23,555.0,A
481,A6,K1,1500.0,A
483,A6,K2,1495.0,A
485,A6,K3,1465.0,A
487,A6,K4,1382.5,A
489,A6,K5,1220.0,A
491,A6,K6,952.5,A
493,A6,K7,555.0,A
497,A6,K9,1500.0,A
499,A6,K10,1495.0,A
501,A6,K11,1335.0,A
503,A7,K12,1382.5,A
505,A7,K13,1220.0,A
507,A7,K14,952.5,A
509,A7,K15,555.0,A
513,A7,K17,1500.0,A
515,A7,K18,1495.0,A
517,A7,K19,1465.0,A
519,A7,K20,1382.5,A
521,A7,K21,1220.0,A
523,A7,K22,952.5,A
525,A7,K23,555.0,A
529,A7,L1,1500.0,A
531,A7,L2,1495.0,A
533,A7,L3,1465.0,A
535,A7,L4,1382.5,A
537,A7,L5,1220.0,A
539,A7,L6,952.5,A
541,A7,L7,555.0,A
545,A7,L9,1500.0,A
547,A7,L10,1495.0,A
549,A7,L11,1465.0,A
551,A7,L12,1382.5,A
553,A7,L13,1220.0,A
555,A7,L14,952.5,A
557,A7,L15,555.0,A
561,A7,L17,1500.0,A
563,A7,L18,1495.0,A
565,A7,L19,1465.0,A
567,A7,L20,1382.5,A
569,A7,L21,1220.0,A
571,A7,L22,952.5,A
573,A7,L23,555.0,A
577,A7,M1,1500.0,A
579,A7,M2,1495.0,A
581,A7,M3,1465.0,A
583,A7,M4,1382.5,A
585,A7,M5,637.5,A
587,A8,M6,952.5,A
589,A8,M7,555.0,A
593,A8,M9,1500.0,A
595,A8,M10,1495.0,A
597,A8,M11,1465.0,A
599,A8,M12,1382.5,A
601,A8,M13,1220.0,A
603,A8,M14,952.5,A
605,A8,M15,555.0,A
