Run ID,1615481220
Run Date/Time,2021-03-11 16:43:28
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,b4cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A2,0,0,,,5,5,5.449,95.72,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A3,0,0,,,35,35,5.414,95.72,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A4,0,0,,,117.5,117.5,5.297,95.72,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A5,0,0,,,280,280,5.017,95.72,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A6,0,0,,,547.5,547.5,4.469,95.72,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A7,0,0,,,505,505,3.964,95.72,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C7,0,0,,,505,505,4.15,94.699,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C6,0,0,,,547.5,547.5,3.602,94.699,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C5,0,0,,,280,280,3.322,94.699,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C4,0,0,,,117.5,117.5,3.205,94.699,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C3,0,0,,,35,35,3.17,94.699,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C2,0,0,,,5,5,3.165,94.699,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E2,0,0,,,5,5,5.584,96.618,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E3,0,0,,,35,35,5.549,96.618,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E4,0,0,,,117.5,117.5,5.432,96.618,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E5,0,0,,,280,280,5.152,96.618,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E6,0,0,,,547.5,547.5,4.604,96.618,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E7,0,0,,,505,505,4.099,96.618,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G7,0,0,,,505,505,4.13,97.93,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G6,0,0,,,547.5,547.5,3.582,97.93,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G5,0,0,,,280,280,3.302,97.93,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G4,0,0,,,117.5,117.5,3.185,97.93,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G3,0,0,,,35,35,3.15,97.93,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G2,0,0,,,5,5,3.145,97.93,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I2,0,0,,,5,5,5.778,97.521,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I3,0,0,,,35,35,5.743,97.521,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I4,0,0,,,117.5,117.5,5.625,97.521,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I5,0,0,,,280,280,5.345,97.521,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I6,0,0,,,547.5,547.5,4.798,97.521,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I7,0,0,,,505,505,4.293,97.521,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K7,0,0,,,505,505,4.898,96.577,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K6,0,0,,,547.5,547.5,4.35,96.577,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K5,0,0,,,280,280,4.07,96.577,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K4,0,0,,,117.5,117.5,3.953,96.577,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K3,0,0,,,35,35,3.918,96.577,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K2,0,0,,,5,5,3.913,96.577,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M2,0,0,,,5,5,5.074,98.428,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M3,0,0,,,35,35,5.039,98.428,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M4,0,0,,,117.5,117.5,4.922,98.428,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M5,0,0,,,280,280,4.642,98.428,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M6,0,0,,,547.5,547.5,4.094,98.428,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M7,0,0,,,505,505,3.589,98.428,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O7,0,0,,,505,505,4.72,97.074,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O6,0,0,,,547.5,547.5,4.173,97.074,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O5,0,0,,,280,280,3.893,97.074,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O4,0,0,,,117.5,117.5,3.775,97.074,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O3,0,0,,,35,35,3.74,97.074,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O2,0,0,,,5,5,3.735,97.074,Percent,DMSO,
Source[1],,384LDV_DMSO,H4,Destination[1],,384PP_Dest,O8,0,0,,,1500,1500,11.254,98.216,Percent,DMSO,
Source[1],,384LDV_DMSO,G4,Destination[1],,384PP_Dest,M8,0,0,,,1500,1500,11.182,97.988,Percent,DMSO,
Source[1],,384LDV_DMSO,F4,Destination[1],,384PP_Dest,K8,0,0,,,1500,1500,11.158,97.194,Percent,DMSO,
Source[1],,384LDV_DMSO,E4,Destination[1],,384PP_Dest,I8,0,0,,,1500,1500,11.808,97.583,Percent,DMSO,
Source[1],,384LDV_DMSO,D4,Destination[1],,384PP_Dest,G8,0,0,,,1500,1500,11.495,97.716,Percent,DMSO,
Source[1],,384LDV_DMSO,C4,Destination[1],,384PP_Dest,E8,0,0,,,1500,1500,11.002,95.46,Percent,DMSO,
Source[1],,384LDV_DMSO,B4,Destination[1],,384PP_Dest,C8,0,0,,,1500,1500,10.652,95.016,Percent,DMSO,
Source[1],,384LDV_DMSO,A4,Destination[1],,384PP_Dest,A8,0,0,,,1500,1500,10.815,96.925,Percent,DMSO,
Source[1],,384LDV_DMSO,A7,Destination[1],,384PP_Dest,A10,0,0,,,5,5,5.094,94.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A7,Destination[1],,384PP_Dest,A11,0,0,,,35,35,5.059,94.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A7,Destination[1],,384PP_Dest,A12,0,0,,,117.5,117.5,4.942,94.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A7,Destination[1],,384PP_Dest,A13,0,0,,,280,280,4.662,94.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A7,Destination[1],,384PP_Dest,A14,0,0,,,547.5,547.5,4.114,94.148,Percent,DMSO,
Source[1],,384LDV_DMSO,A7,Destination[1],,384PP_Dest,A15,0,0,,,505,505,3.609,94.148,Percent,DMSO,
Source[1],,384LDV_DMSO,B7,Destination[1],,384PP_Dest,C15,0,0,,,505,505,4.641,96.586,Percent,DMSO,
Source[1],,384LDV_DMSO,B7,Destination[1],,384PP_Dest,C14,0,0,,,547.5,547.5,4.093,96.586,Percent,DMSO,
Source[1],,384LDV_DMSO,B7,Destination[1],,384PP_Dest,C13,0,0,,,280,280,3.813,96.586,Percent,DMSO,
Source[1],,384LDV_DMSO,B7,Destination[1],,384PP_Dest,C12,0,0,,,117.5,117.5,3.696,96.586,Percent,DMSO,
Source[1],,384LDV_DMSO,B7,Destination[1],,384PP_Dest,C11,0,0,,,35,35,3.661,96.586,Percent,DMSO,
Source[1],,384LDV_DMSO,B7,Destination[1],,384PP_Dest,C10,0,0,,,5,5,3.656,96.586,Percent,DMSO,
Source[1],,384LDV_DMSO,C7,Destination[1],,384PP_Dest,E10,0,0,,,5,5,5.406,97.476,Percent,DMSO,
Source[1],,384LDV_DMSO,C7,Destination[1],,384PP_Dest,E11,0,0,,,35,35,5.371,97.476,Percent,DMSO,
Source[1],,384LDV_DMSO,C7,Destination[1],,384PP_Dest,E12,0,0,,,117.5,117.5,5.253,97.476,Percent,DMSO,
