Run ID,1615476555
Run Date/Time,2021-03-11 15:25:44
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,a4cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A2,0,0,,,5,5,12.812,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A3,0,0,,,35,35,12.777,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A4,0,0,,,117.5,117.5,12.66,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A5,0,0,,,280,280,12.38,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A6,0,0,,,547.5,547.5,11.832,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A7,0,0,,,945,945,10.887,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,A3,Destination[1],,384PP_Dest,A8,0,0,,,1500,1500,9.387,97.911,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C8,0,0,,,1500,1500,10.617,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C7,0,0,,,945,945,9.672,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C6,0,0,,,547.5,547.5,9.124,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C5,0,0,,,280,280,8.844,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C4,0,0,,,117.5,117.5,8.727,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C3,0,0,,,35,35,8.692,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,B3,Destination[1],,384PP_Dest,C2,0,0,,,5,5,8.687,97.377,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E2,0,0,,,5,5,12.824,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E3,0,0,,,35,35,12.789,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E4,0,0,,,117.5,117.5,12.671,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E5,0,0,,,280,280,12.391,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E6,0,0,,,547.5,547.5,11.844,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E7,0,0,,,945,945,10.899,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,C3,Destination[1],,384PP_Dest,E8,0,0,,,1500,1500,9.399,98.883,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G8,0,0,,,1500,1500,10.525,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G7,0,0,,,945,945,9.58,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G6,0,0,,,547.5,547.5,9.032,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G5,0,0,,,280,280,8.752,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G4,0,0,,,117.5,117.5,8.635,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G3,0,0,,,35,35,8.6,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D3,Destination[1],,384PP_Dest,G2,0,0,,,5,5,8.595,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I2,0,0,,,5,5,13.161,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I3,0,0,,,35,35,13.126,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I4,0,0,,,117.5,117.5,13.009,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I5,0,0,,,280,280,12.729,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I6,0,0,,,547.5,547.5,12.181,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I7,0,0,,,945,945,11.236,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,E3,Destination[1],,384PP_Dest,I8,0,0,,,1500,1500,9.736,99.404,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K8,0,0,,,1500,1500,11.079,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K7,0,0,,,945,945,10.134,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K6,0,0,,,547.5,547.5,9.586,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K5,0,0,,,280,280,9.306,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K4,0,0,,,117.5,117.5,9.189,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K3,0,0,,,35,35,9.154,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F3,Destination[1],,384PP_Dest,K2,0,0,,,5,5,9.149,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M2,0,0,,,5,5,12.371,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M3,0,0,,,35,35,12.336,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M4,0,0,,,117.5,117.5,12.219,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M5,0,0,,,280,280,11.939,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M6,0,0,,,547.5,547.5,11.391,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M7,0,0,,,945,945,10.446,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,G3,Destination[1],,384PP_Dest,M8,0,0,,,1500,1500,8.946,99.26,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O8,0,0,,,1500,1500,11,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O7,0,0,,,945,945,10.055,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O6,0,0,,,547.5,547.5,9.507,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O5,0,0,,,280,280,9.227,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O4,0,0,,,117.5,117.5,9.11,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O3,0,0,,,35,35,9.075,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H3,Destination[1],,384PP_Dest,O2,0,0,,,5,5,9.07,98.606,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O10,0,0,,,5,5,12.43,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O11,0,0,,,35,35,12.395,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O12,0,0,,,117.5,117.5,12.278,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O13,0,0,,,280,280,11.998,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O14,0,0,,,547.5,547.5,11.45,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O15,0,0,,,945,945,10.505,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,H7,Destination[1],,384PP_Dest,O16,0,0,,,1500,1500,9.005,99.547,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M16,0,0,,,1500,1500,10.972,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M15,0,0,,,945,945,10.027,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M14,0,0,,,547.5,547.5,9.48,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M13,0,0,,,280,280,9.2,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M12,0,0,,,117.5,117.5,9.082,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M11,0,0,,,35,35,9.047,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G7,Destination[1],,384PP_Dest,M10,0,0,,,5,5,9.042,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F7,Destination[1],,384PP_Dest,K10,0,0,,,5,5,12.517,99.701,Percent,DMSO,
