Run ID,1615476555
Run Date/Time,2021-03-11 15:25:44
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,a4cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384LDV_DMSO,A3,2.62,12.817,97.911,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A4,2.504,12.3,98.505,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A5,1.474,7.264,95.139,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A6,1.507,7.454,95.874,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A7,2.525,12.345,97.494,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A8,2.514,12.251,96.729,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A9,1.401,6.994,96.874,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A10,1.571,7.772,96.202,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A11,2.508,12.142,94.816,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A12,2.548,12.357,95.697,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A13,1.448,7.298,98.705,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A14,1.433,7.273,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A15,2.556,12.503,97.72,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A16,2.377,11.694,98.402,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A17,1.524,7.601,97.447,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A18,1.475,7.427,98.744,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A19,2.433,12.023,99.527,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A20,2.55,12.537,98.798,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A21,1.482,7.381,96.981,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A22,1.47,7.273,95.678,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A23,2.516,12.243,96.402,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B3,2.478,12.117,97.377,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B4,2.481,12.138,97.503,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B5,1.5,7.487,97.489,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B6,1.514,7.54,97.156,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B7,2.56,12.563,98.441,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B8,2.618,12.795,97.629,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B9,1.411,7.153,99.383,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B10,1.51,7.569,98.231,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B11,2.534,12.442,98.438,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B12,2.031,10.014,97.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B13,1.44,7.276,99.092,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B14,1.504,7.519,97.747,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B15,2.56,12.594,98.94,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B16,2.54,12.463,98.347,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B17,1.483,7.429,97.962,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B18,1.506,7.568,98.64,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B19,2.563,12.616,99.048,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B20,2.581,12.632,97.882,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B21,1.428,7.091,96.073,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B22,1.491,7.443,97.381,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B23,2.546,12.445,97.466,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C3,2.61,12.829,98.883,Percent,DMSO,
