Run ID,1615474024
Run Date/Time,2021-03-11 14:43:33
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,a2cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384LDV_DMSO,A1,1.864,9.161,96.323,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A2,2.602,12.636,96.1,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A3,2.616,12.788,97.676,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A4,2.489,12.245,98.776,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A5,1.829,8.914,94.478,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A6,2.559,12.392,95.218,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A7,2.544,12.343,95.791,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A8,2.521,12.218,95.338,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A9,1.762,8.718,97.176,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A10,2.604,12.629,95.812,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A11,2.503,12.133,95.293,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A12,2.541,12.343,95.995,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A13,1.8,8.99,99.094,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A14,2.508,12.394,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A15,2.549,12.467,97.637,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A16,2.367,11.636,98.196,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A17,1.87,9.306,98.774,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A18,2.523,12.424,99.027,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A19,2.42,11.951,99.361,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A20,2.531,12.501,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A21,1.839,9.038,96.232,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A22,2.504,12.171,96.081,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B1,1.825,8.932,95.304,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B2,2.511,12.236,96.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B3,2.47,12.058,97.022,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B4,2.483,12.071,96.051,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B5,1.853,9.129,96.801,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B6,2.533,12.358,97.043,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B7,2.567,12.538,97.39,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B8,2.608,12.738,97.525,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B9,1.769,8.871,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B10,2.545,12.507,98.686,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B11,2.539,12.372,96.73,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B12,2.012,9.992,98.986,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B13,1.792,8.966,99.377,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B14,2.554,12.55,98.682,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B15,2.562,12.562,98.241,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B16,2.532,12.443,98.629,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B17,1.842,9.124,97.798,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B18,2.56,12.54,98.004,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B19,2.555,12.573,98.97,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B20,2.581,12.594,97.162,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B21,1.767,8.712,96.556,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B22,2.588,12.593,96.54,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C1,1.871,9.323,98.971,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C2,2.568,12.583,98.071,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C3,2.589,12.737,98.993,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C4,2.505,12.348,99.223,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C5,1.872,9.322,98.915,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C6,2.55,12.536,98.744,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C7,2.601,12.724,97.847,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C8,2.559,12.532,97.989,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C9,1.813,9.084,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C10,2.56,12.578,98.641,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C11,2.548,12.562,99.32,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C12,2.544,12.548,99.441,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C13,1.798,8.984,99.153,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C14,2.562,12.65,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C15,2.474,12.157,98.474,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C16,2.531,12.501,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C17,1.824,9.134,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C18,2.565,12.632,99.206,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C19,2.474,12.141,98.151,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C20,2.537,12.464,98.613,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C21,1.803,9.015,99.359,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C22,2.476,12.238,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D1,1.855,9.17,97.46,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D2,2.532,12.396,97.823,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D3,2.431,11.967,98.728,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D4,2.596,12.813,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D5,1.813,9.055,99.123,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D6,2.561,12.643,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D7,2.562,12.609,99.034,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D8,2.539,12.528,99.541,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D9,1.906,9.525,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D10,2.594,12.79,99.486,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D11,2.632,12.913,98.571,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D12,2.495,12.33,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D13,1.76,8.75,98.122,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D14,2.514,12.35,98.51,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D15,2.531,12.501,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D16,2.549,12.553,99.111,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D17,1.782,8.895,98.918,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D18,2.587,12.699,98.512,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D19,2.604,12.849,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D20,2.505,12.34,99.102,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D21,1.827,9.148,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D22,2.561,12.57,98.422,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E1,1.866,9.303,99.069,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E2,2.623,12.885,98.789,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E3,2.653,13.083,99.698,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E4,2.671,13.137,99.207,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E5,1.712,8.56,98.841,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E6,2.383,11.798,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E7,2.638,13.012,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E8,2.547,12.579,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E9,1.932,9.597,98.712,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E10,2.65,13.037,99.163,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E11,2.579,12.728,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E12,2.556,12.622,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E13,1.81,9.07,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E14,2.54,12.479,98.635,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E15,2.547,12.579,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E16,2.539,12.479,98.675,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E17,1.801,8.969,98.595,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E18,2.566,12.599,98.519,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E19,2.54,12.543,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E20,2.564,12.657,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E21,1.804,9.002,98.947,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E22,2.606,12.776,98.35,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F1,1.849,9.197,98.584,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F2,2.507,12.387,99.7,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F3,2.538,12.536,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F4,2.532,12.508,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F5,1.786,8.956,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F6,2.529,12.494,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F7,2.542,12.501,98.832,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F8,2.535,12.489,99.165,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F9,1.8,9.02,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F10,2.52,12.402,98.909,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F11,2.516,12.43,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F12,2.626,12.939,99.425,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F13,1.789,8.942,99.24,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F14,2.552,12.592,99.565,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F15,2.531,12.468,99.162,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F16,2.55,12.593,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F17,1.878,9.378,99.401,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F18,2.589,12.737,99.065,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F19,2.577,12.68,99.037,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F20,2.54,12.543,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F21,1.762,8.823,99.359,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,F22,2.548,12.53,98.835,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G1,1.837,9.15,98.791,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G2,2.577,12.543,96.572,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G3,2.487,12.287,99.607,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G4,2.546,12.555,99.405,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G5,1.795,8.999,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G6,2.565,12.664,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G7,2.51,12.401,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G8,2.538,12.536,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G9,1.792,8.985,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G10,2.512,12.383,99.255,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G11,2.537,12.529,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G12,2.523,12.425,99.06,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G13,1.789,8.971,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G14,2.548,12.578,99.622,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G15,2.546,12.572,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G16,2.544,12.565,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G17,1.784,8.941,99.618,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G18,2.464,12.164,99.434,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G19,2.565,12.647,99.403,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G20,2.568,12.678,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G21,1.797,9.006,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,G22,2.54,12.543,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H1,1.792,8.966,99.378,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H2,2.576,12.714,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H3,2.525,12.472,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H4,2.557,12.597,99.245,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H5,1.855,9.283,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H6,2.581,12.742,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,H7,2.516,12.413,99.436,Percent,DMSO,
