Run ID,1615477682
Run Date/Time,2021-03-11 15:44:30
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,b1cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384LDV_DMSO,A1,1.521,7.497,95.346,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A2,1.563,7.709,95.689,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A3,1.871,9.24,97.325,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A4,2.522,12.264,96.271,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A5,1.473,7.233,94.566,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A6,1.505,7.417,95.274,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A7,1.785,8.763,95.848,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A8,2.514,12.187,95.473,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A9,1.395,6.986,97.374,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A10,1.568,7.749,96.088,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A11,1.782,8.706,94.774,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A12,2.535,12.293,95.615,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A13,1.451,7.291,98.258,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A14,1.43,7.259,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A15,1.786,8.908,98.844,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A16,2.368,11.651,98.379,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A17,1.522,7.554,96.529,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A18,1.474,7.375,97.671,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A19,1.697,8.422,97.502,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A20,2.54,12.494,98.863,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A21,1.477,7.359,96.989,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B1,1.465,7.242,95.515,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B2,1.476,7.291,95.433,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B3,1.705,8.456,97.343,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B4,2.478,12.086,96.819,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B5,1.518,7.451,94.682,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B6,1.511,7.506,96.69,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B7,1.799,8.853,96.361,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B8,2.611,12.73,97.059,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B9,1.416,7.129,98.373,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B10,1.509,7.519,97.223,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B11,1.79,8.864,97.453,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B12,2.025,9.977,97.488,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B13,1.44,7.253,98.546,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B14,1.504,7.499,97.337,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B15,1.801,8.96,98.422,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B16,2.528,12.437,98.853,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B17,1.481,7.423,97.984,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B18,1.509,7.56,98.119,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B19,1.808,8.997,98.54,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B20,2.586,12.631,97.452,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B21,1.426,7.056,95.538,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C1,1.522,7.625,98.164,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C2,1.543,7.704,97.727,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C3,1.844,9.157,98.259,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C4,2.522,12.385,98.43,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C5,1.524,7.663,98.789,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C6,1.48,7.469,99.142,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C7,1.81,9.041,99.157,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C8,2.563,12.562,98.154,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C9,1.448,7.331,99.39,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C10,1.511,7.555,97.771,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C11,1.801,9.008,99.374,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C12,2.557,12.556,98.52,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C13,1.443,7.301,99.291,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C14,1.515,7.609,98.576,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C15,1.696,8.472,98.635,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C16,2.537,12.529,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C17,1.464,7.412,99.537,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C18,1.507,7.563,98.348,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C19,1.717,8.485,96.762,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C20,2.533,12.459,98.839,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C21,1.446,7.305,99.084,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D1,1.499,7.489,97.621,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D2,1.477,7.38,97.46,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D3,1.648,8.296,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D4,2.61,12.877,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D5,1.46,7.378,99.243,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D6,1.499,7.586,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D7,1.8,8.971,98.707,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D8,2.535,12.522,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D9,1.556,7.821,98.887,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D10,1.536,7.763,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D11,1.901,9.429,98.295,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D12,2.499,12.352,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D13,1.411,7.065,97.406,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D14,1.446,7.283,98.613,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D15,1.788,8.904,98.509,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D16,2.55,12.56,99.137,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D17,1.43,7.225,99.001,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D18,1.532,7.719,99.18,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D19,1.869,9.289,98.508,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D20,2.507,12.387,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D21,1.471,7.436,99.309,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E1,1.519,7.612,98.246,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E2,1.57,7.824,97.586,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E3,1.898,9.489,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E4,2.686,13.192,98.91,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E5,1.362,6.907,99.114,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E6,1.322,6.725,99.281,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E7,1.883,9.418,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E8,2.552,12.6,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E9,1.561,7.884,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E10,1.597,8.054,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E11,1.839,9.204,99.643,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E12,2.564,12.657,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,E13,1.454,7.372,99.701,Percent,DMSO,
