Run ID,1615481220
Run Date/Time,2021-03-11 16:43:28
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,b4cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384LDV_DMSO,A3,1.085,5.454,95.72,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A4,2.525,12.315,96.925,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A5,0.697,3.44,92.294,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A6,0.735,3.681,93.427,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A7,1.026,5.099,94.148,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A8,2.555,12.33,93.734,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A9,0.607,3.125,94.356,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A10,0.814,4.041,93.124,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A11,0.995,4.925,93.654,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A12,2.566,12.423,95.145,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A13,0.635,3.309,95.214,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A14,0.696,3.656,96.809,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A15,1.051,5.361,97.462,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A16,2.417,11.778,96.408,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A17,0.72,3.736,95.744,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A18,0.649,3.4,95.789,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A19,0.905,4.64,96.664,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A20,2.567,12.538,97.373,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A21,0.724,3.637,93.601,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A22,0.69,3.512,94.281,Percent,DMSO,
