Run ID,1615474417
Run Date/Time,2021-03-11 14:50:06
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,a2dmso.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384PP_DMSO2,A1,0.818,16.068,99.283,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A2,0.827,16.215,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A3,0.79,15.577,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A4,0.817,16.073,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A5,0.821,16.134,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A6,0.85,16.52,99.614,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A7,0.671,13.226,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A8,0.782,15.4,99.331,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A9,0.848,16.459,98.891,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A10,3.892,57.457,98.664,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A11,4.239,61.504,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A12,4.295,62.117,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A13,4.333,62.526,98.564,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A14,4.225,61.359,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A15,4.323,62.411,98.65,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A16,4.337,62.566,99.002,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A17,4.379,63.022,99.613,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A18,4.47,64.004,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A19,1.821,29.758,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A20,0.886,17.007,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A21,0.835,16.317,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A22,0.86,16.662,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A23,0.72,14.196,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,A24,1.581,26.486,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B1,0.85,16.52,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B2,0.76,14.989,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B3,0.808,15.93,99.701,Percent,DMSO,
