Run ID,1615480391
Run Date/Time,2021-03-11 16:29:40
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,b3dmso.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384PP_DMSO2,B1,0.918,17.363,97.951,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B2,0.843,16.34,97.841,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B3,0.893,17.089,99.419,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B4,0.845,16.459,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B5,0.859,16.641,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B6,0.838,16.357,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B7,0.85,16.52,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B8,0.814,16.003,99.194,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B9,0.889,16.938,97.291,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B10,0.824,16.089,98.196,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B11,0.839,16.317,98.51,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B12,0.842,16.378,98.897,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B13,0.886,16.916,97.533,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B14,0.891,16.96,97.122,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B15,0.928,17.457,96.847,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B16,0.945,17.651,96.169,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B17,0.947,17.723,96.976,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B18,0.849,16.367,96.558,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B19,0.956,17.829,96.775,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B20,0.82,15.996,97.529,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B21,0.938,17.664,98.59,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B22,0.893,17.089,99.436,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B23,0.914,17.392,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,B24,1.502,25.381,98.878,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C1,1.056,19.247,97.976,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C2,0.799,15.753,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C3,0.824,16.175,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C4,0.768,15.136,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C5,0.772,15.224,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C6,0.766,15.107,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C7,1.516,25.598,99.545,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C8,0.872,16.824,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C9,0.906,17.165,97.191,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C10,0.881,16.834,97.459,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C11,0.836,16.238,97.697,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C12,0.833,16.14,96.525,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C13,0.839,16.241,97.001,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C14,0.865,16.647,97.956,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C15,0.851,16.407,96.831,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C16,0.922,17.357,96.592,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C17,4.45,63.792,98.168,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C18,4.414,63.398,99.126,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C19,4.387,63.106,99.052,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C20,4.439,63.675,99.653,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C21,4.359,62.804,98.87,Percent,DMSO,
Source[1],UnknownBarCode,384PP_DMSO2,C22,4.429,63.564,98.87,Percent,DMSO,
