Run ID,1615475357
Run Date/Time,2021-03-11 15:05:45
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,a3cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Destination Plate Name,Destination Plate Barcode,Destination Plate Type,Destination Well,Destination Well X Offset,Destination Well Y Offset,Sample ID,Sample Name,Transfer Volume,Actual Volume,Current Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Transfer Status
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A2,0,0,,,5,5,11.102,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A3,0,0,,,35,35,11.067,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A4,0,0,,,117.5,117.5,10.95,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A5,0,0,,,280,280,10.67,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A6,0,0,,,547.5,547.5,10.122,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A7,0,0,,,945,945,9.177,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,A2,Destination[1],,384PP_Dest,A8,0,0,,,1350,1350,7.827,96.669,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C8,0,0,,,1350,1350,9.333,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C7,0,0,,,945,945,8.388,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C6,0,0,,,547.5,547.5,7.841,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C5,0,0,,,280,280,7.561,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C4,0,0,,,117.5,117.5,7.443,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C3,0,0,,,35,35,7.408,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,B2,Destination[1],,384PP_Dest,C2,0,0,,,5,5,7.403,96.244,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E2,0,0,,,5,5,11.046,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E3,0,0,,,35,35,11.011,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E4,0,0,,,117.5,117.5,10.893,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E5,0,0,,,280,280,10.613,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E6,0,0,,,547.5,547.5,10.066,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E7,0,0,,,945,945,9.121,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,C2,Destination[1],,384PP_Dest,E8,0,0,,,1350,1350,7.771,98.071,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G8,0,0,,,1350,1350,9.486,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G7,0,0,,,945,945,8.541,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G6,0,0,,,547.5,547.5,7.994,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G5,0,0,,,280,280,7.714,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G4,0,0,,,117.5,117.5,7.596,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G3,0,0,,,35,35,7.561,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,D2,Destination[1],,384PP_Dest,G2,0,0,,,5,5,7.556,98.791,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I2,0,0,,,5,5,11.265,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I3,0,0,,,35,35,11.23,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I4,0,0,,,117.5,117.5,11.112,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I5,0,0,,,280,280,10.832,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I6,0,0,,,547.5,547.5,10.285,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I7,0,0,,,945,945,9.34,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,E2,Destination[1],,384PP_Dest,I8,0,0,,,1350,1350,7.99,97.744,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K8,0,0,,,1350,1350,9.45,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K7,0,0,,,945,945,8.505,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K6,0,0,,,547.5,547.5,7.957,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K5,0,0,,,280,280,7.677,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K4,0,0,,,117.5,117.5,7.56,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K3,0,0,,,35,35,7.525,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,F2,Destination[1],,384PP_Dest,K2,0,0,,,5,5,7.52,98.698,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M2,0,0,,,5,5,11.062,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M3,0,0,,,35,35,11.027,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M4,0,0,,,117.5,117.5,10.909,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M5,0,0,,,280,280,10.629,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M6,0,0,,,547.5,547.5,10.082,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M7,0,0,,,945,945,9.137,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,G2,Destination[1],,384PP_Dest,M8,0,0,,,1350,1350,7.787,99.088,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O8,0,0,,,1350,1350,9.873,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O7,0,0,,,945,945,8.928,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O6,0,0,,,547.5,547.5,8.38,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O5,0,0,,,280,280,8.1,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O4,0,0,,,117.5,117.5,7.983,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O3,0,0,,,35,35,7.948,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H2,Destination[1],,384PP_Dest,O2,0,0,,,5,5,7.943,99.075,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O10,0,0,,,5,5,11.232,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O11,0,0,,,35,35,11.197,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O12,0,0,,,117.5,117.5,11.079,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O13,0,0,,,280,280,10.799,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O14,0,0,,,547.5,547.5,10.252,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O15,0,0,,,945,945,9.307,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,H6,Destination[1],,384PP_Dest,O16,0,0,,,1350,1350,7.957,99.034,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M16,0,0,,,1350,1350,9.759,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M15,0,0,,,945,945,8.814,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M14,0,0,,,547.5,547.5,8.266,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M13,0,0,,,280,280,7.986,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M12,0,0,,,117.5,117.5,7.869,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M11,0,0,,,35,35,7.834,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,G6,Destination[1],,384PP_Dest,M10,0,0,,,5,5,7.829,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K10,0,0,,,5,5,10.845,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K11,0,0,,,35,35,10.81,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K12,0,0,,,117.5,117.5,10.693,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K13,0,0,,,280,280,10.413,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K14,0,0,,,547.5,547.5,9.865,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K15,0,0,,,945,945,8.92,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,F6,Destination[1],,384PP_Dest,K16,0,0,,,1350,1350,7.57,99.473,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I16,0,0,,,1350,1350,8.828,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I15,0,0,,,945,945,7.883,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I14,0,0,,,547.5,547.5,7.335,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I13,0,0,,,280,280,7.055,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I12,0,0,,,117.5,117.5,6.938,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I11,0,0,,,35,35,6.903,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,E6,Destination[1],,384PP_Dest,I10,0,0,,,5,5,6.898,99.114,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G10,0,0,,,5,5,11.011,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G11,0,0,,,35,35,10.976,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G12,0,0,,,117.5,117.5,10.859,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G13,0,0,,,280,280,10.579,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G14,0,0,,,547.5,547.5,10.031,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G15,0,0,,,945,945,9.086,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,D6,Destination[1],,384PP_Dest,G16,0,0,,,1350,1350,7.736,99.701,Percent,DMSO,
Source[1],,384LDV_DMSO,C6,Destination[1],,384PP_Dest,E16,0,0,,,1350,1350,9.59,98.48,Percent,DMSO,
Source[1],,384LDV_DMSO,C6,Destination[1],,384PP_Dest,E15,0,0,,,945,945,8.645,98.48,Percent,DMSO,
