Run ID,1615479995
Run Date/Time,2021-03-11 16:23:04
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,b3cpd.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384LDV_DMSO,A3,1.902,9.365,96.86,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A4,2.534,12.329,96.404,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A5,0.692,3.479,93.469,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A6,0.733,3.684,93.69,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A7,1.789,8.838,97.05,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A8,2.545,12.301,94.419,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A9,0.6,3.139,95.126,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A10,0.793,4.113,96.778,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A11,1.803,8.783,94.255,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A12,2.566,12.405,94.61,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A13,0.623,3.314,96.848,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A14,0.683,3.677,99.083,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A15,1.821,8.979,96.795,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A16,2.406,11.758,97.026,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A17,0.718,3.747,96.317,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A18,0.647,3.41,96.309,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A19,1.708,8.461,97.143,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A20,2.566,12.538,97.464,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A21,0.711,3.728,96.804,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A22,0.683,3.568,95.96,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,A23,1.804,8.807,94.764,Percent,DMSO,
