blank,,bm3-wt-heme-10in1000-tube40,,bm3-wt-heme-10in1000-tube42,,bm3-wt-heme-10in1000-tube43,,bm3-wt-heme-10in1000-spin-n-pool,,bm3-wt-heme-post-dil,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
799.9969482,0.0003067534999,799.9969482,0.02912740037,799.9969482,0.03895988315,799.9969482,0.02848264948,799.9969482,0.008971988223,799.9969482,0.005653557833,
798.9923096,-0.001638799324,798.9923096,0.0282540936,798.9923096,0.03880723193,798.9923096,0.02769963443,798.9923096,0.009425542317,798.9923096,0.004914768506,
797.9871826,-0.0007810018142,797.9871826,0.02883830667,797.9871826,0.04032882676,797.9871826,0.02870651148,797.9871826,0.01070236415,797.9871826,0.006772530265,
797.0163574,0.001748904004,797.0163574,0.03114831634,797.0163574,0.04094445705,797.0163574,0.02991335653,797.0163574,0.009957538918,797.0163574,0.006894335616,
796.010437,-0.0002303240326,796.010437,0.02865615487,796.010437,0.04004498571,796.010437,0.02878193371,796.010437,0.008890497498,796.010437,0.006059319247,
795.0041504,-0.0007359871524,795.0041504,0.0290492624,795.0041504,0.04120258987,795.0041504,0.02915937454,795.0041504,0.01103567798,795.0041504,0.007012834307,
793.9974365,0.0005615706905,793.9974365,0.02965089865,793.9974365,0.04077350721,793.9974365,0.02914553322,793.9974365,0.01030777674,793.9974365,0.005951499101,
792.9903564,0.0003690058948,792.9903564,0.03085945733,792.9903564,0.04098789394,792.9903564,0.0293478854,792.9903564,0.0104824705,792.9903564,0.007096762769,
791.9828491,0.001123531139,791.9828491,0.03035393357,791.9828491,0.04215794429,791.9828491,0.02997162566,791.9828491,0.01144376397,791.9828491,0.007182865869,
791.0097046,-0.0001723145833,791.0097046,0.02782761864,791.0097046,0.03922652826,791.0097046,0.02823867835,791.0097046,0.009283084422,791.0097046,0.005315725692,
790.0013428,-0.0007424476207,790.0013428,0.0286708381,790.0013428,0.03974592686,790.0013428,0.02873071097,790.0013428,0.009883647785,790.0013428,0.004920423497,
788.9926758,0.001032653148,788.9926758,0.0300864093,788.9926758,0.04078743979,788.9926758,0.0294933673,788.9926758,0.01091658138,788.9926758,0.007051034365,
787.9835815,-0.0008878606604,787.9835815,0.02906703204,787.9835815,0.03975917399,787.9835815,0.02863074467,787.9835815,0.01020965632,787.9835815,0.006728308275,
787.0089111,0.0007640748518,787.0089111,0.0318143107,787.0089111,0.04210603237,787.0089111,0.03014969639,787.0089111,0.01032519247,787.0089111,0.007256140467,
785.9989624,0.0005878538359,785.9989624,0.02954210341,785.9989624,0.04147907346,785.9989624,0.02930714749,785.9989624,0.01087647397,785.9989624,0.006011914928,
784.9887695,0.0004826790246,784.9887695,0.03027862683,784.9887695,0.04154740274,784.9887695,0.02974142693,784.9887695,0.01140419301,784.9887695,0.007141970098,
784.0128784,-0.0002322385699,784.0128784,0.03012269922,784.0128784,0.04127463326,784.0128784,0.03008851781,784.0128784,0.01009862777,784.0128784,0.006847366225,
783.001709,0.0005966670578,783.001709,0.03024984524,783.001709,0.04235318303,783.001709,0.02925957367,783.001709,0.01094286144,783.001709,0.007023988757,
781.9902954,-0.0002951032948,781.9902954,0.03109236434,781.9902954,0.04106607661,781.9902954,0.02953368053,781.9902954,0.01086604316,781.9902954,0.007472087629,
781.0134277,0.0008196237613,781.0134277,0.03186531365,781.0134277,0.04244234413,781.0134277,0.03115118109,781.0134277,0.01043731254,781.0134277,0.007367260288,
780.0010986,0.0002652827534,780.0010986,0.03108113073,780.0010986,0.04178340361,780.0010986,0.03105404787,780.0010986,0.0121231284,780.0010986,0.006812918,
778.9884644,-0.0009134346619,778.9884644,0.0307185743,778.9884644,0.04226606712,778.9884644,0.02971647866,778.9884644,0.01021230593,778.9884644,0.007151496131,
778.010376,0.0003315704816,778.010376,0.03029489145,778.010376,0.04236266017,778.010376,0.02926358767,778.010376,0.01034618728,778.010376,0.006151806563,
776.9969482,5.384314591E-006,776.9969482,0.03239943087,776.9969482,0.04266900942,776.9969482,0.031261269,776.9969482,0.01197419595,776.9969482,0.006571857724,
775.9831543,0.0005726384697,775.9831543,0.03193755075,775.9831543,0.04255413637,775.9831543,0.03107114695,775.9831543,0.01078865398,775.9831543,0.007224555127,
775.0039063,-0.0001775414421,775.0039063,0.02945588529,775.0039063,0.04122339562,775.0039063,0.02842828259,775.0039063,0.008906614967,775.0039063,0.006081841886,
773.9893188,-6.46065746E-005,773.9893188,0.03196290508,773.9893188,0.04293362796,773.9893188,0.03079106659,773.9893188,0.01258403715,773.9893188,0.006991236471,
773.0093384,-0.0002986731124,773.0093384,0.03164916858,773.0093384,0.0427787751,773.0093384,0.03029713966,773.0093384,0.01078440808,773.0093384,0.006102869753,
771.9940186,-6.476186536E-005,771.9940186,0.03117187135,771.9940186,0.04239470884,771.9940186,0.03020200133,771.9940186,0.01133000199,771.9940186,0.006310758647,
771.0132446,-0.0003864091123,771.0132446,0.03138727695,771.0132446,0.04326377437,771.0132446,0.03054338135,771.0132446,0.01077565085,771.0132446,0.007620696444,
769.9971313,-0.0004093230527,769.9971313,0.03158917278,769.9971313,0.04333332926,769.9971313,0.03096157871,769.9971313,0.01063619833,769.9971313,0.006207812577,
769.015686,-6.34159951E-005,769.015686,0.03232865036,769.015686,0.04366323724,769.015686,0.03133911267,769.015686,0.01076132152,769.015686,0.006039501168,
767.9988403,-0.0001815779833,767.9988403,0.03214906901,767.9988403,0.04292013869,767.9988403,0.0301809404,767.9988403,0.01114601642,767.9988403,0.006547496188,
767.0166626,-0.0002125235624,767.0166626,0.03139879555,767.0166626,0.04393020645,767.0166626,0.03152189031,767.0166626,0.0117465565,767.0166626,0.007418446243,
765.9989624,1.85088611E-005,765.9989624,0.03215885535,765.9989624,0.04469976574,765.9989624,0.03207016364,765.9989624,0.01097970922,765.9989624,0.008053114638,
765.0160522,-0.0005096027162,765.0160522,0.03168132901,765.0160522,0.04365152866,765.0160522,0.0307975132,765.0160522,0.01064718142,765.0160522,0.006680147257,
763.9975586,-8.335201528E-006,763.9975586,0.03327841312,763.9975586,0.04447757453,763.9975586,0.03233077005,763.9975586,0.01273320615,763.9975586,0.007530160714,
763.0139771,-0.0007947481936,763.0139771,0.03227129206,763.0139771,0.04505822435,763.0139771,0.03288048133,763.0139771,0.01109226421,763.0139771,0.006570438389,
761.994751,-0.0001560125966,761.994751,0.03277648613,761.994751,0.0446430482,761.994751,0.03061709367,761.994751,0.01126135048,761.994751,0.006840897258,
761.010376,0.0003710008168,761.010376,0.03393405303,761.010376,0.04498641193,761.010376,0.0334491767,761.010376,0.01254683919,761.010376,0.00771636283,
759.9904785,0.000168006547,759.9904785,0.0340180546,759.9904785,0.04673807696,759.9904785,0.03290681168,759.9904785,0.01261700038,759.9904785,0.008245555684,
759.0053101,-0.0001614466601,759.0053101,0.03337975964,759.0053101,0.04540893063,759.0053101,0.0326176472,759.0053101,0.01169852726,759.0053101,0.007510012016,
757.9846191,0.0003002256562,757.9846191,0.03324867785,757.9846191,0.04575255513,757.9846191,0.03279099986,757.9846191,0.01363797858,757.9846191,0.008158082142,
756.9987793,8.882384282E-005,756.9987793,0.03293459862,756.9987793,0.04448391125,756.9987793,0.03247677907,756.9987793,0.01204474363,756.9987793,0.006975032389,
756.0124512,0.0003169598931,756.0124512,0.03394709527,756.0124512,0.0457255207,756.0124512,0.03288271651,756.0124512,0.01331315096,756.0124512,0.007788515184,
754.9906616,-0.0005873177433,754.9906616,0.03370137885,754.9906616,0.04610126093,754.9906616,0.03382109851,754.9906616,0.01289834548,754.9906616,0.007789569441,
754.0037231,-0.001024444588,754.0037231,0.0326436013,754.0037231,0.04555118084,754.0037231,0.0325437896,754.0037231,0.01135840639,754.0037231,0.006920400076,
753.0164185,0.0002513737127,753.0164185,0.03376785293,753.0164185,0.04566432163,753.0164185,0.03347319365,753.0164185,0.01258281153,753.0164185,0.007778553292,
751.9934692,0.0006114944699,751.9934692,0.03539900854,751.9934692,0.04687476531,751.9934692,0.03354768455,751.9934692,0.013529649,751.9934692,0.007184734102,
751.0054321,-0.0007702008006,751.0054321,0.03460887447,751.0054321,0.04627610743,751.0054321,0.03336248547,751.0054321,0.01187162753,751.0054321,0.007423212286,
750.0170288,-0.0001190591356,750.0170288,0.03477716446,750.0170288,0.04768365622,750.0170288,0.03323953971,750.0170288,0.01279918477,750.0170288,0.008525639772,
748.992981,0.0003349641338,748.992981,0.03518826142,748.992981,0.0475182943,748.992981,0.03483653814,748.992981,0.01331971772,748.992981,0.008131626993,
748.0039063,-0.0001446267124,748.0039063,0.03514520079,748.0039063,0.04782177135,748.0039063,0.03438203409,748.0039063,0.01305586565,748.0039063,0.007383057848,
747.0144043,0.001113279839,747.0144043,0.03589678183,747.0144043,0.04770714417,747.0144043,0.03493078798,747.0144043,0.01323980838,747.0144043,0.008232787251,
745.9891968,0.0004266808683,745.9891968,0.03588991985,745.9891968,0.04639505222,745.9891968,0.03434121236,745.9891968,0.01328328438,745.9891968,0.00802292116,
744.9990845,-1.133790647E-005,744.9990845,0.03527492285,744.9990845,0.0466032438,744.9990845,0.03406484053,744.9990845,0.0124145681,744.9990845,0.007733016275,
744.0085449,-1.071665884E-005,744.0085449,0.03555350006,744.0085449,0.04715041444,744.0085449,0.0342868939,744.0085449,0.01302481536,744.0085449,0.007712753024,
743.0176392,-0.0001707620395,743.0176392,0.03582185507,743.0176392,0.04824801534,743.0176392,0.03446368873,743.0176392,0.01376958005,743.0176392,0.007673888467,
741.9910278,-0.000103428014,741.9910278,0.03598493338,741.9910278,0.04751447961,741.9910278,0.03351720423,741.9910278,0.01248710603,741.9910278,0.007175233681,
740.9993896,-0.0003608557454,740.9993896,0.03562896699,740.9993896,0.04813593253,740.9993896,0.03468824551,740.9993896,0.01395289041,740.9993896,0.007967656478,
740.0074463,8.149667701E-005,740.0074463,0.03624936193,740.0074463,0.04804016277,740.0074463,0.03568334505,740.0074463,0.0136608975,740.0074463,0.007864106447,
739.0151367,0.0005084908917,739.0151367,0.03615580872,739.0151367,0.0483327806,739.0151367,0.03517577052,739.0151367,0.01339801308,739.0151367,0.009205871262,
737.9871216,0.0003247832356,737.9871216,0.0361097306,737.9871216,0.04943117127,737.9871216,0.03593454137,737.9871216,0.01458407007,737.9871216,0.00863177795,
736.9940796,0.0004487320257,736.9940796,0.03657609969,736.9940796,0.04912404343,736.9940796,0.03536241874,736.9940796,0.01389245503,736.9940796,0.007870116271,
736.0006714,-1.982819958E-005,736.0006714,0.03583211824,736.0006714,0.04944065586,736.0006714,0.0352807343,736.0006714,0.01292463951,736.0006714,0.008107599802,
735.007019,0.0003138772154,735.007019,0.03653363511,735.007019,0.04910134897,735.007019,0.0357831493,735.007019,0.01388459746,735.007019,0.008695552126,
734.0129395,-0.0001470591669,734.0129395,0.03632469848,734.0129395,0.04940544441,734.0129395,0.03552144766,734.0129395,0.01459820475,734.0129395,0.008752573282,
732.9830322,-0.0003137281456,732.9830322,0.03658522293,732.9830322,0.04900168255,732.9830322,0.035749726,732.9830322,0.0134816356,732.9830322,0.008179843426,
731.9882202,-0.0003266615677,731.9882202,0.03668056056,731.9882202,0.04926583916,731.9882202,0.03664239496,731.9882202,0.01407707389,731.9882202,0.008606930263,
730.993103,-3.178680709E-005,730.993103,0.03707124665,730.993103,0.04953914881,730.993103,0.03612053394,730.993103,0.01437068451,730.993103,0.008354818448,
729.9976807,0.0006745164865,729.9976807,0.03769763187,729.9976807,0.05054717883,729.9976807,0.03675678745,729.9976807,0.01498068776,729.9976807,0.009522162378,
729.0018921,-0.0003411983198,729.0018921,0.03734423593,729.0018921,0.05026771501,729.0018921,0.03630719334,729.0018921,0.01458645239,729.0018921,0.008348564617,
728.0057373,-0.0001194731958,728.0057373,0.03735154495,728.0057373,0.05063998699,728.0057373,0.03659485653,728.0057373,0.01442489773,728.0057373,0.008214057423,
727.0092773,-0.0002647844958,727.0092773,0.03772787005,727.0092773,0.05159017816,727.0092773,0.03689628839,727.0092773,0.01513269264,727.0092773,0.009103188291,
726.0124512,-7.785801427E-005,726.0124512,0.03728471696,726.0124512,0.05026152357,726.0124512,0.03554892167,726.0124512,0.01371211,726.0124512,0.00761152897,
725.0152588,-0.0004802297335,725.0152588,0.03731526434,725.0152588,0.05072411895,725.0152588,0.03604199737,725.0152588,0.01448235568,725.0152588,0.008449775167,
724.0177612,-0.000625316985,724.0177612,0.0379617773,724.0177612,0.05074393004,724.0177612,0.03639233485,724.0177612,0.01406993531,724.0177612,0.008233631961,
722.9842529,-0.0001740223815,722.9842529,0.03760303184,722.9842529,0.05082318932,722.9842529,0.03681040183,722.9842529,0.01416451856,722.9842529,0.008273627609,
721.9860229,0.0008628852665,721.9860229,0.03851428628,721.9860229,0.05153954402,721.9860229,0.03838738054,721.9860229,0.01560292579,721.9860229,0.008638246916,
720.9874878,0.0006118314341,720.9874878,0.03883839771,720.9874878,0.05203040689,720.9874878,0.03783856705,720.9874878,0.0148744341,720.9874878,0.008974736556,
719.9885254,-0.0001887712278,719.9885254,0.03823131323,719.9885254,0.05227568001,719.9885254,0.03751525283,719.9885254,0.01514912397,719.9885254,0.008666027337,
