blank,,bm3-wt-heme-10in1000-tube40,,bm3-wt-heme-10in1000-tube42,,bm3-wt-heme-10in1000-tube43,,bm3-wt-heme-10in1000-spin-n-pool,,bm3-wt-heme-post-dil,,
718.9894409,0.000504940399,718.9894409,0.03834901005,718.9894409,0.05276866257,718.9894409,0.03831477091,718.9894409,0.01534151845,718.9894409,0.009333650582,
717.9898071,-7.485577225E-005,717.9898071,0.03877004236,717.9898071,0.05261569843,717.9898071,0.03745881468,717.9898071,0.01528515294,717.9898071,0.008948840201,
716.9898682,-9.861434228E-005,716.9898682,0.03888898715,716.9898682,0.05218336731,716.9898682,0.03797957674,716.9898682,0.01481579896,716.9898682,0.008478467353,
715.989624,-0.000306588714,715.989624,0.03865206242,715.989624,0.05283645168,715.989624,0.0379390344,715.989624,0.01512537524,715.989624,0.008247534744,
714.9890137,3.807992834E-005,714.9890137,0.03933633119,714.9890137,0.05319838226,714.9890137,0.03838783503,714.9890137,0.01529705804,714.9890137,0.008925903589,
713.9880981,-0.0008915805956,713.9880981,0.03897064179,713.9880981,0.05227573961,713.9880981,0.03777042404,713.9880981,0.01441630814,713.9880981,0.007962779142,
712.9868164,0.0006289924495,712.9868164,0.03993630782,712.9868164,0.0536030829,712.9868164,0.03886172548,712.9868164,0.01562404353,712.9868164,0.009493163787,
711.9852905,-0.0002981040161,711.9852905,0.04013923928,711.9852905,0.05387954786,711.9852905,0.03877094761,711.9852905,0.01586607471,711.9852905,0.008777851239,
710.9832764,4.721857476E-005,710.9832764,0.03981877863,710.9832764,0.05376201868,710.9832764,0.03843596578,710.9832764,0.01552345417,710.9832764,0.008597134613,
710.0167847,-0.0001960678346,710.0167847,0.03967231885,710.0167847,0.05321131647,710.0167847,0.03829627857,710.0167847,0.01529716514,710.0167847,0.008422194049,
709.0142212,-0.0001059124697,709.0142212,0.04022942111,709.0142212,0.05346674472,709.0142212,0.03923179582,709.0142212,0.01563593186,709.0142212,0.008802866563,
708.0112915,-0.0004138229706,708.0112915,0.03962459043,708.0112915,0.05406881124,708.0112915,0.03867331147,708.0112915,0.01561572496,708.0112915,0.00875386782,
707.0079956,-2.127774496E-005,707.0079956,0.04123825207,707.0079956,0.0540423952,707.0079956,0.03910836577,707.0079956,0.01607823558,707.0079956,0.009048552252,
706.0043945,0.0002774567693,706.0043945,0.04097685963,706.0043945,0.05465224758,706.0043945,0.03914244473,706.0043945,0.015637381,706.0043945,0.008509219624,
705.0004272,0.0001292678789,705.0004272,0.04164303467,705.0004272,0.05471146479,705.0004272,0.04026588798,705.0004272,0.0164213758,705.0004272,0.009700511582,
703.9962158,-0.0005617761635,703.9962158,0.04012845084,703.9962158,0.05425270274,703.9962158,0.03956072778,703.9962158,0.01583605818,703.9962158,0.008604580536,
702.9915771,0.0001719427528,702.9915771,0.04044678062,702.9915771,0.05418169871,702.9915771,0.0394349359,702.9915771,0.01585227437,702.9915771,0.008649284951,
701.9866943,-0.0004113402683,701.9866943,0.04130754247,701.9866943,0.05517165363,701.9866943,0.04038868099,701.9866943,0.01654113084,701.9866943,0.009564659558,
701.0172729,8.160023572E-005,701.0172729,0.04152831808,701.0172729,0.05533445999,701.0172729,0.04085423797,701.0172729,0.01650219411,701.0172729,0.009599829093,
700.0117188,0.0003084372729,700.0117188,0.04058204591,700.0117188,0.05541838706,700.0117188,0.04032007977,700.0117188,0.01664733514,700.0117188,0.009384144098,
699.0057373,0.0003603786172,699.0057373,0.04165175557,699.0057373,0.05599772185,699.0057373,0.04069620371,699.0057373,0.01644312404,699.0057373,0.00933703687,
697.9995728,0.0006174048176,697.9995728,0.04223251343,697.9995728,0.05697996542,697.9995728,0.04154939577,697.9995728,0.01759524271,697.9995728,0.009521580301,
696.992981,0.00101436046,696.992981,0.04283490777,696.992981,0.05654804781,696.992981,0.04086669534,696.992981,0.01638105139,696.992981,0.009578578174,
695.9860229,-0.0006220083451,695.9860229,0.04245944321,695.9860229,0.05670792237,695.9860229,0.04103381187,695.9860229,0.01661258563,695.9860229,0.01061221771,
695.0147705,-0.0003421812144,695.0147705,0.04180156067,695.0147705,0.05643498525,695.0147705,0.04115725309,695.0147705,0.01707812399,695.0147705,0.01036127191,
694.0072632,-0.0004845737421,694.0072632,0.04178545624,694.0072632,0.05564109981,694.0072632,0.04122328013,694.0072632,0.01639338955,694.0072632,0.009073477238,
692.9993286,0.0001916761103,692.9993286,0.04300167039,692.9993286,0.05696222559,692.9993286,0.04236859456,692.9993286,0.01697781682,692.9993286,0.01047740597,
691.9911499,0.000335404533,691.9911499,0.04177864641,691.9911499,0.05744011328,691.9911499,0.04118704796,691.9911499,0.01738535799,691.9911499,0.009928457439,
690.982605,-2.702411075E-005,690.982605,0.04227707908,690.982605,0.05690541491,690.982605,0.04144037142,690.982605,0.01735906117,690.982605,0.009341717698,
690.0097656,-0.0005840087542,690.0097656,0.04241534323,690.0097656,0.0572803542,690.0097656,0.04108992219,690.0097656,0.01657670923,690.0097656,0.008806115948,
689.0006104,0.0003178406623,689.0006104,0.04371968657,689.0006104,0.05812157318,689.0006104,0.04206134379,689.0006104,0.01775555313,689.0006104,0.009385334328,
687.9911499,-0.0004384939384,687.9911499,0.04337861016,687.9911499,0.05808337033,687.9911499,0.04165161029,687.9911499,0.01684881747,687.9911499,0.009370045736,
687.017334,2.995109753E-005,687.017334,0.04358710349,687.017334,0.05775223672,687.017334,0.04198882729,687.017334,0.01758340746,687.017334,0.009865719825,
686.0071411,-0.0009569845279,686.0071411,0.04271899164,686.0071411,0.05863625929,686.0071411,0.04186575115,686.0071411,0.01734475605,686.0071411,0.009870937094,
684.9967041,0.001438221661,684.9967041,0.04506681114,684.9967041,0.06061016396,684.9967041,0.04379738867,684.9967041,0.01875926182,684.9967041,0.01122269873,
683.9859619,-0.0006916914717,683.9859619,0.043543607,683.9859619,0.05834153295,683.9859619,0.04231722653,683.9859619,0.01720266603,683.9859619,0.01025097445,
683.0109253,-9.421470168E-005,683.0109253,0.04404006153,683.0109253,0.05965389684,683.0109253,0.04287062213,683.0109253,0.01727029867,683.0109253,0.01050578151,
681.9994507,-0.000199793707,681.9994507,0.04464714974,681.9994507,0.05910816416,681.9994507,0.04270910844,681.9994507,0.01782564446,681.9994507,0.01037439518,
680.9877319,-0.0006508547813,680.9877319,0.0441279076,680.9877319,0.05887817964,680.9877319,0.0436261408,680.9877319,0.01738829352,680.9877319,0.009617216885,
680.0118408,0.0001319349394,680.0118408,0.04457388446,680.0118408,0.05972781777,680.0118408,0.04328016192,680.0118408,0.01822966151,680.0118408,0.01018540747,
678.9994507,5.394970867E-005,678.9994507,0.04526956752,678.9994507,0.05954435468,678.9994507,0.04359185323,678.9994507,0.01836282574,678.9994507,0.01030377392,
677.9866943,-0.000627798494,677.9866943,0.04526272789,677.9866943,0.05959305167,677.9866943,0.04283330962,677.9866943,0.01816930436,677.9866943,0.01022879034,
677.0098877,0.0005081539857,677.0098877,0.04605572298,677.0098877,0.06069731712,677.0098877,0.0438074097,677.0098877,0.01964402571,677.0098877,0.01123252697,
675.996582,0.000573312398,675.996582,0.04612699524,675.996582,0.06171093881,675.996582,0.04416114837,675.996582,0.01965713315,675.996582,0.00961562898,
674.9829102,0.00113365287,674.9829102,0.04607080668,674.9829102,0.06216412038,674.9829102,0.04574490339,674.9829102,0.0204747729,674.9829102,0.01142691448,
674.005127,-3.044083132E-005,674.005127,0.04663664475,674.005127,0.06186341122,674.005127,0.04499241337,674.005127,0.01972872391,674.005127,0.01082880609,
672.9909058,0.0002376982302,672.9909058,0.04758318886,672.9909058,0.06280634552,672.9909058,0.04661952704,672.9909058,0.02016255446,672.9909058,0.01109871734,
672.0125122,0.0006837203982,672.0125122,0.0476414226,672.0125122,0.06337678432,672.0125122,0.04554163665,672.0125122,0.02043070644,672.0125122,0.01170347352,
670.9976196,0.0005169396754,670.9976196,0.04814064875,670.9976196,0.06277254224,670.9976196,0.0462150313,670.9976196,0.02016128041,670.9976196,0.01150851138,
669.9823608,5.506294474E-005,669.9823608,0.04780258238,669.9823608,0.06329008192,669.9823608,0.04640251398,669.9823608,0.02078683674,669.9823608,0.0117941387,
669.0031738,-0.0003481819876,669.0031738,0.04855012521,669.0031738,0.06293068081,669.0031738,0.04554839432,669.0031738,0.02008454874,669.0031738,0.01147929952,
667.9873047,0.0004313449317,667.9873047,0.04853527248,667.9873047,0.06454977393,667.9873047,0.047347188,667.9873047,0.02125597559,667.9873047,0.01238566823,
667.0074463,0.0001060159775,667.0074463,0.04908627644,667.0074463,0.06343759596,667.0074463,0.04665572569,667.0074463,0.02165816538,667.0074463,0.01135582943,
665.9910278,-0.001057189424,665.9910278,0.04826386645,665.9910278,0.06395091116,665.9910278,0.0456699878,665.9910278,0.0215811152,665.9910278,0.01054954063,
665.010498,-9.685449186E-005,665.010498,0.04920790717,665.010498,0.06547604501,665.010498,0.04690178856,665.010498,0.02123561502,665.010498,0.0116716167,
663.9934082,6.552232662E-005,663.9934082,0.0493503958,663.9934082,0.06489682943,663.9934082,0.04784006625,663.9934082,0.02188392915,663.9934082,0.01220179442,
663.0124512,-0.0003667010751,663.0124512,0.04994494841,663.0124512,0.06561437249,663.0124512,0.04784934223,663.0124512,0.02200116962,663.0124512,0.01221933961,
661.994751,0.0002877401712,661.994751,0.05060517043,661.994751,0.06644888967,661.994751,0.04881663993,661.994751,0.02307264693,661.994751,0.01232925989,
661.0130615,0.000637028832,661.0130615,0.05072667822,661.0130615,0.06699498743,661.0130615,0.04903471842,661.0130615,0.02305162698,661.0130615,0.01276540756,
659.9946899,-0.0002038817911,659.9946899,0.05096114427,659.9946899,0.06684263796,659.9946899,0.0494196862,659.9946899,0.02262905613,659.9946899,0.01265407074,
659.0125122,-0.0001394512074,659.0125122,0.05165854096,659.0125122,0.06702820957,659.0125122,0.0492846556,659.0125122,0.02329431102,659.0125122,0.01250817999,
657.9935913,-0.000145972328,657.9935913,0.05192635953,657.9935913,0.06843203306,657.9935913,0.05055113509,657.9935913,0.02359616198,657.9935913,0.01334699802,
657.0107422,0.0001840364566,657.0107422,0.0520827882,657.0107422,0.06844085455,657.0107422,0.05028343573,657.0107422,0.02374457009,657.0107422,0.01353616454,
655.991272,-0.0008513311041,655.991272,0.05259740725,655.991272,0.06827639043,655.991272,0.05068350583,655.991272,0.02310868166,655.991272,0.01297768485,
655.0078125,0.0002092089999,655.0078125,0.05322878435,655.0078125,0.06936885417,655.0078125,0.0502528064,655.0078125,0.0247458443,655.0078125,0.01308083441,
653.9876709,0.0003808460024,653.9876709,0.05339590088,653.9876709,0.06946647167,653.9876709,0.05137276277,653.9876709,0.02442262694,653.9876709,0.0133676324,
653.0036621,-0.0002526253229,653.0036621,0.05301964656,653.0036621,0.06949587911,653.0036621,0.05099194124,653.0036621,0.0239373371,653.0036621,0.01251566596,
651.9829102,0.0002977130061,651.9829102,0.05319788679,651.9829102,0.06989663094,651.9829102,0.05188794062,651.9829102,0.02415265702,651.9829102,0.01353741996,
650.998291,0.0001786240173,650.998291,0.0542772226,650.998291,0.07090262324,650.998291,0.05219840258,650.998291,0.02525464632,650.998291,0.01495651994,
650.0134277,9.718679939E-005,650.0134277,0.0543958582,650.0134277,0.07064316422,650.0134277,0.05190436542,650.0134277,0.02520526573,650.0134277,0.0140693197,
648.9918213,0.00140162895,648.9918213,0.05495344102,648.9918213,0.07193178684,648.9918213,0.05330750719,648.9918213,0.02567340992,648.9918213,0.01397080068,
648.0063477,-0.0001484565437,648.0063477,0.05437687412,648.0063477,0.07111064345,648.0063477,0.0523885116,648.0063477,0.02547558956,648.0063477,0.01361217536,
646.9840698,0.000223064897,646.9840698,0.05478158593,646.9840698,0.07114189863,646.9840698,0.05264372006,646.9840698,0.02475867048,646.9840698,0.01416949276,
645.9981079,-0.0002568163909,645.9981079,0.05491117015,645.9981079,0.07130284607,645.9981079,0.05255226418,645.9981079,0.02614368312,645.9981079,0.01384752896,
645.0117188,0.0001597199007,645.0117188,0.05446308106,645.0117188,0.07121008635,645.0117188,0.05243173614,645.0117188,0.02583857253,645.0117188,0.01472822297,
643.9885864,-0.000991542358,643.9885864,0.05555904284,643.9885864,0.07235017419,643.9885864,0.05342045799,643.9885864,0.02543235756,643.9885864,0.01372154057,
643.001709,-0.000195343353,643.001709,0.05522185937,643.001709,0.07222812623,643.001709,0.05360000581,643.001709,0.02527626604,643.001709,0.01390285231,
642.0144653,0.0003371661587,642.0144653,0.05549656227,642.0144653,0.07209923118,642.0144653,0.0534722209,642.0144653,0.02560709417,642.0144653,0.01464776043,
640.9904785,-1.708440323E-005,640.9904785,0.05549179763,640.9904785,0.07169986516,640.9904785,0.05321436003,640.9904785,0.02491046302,640.9904785,0.01394420303,
640.0026855,-0.0002106606844,640.0026855,0.05511602014,640.0026855,0.07216487825,640.0026855,0.0536474511,640.0026855,0.02521733567,640.0026855,0.01348969992,
639.0146484,0.0002038739622,639.0146484,0.05629737303,639.0146484,0.07395710051,639.0146484,0.05358636007,639.0146484,0.02572388947,639.0146484,0.01472626813,
637.9898071,-0.0006219049683,637.9898071,0.0554052107,637.9898071,0.07278384268,637.9898071,0.05291694403,637.9898071,0.02503546141,637.9898071,0.01383675914,
637.0011597,-0.0001664148876,637.0011597,0.05602119118,637.0011597,0.07250159234,637.0011597,0.05380107462,637.0011597,0.02524658106,637.0011597,0.01336234715,
636.0122681,4.905668175E-005,636.0122681,0.05612808093,636.0122681,0.07333815098,636.0122681,0.05374309421,636.0122681,0.02601385675,636.0122681,0.01443498675,
634.9864502,0.0006694349577,634.9864502,0.05643147975,634.9864502,0.07381502539,634.9864502,0.05484331772,634.9864502,0.02622556314,634.9864502,0.01475722622,
633.9970093,-0.0003520617611,633.9970093,0.05585286021,633.9970093,0.07409459352,633.9970093,0.05396931618,633.9970093,0.02497234009,633.9970093,0.01355793048,
633.0072632,0.0001098221619,633.0072632,0.0570769906,633.0072632,0.07425387204,633.0072632,0.05459814519,633.0072632,0.02604958788,633.0072632,0.014461454,
632.0172729,0.0003182292276,632.0172729,0.05677252263,632.0172729,0.07422374189,632.0172729,0.05503937975,632.0172729,0.02594421804,632.0172729,0.01449177694,
630.9902954,0.0004945999826,630.9902954,0.05734350532,630.9902954,0.07505464554,630.9902954,0.05522485822,630.9902954,0.0265951734,630.9902954,0.01489125751,
629.9996948,-0.0004708692722,629.9996948,0.05695744604,629.9996948,0.07442466915,629.9996948,0.05501225963,629.9996948,0.02595913969,629.9996948,0.01406199392,
