blank,,wt,,a82f,,dm,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
287.9927673,-0.004454008769,287.9927673,0.2538701594,287.9927673,0.6532299519,287.9927673,0.3955630064,
285.9936523,0.002844742034,285.9936523,0.2816789448,285.9936523,0.7627269626,285.9936523,0.4530176818,
283.9940186,-0.0001437986357,283.9940186,0.3045780063,283.9940186,0.8244243264,283.9940186,0.4814055264,
281.993988,-0.0021926919,281.993988,0.316296041,281.993988,0.8474045992,281.993988,0.4949007034,
279.9934692,0.0004079473147,279.9934692,0.3210557103,279.9934692,0.8565217853,279.9934692,0.4979043603,
277.9925537,0.0007683535805,277.9925537,0.3246482015,277.9925537,0.8697023392,277.9925537,0.4982633591,
275.9911804,0.0001298634306,275.9911804,0.3184439838,275.9911804,0.8566634059,275.9911804,0.4867598116,
273.9893494,-4.193506811E-006,273.9893494,0.3110771179,273.9893494,0.8379986286,273.9893494,0.4765175879,
271.9871521,0.000406548148,271.9871521,0.2997121811,271.9871521,0.7930819988,271.9871521,0.4561540484,
269.9844666,-0.001647206256,269.9844666,0.2909055352,269.9844666,0.757932961,269.9844666,0.4416794777,
267.9814148,-0.00120538834,267.9814148,0.275652796,267.9814148,0.7277892828,267.9814148,0.4214827716,
266.0171814,0.0006342809065,266.0171814,0.2659470737,266.0171814,0.6863093376,266.0171814,0.4012251496,
264.0132446,0.002068521921,264.0132446,0.2490151823,264.0132446,0.6416461468,264.0132446,0.3782940209,
262.0089417,0.001173182041,262.0089417,0.2389534861,262.0089417,0.5934279561,262.0089417,0.3636945188,
260.0041809,7.574894698E-005,260.0041809,0.2293742001,260.0041809,0.5638979077,260.0041809,0.3493289948,
257.999054,-0.000317970349,257.999054,0.2194841951,257.999054,0.5283159018,257.999054,0.3379243314,
255.9934692,-5.559949932E-005,255.9934692,0.2080039531,255.9934692,0.4834547341,255.9934692,0.3174678683,
253.9875031,0.0004293497477,253.9875031,0.2018410563,253.9875031,0.4663234949,253.9875031,0.3124133646,
251.9811554,-0.0004381319159,251.9811554,0.2019733638,251.9811554,0.4585936666,251.9811554,0.313155055,
250.0137787,0.0004661457206,250.0137787,0.2029369324,250.0137787,0.4543780982,250.0137787,0.3160954416,
248.0066071,0.0001555507479,248.0066071,0.2160179317,248.0066071,0.4831496477,248.0066071,0.3366510272,
245.999115,0.003704113653,245.999115,0.2401027232,245.999115,0.5365187526,245.999115,0.3704523742,
243.9911652,0.007645908743,243.9911652,0.2846342325,243.9911652,0.669080615,243.9911652,0.4135088027,
241.9828949,0.0186950732,241.9828949,0.3279604018,241.9828949,0.8091621399,241.9828949,0.5019928813,
240.0135956,0.03118188493,240.0135956,0.4118562937,240.0135956,1.044781089,240.0135956,0.6449570656,
238.0045471,-0.001381921815,238.0045471,0.4726916254,238.0045471,1.108576536,238.0045471,0.7226186395,
235.9951324,0.03575447947,235.9951324,0.4341307878,235.9951324,0.6382896304,235.9951324,0.7334439754,
233.9853058,0.06344591826,233.9853058,0.5899634957,233.9853058,0.6374164224,233.9853058,0.377969563,
232.0145874,10,232.0145874,10,232.0145874,-0.3546774089,232.0145874,-0.5029284954,
230.0040436,3.432453871,230.0040436,3.613195658,230.0040436,4.516786575,230.0040436,3.43866396,
227.9931793,2.767155886,227.9931793,2.942008018,227.9931793,10,227.9931793,10,
225.9819183,-0.3004902005,225.9819183,-0.3233782649,225.9819183,-0.16452007,225.9819183,-0.04350727051,
224.0097961,-0.04404598102,224.0097961,0.2122073323,224.0097961,0.3666415513,224.0097961,-0.1354710311,
221.9978485,-0.02194183506,221.9978485,-0.1212770492,221.9978485,-0.06674153358,221.9978485,0.09849618375,
219.9855499,0.1495774984,219.9855499,-0.1820841581,219.9855499,0.2212726772,219.9855499,0.05883528665,
218.0123901,0.4078719616,218.0123901,0.1373236179,218.0123901,0.2764607668,218.0123901,0.05677007511,
215.9994202,-0.5720419884,215.9994202,-0.4593333304,215.9994202,0.4067692459,215.9994202,0.1460681558,
213.9861145,-0.04990309104,213.9861145,-0.2634005547,213.9861145,-0.2163718343,213.9861145,0.5600553155,
212.0119629,0.001815236639,212.0119629,0.8657993674,212.0119629,0.5686824322,212.0119629,0.238530457,
209.9979858,-0.2681881785,209.9979858,0.02278468944,209.9979858,0.002269231947,209.9979858,0.1819514185,
207.9836884,-0.1842678636,207.9836884,0.101940915,207.9836884,0.1311928034,207.9836884,0.1891603321,
206.0085602,0.3932025433,206.0085602,0.2656786442,206.0085602,0.598403275,206.0085602,10,
203.9936066,1.054879546,203.9936066,0.09162665904,203.9936066,0.03486105055,203.9936066,0.06245207042,
202.0178375,0.4861278832,202.0178375,-0.1688255817,202.0178375,0.1136115268,202.0178375,10,
200.0022583,-1.100225925,200.0022583,10,200.0022583,-1.254230738,200.0022583,-1.173565507,

blank,
blank
Collection Time: 12/03/2021 09:48:13
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  9600.000
UV-Vis Data Interval (nm)  2.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 09:47:26
Method Modifications:
Common Interval nm Changed: 12/03/2021 09:47:53, Old:     5.00, New:     2.00
Baseline Correction Changed: 12/03/2021 09:47:53, Old:0, New:1
Storage Changed: 12/03/2021 09:47:53, Old:1, New:0
End Method Modifications
<Current Wavelength> , 316.0

wt,
wt
Collection Time: 12/03/2021 09:48:29
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  9600.000
UV-Vis Data Interval (nm)  2.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 09:47:26
Method Modifications:
Common Interval nm Changed: 12/03/2021 09:47:53, Old:     5.00, New:     2.00
Baseline Correction Changed: 12/03/2021 09:47:53, Old:0, New:1
Storage Changed: 12/03/2021 09:47:53, Old:1, New:0
End Method Modifications
<Current Wavelength> , 206.1

a82f,
a82f
Collection Time: 12/03/2021 09:48:48
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  9600.000
UV-Vis Data Interval (nm)  2.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 09:47:26
Method Modifications:
Common Interval nm Changed: 12/03/2021 09:47:53, Old:     5.00, New:     2.00
Baseline Correction Changed: 12/03/2021 09:47:53, Old:0, New:1
Storage Changed: 12/03/2021 09:47:53, Old:1, New:0
End Method Modifications
<Current Wavelength> , 242.0

dm,
dm
Collection Time: 12/03/2021 09:49:29
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  9600.000
UV-Vis Data Interval (nm)  2.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 12/03/2021 09:47:26
Method Modifications:
Common Interval nm Changed: 12/03/2021 09:47:53, Old:     5.00, New:     2.00
Baseline Correction Changed: 12/03/2021 09:47:53, Old:0, New:1
Storage Changed: 12/03/2021 09:47:53, Old:1, New:0
End Method Modifications
<Current Wavelength> , 222.0

