blank,,wt,,a82f,,dm,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
584.008667,-0.0004825569049,584.008667,0.0181362126,584.008667,0.0489914231,584.008667,0.05496105179,
582.0018921,0.0001111426827,582.0018921,0.02069031075,582.0018921,0.05389616266,582.0018921,0.05997988582,
579.9940186,0.0002217699366,579.9940186,0.02176271752,579.9940186,0.05697869509,579.9940186,0.06574776769,
577.9851685,9.265576227E-005,577.9851685,0.02294370718,577.9851685,0.06031025946,577.9851685,0.0706256777,
576.0124512,0.0004337288265,576.0124512,0.02422734536,576.0124512,0.06367195398,576.0124512,0.07615672052,
574.0015259,0.0004790509702,574.0015259,0.0252122879,574.0015259,0.06681504101,574.0015259,0.08064069599,
571.989563,-0.0001440573978,571.989563,0.02612845227,571.989563,0.06878816336,571.989563,0.0833671838,
570.0139771,0.0001599788666,570.0139771,0.02666400746,570.0139771,0.06981156021,570.0139771,0.08594425023,
568.000061,0.0002310937416,568.000061,0.02611767687,568.000061,0.06928331405,568.000061,0.08561220765,
565.9851685,0.0001377092995,565.9851685,0.026798103,565.9851685,0.07013982534,565.9851685,0.08716236055,
564.0065918,6.280389789E-005,564.0065918,0.02642884292,564.0065918,0.06963633746,564.0065918,0.08563541621,
561.9897461,6.376182137E-005,561.9897461,0.0253112223,561.9897461,0.06722326577,561.9897461,0.08300429583,
560.0092773,0.0001865484664,560.0092773,0.02507412806,560.0092773,0.06634319574,560.0092773,0.08148609847,
557.9904175,0.0002293066646,557.9904175,0.02466090024,557.9904175,0.06562496722,557.9904175,0.08007692546,
556.0079956,0.0002520471462,556.0079956,0.0243456047,556.0079956,0.06462281942,556.0079956,0.07855469733,
553.9872437,0.0005093979416,553.9872437,0.02431642078,553.9872437,0.06426487118,553.9872437,0.07761496305,
552.0029907,0.0007091552834,552.0029907,0.02417022549,552.0029907,0.0652166456,552.0029907,0.07850882411,
550.0177002,1.672265716E-005,550.0177002,0.02409814671,550.0177002,0.06502526253,550.0177002,0.07737468928,
547.9940796,0.0005632036482,547.9940796,0.02464372292,547.9940796,0.06582134962,547.9940796,0.07873309404,
546.006958,0.000740425894,546.006958,0.02580599114,546.006958,0.0678851828,546.006958,0.08111292124,
543.9814453,0.0002035890793,543.9814453,0.02563705109,543.9814453,0.06747005135,543.9814453,0.08069174737,
541.9924316,0.0003646015539,541.9924316,0.02596290596,541.9924316,0.06863863766,541.9924316,0.08302611113,
540.0025635,0.0006261668168,540.0025635,0.02784359828,540.0025635,0.07111168653,540.0025635,0.08541014045,
538.0116577,0.0001579590171,538.0116577,0.02677921578,538.0116577,0.06991152465,538.0116577,0.08425167203,
535.9824219,0.0002119801502,535.9824219,0.02693684027,535.9824219,0.07140223682,535.9824219,0.08604004979,
533.9897461,0.0005082317512,533.9897461,0.02697592415,533.9897461,0.06908721477,533.9897461,0.08462088555,
531.9962158,0.000568698626,531.9962158,0.02801836841,531.9962158,0.0703695491,531.9962158,0.08415032923,
530.00177,-3.535879296E-005,530.00177,0.02597040683,530.00177,0.06733131409,530.00177,0.08158513159,
528.0064697,0.0001549292647,528.0064697,0.02708939649,528.0064697,0.06933314353,528.0064697,0.08302617073,
526.0101929,0.0003699644876,526.0101929,0.02606261708,526.0101929,0.0665570125,526.0101929,0.08010468632,
524.0130615,0.001253107912,524.0130615,0.02683954313,524.0130615,0.06540252268,524.0130615,0.07931941748,
522.0150146,0.0006410470814,522.0150146,0.02543232962,522.0150146,0.06370081753,522.0150146,0.0753101036,
520.0161133,0.0008439772646,520.0161133,0.02467605285,520.0161133,0.06200685725,520.0161133,0.07289600372,
518.0163574,0.0004827049561,518.0163574,0.02441778034,518.0163574,0.06106395647,518.0163574,0.07167045772,
516.015686,0.0002900455729,516.015686,0.02394896187,516.015686,0.0592728667,516.015686,0.06871561706,
514.0140991,-0.0003401119611,514.0140991,0.02313672006,514.0140991,0.05728286505,514.0140991,0.06595876068,
512.0117188,0.0006368733011,512.0117188,0.0234025903,512.0117188,0.05688030273,512.0117188,0.06521045417,
510.0083923,-0.000102444581,510.0083923,0.02236153185,510.0083923,0.05587908998,510.0083923,0.06361296773,
508.0043335,0.0004252298095,508.0043335,0.0226579085,508.0043335,0.0549861677,508.0043335,0.0621513091,
505.9992981,0.0004320704611,505.9992981,0.0225220602,505.9992981,0.05460043624,505.9992981,0.06134947762,
503.9934387,0.0006002442678,503.9934387,0.02244122885,503.9934387,0.05428434908,503.9934387,0.05994898081,
501.9866943,0.0002605168556,501.9866943,0.02233899385,501.9866943,0.05354456976,501.9866943,0.0603155829,
500.0170593,0.0006822166615,500.0170593,0.02223934419,500.0170593,0.05308487266,500.0170593,0.05976530537,
498.008606,0.0002373356256,498.008606,0.02152080648,498.008606,0.05322840437,498.008606,0.05936224759,
495.9993591,0.0004186224833,495.9993591,0.02196204104,495.9993591,0.0535903424,495.9993591,0.06066618115,
493.9892883,0.000245805044,493.9892883,0.02193018422,493.9892883,0.0527141504,493.9892883,0.05905353278,
492.0163269,1.568717926E-005,492.0163269,0.02175172232,492.0163269,0.05267013609,492.0163269,0.05922489241,
490.0046082,0.0002740376513,490.0046082,0.02210479602,490.0046082,0.05399672315,490.0046082,0.05987647548,
487.9919739,0.0001878692128,487.9919739,0.02194828913,487.9919739,0.05337658152,487.9919739,0.06017643958,
486.0166016,-0.0003686150303,486.0166016,0.02339742705,486.0166016,0.05503846705,486.0166016,0.06105618179,
484.0023804,0.000891495205,484.0023804,0.02334620804,484.0023804,0.05623528734,484.0023804,0.06292514503,
481.9874268,-0.0001332922839,481.9874268,0.02379900776,481.9874268,0.05604584143,481.9874268,0.06287135184,
480.009613,-0.0003100032336,480.009613,0.02350054123,480.009613,0.05632761121,480.009613,0.06390601397,
477.9929199,-7.371698302E-005,477.9929199,0.02389174141,477.9929199,0.05758494511,477.9929199,0.06508059055,
476.0135498,0.0005181318847,476.0135498,0.02472170256,476.0135498,0.05940501392,476.0135498,0.06658218056,
473.9953308,-5.798069833E-005,473.9953308,0.02436307259,473.9953308,0.05962339789,473.9953308,0.06775391102,
472.0143738,-0.0002369472786,472.0143738,0.02528625354,472.0143738,0.06179508939,472.0143738,0.07008576393,
469.9945374,0.0001513557363,469.9945374,0.02576874197,469.9945374,0.06413865089,469.9945374,0.07289600372,
468.012085,0.0004017288738,468.012085,0.0263086129,468.012085,0.06612921506,468.012085,0.07611548156,
465.9906006,4.80470153E-005,465.9906006,0.02729371563,465.9906006,0.06953819841,465.9906006,0.07997642457,
464.0065613,3.109015961E-005,464.0065613,0.02848618664,464.0065613,0.07267730683,464.0065613,0.08418608457,
461.9836731,0.0002207339712,461.9836731,0.02916250192,461.9836731,0.07599138469,461.9836731,0.08884938061,
459.9980774,1.889716805E-005,459.9980774,0.03162266314,459.9980774,0.08114656061,459.9980774,0.09477368742,
458.0117798,0.0003754051868,458.0117798,0.03350132331,458.0117798,0.08659774065,458.0117798,0.1018828154,
455.9865112,0.0001783650514,455.9865112,0.03498322517,455.9865112,0.09226439893,455.9865112,0.1092718542,
453.9986877,0.0001741698361,453.9986877,0.03701655567,453.9986877,0.09858378023,453.9986877,0.1173094809,
452.0101013,0.0002211224491,452.0101013,0.03858715668,452.0101013,0.1065046564,452.0101013,0.1279720962,
449.9825745,0.0001522620732,449.9825745,0.0416563414,449.9825745,0.1146252975,449.9825745,0.1388750523,
447.9924927,0.0004938225029,447.9924927,0.04499895871,447.9924927,0.125221923,447.9924927,0.1513943523,
446.00177,-0.0004346666683,446.00177,0.04873348773,446.00177,0.1371420175,446.00177,0.1672838181,
444.0102234,-3.934488996E-005,444.0102234,0.05251317471,444.0102234,0.1502407789,444.0102234,0.184875071,
442.0180664,0.0002500009723,442.0180664,0.05741213262,442.0180664,0.1675204784,442.0180664,0.2071433663,
439.9867554,0.0004012366117,439.9867554,0.06371457875,439.9867554,0.1892347187,439.9867554,0.2352503687,
437.9930725,0.0002221584145,437.9930725,0.07127078623,437.9930725,0.213463217,437.9930725,0.265837878,
435.9986267,0.0003657932975,435.9986267,0.08025646955,435.9986267,0.2422982305,435.9986267,0.3059756756,
434.0035706,0.0005252072006,434.0035706,0.09134132415,434.0035706,0.2759675384,434.0035706,0.3497926593,
432.007782,0.0005934787332,432.007782,0.1042415202,432.007782,0.3131970763,432.007782,0.3986621499,
430.0112305,5.612440509E-005,430.0112305,0.1181275398,430.0112305,0.3545753658,430.0112305,0.4600437582,
428.0140381,-0.0001560125966,428.0140381,0.1333195418,428.0140381,0.3952457011,428.0140381,0.5163610578,
426.0160522,0.0007506425027,426.0160522,0.1495352685,426.0160522,0.4387903214,426.0160522,0.5806342959,
424.0175171,0.0003316740913,424.0175171,0.1629367769,424.0175171,0.4725585878,424.0175171,0.634072721,
422.0181885,0.0001594868518,422.0181885,0.1742351502,422.0181885,0.4996457696,422.0181885,0.678031683,
420.018219,0.0003906654892,420.018219,0.1812459379,420.018219,0.5146315694,420.018219,0.7066351175,
418.0174866,0.0004366827779,418.0174866,0.1823994815,418.0174866,0.5152719021,418.0174866,0.7141202688,
416.0161743,0.0001919609931,416.0161743,0.1793921441,416.0161743,0.5015435815,416.0161743,0.7012893558,
414.0140991,0.0003649901773,414.0140991,0.1722314209,414.0140991,0.4791912436,414.0140991,0.671692729,
412.0114136,-0.0002963967272,412.0114136,0.1619565636,412.0114136,0.4497668147,412.0114136,0.6301991343,
410.0080261,0.0002769128187,410.0080261,0.1506934315,410.0080261,0.4179466963,410.0080261,0.5852475762,
408.0039063,0.0002725871163,408.0039063,0.1388386935,408.0039063,0.3859460354,408.0039063,0.5369917154,
405.9992676,-3.266686326E-005,405.9992676,0.1280834377,405.9992676,0.3539688587,405.9992676,0.4901169837,
403.9938354,0.0005306239473,403.9938354,0.1182914451,403.9938354,0.3301524818,403.9938354,0.4527705312,
401.9878235,0.0003216227924,401.9878235,0.1094026044,401.9878235,0.3059386909,401.9878235,0.4156531096,
399.9810791,-3.313277557E-005,399.9810791,0.1006386951,399.9810791,0.2839731872,399.9810791,0.3825843036,
398.0123596,0.0006076579448,398.0123596,0.09571442753,398.0123596,0.2692454159,398.0123596,0.3559907675,
396.004364,0.0002851757745,396.004364,0.08880450577,396.004364,0.251157701,396.004364,0.329945296,
393.9957581,-0.0001994832273,393.9957581,0.08411365747,393.9957581,0.2376200557,393.9957581,0.3102262318,
391.9864502,0.0004268104094,391.9864502,0.07933308929,391.9864502,0.2237701714,391.9864502,0.2899219394,
390.0151672,0.0005156179541,390.0151672,0.07548116148,390.0151672,0.2144560814,390.0151672,0.2743973434,
388.0046387,0.0002766019898,388.0046387,0.07255179435,388.0046387,0.2027615905,388.0046387,0.2581480742,
385.9934692,0.0002438883967,385.9934692,0.06897638738,385.9934692,0.1944571733,385.9934692,0.2455046922,
383.9816589,0.000591119926,383.9816589,0.06660674512,383.9816589,0.1875976324,383.9816589,0.2334280163,
382.0079041,0.0003749647585,382.0079041,0.06553001702,382.0079041,0.1825735718,382.0079041,0.2270881236,
379.994873,-5.254533608E-005,379.994873,0.06364171207,379.994873,0.1781125665,379.994873,0.2209046632,
377.9812012,0.0006053767866,377.9812012,0.06310328096,377.9812012,0.1750635803,377.9812012,0.2157816589,
376.0056763,0.0002358852216,376.0056763,0.06350829452,376.0056763,0.1767654568,376.0056763,0.2148992419,
373.9908142,3.989211109E-005,373.9908142,0.06412625313,373.9908142,0.1774532795,373.9908142,0.2154049575,
372.0140686,0.0001897338079,372.0140686,0.06471910328,372.0140686,0.1795862913,372.0140686,0.2167873532,
369.9979858,0.000369446323,369.9979858,0.06530674547,369.9979858,0.182738781,369.9979858,0.2197330147,
367.9812927,0.0003232807212,367.9812927,0.06597325206,367.9812927,0.1851767004,367.9812927,0.2209521979,
366.0028076,0.0001120489251,366.0028076,0.06800187379,366.0028076,0.1884009093,366.0028076,0.2260777056,
363.9848938,0.0002601542219,363.9848938,0.06872832775,363.9848938,0.1901178658,363.9848938,0.2297340333,
362.005249,-0.001100569963,362.005249,0.06820372492,362.005249,0.1916376352,362.005249,0.2288006097,
359.9861755,0.0002988009655,359.9861755,0.07128298283,359.9861755,0.1935038567,359.9861755,0.2336368114,
358.0054016,0.0002511664934,358.0054016,0.07064377517,358.0054016,0.1919671595,358.0054016,0.231912896,
355.985199,0.000371078524,355.985199,0.07174477726,355.985199,0.191846475,355.985199,0.2311918736,
354.0032349,0.0004671822826,354.0032349,0.07143738866,354.0032349,0.1903187186,354.0032349,0.228249684,
351.9818726,0.0004153058981,351.9818726,0.0716471374,351.9818726,0.1880592704,351.9818726,0.2242794335,
349.9988098,0.0002438625088,349.9988098,0.07017116249,349.9988098,0.1842310131,349.9988098,0.2176221311,
348.0152283,0.0004198403039,348.0152283,0.06829135865,348.0152283,0.1791488081,348.0152283,0.2114809901,
345.9921875,0.0006883353926,345.9921875,0.06736347824,345.9921875,0.1736102253,345.9921875,0.2043179274,
344.0074768,-6.967943773E-005,344.0074768,0.06610827148,344.0074768,0.1687593311,344.0074768,0.197038278,
341.9833069,0.0004993425682,341.9833069,0.06489960104,341.9833069,0.1623633951,341.9833069,0.1892741919,
339.9975281,-0.0002402071113,339.9975281,0.06383302808,339.9975281,0.1568976194,339.9975281,0.182540074,
338.0112,0.000329679373,338.0112,0.06298978627,338.0112,0.1530079544,338.0112,0.1756897867,
335.9853821,0.0002322074288,335.9853821,0.06167537346,335.9853821,0.1473798305,335.9853821,0.1673185229,
333.9979858,0.0004957661731,333.9979858,0.06092475355,333.9979858,0.1413047165,333.9979858,0.1590720415,
332.0100708,-0.0001148667361,332.0100708,0.0592251271,332.0100708,0.1371235251,332.0100708,0.152980268,
329.9826355,0.0002379831276,329.9826355,0.05941848829,329.9826355,0.1308040619,329.9826355,0.1448366046,
327.9936829,-0.0001042044096,327.9936829,0.05666777864,327.9936829,0.1262979358,327.9936829,0.1381096691,
326.0041809,-3.867191481E-005,326.0041809,0.05638089776,326.0041809,0.1216735318,326.0041809,0.1316345632,
324.0142212,0.0004260071728,324.0142212,0.05592404678,324.0142212,0.1180121303,324.0142212,0.1253262311,
321.9846802,-0.0001870117412,321.9846802,0.05510099977,321.9846802,0.1146254987,321.9846802,0.1204948425,
319.9936523,-0.0002043992718,319.9936523,0.05449140072,319.9936523,0.1108938828,319.9936523,0.115892075,
318.0021667,-4.182970952E-005,318.0021667,0.05495728925,318.0021667,0.11033272,318.0021667,0.1136769354,
316.0101013,-1.050957599E-005,316.0101013,0.05500591174,316.0101013,0.1081557497,316.0101013,0.1103447378,
314.0176392,-0.001541411155,314.0176392,0.05657320097,314.0176392,0.1108255908,314.0176392,0.1128820851,
311.9855347,0.0001132399848,311.9855347,0.0568401441,311.9855347,0.1110412776,311.9855347,0.1119779944,
309.9920044,0.0002434740018,309.9920044,0.05925551057,309.9920044,0.1159614101,309.9920044,0.1161894426,
307.9980164,0.0001330483647,307.9980164,0.06177031994,307.9980164,0.1229198799,307.9980164,0.1225294769,
306.00354,0.0007353436085,306.00354,0.06744153798,306.00354,0.1341928542,306.00354,0.1318998486,
304.0085754,8.141899889E-005,304.0085754,0.07389532775,304.0085754,0.1525318623,304.0085754,0.144167006,
302.0131531,0.001715117716,302.0131531,0.08592941612,302.0131531,0.1851751953,302.0131531,0.164833352,
300.0172119,0.0004689444322,300.0172119,0.09577609599,300.0172119,0.2191757858,300.0172119,0.1862313151,
297.9816895,0.0006395175005,297.9816895,0.1137456819,297.9816895,0.2699685991,297.9816895,0.2141947001,
295.9848633,7.939952047E-005,295.9848633,0.1386422366,295.9848633,0.3363569081,295.9848633,0.2469056398,
293.9875183,0.002348579001,293.9875183,0.1628496796,293.9875183,0.4185735881,293.9875183,0.3012083471,
291.9896851,-0.006477563642,291.9896851,0.2112660259,291.9896851,0.5205629468,291.9896851,0.328597486,
289.9914856,0.0003740579705,289.9914856,0.2328230441,289.9914856,0.5960019231,289.9914856,0.3714585304,
