baseline,,wt,,a82f,,dm,,
544.9943237,4.750334847E-005,544.9943237,0.1029658914,544.9943237,0.1033436209,544.9943237,0.094179295,
543.9814453,-0.000721670338,543.9814453,0.1040065214,543.9814453,0.1038181633,543.9814453,0.09532280266,
543.0057983,0.0003619071504,543.0057983,0.1062627435,543.0057983,0.1053082049,543.0057983,0.0971614942,
541.9924316,-0.0005562437,541.9924316,0.1071834266,541.9924316,0.1062740162,541.9924316,0.09755783528,
541.0164185,0.000171554304,541.0164185,0.1079210117,541.0164185,0.1063536704,541.0164185,0.09742884338,
540.0025635,-0.0003940644674,540.0025635,0.1091789752,540.0025635,0.1061794981,540.0025635,0.09849078953,
538.9884644,-0.0001576169452,538.9884644,0.1098325774,538.9884644,0.1065259576,538.9884644,0.09860729426,
538.0116577,-0.0001222681021,538.0116577,0.1101170182,538.0116577,0.1067471653,538.0116577,0.0997228995,
536.9971924,-0.0003282653051,536.9971924,0.1101722568,536.9971924,0.1066057235,536.9971924,0.09950251132,
535.9824219,9.190491255E-005,535.9824219,0.1105534062,535.9824219,0.1064193845,535.9824219,0.09926322103,
535.0050049,-8.789985441E-005,535.0050049,0.110242486,535.0050049,0.1058751941,535.0050049,0.09969281405,
533.9897461,0.0006314033526,533.9897461,0.1106992438,533.9897461,0.1059340313,533.9897461,0.09998971224,
533.0119019,-0.000365356158,533.0119019,0.1081942692,533.0119019,0.1048242599,533.0119019,0.09805615991,
531.9962158,0.0004647204769,531.9962158,0.1090283245,531.9962158,0.1041162238,531.9962158,0.09838139266,
531.0179443,9.138708265E-005,531.0179443,0.1074452549,531.0179443,0.102675736,531.0179443,0.09764585644,
530.00177,-0.0001301869052,530.00177,0.1059199944,530.00177,0.1011630893,530.00177,0.09662312269,
528.9854126,0.0005894868518,528.9854126,0.1064719707,528.9854126,0.100662291,528.9854126,0.09473318607,
528.0064697,-8.256838919E-005,528.0064697,0.1041870266,528.0064697,0.09918622673,528.0064697,0.09284124523,
526.989563,-0.0002805132826,526.989563,0.1025437117,526.989563,0.09813494235,526.989563,0.09222272038,
526.0101929,-0.0002813928295,526.0101929,0.1007086709,526.0101929,0.09676645696,526.0101929,0.09051188827,
524.9929199,1.330559189E-005,524.9929199,0.1000454426,524.9929199,0.09588912874,524.9929199,0.08936048299,
524.0130615,-0.0003384565352,524.0130615,0.09809435159,524.0130615,0.09361804277,524.0130615,0.0870783031,
522.9953003,-9.214426973E-005,522.9953003,0.09584842622,522.9953003,0.09221286327,522.9953003,0.08535074443,
522.0150146,0.0002759285271,522.0150146,0.09452013671,522.0150146,0.0914984569,522.0150146,0.08389272541,
520.9968262,-0.0004717484408,520.9968262,0.09300299734,520.9968262,0.08949326724,520.9968262,0.08186193556,
520.0161133,-0.0003675804764,520.0161133,0.0917006284,520.0161133,0.08824060112,520.0161133,0.08066993207,
518.9974976,-0.0001002189019,518.9974976,0.08998098969,518.9974976,0.08697155118,518.9974976,0.07899286598,
518.0163574,-0.0003498890728,518.0163574,0.08874464035,518.0163574,0.08542400599,518.0163574,0.07737963647,
516.9972534,0.0007266053581,516.9972534,0.08817669749,516.9972534,0.08490252495,516.9972534,0.07640456408,
516.015686,-0.0004769199877,516.015686,0.08482485265,516.015686,0.08278956264,516.015686,0.07430307567,
514.9960327,5.071357373E-005,514.9960327,0.08327397704,514.9960327,0.08202581108,514.9960327,0.07316475362,
514.0140991,-0.0005369570572,514.0140991,0.08347524703,514.0140991,0.08058615029,514.0140991,0.0716593191,
512.9941406,8.688199887E-005,512.9941406,0.08194327354,512.9941406,0.0802295655,512.9941406,0.07078783214,
512.0117188,-0.0003565622319,512.0117188,0.08131989837,512.0117188,0.07971406728,512.0117188,0.06868247688,
510.9913025,0.0002063083957,510.9913025,0.08069461584,510.9913025,0.07853360474,510.9913025,0.0682271421,
510.0083923,0.0001942658564,510.0083923,0.07940450311,510.0083923,0.07801419497,510.0083923,0.0675579533,
508.9875793,3.971089245E-005,508.9875793,0.07869517058,508.9875793,0.07699674368,508.9875793,0.06586207449,
508.0043335,0.0003151724522,508.0043335,0.07859250903,508.0043335,0.07701028138,508.0043335,0.06610164046,
506.9829712,0.0001842436322,506.9829712,0.07699012756,506.9829712,0.07614213228,506.9829712,0.06476910412,
505.9992981,0.000619945291,505.9992981,0.07754464447,505.9992981,0.07640659809,505.9992981,0.0653905496,
505.0153198,0.0002874811471,505.0153198,0.07637891173,505.0153198,0.07550790161,505.0153198,0.06379623711,
503.9934387,-0.0004451140121,503.9934387,0.07577916235,503.9934387,0.07567422837,503.9934387,0.06337285787,
503.0091248,-0.001047686441,503.0091248,0.0750111416,503.0091248,0.07473697513,503.0091248,0.0624551177,
501.9866943,4.025454473E-005,501.9866943,0.07508277148,501.9866943,0.075199835,501.9866943,0.06277188659,
501.0019531,0.00034226969,501.0019531,0.07509307563,501.0019531,0.07512862235,501.0019531,0.06247215718,
500.0170593,0.0005916383234,500.0170593,0.07547173649,500.0170593,0.07483946532,500.0170593,0.06277738512,
498.993988,0.0002673289855,498.993988,0.07497148216,498.993988,0.07514126599,498.993988,0.06288640201,
498.008606,-0.0001692612423,498.008606,0.07377517223,498.008606,0.07450624555,498.008606,0.06226921454,
496.9851074,0.000186885125,496.9851074,0.07506455481,496.9851074,0.07531675696,496.9851074,0.06284628063,
495.9993591,0.0006080208695,495.9993591,0.07528685778,495.9993591,0.07557212561,495.9993591,0.06244528666,
495.0133972,-0.0004600605171,495.0133972,0.07492204756,495.0133972,0.07536574453,495.0133972,0.06260124594,
493.9892883,0.0006444690516,493.9892883,0.07558509707,493.9892883,0.07588337362,493.9892883,0.06336824596,
493.0028992,5.042879275E-005,493.0028992,0.07496090233,493.0028992,0.07597198337,493.0028992,0.06336905807,
492.0163269,0.000120101613,492.0163269,0.07487597317,492.0163269,0.07641366869,492.0163269,0.06358749419,
490.9915771,0.0001104435796,490.9915771,0.07666184008,490.9915771,0.07495938987,490.9915771,0.06298556179,
490.0046082,-0.0005896959919,490.0046082,0.07598567754,490.0046082,0.07525761425,490.0046082,0.0638550967,
489.0173645,0.0002013359481,489.0173645,0.07632993907,489.0173645,0.07778181881,489.0173645,0.06514275074,
487.9919739,0.0001990051387,487.9919739,0.07677093148,487.9919739,0.07831887156,487.9919739,0.06496942788,
487.0043945,3.116782318E-005,487.0043945,0.07684223354,487.0043945,0.07873352617,487.0043945,0.06493834406,
486.0166016,0.0001032455111,486.0166016,0.07825928926,486.0166016,0.07908832282,486.0166016,0.06606727839,
484.9906311,0.0002020092943,484.9906311,0.07835517079,484.9906311,0.08022549003,484.9906311,0.06712017208,
484.0023804,-0.0001065853357,484.0023804,0.07889059931,484.0023804,0.08016113192,484.0023804,0.0661489889,
483.0140076,0.000198228212,483.0140076,0.07972622663,483.0140076,0.08123029023,483.0140076,0.06627736986,
481.9874268,-0.0003314727219,481.9874268,0.08014655858,481.9874268,0.08224163949,481.9874268,0.06735604256,
480.9985657,-0.0001889264677,480.9985657,0.08109954,480.9985657,0.08344271779,480.9985657,0.0691377148,
480.009613,-0.0002258739842,480.009613,0.08166120201,480.009613,0.0842693001,480.009613,0.06989365071,
478.9822998,-1.465121113E-005,478.9822998,0.08250643313,478.9822998,0.08594219387,478.9822998,0.07052527368,
477.9929199,-0.0001019269839,477.9929199,0.083950378,477.9929199,0.08699767292,477.9929199,0.07165153325,
477.0033264,0.0003858204873,477.0033264,0.08543620259,477.0033264,0.08878103644,477.0033264,0.07333459705,
476.0135498,-0.0001228374313,476.0135498,0.08626706898,476.0135498,0.09023605287,476.0135498,0.074411273,
474.9854736,-0.0005436790525,474.9854736,0.0872958675,474.9854736,0.09192439169,474.9854736,0.07557409257,
473.9953308,-5.477125524E-005,473.9953308,0.08890325576,473.9953308,0.09440060705,473.9953308,0.0777137056,
473.0049133,0.000252098951,473.0049133,0.09067555517,473.0049133,0.09639266133,473.0049133,0.07971838862,
472.0143738,-0.0002305310045,472.0143738,0.09185364097,472.0143738,0.09878515452,472.0143738,0.08061058819,
470.9855347,0.0005192462704,470.9855347,0.0943826884,470.9855347,0.1015732363,470.9855347,0.08373998106,
469.9945374,0.0001796857832,469.9945374,0.096439071,469.9945374,0.1036544368,469.9945374,0.0856873095,
469.003418,-0.0004168745945,469.003418,0.09852856398,469.003418,0.1061808839,469.003418,0.08775235713,
468.012085,-4.405568325E-005,468.012085,0.1011189446,468.012085,0.1094435006,468.012085,0.09088474512,
466.9823608,-0.0002934477234,466.9823608,0.1033985987,466.9823608,0.1131221429,466.9823608,0.09348382801,
465.9906006,0.0004324591428,465.9906006,0.1063850522,465.9906006,0.1167847142,465.9906006,0.09658063203,
464.9987183,-7.77027235E-005,464.9987183,0.1100202948,464.9987183,0.1203638092,464.9987183,0.09973654896,
464.0065613,0.000184528486,464.0065613,0.1130981594,464.0065613,0.1243804768,464.0065613,0.1034484282,
463.0142822,0.0003226331028,463.0142822,0.116937004,463.0142822,0.1285122633,463.0142822,0.1069485247,
461.9836731,-0.0001169370589,461.9836731,0.1210251078,461.9836731,0.1333836168,461.9836731,0.1113067418,
460.9909668,-0.000341870822,460.9909668,0.1254850626,460.9909668,0.1386079639,460.9909668,0.116306223,
459.9980774,-0.0003904954356,459.9980774,0.130029887,459.9980774,0.1432860941,459.9980774,0.12033768,
459.0050354,-0.0003664424585,459.0050354,0.1341594607,459.0050354,0.1482418776,459.0050354,0.124508068,
458.0117798,-0.0002821689122,458.0117798,0.1393804997,458.0117798,0.1541782469,458.0117798,0.1293993145,
457.0183105,-5.694909078E-007,457.0183105,0.1453083605,457.0183105,0.1600503922,457.0183105,0.1362229437,
455.9865112,7.297867705E-005,455.9865112,0.1515984237,455.9865112,0.1674408317,455.9865112,0.141669184,
454.9926758,0.0005919752875,454.9926758,0.1587666869,454.9926758,0.1751704961,454.9926758,0.1486401409,
453.9986877,-6.678066711E-005,453.9986877,0.1643533409,453.9986877,0.1823171526,453.9986877,0.1562309116,
453.0045166,-2.055297227E-005,453.0045166,0.1712200046,453.0045166,0.1909490377,453.0045166,0.1634137183,
452.0101013,4.411193004E-005,452.0101013,0.1778182536,452.0101013,0.1992632449,452.0101013,0.1709640622,
451.0155945,-6.34159951E-005,451.0155945,0.1864741147,451.0155945,0.2093222439,451.0155945,0.1794770211,
449.9825745,0.0001735742117,449.9825745,0.1955875903,449.9825745,0.2195204943,449.9825745,0.1890394539,
448.9876404,-5.17716262E-006,448.9876404,0.2043689787,448.9876404,0.2309060097,448.9876404,0.1997702122,
447.9924927,7.820855535E-005,447.9924927,0.2141632587,447.9924927,0.243405208,447.9924927,0.2105209529,
446.9972534,0.0004605224822,446.9972534,0.2246581018,446.9972534,0.2569868267,446.9972534,0.2210076004,
446.00177,0.0004121188831,446.00177,0.2358691543,446.00177,0.2713453472,446.00177,0.2336695641,
445.0061035,-0.0003403188894,445.0061035,0.2483228743,445.0061035,0.286162287,445.0061035,0.2481324226,
444.0102234,-0.0004168745945,444.0102234,0.2616798282,444.0102234,0.3048436046,444.0102234,0.2610074282,
443.0142212,6.479741569E-005,443.0142212,0.2759864032,443.0142212,0.3238176107,443.0142212,0.2812151015,
442.0180664,0.0001245293533,442.0180664,0.2917948067,442.0180664,0.3439916968,442.0180664,0.296397835,
440.9833374,0.0002275713923,440.9833374,0.3123769164,440.9833374,0.368897289,440.9833374,0.3196074963,
439.9867554,-0.0001432810823,439.9867554,0.333319068,439.9867554,0.3925172389,439.9867554,0.3403475583,
438.9900208,0.001127865282,438.9900208,0.3546858728,438.9900208,0.4194232523,438.9900208,0.365519166,
437.9930725,0.0005913791247,437.9930725,0.3820922375,437.9930725,0.4449567199,437.9930725,0.390119493,
436.9959106,6.715339259E-005,436.9959106,0.405654639,436.9959106,0.4741654098,436.9959106,0.4198049903,
435.9986267,5.953776849E-007,435.9986267,0.4368971288,435.9986267,0.5070227981,435.9986267,0.4495449662,
435.0012207,-0.0002316693863,435.0012207,0.4669853449,435.0012207,0.5390917659,435.0012207,0.480506897,
434.0035706,-0.0002887913724,434.0035706,0.5004010797,434.0035706,0.5735248923,434.0035706,0.5180923343,
433.0057068,0.0005860393867,433.0057068,0.5439627767,433.0057068,0.6138103008,433.0057068,0.5549188852,
432.007782,-6.103482519E-005,432.007782,0.5849940777,432.007782,0.6471025944,432.007782,0.5907873511,
431.0095825,-0.0002094704978,431.0095825,0.6236177683,431.0095825,0.6877344251,431.0095825,0.629840374,
430.0112305,0.0002425156854,430.0112305,0.6673414707,430.0112305,0.7268202305,430.0112305,0.6749823093,
429.0127258,-0.0001701927686,429.0127258,0.7157163024,429.0127258,0.7607177496,429.0127258,0.7097963691,
428.0140381,-0.0001099496731,428.0140381,0.768217504,428.0140381,0.8000013828,428.0140381,0.7566503882,
427.0151672,9.262987442E-005,427.0151672,0.8138179779,427.0151672,0.8361192346,427.0151672,0.7964738607,
426.0160522,-0.000739139854,426.0160522,0.8609626889,426.0160522,0.8668237329,426.0160522,0.8402273059,
425.0168762,-0.0004524580436,425.0168762,0.9027383924,425.0168762,0.8913452625,425.0168762,0.8748154044,
424.0175171,-4.089963568E-006,424.0175171,0.9344269633,424.0175171,0.9172406197,424.0175171,0.9146538377,
423.0179749,-0.00056653301,423.0179749,0.9673448205,423.0179749,0.9372580647,423.0179749,0.9411444068,
422.0181885,-0.0001740741282,422.0181885,0.9970929027,422.0181885,0.9501864314,422.0181885,0.9697582722,
421.0182495,0.0002995780669,421.0182495,1.013939738,421.0182495,0.9597827196,421.0182495,0.9885387421,
420.018219,-0.0005676188157,420.018219,1.029571414,420.018219,0.9628373384,420.018219,0.9997534752,
419.0179138,0.0006437691045,419.0179138,1.034937501,419.0179138,0.9601464868,419.0179138,1.007027149,
418.0174866,0.0001194024953,418.0174866,1.033502698,418.0174866,0.9514151216,418.0174866,1.005243301,
417.0169373,-0.000508206489,417.0169373,1.023139596,417.0169373,0.9345039725,417.0169373,0.9944645762,
416.0161743,-2.107066757E-005,416.0161743,1.00926125,416.0161743,0.9153746367,416.0161743,0.9807077646,
415.0151978,0.0002999407297,415.0151978,0.9854108095,415.0151978,0.8954129815,415.0151978,0.9605915546,
414.0140991,-0.0001155395948,414.0140991,0.9580845237,414.0140991,0.8660097718,414.0140991,0.9359588027,
413.0128479,0.0005268659443,413.0128479,0.9268311858,413.0128479,0.8395289779,413.0128479,0.9068502188,
412.0114136,0.0005178467836,412.0114136,0.8959952593,412.0114136,0.8062589765,412.0114136,0.8729647994,
411.0097961,-0.0001650175836,411.0097961,0.8536501527,411.0097961,0.7739838958,411.0097961,0.83428967,
410.0080261,7.269388152E-005,410.0080261,0.8206238747,410.0080261,0.7471867204,410.0080261,0.8044819236,
409.006073,0.000329679373,409.006073,0.7877517939,409.006073,0.7180460095,409.006073,0.7700804472,
408.0039063,0.0007649565232,408.0039063,0.7510563135,408.0039063,0.6890363097,408.0039063,0.734372735,
407.0016785,-0.000256557687,407.0016785,0.7143709064,407.0016785,0.6568617821,407.0016785,0.7035149932,
405.9992676,0.0005755933817,405.9992676,0.6820968986,405.9992676,0.6319701076,405.9992676,0.6704210639,
404.9966431,-7.785801427E-005,404.9966431,0.6560667157,404.9966431,0.6069779396,404.9966431,0.6405471563,
403.9938354,-0.0006666213158,403.9938354,0.6267302036,403.9938354,0.5891532898,403.9938354,0.607526958,
402.9909058,0.0002397443459,402.9909058,0.6007442474,402.9909058,0.5632680655,402.9909058,0.5823093057,
401.9878235,0.0007036585012,401.9878235,0.5706335902,401.9878235,0.5448244214,401.9878235,0.558008492,
400.9845276,-0.000139865253,400.9845276,0.5459164381,400.9845276,0.5204549432,400.9845276,0.5359404683,
399.9810791,8.576868277E-005,399.9810791,0.5274521112,399.9810791,0.504463315,399.9810791,0.5138611197,
399.0161133,0.0002604391484,399.0161133,0.5086829662,399.0161133,0.4911488295,399.0161133,0.4966905415,
398.0123596,0.0009160084301,398.0123596,0.4875770509,398.0123596,0.4760654867,398.0123596,0.4784675837,
397.0084534,0.0001385897049,397.0084534,0.4693299234,397.0084534,0.4597998261,397.0084534,0.4609448016,
396.004364,-1.522068305E-005,396.004364,0.4521228075,396.004364,0.4450692534,396.004364,0.4427945614,
395.0001526,-7.671923231E-005,395.0001526,0.4342477024,395.0001526,0.4326106012,395.0001526,0.4265365005,
393.9957581,-0.00016180893,393.9957581,0.4212185442,393.9957581,0.4219512343,393.9957581,0.4161591232,
392.9911499,-0.0008267869125,392.9911499,0.4072512686,392.9911499,0.4088833034,392.9911499,0.4029074311,
391.9864502,-8.520824485E-005,391.9864502,0.3930481374,391.9864502,0.3975283206,391.9864502,0.3876673281,
390.9815369,-0.0001591177861,390.9815369,0.3804199398,390.9815369,0.3854036331,390.9815369,0.3745846152,
390.0151672,-0.0009208224365,390.0151672,0.3697081208,390.0151672,0.3798850477,390.0151672,0.3651738763,
389.0100098,-0.0002501417184,389.0100098,0.3589940667,389.0100098,0.3707306683,389.0100098,0.3517499864,
388.0046387,-0.0003015703405,388.0046387,0.3485808074,388.0046387,0.3631671369,388.0046387,0.3431786895,
386.9991455,-0.0006128060631,386.9991455,0.3390324414,386.9991455,0.3547144532,386.9991455,0.3324838281,
385.9934692,0.0004765372723,385.9934692,0.3306460083,385.9934692,0.3472932279,385.9934692,0.3237535655,
384.9876404,0.0005058992538,384.9876404,0.322958678,384.9876404,0.3428390622,384.9876404,0.3169573247,
383.9816589,1.749926741E-005,383.9816589,0.3165369332,383.9816589,0.3364322782,383.9816589,0.3104597032,
383.0142212,8.486249135E-005,383.0142212,0.3103830218,383.0142212,0.3325987458,383.0142212,0.3048098683,
382.0079041,0.0002486800367,382.0079041,0.3066433966,382.0079041,0.3299658298,382.0079041,0.3002534807,
381.0014954,0.0001648731413,381.0014954,0.3037212491,381.0014954,0.3267912865,381.0014954,0.2961422801,
379.994873,0.0005138296983,379.994873,0.299904108,379.994873,0.3254230022,379.994873,0.293119818,
378.9881287,-8.686462388E-005,378.9881287,0.2996941209,378.9881287,0.3251939714,378.9881287,0.2916880846,
377.9812012,7.479100168E-005,377.9812012,0.2976197004,377.9812012,0.3248681724,377.9812012,0.2908693254,
377.0128784,-0.0002355501929,377.0128784,0.2973776162,377.0128784,0.3257445097,377.0128784,0.2886120975,
376.0056763,0.0008123620646,376.0056763,0.2974278331,376.0056763,0.3261179924,376.0056763,0.2894106805,
374.9983215,-5.073620287E-006,374.9983215,0.2976305783,374.9983215,0.3291657865,374.9983215,0.2900082469,
373.9908142,0.0001211632334,373.9908142,0.2994457781,373.9908142,0.3316444457,373.9908142,0.2903763056,
372.9831238,0.0002810313308,372.9831238,0.3005628586,372.9831238,0.3340471685,372.9831238,0.2914280295,
372.0140686,-4.390038157E-005,372.0140686,0.3021612763,372.0140686,0.3382576406,372.0140686,0.2941220999,
371.006073,0.0005365072866,371.006073,0.306497246,371.006073,0.3425216675,371.006073,0.2967094481,
369.9979858,-0.0009215457249,369.9979858,0.3091749549,369.9979858,0.3458951116,369.9979858,0.2989725471,
368.9896851,-0.0006693092873,368.9896851,0.3123871088,368.9896851,0.3489594758,368.9896851,0.3013727069,
367.9812927,-9.664745448E-005,367.9812927,0.3157529533,367.9812927,0.3528192341,367.9812927,0.3045674264,
367.0115051,0.0003100433387,367.0115051,0.3196961284,367.0115051,0.3556911349,367.0115051,0.3078694344,
366.0028076,5.146435433E-005,366.0028076,0.3237722516,366.0028076,0.3595673144,366.0028076,0.3105669022,
364.9939575,0.0001094855616,364.9939575,0.3269643486,364.9939575,0.3624392748,364.9939575,0.3132193983,
363.9848938,-0.0001500091603,363.9848938,0.3298539519,363.9848938,0.3648112714,363.9848938,0.3159577549,
363.0145264,-0.0008315408486,363.0145264,0.3336517215,363.0145264,0.3671755791,363.0145264,0.3184580803,
362.005249,0.002370441565,362.005249,0.3386504054,362.005249,0.3685126901,362.005249,0.3200366795,
360.9957886,-0.001482699416,360.9957886,0.3381237388,360.9957886,0.3685624897,360.9957886,0.3208919168,
359.9861755,8.683021588E-005,359.9861755,0.3414946795,359.9861755,0.3696545064,359.9861755,0.3212285638,
359.0152893,0.0009699682705,359.0152893,0.3419704437,359.0152893,0.3706543744,359.0152893,0.3216585517,
358.0054016,-0.0005139981513,358.0054016,0.3414619565,358.0054016,0.367569983,358.0054016,0.32049191,
356.9953308,-6.766065053E-005,356.9953308,0.3436765373,356.9953308,0.3681770563,356.9953308,0.3202848136,
355.985199,-0.0001035832902,355.985199,0.3425507545,355.985199,0.3662676513,355.985199,0.3180828393,
355.0137024,-0.0007007886888,355.0137024,0.3403132558,355.0137024,0.3635866046,355.0137024,0.3168298602,
354.0032349,0.000408620981,354.0032349,0.339605242,354.0032349,0.3615445197,354.0032349,0.3132218122,
352.9926453,3.616420508E-005,352.9926453,0.3388138115,352.9926453,0.3575650156,352.9926453,0.3112014234,
351.9818726,-0.0004570609308,351.9818726,0.3342763484,351.9818726,0.3553969264,351.9818726,0.3057565391,
351.0098572,0.0002814716718,351.0098572,0.3305750787,351.0098572,0.3500680029,351.0098572,0.3034598529,
349.9988098,-0.0003934954875,349.9988098,0.3270423412,349.9988098,0.345743686,349.9988098,0.2970430255,
348.9876404,0.0001148712327,348.9876404,0.3240833282,348.9876404,0.3399578631,348.9876404,0.2937547863,
348.0152283,0.0005213714903,348.0152283,0.3215649128,348.0152283,0.3364028931,348.0152283,0.2893268764,
347.0037842,0.0001944730466,347.0037842,0.3158367276,347.0037842,0.3296613693,347.0037842,0.2827246487,
345.9921875,0.0003490053932,345.9921875,0.311229974,345.9921875,0.3240500391,345.9921875,0.2772082388,
345.0193481,4.144541163E-005,345.0193481,0.3074384332,345.0193481,0.3191018105,345.0193481,0.2727697492,
344.0074768,-0.0001036350513,344.0074768,0.3027536571,344.0074768,0.3118114173,344.0074768,0.2666112185,
342.9954834,-0.0001857179886,342.9954834,0.2983353138,342.9954834,0.306838423,342.9954834,0.2610985339,
341.9833069,-0.0005379912327,341.9833069,0.2924706936,341.9833069,0.3012690842,341.9833069,0.254540503,
341.0099487,-0.0003221607767,341.0099487,0.2889504135,341.0099487,0.2944791317,341.0099487,0.2497800589,
339.9975281,0.000191028681,339.9975281,0.2849744558,339.9975281,0.2899206877,339.9975281,0.245139569,
338.9849548,-5.037117444E-005,338.9849548,0.2795345783,338.9849548,0.2833954394,338.9849548,0.2379917651,
338.0112,-0.0002659745223,338.0112,0.2759971023,338.0112,0.2784567773,338.0112,0.2339649349,
336.9983215,-3.157973333E-005,336.9983215,0.2704547048,336.9983215,0.2723757625,336.9983215,0.2276385427,
335.9853821,-0.0001030656931,335.9853821,0.2656377554,335.9853821,0.2663445771,335.9853821,0.2219420224,
335.0112305,8.100474952E-005,335.0112305,0.2612356544,335.0112305,0.2614830136,335.0112305,0.2168535739,
333.9979858,-0.0003116070002,333.9979858,0.2575888038,333.9979858,0.2551870048,333.9979858,0.2114156187,
332.9846191,0.0005322567886,332.9846191,0.2542973757,332.9846191,0.2509842813,332.9846191,0.2060951144,
332.0100708,0.0009382920107,332.0100708,0.2499142885,332.0100708,0.2460033894,332.0100708,0.2002022862,
330.9964294,0.0001414380677,330.9964294,0.243986249,330.9964294,0.2378566563,330.9964294,0.1933050156,
329.9826355,3.681140879E-005,329.9826355,0.2406170964,329.9826355,0.2339597344,329.9826355,0.1886466444,
329.0077209,0.0006081764004,329.0077209,0.2362863868,329.0077209,0.2277320325,329.0077209,0.1833845377,
327.9936829,-0.0002907573944,327.9936829,0.2315808535,327.9936829,0.2218222916,327.9936829,0.1774276942,
327.0185242,-9.752737969E-005,327.0185242,0.227846846,327.0185242,0.2162713706,327.0185242,0.172395125,
326.0041809,0.0002855125058,326.0041809,0.2248927355,326.0041809,0.2130039632,326.0041809,0.1685366482,
324.9897461,-0.0005710829864,324.9897461,0.2204523236,324.9897461,0.2088339329,324.9897461,0.1646761447,
324.0142212,-0.0001416766754,324.0142212,0.2186143249,324.0142212,0.20597893,324.0142212,0.1603044719,
322.9994812,-0.0001834927534,322.9994812,0.2169474959,322.9994812,0.2011677325,322.9994812,0.1563796848,
321.9846802,0.0003568034153,321.9846802,0.2141067088,321.9846802,0.2000090182,321.9846802,0.1534978151,
321.0087585,-0.0001439021435,321.0087585,0.2124496102,321.0087585,0.1966009885,321.0087585,0.1501599401,
319.9936523,0.0003612853761,319.9936523,0.209662497,319.9936523,0.1933627874,319.9936523,0.1477899551,
319.0174866,-0.0003695461201,319.0174866,0.2079593241,319.0174866,0.1909816265,319.0174866,0.1446012557,
318.0021667,-0.000162792232,318.0021667,0.2071509063,318.0021667,0.1895729601,318.0021667,0.143149808,
316.9866638,0.0005499589606,316.9866638,0.2074634582,316.9866638,0.1896193922,316.9866638,0.1417078525,
316.0101013,-0.0002007769217,316.0101013,0.206620127,316.0101013,0.1891202778,316.0101013,0.1405441016,
314.9943848,-0.0004211157793,314.9943848,0.2076850086,314.9943848,0.1889887005,314.9943848,0.139330402,
314.0176392,0.0001580366952,314.0176392,0.2090762258,314.0176392,0.1901006252,314.0176392,0.1395536214,
313.0016479,-0.0006790790358,313.0016479,0.21101062,313.0016479,0.1915270984,313.0016479,0.1409347504,
311.9855347,0.00060890225,311.9855347,0.2154093832,311.9855347,0.1943052262,311.9855347,0.1423405111,
311.0083923,0.00037312528,311.0083923,0.2186854482,311.0083923,0.1975041032,311.0083923,0.144655183,
309.9920044,3.901190576E-005,309.9920044,0.2226728648,309.9920044,0.2011723816,309.9920044,0.1464465559,
309.0146484,-8.494943904E-005,309.0146484,0.2287211865,309.0146484,0.2076545656,309.0146484,0.1502776593,
307.9980164,0.0002252663398,307.9980164,0.2375047803,307.9980164,0.214363575,307.9980164,0.1549442708,
306.9812927,-0.000959464116,306.9812927,0.2496462464,306.9812927,0.2255506217,306.9812927,0.1606684923,
306.00354,0.0007186192088,306.00354,0.26744771,306.00354,0.2401963621,306.00354,0.1708430797,
304.9865417,0.0003230734728,304.9865417,0.2858833671,304.9865417,0.2566935122,304.9865417,0.1767053306,
304.0085754,-0.0004791437241,304.0085754,0.3059165776,304.0085754,0.2805953324,304.0085754,0.1890345067,
302.9913635,-2.474628127E-005,302.9913635,0.3384858072,302.9913635,0.304585278,302.9913635,0.2030846179,
302.0131531,-0.0001991209865,302.0131531,0.371722877,302.0131531,0.3410862088,302.0131531,0.2189930379,
300.9956665,5.884279381E-005,300.9956665,0.4055491388,300.9956665,0.3735293746,300.9956665,0.2354025692,
300.0172119,0.001821501297,300.0172119,0.4453782737,300.0172119,0.4094212949,300.0172119,0.2536892891,
298.9995422,0.001136352075,298.9995422,0.4922574162,298.9995422,0.465954721,298.9995422,0.2760806084,
297.9816895,0.00214676559,297.9816895,0.5554716587,297.9816895,0.5151013136,297.9816895,0.2913091481,
297.0028992,0.002243887633,297.0028992,0.6003771424,297.0028992,0.5643137693,297.0028992,0.3102353811,
295.9848633,0.001191014191,295.9848633,0.6732978821,295.9848633,0.6344266534,295.9848633,0.3321616948,
295.0058289,-0.002733325819,295.0058289,0.7356154323,295.0058289,0.7051820159,295.0058289,0.3637483716,
293.9875183,-0.0002179569274,293.9875183,0.8225569725,293.9875183,0.8038054109,293.9875183,0.397454083,
293.0082397,0.0008272486739,293.0082397,0.9249759912,293.0082397,0.8965775371,293.0082397,0.4213102758,
291.9896851,0.006911931094,291.9896851,1.064801931,291.9896851,1.013706446,291.9896851,0.4764846861,
291.0102234,0.003009812674,291.0102234,1.165245295,291.0102234,1.122059464,291.0102234,0.4987644553,
289.9914856,0.009596282616,289.9914856,1.197087884,289.9914856,1.163882256,289.9914856,0.5221327543,
289.0117798,0.004522001836,289.0117798,1.258148551,289.0117798,1.205387473,289.0117798,0.5361950397,
287.9927673,0.002459829673,287.9927673,1.338201761,287.9927673,1.314409614,287.9927673,0.5569477081,
287.0128174,-0.008814253844,287.0128174,1.424882174,287.0128174,1.395833135,287.0128174,0.5852921605,
