baseline,,wt,,dm,,
465.9906006,-0.0002526253229,465.9906006,0.2076600045,465.9906006,0.1216938496,
464.9987183,-0.0006824388984,464.9987183,0.2109209597,464.9987183,0.1256276071,
464.0065613,2.280613626E-005,464.0065613,0.2149236947,464.0065613,0.1289272457,
463.0142822,0.0007474271115,463.0142822,0.2199282795,463.0142822,0.1348364651,
461.9836731,-0.0006117720623,461.9836731,0.2251217216,461.9836731,0.1402334571,
460.9909668,-0.0004997257493,460.9909668,0.2303692997,460.9909668,0.1460910589,
459.9980774,-0.0008967471658,459.9980774,0.2357524782,459.9980774,0.1519349366,
459.0050354,-0.001045723911,459.0050354,0.2399269044,459.0050354,0.1566668302,
458.0117798,-0.001531351241,458.0117798,0.2471565008,458.0117798,0.1642866731,
457.0183105,-0.001566482475,457.0183105,0.2537979782,457.0183105,0.1718718112,
455.9865112,-0.0001040491261,455.9865112,0.2627535462,455.9865112,0.1807427704,
454.9926758,-1.915557505E-006,454.9926758,0.2699112296,454.9926758,0.1900969744,
453.9986877,0.0005368960556,453.9986877,0.2786262631,453.9986877,0.1993245631,
453.0045166,-6.978296733E-005,453.0045166,0.2865053713,453.0045166,0.208355844,
452.0101013,-0.00111601036,452.0101013,0.2947080135,452.0101013,0.2169557363,
451.0155945,0.0001412827114,451.0155945,0.3031186163,451.0155945,0.2287472188,
449.9825745,-0.001389353187,449.9825745,0.3140110373,449.9825745,0.2425335348,
448.9876404,-0.0006628477131,448.9876404,0.3238125741,448.9876404,0.2557871044,
447.9924927,-0.0007193961646,447.9924927,0.3355961442,447.9924927,0.2697411478,
446.9972534,-0.0005308038089,446.9972534,0.3465177119,446.9972534,0.2834013999,
446.00177,-0.0004444416845,446.00177,0.3606059253,446.00177,0.3015652895,
445.0061035,-0.0002737354953,445.0061035,0.3746656477,445.0061035,0.3206396699,
444.0102234,0.0001275329996,444.0102234,0.3923995495,444.0102234,0.3403131664,
443.0142212,-0.0002057964593,443.0142212,0.4091294408,443.0142212,0.3589119315,
442.0180664,-0.0004444416845,442.0180664,0.4256309569,442.0180664,0.3837698698,
440.9833374,-0.001194288139,440.9833374,0.4470799267,440.9833374,0.41488415,
439.9867554,-0.000880007341,439.9867554,0.4693085253,439.9867554,0.4420433939,
438.9900208,-1.10272822E-005,438.9900208,0.4957918525,438.9900208,0.4705862105,
437.9930725,-0.0009858603589,437.9930725,0.527130723,437.9930725,0.507024169,
436.9959106,-0.0007804333582,436.9959106,0.5569018722,436.9959106,0.5414518118,
435.9986267,-1.138981133E-006,435.9986267,0.5945980549,435.9986267,0.581750989,
435.0012207,0.0003227885172,435.0012207,0.6275116801,435.0012207,0.6280081272,
434.0035706,-0.001005075406,434.0035706,0.6627317071,434.0035706,0.6657965183,
433.0057068,-0.001148851588,433.0057068,0.7053397894,433.0057068,0.7112854123,
432.007782,-0.0008555680979,432.007782,0.75321275,432.007782,0.7606642246,
431.0095825,-7.951441512E-005,431.0095825,0.8042631149,431.0095825,0.8163505793,
430.0112305,-0.001573859132,430.0112305,0.8472131491,430.0112305,0.8670263886,
429.0127258,-3.42716703E-005,429.0127258,0.9058181643,429.0127258,0.9212029576,
428.0140381,-0.000271769386,428.0140381,0.9617243409,428.0140381,0.9748262167,
427.0151672,-0.0002654053678,427.0151672,1.011107922,427.0151672,1.024768353,
426.0160522,-0.001210551127,426.0160522,1.069017529,426.0160522,1.076862216,
425.0168762,0.0003908468643,425.0168762,1.112098217,425.0168762,1.125064969,
424.0175171,-0.0005219097948,424.0175171,1.155097246,424.0175171,1.162719607,
423.0179749,0.0002981015423,423.0179749,1.192629814,423.0179749,1.201640368,
422.0181885,0.0001407648233,422.0181885,1.229825139,422.0181885,1.231402516,
421.0182495,-0.0001336545683,421.0182495,1.252099633,421.0182495,1.256027699,
420.018219,0.0002532126964,420.018219,1.265990734,420.018219,1.271086216,
419.0179138,-2.93019275E-005,419.0179138,1.272894502,419.0179138,1.27773726,
418.0174866,-5.321828939E-005,418.0174866,1.273638129,418.0174866,1.277194619,
417.0169373,0.001604083576,417.0169373,1.270043731,417.0169373,1.264817119,
416.0161743,0.0009227789706,416.0161743,1.249096036,416.0161743,1.245692134,
415.0151978,0.0002159944561,415.0151978,1.227855802,415.0151978,1.215667129,
414.0140991,-0.0006283154362,414.0140991,1.204058647,414.0140991,1.185715675,
413.0128479,-0.0007284411695,413.0128479,1.169809699,413.0128479,1.147956371,
412.0114136,-0.001109555364,412.0114136,1.134245753,412.0114136,1.11577642,
411.0097961,0.0004112638417,411.0097961,1.093006849,411.0097961,1.06830132,
410.0080261,-1.190752869E-006,410.0080261,1.057344675,410.0080261,1.029329062,
409.006073,-0.0002289786789,409.006073,1.018147349,409.006073,0.9866670966,
408.0039063,8.398220234E-005,408.0039063,0.9718325734,408.0039063,0.9423285127,
407.0016785,0.001522638369,407.0016785,0.9404435158,407.0016785,0.9064806104,
405.9992676,-0.000318332488,405.9992676,0.9021892548,405.9992676,0.8640310764,
404.9966431,-0.0006783553399,404.9966431,0.8710138202,404.9966431,0.8263481855,
403.9938354,-0.000613736629,403.9938354,0.8385611176,403.9938354,0.7931326032,
402.9909058,-0.0005072240019,402.9909058,0.8100374341,402.9909058,0.7581344247,
401.9878235,-0.001992833801,401.9878235,0.7791327238,401.9878235,0.7254624367,
400.9845276,-3.696358908E-005,400.9845276,0.7542845011,400.9845276,0.6951631904,
399.9810791,-0.0001986035059,399.9810791,0.7298386693,399.9810791,0.6698266864,
399.0161133,-0.0003573899157,399.0161133,0.7068068385,399.0161133,0.6476783156,
398.0123596,-0.001209415379,398.0123596,0.6867813468,398.0123596,0.6217033267,
397.0084534,0.001011350658,397.0084534,0.6688866019,397.0084534,0.6009030938,
396.004364,-0.001068809652,396.004364,0.6475105286,396.004364,0.5772212148,
395.0001526,0.0003747834126,395.0001526,0.6322792172,395.0001526,0.5586726665,
393.9957581,0.0002040811523,393.9957581,0.6186233163,393.9957581,0.5432440639,
392.9911499,0.0002018280065,392.9911499,0.6008606553,392.9911499,0.5273471475,
391.9864502,9.791176853E-005,391.9864502,0.5886628628,391.9864502,0.5080775023,
390.9815369,-0.000924748776,390.9815369,0.5742726326,390.9815369,0.4893474579,
390.0151672,0.0007568659494,390.0151672,0.5643811822,390.0151672,0.4806023836,
389.0100098,-0.000265508861,389.0100098,0.5507935882,389.0100098,0.466008544,
388.0046387,0.0004249447957,388.0046387,0.5427348018,388.0046387,0.4530915916,
386.9991455,-0.001342130592,386.9991455,0.5302984715,386.9991455,0.4396253526,
385.9934692,-0.0006949995877,385.9934692,0.5214183331,385.9934692,0.4293107092,
384.9876404,-0.0003202466469,384.9876404,0.5161421895,384.9876404,0.4201291502,
383.9816589,0.0003376583627,383.9816589,0.5091174245,383.9816589,0.413156122,
383.0142212,-0.0007815185818,383.0142212,0.5030806661,383.0142212,0.4036996663,
382.0079041,0.0003740838729,382.0079041,0.4995263815,382.0079041,0.3977909684,
381.0014954,0.0004539405345,381.0014954,0.4970162213,381.0014954,0.3928667605,
379.994873,-0.001314620371,379.994873,0.4938961267,379.994873,0.3875471652,
378.9881287,-0.0009041868616,378.9881287,0.4925347567,378.9881287,0.3862569034,
377.9812012,0.0002416350617,377.9812012,0.4940677583,377.9812012,0.3844659328,
377.0128784,0.0002410911547,377.0128784,0.4933226109,377.0128784,0.3815355003,
376.0056763,-0.0004214261135,376.0056763,0.4933823645,376.0056763,0.382466197,
374.9983215,0.0002738822368,374.9983215,0.495652914,374.9983215,0.3835585713,
373.9908142,3.960571121E-006,373.9908142,0.4985771477,373.9908142,0.3846761286,
372.9831238,0.001228030538,372.9831238,0.501091063,372.9831238,0.385792166,
372.0140686,-0.001414123573,372.0140686,0.5046352148,372.0140686,0.3885132074,
371.006073,-0.0004783162731,371.006073,0.5085945129,371.006073,0.3899962902,
369.9979858,-0.001197540783,369.9979858,0.5127936006,369.9979858,0.3943246603,
368.9896851,-0.0008227046928,368.9896851,0.5169039965,368.9896851,0.3971285224,
367.9812927,-0.0006668280694,367.9812927,0.5237662196,367.9812927,0.4017632902,
367.0115051,-0.0006541114999,367.0115051,0.5281569362,367.0115051,0.4045712352,
366.0028076,-0.0003734257189,366.0028076,0.5334024429,366.0028076,0.4081492424,
364.9939575,0.0008541444549,364.9939575,0.5391426682,364.9939575,0.4121306837,
363.9848938,-0.0001093803294,363.9848938,0.5437319279,363.9848938,0.4148665667,
363.0145264,-4.115673801E-005,363.0145264,0.5494135618,363.0145264,0.4181893468,
362.005249,-0.003412924707,362.005249,0.5537508726,362.005249,0.4192064404,
360.9957886,-0.002459643874,360.9957886,0.5541782379,360.9957886,0.4186301827,
359.9861755,-0.000239741421,359.9861755,0.559394002,359.9861755,0.4218240082,
359.0152893,-0.001313794521,359.0152893,0.5633126497,359.0152893,0.4207797348,
358.0054016,-0.001089621917,358.0054016,0.567052424,358.0054016,0.4208704829,
356.9953308,-0.002208041959,356.9953308,0.5655266047,356.9953308,0.4184966683,
355.985199,0.0003839550482,355.985199,0.5689523816,355.985199,0.4172390997,
355.0137024,0.0009934740374,355.0137024,0.567771256,355.0137024,0.4129005075,
354.0032349,0.0007859097677,354.0032349,0.5680849552,354.0032349,0.4109083712,
352.9926453,-0.001149987569,352.9926453,0.5655592084,352.9926453,0.4048063755,
351.9818726,-0.000598795421,351.9818726,0.5662305355,351.9818726,0.3998193443,
351.0098572,-0.0003884781327,351.0098572,0.5646557808,351.0098572,0.3937415779,
349.9988098,-0.0003604936646,349.9988098,0.5604106188,349.9988098,0.3891073763,
348.9876404,-0.0006139951292,348.9876404,0.5579890609,348.9876404,0.3812503517,
348.0152283,-0.0001476802281,348.0152283,0.5552895069,348.0152283,0.3758731186,
347.0037842,-0.0001293070527,347.0037842,0.551641345,347.0037842,0.3688962162,
345.9921875,0.0003322440316,345.9921875,0.5477377176,345.9921875,0.3623156548,
345.0193481,0.0004305934999,345.0193481,0.545769155,345.0193481,0.3549725413,
344.0074768,0.0003163122747,344.0074768,0.5422350168,344.0074768,0.3491590321,
342.9954834,-0.0007838958409,342.9954834,0.5375956893,342.9954834,0.340444833,
341.9833069,-0.0006346741575,341.9833069,0.5350371003,341.9833069,0.3313631415,
341.0099487,-0.000195343353,341.0099487,0.5330447555,341.0099487,0.3253726065,
339.9975281,-0.0005268221721,339.9975281,0.5295269489,339.9975281,0.3183565438,
338.9849548,-0.0001993797196,338.9849548,0.526406765,338.9849548,0.3098547757,
338.0112,-0.00161063741,338.0112,0.5204496384,338.0112,0.301679194,
336.9983215,-0.001949233119,336.9983215,0.5180000067,336.9983215,0.2953931987,
335.9853821,-0.0006682754611,335.9853821,0.5163111687,335.9853821,0.2862336934,
335.0112305,-0.000384081417,335.0112305,0.5139582753,335.0112305,0.2794761062,
333.9979858,-0.0009648364503,333.9979858,0.5107513666,333.9979858,0.2739014626,
332.9846191,-0.0004228226026,332.9846191,0.5076703429,332.9846191,0.2651579976,
332.0100708,-0.0008142817533,332.0100708,0.5037577748,332.0100708,0.2570365965,
330.9964294,0.0001683690789,330.9964294,0.5006276965,330.9964294,0.2501260042,
329.9826355,0.000247281394,329.9826355,0.4975148737,329.9826355,0.2451637387,
329.0077209,-0.0008088041795,329.0077209,0.4953705966,329.0077209,0.2377336174,
327.9936829,-0.000365356158,327.9936829,0.4927164018,327.9936829,0.2313099951,
327.0185242,-0.00112711254,327.0185242,0.4900813103,327.0185242,0.2228942364,
326.0041809,0.0004992389004,326.0041809,0.4890868962,326.0041809,0.2182427347,
324.9897461,0.001063168631,324.9897461,0.4883643687,324.9897461,0.2137254477,
324.0142212,-0.001748283394,324.0142212,0.4851520658,324.0142212,0.2061130852,
322.9994812,-0.0009129696991,322.9994812,0.483520329,322.9994812,0.202951923,
321.9846802,2.410050547E-005,321.9846802,0.4841631949,321.9846802,0.1969499737,
321.0087585,-0.00173652661,321.0087585,0.4834128022,321.0087585,0.1905757338,
319.9936523,-0.0001558573276,319.9936523,0.4839503765,319.9936523,0.1895594299,
319.0174866,-0.001312710694,319.0174866,0.4838957489,319.0174866,0.1857866645,
318.0021667,-0.0005862319958,318.0021667,0.4857276976,318.0021667,0.184254989,
316.9866638,-0.0005722204805,316.9866638,0.4880415201,316.9866638,0.1817968041,
316.0101013,-4.814523345E-005,316.0101013,0.4919969738,316.0101013,0.1813211441,
314.9943848,-0.0003462162276,314.9943848,0.494666487,314.9943848,0.1810516417,
314.0176392,-0.0002797371999,314.0176392,0.4961578548,314.0176392,0.1801386327,
313.0016479,-0.001287160092,313.0016479,0.5031011701,313.0016479,0.1806996465,
311.9855347,-0.001081823953,311.9855347,0.5101181269,311.9855347,0.18306458,
311.0083923,-0.0005713414866,311.0083923,0.5163382888,311.0083923,0.1851689667,
309.9920044,-0.001385998679,309.9920044,0.5236185789,309.9920044,0.1882891506,
309.0146484,0.001067320467,309.0146484,0.5351054072,309.0146484,0.1935551018,
307.9980164,0.0005861689569,307.9980164,0.5452660918,307.9980164,0.1987767071,
306.9812927,-3.137265958E-005,306.9812927,0.5634820461,306.9812927,0.2080393136,
306.00354,0.001772685908,306.00354,0.5849863887,306.00354,0.2207866758,
304.9865417,8.361248547E-006,304.9865417,0.6041338444,304.9865417,0.2294421941,
304.0085754,-2.557458356E-005,304.0085754,0.6361348033,304.0085754,0.2416920662,
302.9913635,0.0003414665698,302.9913635,0.6684314609,302.9913635,0.2589299083,
302.0131531,-0.003042310243,302.0131531,0.7055339813,302.0131531,0.2780948281,
300.9956665,-0.0005050003529,300.9956665,0.7530843616,300.9956665,0.2989452481,
300.0172119,0.0003889036598,300.0172119,0.7995237112,300.0172119,0.3196392953,
298.9995422,-0.0002851697209,298.9995422,0.8539794683,298.9995422,0.3405367434,
297.9816895,-0.001737918938,297.9816895,0.9121512175,297.9816895,0.3692241907,
297.0028992,-0.001777776983,297.0028992,0.9690032601,297.0028992,0.3982787132,
295.9848633,-0.001069171238,295.9848633,1.05920136,295.9848633,0.438793093,
295.0058289,-0.002603196539,295.0058289,1.133748055,295.0058289,0.4849199951,
293.9875183,-0.0009130213875,293.9875183,1.24402988,293.9875183,0.520319283,
293.0082397,0.01087875664,293.0082397,1.353953242,293.0082397,0.5615639091,
291.9896851,-0.00368800899,291.9896851,1.483565688,291.9896851,0.6128022075,
291.0102234,0.0004685816239,291.0102234,1.588787079,291.0102234,0.6515209675,
289.9914856,-0.006070502102,289.9914856,1.649075031,289.9914856,0.6686116457,
289.0117798,0.008231864311,289.0117798,1.708157301,289.0117798,0.695991993,
287.9927673,0.001936231391,287.9927673,1.81760025,287.9927673,0.7283201814,
287.0128174,4.519925278E-005,287.0128174,1.885561109,287.0128174,0.7803798318,
285.9936523,-0.00569770392,285.9936523,1.980162978,285.9936523,0.8299788833,
285.0134888,0.003322560806,285.0134888,2.086597919,285.0134888,0.8680126667,
283.9940186,-0.001071805018,283.9940186,2.068241358,283.9940186,0.8914512396,
283.0136414,0.0002222620096,283.0136414,2.15849638,283.0136414,0.9068086743,
281.993988,-0.001893875538,281.993988,2.111677885,281.993988,0.9185426831,
281.0133972,0.001199787832,281.0133972,2.257645369,281.0133972,0.9211301804,
279.9934692,0.0002565280301,279.9934692,2.058021307,279.9934692,0.9252149463,
279.0126953,0.0002516327368,279.0126953,2.170360565,279.0126953,0.928544879,
277.9925537,-0.002649201546,277.9925537,2.125715256,277.9925537,0.9283896685,
277.0115356,-0.0003695461201,277.0115356,2.194905281,277.0115356,0.9230926633,
275.9911804,-0.0001472661825,275.9911804,2.122680426,275.9911804,0.9215880036,
275.0099487,-0.0002278402826,275.0099487,2.227368355,275.0099487,0.9009167552,
273.9893494,-0.002077858197,273.9893494,2.181350708,273.9893494,0.8868522048,
273.0079346,-0.003658182686,273.0079346,2.177147627,273.0079346,0.8658472896,
271.9871521,0.002532103332,271.9871521,2.139577627,271.9871521,0.8511056304,
271.0055237,-0.001478262246,271.0055237,2.083103657,271.0055237,0.8403635025,
269.9844666,-0.0008380516083,269.9844666,2.019658089,269.9844666,0.8174962401,
269.0026245,-0.002797321416,269.0026245,2.072324753,269.0026245,0.8085091114,
267.9814148,-0.001794018201,267.9814148,2.015109301,267.9814148,0.7897512317,
266.9993286,0.002138363197,266.9993286,2.03085947,266.9993286,0.762185216,
266.0171814,0.001678111847,266.0171814,1.933890343,266.0171814,0.7339553237,
264.9956055,7.51275802E-005,264.9956055,1.992608905,264.9956055,0.7336328626,
264.0132446,-0.003230277915,264.0132446,1.909925938,264.0132446,0.7056237459,
262.9915161,-0.0003070543171,262.9915161,1.852228999,262.9915161,0.6842544079,
262.0089417,0.00172494154,262.0089417,1.835012078,262.0089417,0.6617648005,
260.9869385,-0.0006923117326,260.9869385,1.779718161,260.9869385,0.6501677632,
260.0041809,5.366492769E-005,260.0041809,1.773623943,260.0041809,0.6369219422,
258.9820251,-0.001929853577,258.9820251,1.736791611,258.9820251,0.6232261062,
257.999054,0.001800030121,257.999054,1.711451411,257.999054,0.6210486293,
257.0159912,-0.0006948962109,257.0159912,1.660944343,257.0159912,0.5931250453,
255.9934692,-0.000879232306,255.9934692,1.641589284,255.9934692,0.5770986676,
255.0102081,-0.0009296049247,255.0102081,1.614040852,255.0102081,0.5659996271,
253.9875031,-0.0006630545249,253.9875031,1.616121531,253.9875031,0.5677073598,
253.0040436,0.0006079690065,253.0040436,1.598625064,253.0040436,0.5666347742,
251.9811554,-0.002218240639,251.9811554,1.592321992,251.9811554,0.5651650429,
250.9974976,-0.0003727532458,250.9974976,1.594284773,250.9974976,0.5664520264,
250.0137787,0.0002023718698,250.0137787,1.598630667,250.0137787,0.5679396391,
248.9905396,0.003047896782,248.9905396,1.664800167,248.9905396,0.5896592736,
248.0066071,-0.002028494608,248.0066071,1.686383367,248.0066071,0.6027907729,
246.9832306,-0.002171880798,246.9832306,1.758997679,246.9832306,0.6340756416,
245.999115,0.0001204123328,245.999115,1.785350561,245.999115,0.6612811089,
245.0148773,0.003146080999,245.0148773,1.932102799,245.0148773,0.6977298856,
243.9911652,-0.01184220333,243.9911652,2.022539854,243.9911652,0.7628401518,
243.0067444,-0.00165989378,243.0067444,2.093757391,243.0067444,0.8090959191,
241.9828949,-0.01813556254,241.9828949,2.312242985,241.9828949,0.8960646391,
240.998291,0.01348355785,240.998291,2.032737494,240.998291,1.026121616,
240.0135956,-6.11901196E-005,240.0135956,1.695701003,240.0135956,1.096251249,
238.9893951,0.003248225432,238.9893951,1.825262308,238.9893951,1.223016977,
238.0045471,-0.0353866145,238.0045471,2.27408123,238.0045471,1.08251977,
237.0195923,-0.01488420833,237.0195923,1.51078546,237.0195923,1.259446502,
235.9951324,0.01414010208,235.9951324,1.283363461,235.9951324,0.5887906551,
235.0099792,0.01457625255,235.0099792,0.7350001931,235.0099792,0.595549345,
233.9853058,-0.03303276747,233.9853058,0.5410684943,233.9853058,10,
233.0000153,0.1868584454,233.0000153,0.3538070321,233.0000153,-0.02736985311,
232.0145874,0.03560595587,232.0145874,0.9479054809,232.0145874,0.4872320294,
230.9896545,0.3377119303,230.9896545,0.3828041255,230.9896545,10,
230.0040436,0.0423505865,230.0040436,10,230.0040436,0.1985765696,
229.0183716,-0.02508878522,229.0183716,-0.006189541891,229.0183716,-0.06246317178,
227.9931793,0.04644024745,227.9931793,0.1788008511,227.9931793,0.1701447219,
227.0073395,-0.2432291806,227.0073395,-0.03234250471,227.0073395,-0.09950970113,
225.9819183,-0.09958762676,225.9819183,0.09806339443,225.9819183,10,
224.9959259,0.1605262011,224.9959259,-0.1706199497,224.9959259,-0.06050123274,
224.0097961,0.3045024276,224.0097961,0.7388254404,224.0097961,0.3413565457,
222.9841614,-0.06410779804,222.9841614,0.463478595,222.9841614,0.2760263383,
221.9978485,-0.1524039209,221.9978485,0.1201180816,221.9978485,0.2152684927,
221.0114899,0.3319936395,221.0114899,0.3295073509,221.0114899,-0.0904661268,
219.9855499,-0.09886346012,219.9855499,0.3449485004,219.9855499,0.1431681663,
218.9989929,-0.1972607523,218.9989929,-0.4726649523,218.9989929,0.1886506677,
218.0123901,-0.266692847,218.0123901,-0.1518698335,218.0123901,0.02262158319,
216.9862061,-0.007634356152,216.9862061,10,216.9862061,10,
215.9994202,0.2065891027,215.9994202,0.121889025,215.9994202,0.2397902012,
215.0125275,-0.4240356982,215.0125275,0.2658360302,215.0125275,-0.5758094192,
213.9861145,10,213.9861145,10,213.9861145,10,
212.999054,10,212.999054,-0.377361387,212.999054,-0.2691055536,
212.0119629,-0.02658049017,212.0119629,0.1707402915,212.0119629,10,
210.98526,0.4208654761,210.98526,0.2235429883,210.98526,0.1976559162,
209.9979858,-0.03019040078,209.9979858,-0.1743521839,209.9979858,-0.1414598972,
209.0106049,0.3263496161,209.0106049,0.254170835,209.0106049,0.1461859047,
207.9836884,0.0250388626,207.9836884,0.4079722166,207.9836884,0.5249684453,
206.9961395,-0.6964982152,206.9961395,-0.07240956277,206.9961395,10,
206.0085602,0.4970582426,206.0085602,0.2825943232,206.0085602,0.02118070982,
204.9813538,0.006944677327,204.9813538,0.1090644896,204.9813538,10,
203.9936066,10,203.9936066,0.01695197634,203.9936066,0.4637015462,
203.0057373,0.09096437693,203.0057373,-0.01581802033,203.0057373,0.06813324988,
202.0178375,-0.2564529777,202.0178375,-0.0624386929,202.0178375,10,
200.9903259,10,200.9903259,10,200.9903259,10,
200.0022583,10,200.0022583,10,200.0022583,-0.7649330497,

baseline,
baseline
Collection Time: 03/03/2021 11:56:15
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 03/03/2021 11:55:23
Method Modifications:
Common Interval nm Changed: 03/03/2021 11:55:56, Old:     5.00, New:     1.00
Baseline Correction Changed: 03/03/2021 11:55:56, Old:0, New:1
Storage Changed: 03/03/2021 11:55:56, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

wt,
wt
Collection Time: 03/03/2021 11:56:32
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 03/03/2021 11:55:23
Method Modifications:
Common Interval nm Changed: 03/03/2021 11:55:56, Old:     5.00, New:     1.00
Baseline Correction Changed: 03/03/2021 11:55:56, Old:0, New:1
Storage Changed: 03/03/2021 11:55:56, Old:1, New:0
End Method Modifications
<Current Wavelength> , 243.0

dm,
dm
Collection Time: 03/03/2021 11:56:51
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 03/03/2021 11:55:23
Method Modifications:
Common Interval nm Changed: 03/03/2021 11:55:56, Old:     5.00, New:     1.00
Baseline Correction Changed: 03/03/2021 11:55:56, Old:0, New:1
Storage Changed: 03/03/2021 11:55:56, Old:1, New:0
End Method Modifications
<Current Wavelength> , 257.0

