baseline,,bm3wt-0.5%1,,bm3dm-0.5%,,
665.9822998,0.0005458897213,665.9822998,0.01519169193,665.9822998,0.02075511962,
665.0016479,0.000569631753,665.0016479,0.0155853508,665.0016479,0.02169250511,
663.984436,0.000888512237,663.984436,0.0153863579,663.984436,0.02270479314,
663.0032349,0.00058720581,663.0032349,0.01488729194,663.0032349,0.02261525765,
661.9853516,6.681682135E-005,661.9853516,0.01483829878,661.9853516,0.02242195792,
661.0036011,0.0003041630844,661.0036011,0.01489741821,661.0036011,0.02348086797,
659.9850464,0.0004387816589,659.9850464,0.01511867438,659.9850464,0.02437569574,
659.0027466,-0.0001416766754,659.0027466,0.01495534088,659.0027466,0.02452228777,
657.9836426,-0.0002064691653,657.9836426,0.01583001763,657.9836426,0.02466210723,
657.0007324,-0.0006310036988,657.0007324,0.01405501552,657.0007324,0.0246187374,
656.0174561,-8.960798004E-005,656.0174561,0.01465838961,656.0174561,0.02513800561,
654.9974365,0.001733154058,654.9974365,0.01661946997,654.9974365,0.0279020872,
654.0136108,0.000912532385,654.0136108,0.01532022562,654.0136108,0.02739384212,
652.993042,2.433287818E-006,652.993042,0.01504124794,652.993042,0.0273612272,
652.0085449,-0.000485401164,652.0085449,0.0156739857,652.0085449,0.02728803642,
650.9873657,-0.000212575309,650.9873657,0.01545609441,650.9873657,0.02818238176,
650.0023804,0.0004376674478,650.0023804,0.01543455478,650.0023804,0.02847761847,
649.0170898,0.001796313096,649.0170898,0.01633710414,649.0170898,0.02958505414,
647.9949951,2.798363312E-005,647.9949951,0.0158407297,647.9949951,0.02771348506,
647.0090942,0.000406185427,647.0090942,0.01562747918,647.0090942,0.02845254913,
645.9864502,-9.763089474E-005,645.9864502,0.0156791918,645.9864502,0.02926203795,
644.9998779,0.0006224338431,644.9998779,0.01614757255,644.9998779,0.02908615768,
644.0131836,0.0009079669253,644.0131836,0.01553815603,644.0131836,0.02835319936,
642.989624,0.0003237211204,642.989624,0.01535195019,642.989624,0.02816813067,
642.0022583,1.814644202E-005,642.0022583,0.01545400172,642.0022583,0.02809977345,
641.0147095,-0.0003366976744,641.0147095,0.01625443436,641.0147095,0.0285455361,
639.9902344,0.0001244775776,639.9902344,0.01613610052,639.9902344,0.02806746401,
639.0020142,0.0001422925852,639.0020142,0.01594738103,639.0020142,0.02753585763,
638.0136108,-1.553157887E-007,638.0136108,0.0159806814,638.0136108,0.02701958455,
636.9881592,0.0003442644665,636.9881592,0.01564972475,636.9881592,0.02656503953,
635.9991455,0.0003691872407,635.9991455,0.0152890943,635.9991455,0.02666486055,
635.0098877,-0.0001761959284,635.0098877,0.01548227482,635.0098877,0.02621846832,
633.9835815,0.0003619589843,633.9835815,0.01676502824,633.9835815,0.02611811645,
632.9937744,0.0003568034153,632.9937744,0.01515440457,632.9937744,0.02609197423,
632.0036011,0.0006354993093,632.0036011,0.01571700722,632.0036011,0.0264244955,
631.0131226,0.0003469069488,631.0131226,0.0156702809,631.0131226,0.02591701411,
629.9857788,-5.197591236E-005,629.9857788,0.01561862323,629.9857788,0.02572353184,
628.994751,0.0001745841728,628.994751,0.01528713666,628.994751,0.02507665195,
628.003418,-2.355559263E-005,628.003418,0.01564553753,628.003418,0.02518024668,
627.0119019,-0.0001840619952,627.0119019,0.01514518354,627.0119019,0.02498424053,
625.9833984,0.0008195978589,625.9833984,0.0162269976,625.9833984,0.02551154979,
624.9912109,0.001448610565,624.9912109,0.01657988131,624.9912109,0.02494637668,
623.9988403,9.0221969E-005,623.9988403,0.0157130342,623.9988403,0.02555476129,
623.0061646,0.0001332037355,623.0061646,0.01633498073,623.0061646,0.02528320812,
622.0132446,0.0004819534079,622.0132446,0.0164764896,622.0132446,0.0260465648,
620.9832153,0.0002489131293,620.9832153,0.01591306366,620.9832153,0.0254400149,
619.9897461,-0.000295568927,619.9897461,0.01547994092,619.9897461,0.02413240634,
618.9959717,1.757692735E-005,618.9959717,0.01574304327,618.9959717,0.02535869554,
618.0018921,7.114046457E-005,618.0018921,0.01498253644,618.0018921,0.02539267205,
617.0076294,0.0008903798298,617.0076294,0.01687174477,617.0076294,0.02598961815,
616.0130615,-0.0001303939353,616.0130615,0.01515091956,616.0130615,0.02585769445,
615.0182495,-0.000100167148,615.0182495,0.01447033882,615.0182495,0.02611028217,
613.9862061,0.00156815222,613.9862061,0.01668983512,613.9862061,0.02727665193,
612.9907837,1.612725828E-005,612.9907837,0.01460082829,612.9907837,0.02635743283,
611.9951782,0.00023461612,611.9951782,0.01522144955,611.9951782,0.02594677359,
610.9992065,-0.0002261327027,610.9992065,0.01538855676,610.9992065,0.02579055354,
610.0030518,0.0003750942997,610.0030518,0.01655928232,610.0030518,0.02775848843,
609.0065308,0.0002639358572,609.0065308,0.01611135714,609.0065308,0.02760045603,
608.0097656,1.227012217E-005,608.0097656,0.01609561592,608.0097656,0.027260473,
607.0128174,0.0006914206897,607.0128174,0.01547304727,607.0128174,0.02765659429,
606.0154419,-0.001052592881,606.0154419,0.01513623074,606.0154419,0.02775757946,
605.0179443,0.0001785981294,605.0179443,0.01657794602,605.0179443,0.02959525213,
603.9832153,0.0007373921108,603.9832153,0.01743331924,603.9832153,0.03055596165,
602.9850464,0.0002177814749,602.9850464,0.01716735959,602.9850464,0.03060809337,
601.9867554,1.641201379E-005,601.9867554,0.01604621671,601.9867554,0.03078061901,
600.9880981,0.0001375539287,600.9880981,0.01733616181,600.9880981,0.03192543238,
599.9892578,-0.0001909446873,599.9892578,0.01679344103,599.9892578,0.03193899989,
598.9900513,0.000695335737,598.9900513,0.0169181712,598.9900513,0.03275044262,
597.9907227,7.437675231E-005,597.9907227,0.01585917547,597.9907227,0.03280721977,
596.9910278,-3.163150177E-005,596.9910278,0.01726305299,596.9910278,0.03439100087,
595.9910889,0.0002652050462,595.9910889,0.01787098311,595.9910889,0.0354253538,
594.9909058,8.289478137E-005,594.9909058,0.01782418787,594.9909058,0.03670520708,
593.9904175,0.0005849506706,593.9904175,0.01885733381,593.9904175,0.03738714755,
592.9896851,0.0001057829504,592.9896851,0.0185768567,592.9896851,0.03722751886,
591.9887085,0.0006568351528,591.9887085,0.01866956428,591.9887085,0.03889439628,
590.9874878,0.0002796325716,590.9874878,0.01890267245,590.9874878,0.04027139768,
589.9860229,0.0003990342666,589.9860229,0.01909327507,589.9860229,0.04135417566,
588.9842529,0.0003008732747,588.9842529,0.02001257427,588.9842529,0.04250448942,
587.9821777,-0.0004463035439,587.9821777,0.02007142641,587.9821777,0.0433867611,
587.0170898,-0.000297017541,587.0170898,0.01940594241,587.0170898,0.04416025802,
586.0145264,0.0002799174981,586.0145264,0.02128109522,586.0145264,0.04570676759,
585.0117798,0.0002518140245,585.0117798,0.02149752341,585.0117798,0.04796247557,
584.008667,0.0005577605916,584.008667,0.02149466611,584.008667,0.04855206236,
583.0054321,0.0001398067252,583.0054321,0.02175142244,583.0054321,0.05045581609,
582.0018921,4.519925278E-005,582.0018921,0.02245401405,582.0018921,0.05126083642,
580.9979858,0.0001141462344,580.9979858,0.0235619992,580.9979858,0.05378460884,
579.9940186,0.0003965210344,579.9940186,0.0237475764,579.9940186,0.05474291369,
578.9896851,0.0004991611349,578.9896851,0.02425682545,578.9896851,0.05639009178,
577.9851685,5.651274478E-005,577.9851685,0.02461950481,577.9851685,0.05749802664,
577.0174561,6.21566578E-005,577.0174561,0.02530850656,577.0174561,0.05946200341,
576.0124512,-0.0002910160692,576.0124512,0.02571408451,576.0124512,0.06034389883,
575.0070801,0.0004085432447,575.0070801,0.02778760158,575.0070801,0.06238443404,
574.0015259,0.0001666081662,574.0015259,0.02726245672,574.0015259,0.06387159228,
572.9956665,0.0003140585613,572.9956665,0.02784274332,572.9956665,0.06470955163,
571.989563,-8.997030818E-005,571.989563,0.0277514793,571.989563,0.06611574441,
570.9832764,0.0009837187827,570.9832764,0.02887496166,570.9832764,0.06740710139,
570.0139771,0.000533734099,570.0139771,0.0279171858,570.0139771,0.06784036756,
569.0071411,0.001259779907,569.0071411,0.02955496125,569.0071411,0.06811602414,
568.000061,-0.0005305452505,568.000061,0.02807326429,568.000061,0.06829877943,
566.9927368,0.0001076730914,566.9927368,0.02772968076,566.9927368,0.06822808087,
565.9851685,0.0001201792911,565.9851685,0.02851736732,565.9851685,0.06934434921,
565.0146484,-0.0002457436058,565.0146484,0.02848698758,565.0146484,0.07053325325,
564.0065918,0.0006045473274,564.0065918,0.02815061808,564.0065918,0.06970033795,
562.998291,-0.0001253217779,562.998291,0.02728100866,562.998291,0.07001796365,
561.9897461,4.77363501E-005,561.9897461,0.02746335603,561.9897461,0.06990976632,
561.0182495,0.0003131000849,561.0182495,0.02780206315,561.0182495,0.0702181384,
560.0092773,0.000152417444,560.0092773,0.02791506052,560.0092773,0.07131608576,
558.999939,0.0002501822601,558.999939,0.02762663551,558.999939,0.070988819,
557.9904175,-1.252862785E-005,557.9904175,0.02709923312,557.9904175,0.07036866993,
557.0180054,0.0006614239537,557.0180054,0.02736522444,557.0180054,0.07034377009,
556.0079956,0.0001730821823,556.0079956,0.02653138526,556.0079956,0.07089555264,
554.9977417,0.001173675293,554.9977417,0.02688222751,554.9977417,0.07205736637,
553.9872437,0.0002772236476,553.9872437,0.02723092586,553.9872437,0.07265774906,
553.013916,0.0001237525576,553.013916,0.02696964331,553.013916,0.07285158336,
552.0029907,-0.0003189533018,552.0029907,0.02675187774,552.0029907,0.07276608795,
550.9916992,0.001117172651,550.9916992,0.02760431916,550.9916992,0.07449518889,
550.0177002,0.0007524576504,550.0177002,0.02764536627,550.0177002,0.07468999177,
549.0059814,0.001380593982,549.0059814,0.02829884924,549.0059814,0.07590680569,
547.9940796,0.0004074809258,547.9940796,0.02706294693,547.9940796,0.0760801658,
546.9818726,0.0003382801078,546.9818726,0.02814073116,546.9818726,0.07658917457,
546.006958,0.0001489475108,546.006958,0.02815597691,546.006958,0.07780198008,
544.9943237,0.0003519069578,544.9943237,0.02819036506,544.9943237,0.07835467905,
543.9814453,0.0006170937559,543.9814453,0.02854534239,543.9814453,0.07808434218,
543.0057983,-0.0001457653125,543.0057983,0.02766018175,543.0057983,0.07857256383,
541.9924316,9.389855404E-005,541.9924316,0.02839605883,541.9924316,0.07896225154,
541.0164185,-0.000151975808,541.0164185,0.03015860356,541.0164185,0.08037429303,
540.0025635,0.0007375736022,540.0025635,0.03098037094,540.0025635,0.08125400543,
538.9884644,0.0002080176782,538.9884644,0.02966661379,538.9884644,0.08005619049,
538.0116577,4.786579302E-005,538.0116577,0.02939610742,538.0116577,0.07987725735,
536.9971924,0.0003783328575,536.9971924,0.02983432822,536.9971924,0.08038584888,
535.9824219,-0.000171176056,535.9824219,0.02994691394,535.9824219,0.08031461388,
535.0050049,-0.000624024542,535.0050049,0.02860071696,535.0050049,0.08024575561,
533.9897461,0.000422612793,533.9897461,0.02925303765,533.9897461,0.08032187074,
533.0119019,0.0009167347453,533.0119019,0.02961381897,533.0119019,0.08231043816,
531.9962158,8.543209697E-005,531.9962158,0.03059167974,531.9962158,0.07941143215,
531.0179443,0.0001398844179,531.0179443,0.02914182283,531.0179443,0.07991863787,
530.00177,0.0002848131408,530.00177,0.02964943089,530.00177,0.07983936369,
528.9854126,0.0005783408997,528.9854126,0.02957189083,528.9854126,0.08023703843,
528.0064697,0.000305950467,528.0064697,0.03001949936,528.0064697,0.08111083508,
526.989563,0.0009290308226,526.989563,0.03027016111,526.989563,0.08087329566,
526.0101929,0.0005986889591,526.0101929,0.02948386595,526.0101929,0.08007122576,
524.9929199,3.002782705E-006,524.9929199,0.02904929034,524.9929199,0.07964161038,
524.0130615,0.0004559358349,524.0130615,0.02863859758,524.0130615,0.07914137095,
522.9953003,0.000616938225,522.9953003,0.0289452672,522.9953003,0.07802138478,
522.0150146,0.0004101496888,522.0150146,0.02794352174,522.0150146,0.07865018398,
520.9968262,9.940325981E-006,520.9968262,0.02777289413,520.9968262,0.07732417434,
520.0161133,-0.0002167150233,520.0161133,0.02737933956,520.0161133,0.07649222761,
518.9974976,0.0002111255017,518.9974976,0.02777134813,518.9974976,0.0766986832,
518.0163574,0.0001054463501,518.0163574,0.02776522189,518.0163574,0.07662941515,
516.9972534,0.0003392127401,516.9972534,0.02718407474,516.9972534,0.07568378001,
516.015686,4.012343652E-006,516.015686,0.0268880371,516.015686,0.07523040473,
514.9960327,0.0003659487411,514.9960327,0.02730868384,514.9960327,0.07533916831,
514.0140991,0.0001720204309,514.0140991,0.026717823,514.0140991,0.07408734411,
512.9941406,2.208129263E-005,512.9941406,0.02653708123,512.9941406,0.07408762723,
512.0117188,0.0003341351403,512.0117188,0.02714946307,512.0117188,0.07419683784,
510.9913025,0.0002777416958,510.9913025,0.02639440075,510.9913025,0.07350344211,
510.0083923,-0.0002923095017,510.0083923,0.02592399344,510.0083923,0.07273125648,
508.9875793,0.0005201533786,508.9875793,0.02642138675,508.9875793,0.07308954746,
508.0043335,6.119874161E-005,508.0043335,0.02645605057,508.0043335,0.07206961513,
506.9829712,0.0001794009295,506.9829712,0.0261265561,506.9829712,0.07218123227,
505.9992981,0.0009059435688,505.9992981,0.02653592452,505.9992981,0.07245185971,
505.0153198,0.0005866355496,505.0153198,0.02605956607,505.0153198,0.07152445614,
503.9934387,0.0002370507282,503.9934387,0.02528230287,503.9934387,0.07095422596,
503.0091248,0.0008112728246,503.0091248,0.02587607503,503.0091248,0.07096169144,
501.9866943,0.0004349985102,501.9866943,0.02558759972,501.9866943,0.07043137401,
501.0019531,0.0001499315258,501.0019531,0.02587365732,501.0019531,0.07041855901,
500.0170593,0.000384369574,500.0170593,0.0253368523,500.0170593,0.07049585879,
498.993988,0.0004235974047,498.993988,0.02592218108,498.993988,0.07015293837,
498.008606,0.0004242970026,498.008606,0.02545258775,498.008606,0.07020852715,
496.9851074,0.0002127312036,496.9851074,0.02534974925,496.9851074,0.07039347291,
495.9993591,0.001031096326,495.9993591,0.0259589199,495.9993591,0.07026920468,
495.0133972,-0.000366494176,495.0133972,0.02511126362,495.0133972,0.06862635911,
493.9892883,0.0004499499337,493.9892883,0.02569183894,493.9892883,0.06996680796,
493.0028992,0.0002306016395,493.0028992,0.02496743388,493.0028992,0.06991101056,
492.0163269,0.0003734102647,492.0163269,0.02487836219,492.0163269,0.07003375143,
490.9915771,0.0004660161794,490.9915771,0.0267908629,490.9915771,0.07106930017,
490.0046082,0.0003454561811,490.0046082,0.02548615821,490.0046082,0.07121771574,
489.0173645,0.0005626593484,489.0173645,0.02408944443,489.0173645,0.0700012967,
487.9919739,0.0001935407345,487.9919739,0.02502383478,487.9919739,0.07066310942,
487.0043945,0.0004242451978,487.0043945,0.02622578293,487.0043945,0.07143095136,
486.0166016,0.0008051004843,486.0166016,0.02376674302,486.0166016,0.07200355083,
484.9906311,0.0009980144678,484.9906311,0.02476245165,484.9906311,0.0704222694,
484.0023804,-0.0002132480149,484.0023804,0.02569041029,484.0023804,0.07132724673,
483.0140076,0.0002552847727,483.0140076,0.02715560794,483.0140076,0.07294205576,
481.9874268,0.0003747834126,481.9874268,0.02698600478,481.9874268,0.07289241999,
480.9985657,-5.306299499E-005,480.9985657,0.02629945427,480.9985657,0.0728752166,
480.009613,0.0001042812,480.009613,0.02681057714,480.009613,0.07209648192,
478.9822998,0.0001230534399,478.9822998,0.02611734718,478.9822998,0.07309435308,
477.9929199,0.0004838970199,477.9929199,0.02576135471,477.9929199,0.07436263561,
477.0033264,0.0004343507171,477.0033264,0.02653498948,477.0033264,0.07510711253,
476.0135498,-0.0002328077535,476.0135498,0.02643604949,476.0135498,0.07563087344,
474.9854736,-0.0004540095688,474.9854736,0.02615489997,474.9854736,0.07645811886,
473.9953308,8.341259672E-005,473.9953308,0.02694515698,473.9953308,0.07741413265,
473.0049133,-9.085024794E-005,473.0049133,0.02709680796,473.0049133,0.0781686306,
472.0143738,9.810893062E-006,472.0143738,0.02725823969,472.0143738,0.07973586768,
470.9855347,8.175558469E-005,470.9855347,0.02782157436,470.9855347,0.0808667168,
469.9945374,-0.0006217498449,469.9945374,0.02827821113,469.9945374,0.08229222894,
469.003418,0.0003184105735,469.003418,0.02863096632,469.003418,0.08453065157,
468.012085,3.707028736E-005,468.012085,0.0279413145,468.012085,0.08516126871,
466.9823608,0.0002407803549,466.9823608,0.02932899818,466.9823608,0.08635441214,
465.9906006,-0.0008881706744,465.9906006,0.02901248261,465.9906006,0.08797957748,
464.9987183,0.0001648472389,464.9987183,0.03015674464,464.9987183,0.09012307972,
464.0065613,-9.681244592E-006,464.0065613,0.03048914485,464.0065613,0.09143352509,
463.0142822,2.350509567E-005,463.0142822,0.0306983199,463.0142822,0.09361309558,
461.9836731,2.743921414E-006,461.9836731,0.03125181049,461.9836731,0.0955612734,
