baseline,,bm3wt-0.5%1,,bm3dm-0.5%,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
800.0085449,0.001629832201,800.0085449,0.0120918788,800.0085449,0.01174668968,
799.0036011,-0.0001430223056,799.0036011,0.01162391435,799.0036011,0.01089359447,
797.9984131,-0.0004027024552,797.9984131,0.01154806558,797.9984131,0.0108380951,
796.9927979,0.0003231252776,796.9927979,0.01182903815,796.9927979,0.01026610844,
795.9866333,0.001239115256,795.9866333,0.01170467027,795.9866333,0.01013225131,
795.0148926,-9.16266581E-005,795.0148926,0.01194122713,795.0148926,0.01108751073,
794.0080566,-0.0009382322896,794.0080566,0.01183983777,794.0080566,0.01116875093,
793.0007935,-0.0001513547613,793.0007935,0.01133932825,793.0007935,0.01114896405,
791.993103,-0.0001545635023,791.993103,0.01158874016,791.993103,0.01115655992,
790.9850464,0.0005001199897,790.9850464,0.01144139841,790.9850464,0.01025929675,
790.0113525,0.001100667054,790.0113525,0.01300926507,790.0113525,0.01023303065,
789.0025024,0.001200540573,789.0025024,0.01341483183,789.0025024,0.01197007112,
787.9932251,-0.0005275461008,787.9932251,0.01252528466,787.9932251,0.009143555537,
786.9835815,0.0004603151756,786.9835815,0.01252973359,786.9835815,0.01119374577,
786.0083618,0.0002923250431,786.0083618,0.01204610057,786.0083618,0.009642359801,
784.9979248,-0.0004243225267,784.9979248,0.01173770055,784.9979248,0.01006095391,
783.9870605,0.0007217306993,783.9870605,0.01168134902,783.9870605,0.01144828275,
783.0106812,0.001448610565,783.0106812,0.01198614296,783.0106812,0.01190937962,
781.9990845,6.282979302E-005,781.9990845,0.01285117585,781.9990845,0.01168150827,
780.9869995,0.001257936703,780.9869995,0.01259850617,780.9869995,0.01216364373,
780.0095825,0.0006881798035,780.0095825,0.01294941455,780.0095825,0.0123961363,
778.9967651,3.562055281E-005,778.9967651,0.01234822161,778.9967651,0.01167725399,
777.9835815,0.0009508999647,777.9835815,0.01238433644,777.9835815,0.01248907764,
777.0048828,0.0004120670783,777.0048828,0.01296968386,777.0048828,0.01190804876,
775.9909668,0.0007941564545,775.9909668,0.01385137718,775.9909668,0.01116782147,
775.0115967,0.0002277785825,775.0115967,0.01299910247,775.0115967,0.01246954966,
773.9967651,0.0001647436584,773.9967651,0.01248614676,773.9967651,0.01042071357,
773.0167236,0.0009543763008,773.0167236,0.01263728086,773.0167236,0.01285546832,
772.0011597,5.387204146E-005,772.0011597,0.01134862844,772.0011597,0.01154078171,
770.9852905,0.001202695072,770.9852905,0.01428889669,770.9852905,0.01129987277,
770.0040283,7.015663869E-005,770.0040283,0.01301633287,770.0040283,0.01196214184,
768.9873657,0.0004944704124,768.9873657,0.01239629649,768.9873657,0.01132317353,
768.0054321,3.950378596E-005,768.0054321,0.01193545386,768.0054321,0.01129527669,
766.9879761,0.0003428137279,766.9879761,0.01239432488,766.9879761,0.01164018735,
766.0053101,0.001787475543,766.0053101,0.01293023955,766.0053101,0.01236148458,
764.9869995,-6.471444067E-006,764.9869995,0.01167884935,764.9869995,0.01042572502,
764.0036011,-0.0004295980616,764.0036011,0.01303121727,764.0036011,0.01183047425,
762.9846191,0.001073418767,762.9846191,0.0115587255,762.9846191,0.0123771457,
762.0004272,0.0002148031053,762.0004272,0.01287994627,762.0004272,0.01212962344,
761.0158691,0.001410224941,761.0158691,0.01351490803,761.0158691,0.01212821249,
759.9957886,0.0003705862619,759.9957886,0.01209800132,759.9957886,0.01185194124,
759.010498,0.0001233123767,759.010498,0.01227352396,759.010498,0.01112309657,
757.989624,0.0005005346611,757.989624,0.01308270171,757.989624,0.01300601102,
757.0036621,0.0002567611518,757.0036621,0.0119649088,757.0036621,0.01211836375,
756.0172729,0.001553214272,756.0172729,0.01244333666,756.0172729,0.01172958873,
754.9952393,-0.0006164249498,754.9952393,0.01233338751,754.9952393,0.01152358297,
754.0081177,-0.001539811841,754.0081177,0.01151999366,754.0081177,0.01151510328,
752.9854126,0.00088817504,752.9854126,0.01322016679,752.9854126,0.01190086547,
751.9976196,-0.0003429571807,751.9976196,0.01200516988,751.9976196,0.01232481189,
751.0093994,-0.0003453885147,751.0093994,0.01206965465,751.0093994,0.01181007177,
749.9855347,0.000300329295,749.9855347,0.01251904946,749.9855347,0.01170637272,
748.9967041,0.0008220098098,748.9967041,0.01298408583,748.9967041,0.01269034483,
748.0074463,-0.000271148514,748.0074463,0.01316143479,748.0074463,0.01275482494,
746.9824219,-0.000437149225,746.9824219,0.01155747566,746.9824219,0.01190190297,
745.9924927,0.0003484095214,745.9924927,0.01254955679,745.9924927,0.01232776791,
745.0021362,0.0001566124556,745.0021362,0.01237842441,745.0021362,0.01288762596,
744.0114746,-0.0008658503066,744.0114746,0.01207942236,744.0114746,0.01219468564,
742.9850464,0.0002872998302,742.9850464,0.01246147789,742.9850464,0.0126326438,
741.9935913,2.599028994E-005,741.9935913,0.01230667718,741.9935913,0.01260023843,
741.0018921,0.000282119232,741.0018921,0.01227762457,741.0018921,0.01268173568,
740.0097656,0.0008224247722,740.0097656,0.01309198607,740.0097656,0.01346035488,
739.017334,0.001057978719,739.017334,0.01189578418,739.017334,0.01229655743,
737.9890747,0.0004313449317,737.9890747,0.01266987529,737.9890747,0.01363127399,
736.9959106,0.0007866877131,736.9959106,0.01200157776,736.9959106,0.01277071238,
736.0024414,0.000134809161,736.0024414,0.0135606816,736.0024414,0.01350708399,
735.0085449,0.0003083077609,735.0085449,0.01207673457,735.0085449,0.0130384462,
734.0143433,0.0002144405298,734.0143433,0.01282168645,734.0143433,0.01258166507,
732.9842529,0.0008824684774,732.9842529,0.01321496349,732.9842529,0.01378769707,
731.9893799,-0.0002999665157,731.9893799,0.01256748941,731.9893799,0.01331694145,
730.9941406,0.0008281564224,730.9941406,0.01286506746,730.9941406,0.01295509469,
729.9984741,6.039616346E-005,729.9984741,0.01317477599,729.9984741,0.01414090395,
729.0025024,0.0005073506036,729.0025024,0.01346994005,729.0025024,0.01389429998,
728.0062866,0.0004178710806,728.0062866,0.01250615437,728.0062866,0.01354246773,
727.0096436,0.0006564981304,727.0096436,0.01256439835,727.0096436,0.01302252151,
726.0126343,0.0001927120175,726.0126343,0.01239794772,726.0126343,0.01332433522,
725.0152588,0.0008615624974,725.0152588,0.01348956674,725.0152588,0.01401948277,
724.0177002,0.0004280282592,724.0177002,0.01344855316,724.0177002,0.01417577825,
722.9840088,0.001043006312,722.9840088,0.01377104968,722.9840088,0.01380487811,
721.9855957,0.0005766042741,721.9855957,0.0137807494,721.9855957,0.0143802911,
720.9869385,0.0001876620372,720.9869385,0.01250785962,720.9869385,0.013743449,
719.987854,0.0009350492619,719.987854,0.01356436685,719.987854,0.0143562099,
718.9885254,0.0005792740849,718.9885254,0.01283552404,718.9885254,0.01346903201,
717.9887695,0.0006986804074,717.9887695,0.01263938658,717.9887695,0.01332099829,
716.9887085,-0.0002114368835,716.9887085,0.01263712067,716.9887085,0.01303025708,
715.9882813,-0.0006529742386,715.9882813,0.01321779191,715.9882813,0.01365827955,
714.9875488,0.0002006885043,714.9875488,0.01325107086,714.9875488,0.01339272689,
713.9865112,6.606601528E-005,713.9865112,0.01335297711,713.9865112,0.01369135175,
712.9850464,0.000295951555,712.9850464,0.01339942776,712.9850464,0.01403627265,
711.9833374,-0.0001205083463,711.9833374,0.01287274621,711.9833374,0.01383269671,
711.0170288,-0.0003127451928,711.0170288,0.01299675554,711.0170288,0.0135381408,
710.0146484,0.0003528137167,710.0146484,0.01343886089,710.0146484,0.01413143706,
709.0119019,0.0004505459219,709.0119019,0.01302561536,709.0119019,0.01395382546,
708.0087891,0.0003728921001,708.0087891,0.01392455585,708.0087891,0.01483034343,
707.0053711,0.001054449705,707.0053711,0.01416320819,707.0053711,0.013933938,
706.0015869,0.001139752101,706.0015869,0.01392776333,706.0015869,0.01433451101,
704.9974976,0.001106999349,704.9974976,0.01365384553,704.9974976,0.01441202592,
703.993103,0.0008398015634,703.993103,0.01364986505,703.993103,0.0139961699,
702.9883423,0.001254951116,702.9883423,0.01334355399,702.9883423,0.01408325043,
701.9832764,0.001097423141,701.9832764,0.01327738538,701.9832764,0.01456610765,
701.0137329,-0.0002466232399,701.0137329,0.01283459086,701.0137329,0.0139186224,
700.0079956,0.000716104114,700.0079956,0.0133057842,700.0079956,0.01419770997,
699.0019531,0.0004285983159,699.0019531,0.01414635964,699.0019531,0.01500367839,
697.9956055,0.000695439463,697.9956055,0.01447700337,697.9956055,0.01493953355,
696.9887695,0.001030603307,696.9887695,0.01412632968,696.9887695,0.01523796376,
696.0177612,0.0004347134673,696.0177612,0.01414836571,696.0177612,0.0150888972,
695.0103149,-0.0001986552525,695.0103149,0.01405683346,695.0103149,0.0145294359,
694.0026855,-1.692909245E-005,694.0026855,0.01333632041,694.0026855,0.01461169682,
692.9946289,8.569101192E-005,692.9946289,0.01517225709,692.9946289,0.01473901514,
691.9862671,0.0005743232905,691.9862671,0.01434414275,691.9862671,0.01515274215,
691.0135498,0.0004367086804,691.0135498,0.01360752806,691.0135498,0.0155664878,
690.0046387,0.0005107456236,690.0046387,0.0138422111,690.0046387,0.01471065637,
688.9952393,0.0001950168953,688.9952393,0.01348719001,688.9952393,0.01424350124,
687.9856567,0.001208950882,687.9856567,0.01409496274,687.9856567,0.01542937849,
687.0116577,0.0006742053665,687.0116577,0.01462318283,687.0116577,0.01630173251,
686.0014038,0.0008900685934,686.0014038,0.01319078635,686.0014038,0.01614142023,
684.9907837,0.0008366114344,684.9907837,0.01353920903,684.9907837,0.01544815488,
684.0159302,0.0008670093375,684.0159302,0.01380813867,684.0159302,0.01497422997,
683.0046997,0.0006805314333,683.0046997,0.01453850977,683.0046997,0.01538402494,
681.993103,0.000531893922,681.993103,0.01383654494,681.993103,0.01622379944,
681.017395,9.420925926E-005,681.017395,0.01359761879,681.017395,0.0161698442,
680.005127,-0.0002721833007,680.005127,0.01382676419,680.005127,0.01574143209,
678.9926758,-3.085497883E-005,678.9926758,0.01434205566,678.9926758,0.0164224226,
678.0159302,-5.44606628E-005,678.0159302,0.01386457961,678.0159302,0.01633438841,
677.0028076,0.0007039178163,677.0028076,0.01477412507,677.0028076,0.01673634909,
675.9893188,0.001138428459,675.9893188,0.01419364382,675.9893188,0.01711197011,
675.0117188,-7.77027235E-005,675.0117188,0.01385012083,675.0117188,0.01688668132,
673.9976196,6.09657327E-005,673.9976196,0.01395689975,673.9976196,0.01705130935,
672.9832153,-0.000941538543,672.9832153,0.01393805444,672.9832153,0.01707761362,
672.0046997,-0.000231565893,672.0046997,0.01391383819,672.0046997,0.01789420843,
670.989624,-0.0006425835891,670.989624,0.01284488291,670.989624,0.01819913089,
670.0105591,-0.0006603147485,670.0105591,0.01439961046,670.0105591,0.01897183992,
668.994873,-0.0007870998816,668.994873,0.0145441303,668.994873,0.01893373951,
668.0151367,0.000488872698,668.0151367,0.015209198,668.0151367,0.01964537986,
666.9988403,0.0005025301944,666.9988403,0.01503953245,666.9988403,0.02059852891,
