,SrcWell,Destination Well,Volume,Plate
1,G4,A1,1500.0,A
2,A2,A2,5.0,B
3,G4,A2,1495.0,A
4,A2,A3,35.0,B
5,G4,A3,1465.0,A
6,A2,A4,117.5,B
7,G4,A4,1382.5,A
8,A2,A5,280.0,B
9,G4,A5,1220.0,A
10,A2,A6,547.5,B
11,G4,A6,952.5,A
12,A2,A7,945.0,B
13,G4,A7,555.0,A
14,A2,A8,1500.0,B
17,G4,A9,1500.0,A
18,A6,A10,5.0,B
19,G4,A10,1495.0,A
20,A6,A11,35.0,B
21,G4,A11,1465.0,A
22,A6,A12,117.5,B
23,G4,A12,1382.5,A
24,A6,A13,280.0,B
25,G4,A13,1220.0,A
26,A6,A14,547.5,B
27,G4,A14,952.5,A
28,A6,A15,945.0,B
29,G4,A15,555.0,A
30,A6,A16,1500.0,B
33,G4,A17,1500.0,A
34,A10,A18,5.0,B
35,G4,A18,1495.0,A
36,A10,A19,35.0,B
37,G4,A19,1465.0,A
38,A10,A20,117.5,B
39,G4,A20,1382.5,A
40,A10,A21,280.0,B
41,G4,A21,1220.0,A
42,A10,A22,547.5,B
43,G4,A22,952.5,A
44,A10,A23,945.0,B
45,G4,A23,555.0,A
46,A10,A24,1500.0,B
49,G4,B1,210.0,A
50,A14,B2,5.0,B
51,G5,B2,1495.0,A
52,A14,B3,35.0,B
53,G5,B3,1465.0,A
54,A14,B4,117.5,B
55,G5,B4,1382.5,A
56,A14,B5,280.0,B
57,G5,B5,1220.0,A
58,A14,B6,547.5,B
59,G5,B6,952.5,A
60,A14,B7,945.0,B
61,G5,B7,555.0,A
62,A14,B8,1500.0,B
65,G5,B9,1500.0,A
66,A18,B10,5.0,B
67,G5,B10,1495.0,A
68,A18,B11,35.0,B
69,G5,B11,1465.0,A
70,A18,B12,117.5,B
71,G5,B12,1382.5,A
72,A18,B13,280.0,B
73,G5,B13,1220.0,A
74,A18,B14,547.5,B
75,G5,B14,952.5,A
76,A18,B15,945.0,B
77,G5,B15,555.0,A
78,A18,B16,1500.0,B
81,G5,B17,1500.0,A
82,A22,B18,5.0,B
83,G5,B18,1495.0,A
84,A22,B19,35.0,B
85,G5,B19,1465.0,A
86,A22,B20,117.5,B
87,G5,B20,1382.5,A
88,A22,B21,280.0,B
89,G5,B21,1220.0,A
90,A22,B22,547.5,B
91,G5,B22,952.5,A
92,A22,B23,945.0,B
93,G5,B23,555.0,A
94,A22,B24,1500.0,B
97,G5,C1,1500.0,A
98,B2,C2,5.0,B
99,G5,C2,1495.0,A
100,B2,C3,35.0,B
101,G5,C3,1465.0,A
102,B2,C4,117.5,B
103,G5,C4,1382.5,A
104,B2,C5,280.0,B
105,G5,C5,1220.0,A
106,B2,C6,547.5,B
107,G5,C6,952.5,A
108,B2,C7,945.0,B
109,G5,C7,555.0,A
110,B2,C8,1500.0,B
113,G5,C9,1500.0,A
114,B6,C10,5.0,B
115,G5,C10,1495.0,A
116,B6,C11,35.0,B
117,G5,C11,1465.0,A
118,B6,C12,117.5,B
119,G5,C12,1382.5,A
120,B6,C13,280.0,B
121,G5,C13,1220.0,A
122,B6,C14,547.5,B
123,G5,C14,952.5,A
124,B6,C15,945.0,B
125,G5,C15,555.0,A
126,B6,C16,1500.0,B
129,G5,C17,1500.0,A
130,B10,C18,5.0,B
131,G5,C18,860.0,A
132,B10,C19,35.0,B
133,G6,C19,1465.0,A
134,B10,C20,117.5,B
135,G6,C20,1382.5,A
136,B10,C21,280.0,B
137,G6,C21,1220.0,A
138,B10,C22,547.5,B
139,G6,C22,952.5,A
140,B10,C23,945.0,B
141,G6,C23,555.0,A
142,B10,C24,1500.0,B
145,G6,D1,1500.0,A
146,B14,D2,5.0,B
147,G6,D2,1495.0,A
148,B14,D3,35.0,B
149,G6,D3,1465.0,A
150,B14,D4,117.5,B
151,G6,D4,1382.5,A
152,B14,D5,280.0,B
153,G6,D5,1220.0,A
154,B14,D6,547.5,B
155,G6,D6,952.5,A
156,B14,D7,945.0,B
157,G6,D7,555.0,A
158,B14,D8,1500.0,B
161,G6,D9,1500.0,A
162,B18,D10,5.0,B
163,G6,D10,1495.0,A
164,B18,D11,35.0,B
165,G6,D11,1465.0,A
166,B18,D12,117.5,B
167,G6,D12,1382.5,A
168,B18,D13,280.0,B
169,G6,D13,1220.0,A
170,B18,D14,547.5,B
171,G6,D14,952.5,A
172,B18,D15,945.0,B
