,SrcWell,Destination Well,Volume,Plate
1,G13,A1,1500.0,A
2,A2,A2,5.0,B
3,G13,A2,1495.0,A
4,A2,A3,35.0,B
5,G13,A3,1465.0,A
6,A2,A4,117.5,B
7,G13,A4,1382.5,A
8,A2,A5,280.0,B
9,G13,A5,1220.0,A
10,A2,A6,547.5,B
11,G13,A6,952.5,A
12,A2,A7,945.0,B
13,G13,A7,555.0,A
14,A2,A8,1350.0,B
17,G13,A9,1500.0,A
18,A6,A10,5.0,B
19,G13,A10,1495.0,A
20,A6,A11,35.0,B
21,G13,A11,1465.0,A
22,A6,A12,117.5,B
23,G13,A12,1382.5,A
24,A6,A13,280.0,B
25,G13,A13,1220.0,A
26,A6,A14,547.5,B
27,G13,A14,952.5,A
28,A6,A15,945.0,B
29,G13,A15,555.0,A
30,A6,A16,1350.0,B
33,G13,A17,1500.0,A
34,A10,A18,5.0,B
35,G13,A18,920.0,A
36,A10,A19,35.0,B
37,G14,A19,1465.0,A
38,A10,A20,117.5,B
39,G14,A20,1382.5,A
40,A10,A21,280.0,B
41,G14,A21,1220.0,A
42,A10,A22,547.5,B
43,G14,A22,952.5,A
44,A10,A23,945.0,B
45,G14,A23,555.0,A
46,A10,A24,1350.0,B
49,G14,B1,1500.0,A
50,A14,B2,5.0,B
51,G14,B2,1495.0,A
52,A14,B3,35.0,B
53,G14,B3,1465.0,A
54,A14,B4,117.5,B
55,G14,B4,1382.5,A
56,A14,B5,280.0,B
57,G14,B5,1220.0,A
58,A14,B6,547.5,B
59,G14,B6,952.5,A
60,A14,B7,945.0,B
61,G14,B7,555.0,A
62,A14,B8,1350.0,B
65,G14,B9,1500.0,A
66,A18,B10,5.0,B
67,G14,B10,1495.0,A
68,A18,B11,35.0,B
69,G14,B11,1465.0,A
70,A18,B12,117.5,B
71,G14,B12,1382.5,A
72,A18,B13,280.0,B
73,G14,B13,1220.0,A
74,A18,B14,547.5,B
75,G14,B14,952.5,A
76,A18,B15,945.0,B
77,G14,B15,555.0,A
78,A18,B16,1350.0,B
81,G14,B17,1500.0,A
82,A22,B18,5.0,B
83,G14,B18,1495.0,A
84,A22,B19,35.0,B
85,G14,B19,1465.0,A
86,A22,B20,117.5,B
87,G14,B20,1382.5,A
88,A22,B21,280.0,B
89,G14,B21,1220.0,A
90,A22,B22,547.5,B
91,G14,B22,952.5,A
92,A22,B23,945.0,B
93,G14,B23,555.0,A
94,A22,B24,1350.0,B
97,G14,C1,1500.0,A
98,B2,C2,5.0,B
99,G14,C2,1495.0,A
100,B2,C3,35.0,B
101,G14,C3,1465.0,A
102,B2,C4,117.5,B
103,G14,C4,1382.5,A
104,B2,C5,280.0,B
105,G14,C5,1220.0,A
106,B2,C6,547.5,B
107,G14,C6,952.5,A
108,B2,C7,945.0,B
109,G14,C7,555.0,A
110,B2,C8,1350.0,B
113,G14,C9,1500.0,A
114,B6,C10,5.0,B
115,G14,C10,1495.0,A
116,B6,C11,35.0,B
117,G14,C11,1465.0,A
118,B6,C12,117.5,B
119,G14,C12,110.0,A
120,B6,C13,280.0,B
121,G15,C13,1220.0,A
122,B6,C14,547.5,B
123,G15,C14,952.5,A
124,B6,C15,945.0,B
125,G15,C15,555.0,A
126,B6,C16,1350.0,B
129,G15,C17,1500.0,A
130,B10,C18,5.0,B
131,G15,C18,1495.0,A
132,B10,C19,35.0,B
133,G15,C19,1465.0,A
134,B10,C20,117.5,B
135,G15,C20,1382.5,A
136,B10,C21,280.0,B
137,G15,C21,1220.0,A
138,B10,C22,547.5,B
139,G15,C22,952.5,A
140,B10,C23,945.0,B
141,G15,C23,555.0,A
142,B10,C24,1350.0,B
145,G15,D1,1500.0,A
146,B14,D2,5.0,B
147,G15,D2,1495.0,A
148,B14,D3,35.0,B
149,G15,D3,1465.0,A
150,B14,D4,117.5,B
151,G15,D4,1382.5,A
152,B14,D5,280.0,B
153,G15,D5,1220.0,A
154,B14,D6,547.5,B
155,G15,D6,952.5,A
156,B14,D7,945.0,B
157,G15,D7,555.0,A
158,B14,D8,1350.0,B
161,G15,D9,1500.0,A
162,B18,D10,5.0,B
163,G15,D10,1495.0,A
164,B18,D11,35.0,B
165,G15,D11,1465.0,A
166,B18,D12,117.5,B
167,G15,D12,1382.5,A
168,B18,D13,280.0,B
169,G15,D13,1220.0,A
170,B18,D14,547.5,B
171,G15,D14,952.5,A
172,B18,D15,945.0,B
173,G15,D15,555.0,A
174,B18,D16,1350.0,B
177,G15,D17,1500.0,A
178,B22,D18,5.0,B
179,G15,D18,1495.0,A
180,B22,D19,35.0,B
181,G15,D19,1465.0,A
182,B22,D20,117.5,B
183,G15,D20,1382.5,A
184,B22,D21,280.0,B
185,G15,D21,1220.0,A
186,B22,D22,547.5,B
187,G15,D22,952.5,A
188,B22,D23,945.0,B
189,G15,D23,555.0,A
190,B22,D24,1350.0,B
193,G15,E1,1500.0,A
194,C2,E2,5.0,B
195,G15,E2,1495.0,A
196,C2,E3,35.0,B
197,G15,E3,1465.0,A
198,C2,E4,117.5,B
199,G15,E4,1382.5,A
200,C2,E5,280.0,B
201,G15,E5,877.5,A
202,C2,E6,547.5,B
203,G16,E6,952.5,A
204,C2,E7,945.0,B
205,G16,E7,555.0,A
206,C2,E8,1350.0,B
209,G16,E9,1500.0,A
210,C6,E10,5.0,B
211,G16,E10,1495.0,A
212,C6,E11,35.0,B
213,G16,E11,1465.0,A
214,C6,E12,117.5,B
215,G16,E12,1382.5,A
216,C6,E13,280.0,B
217,G16,E13,1220.0,A
218,C6,E14,547.5,B
219,G16,E14,952.5,A
220,C6,E15,945.0,B
221,G16,E15,555.0,A
222,C6,E16,1350.0,B
225,G16,E17,1500.0,A
226,C10,E18,5.0,B
227,G16,E18,1495.0,A
228,C10,E19,35.0,B
229,G16,E19,1465.0,A
230,C10,E20,117.5,B
231,G16,E20,1382.5,A
232,C10,E21,280.0,B
233,G16,E21,1220.0,A
234,C10,E22,547.5,B
235,G16,E22,952.5,A
236,C10,E23,945.0,B
237,G16,E23,555.0,A
238,C10,E24,1350.0,B
241,G16,F1,1500.0,A
242,C14,F2,5.0,B
243,G16,F2,1495.0,A
244,C14,F3,35.0,B
245,G16,F3,1465.0,A
246,C14,F4,117.5,B
247,G16,F4,1382.5,A
248,C14,F5,280.0,B
249,G16,F5,1220.0,A
250,C14,F6,547.5,B
251,G16,F6,952.5,A
252,C14,F7,945.0,B
253,G16,F7,555.0,A
254,C14,F8,1350.0,B
257,G16,F9,1500.0,A
258,C18,F10,5.0,B
259,G16,F10,1495.0,A
260,C18,F11,35.0,B
261,G16,F11,1465.0,A
262,C18,F12,117.5,B
263,G16,F12,1382.5,A
264,C18,F13,280.0,B
265,G16,F13,1220.0,A
266,C18,F14,547.5,B
267,G16,F14,952.5,A
268,C18,F15,945.0,B
269,G16,F15,555.0,A
270,C18,F16,1350.0,B
273,G16,F17,1500.0,A
274,C22,F18,5.0,B
275,G16,F18,1495.0,A
276,C22,F19,35.0,B
277,G16,F19,1465.0,A
278,C22,F20,117.5,B
279,G16,F20,1382.5,A
280,C22,F21,280.0,B
281,G16,F21,1220.0,A
282,C22,F22,547.5,B
283,G16,F22,952.5,A
284,C22,F23,945.0,B
285,G16,F23,555.0,A
286,C22,F24,1350.0,B
289,G16,G1,300.0,A
290,D2,G2,5.0,B
291,G17,G2,1495.0,A
292,D2,G3,35.0,B
293,G17,G3,1465.0,A
294,D2,G4,117.5,B
295,G17,G4,1382.5,A
296,D2,G5,280.0,B
297,G17,G5,1220.0,A
298,D2,G6,547.5,B
299,G17,G6,952.5,A
300,D2,G7,945.0,B
301,G17,G7,555.0,A
302,D2,G8,1350.0,B
305,G17,G9,1500.0,A
306,D6,G10,5.0,B
307,G17,G10,1495.0,A
308,D6,G11,35.0,B
309,G17,G11,1465.0,A
310,D6,G12,117.5,B
311,G17,G12,1382.5,A
312,D6,G13,280.0,B
313,G17,G13,1220.0,A
314,D6,G14,547.5,B
315,G17,G14,952.5,A
316,D6,G15,945.0,B
317,G17,G15,555.0,A
318,D6,G16,1350.0,B
321,G17,G17,1500.0,A
322,D10,G18,5.0,B
323,G17,G18,1495.0,A
324,D10,G19,35.0,B
325,G17,G19,1465.0,A
326,D10,G20,117.5,B
327,G17,G20,1382.5,A
328,D10,G21,280.0,B
329,G17,G21,1220.0,A
330,D10,G22,547.5,B
331,G17,G22,952.5,A
332,D10,G23,945.0,B
333,G17,G23,555.0,A
334,D10,G24,1350.0,B
337,G17,H1,1500.0,A
338,D14,H2,5.0,B
339,G17,H2,1495.0,A
340,D14,H3,35.0,B
341,G17,H3,1465.0,A
342,D14,H4,117.5,B
343,G17,H4,1382.5,A
344,D14,H5,280.0,B
345,G17,H5,1220.0,A
346,D14,H6,547.5,B
347,G17,H6,952.5,A
348,D14,H7,945.0,B
349,G17,H7,555.0,A
350,D14,H8,1350.0,B
353,G17,H9,1500.0,A
