,SrcWell,Destination Well,Volume,Plate
1,H7,A1,1500.0,A
2,A3,A2,5.0,B
3,H7,A2,1495.0,A
4,A3,A3,35.0,B
5,H7,A3,1465.0,A
6,A3,A4,117.5,B
7,H7,A4,1382.5,A
8,A3,A5,280.0,B
9,H7,A5,997.5,A
10,A3,A6,547.5,B
11,H8,A6,952.5,A
12,A3,A7,945.0,B
13,H8,A7,555.0,A
14,A3,A8,1500.0,B
17,H8,A9,1500.0,A
18,A7,A10,5.0,B
19,H8,A10,1495.0,A
20,A7,A11,35.0,B
21,H8,A11,1465.0,A
22,A7,A12,117.5,B
23,H8,A12,1382.5,A
24,A7,A13,280.0,B
25,H8,A13,1220.0,A
26,A7,A14,547.5,B
27,H8,A14,952.5,A
28,A7,A15,945.0,B
29,H8,A15,555.0,A
30,A7,A16,1500.0,B
33,H8,A17,1500.0,A
34,A11,A18,5.0,B
35,H8,A18,1495.0,A
36,A11,A19,35.0,B
37,H8,A19,1465.0,A
38,A11,A20,117.5,B
39,H8,A20,1382.5,A
40,A11,A21,280.0,B
41,H8,A21,1220.0,A
42,A11,A22,547.5,B
43,H8,A22,952.5,A
44,A11,A23,945.0,B
45,H8,A23,555.0,A
46,A11,A24,1500.0,B
49,H8,B1,1500.0,A
50,A15,B2,5.0,B
51,H8,B2,1495.0,A
52,A15,B3,35.0,B
53,H8,B3,1465.0,A
54,A15,B4,117.5,B
55,H8,B4,1382.5,A
56,A15,B5,280.0,B
57,H8,B5,1220.0,A
58,A15,B6,547.5,B
59,H8,B6,952.5,A
60,A15,B7,945.0,B
61,H8,B7,555.0,A
62,A15,B8,1500.0,B
65,H8,B9,1500.0,A
66,A19,B10,5.0,B
67,H8,B10,1495.0,A
68,A19,B11,35.0,B
69,H8,B11,1465.0,A
70,A19,B12,117.5,B
71,H8,B12,1382.5,A
72,A19,B13,280.0,B
73,H8,B13,1220.0,A
74,A19,B14,547.5,B
75,H8,B14,952.5,A
76,A19,B15,945.0,B
77,H8,B15,555.0,A
78,A19,B16,1500.0,B
81,H8,B17,1500.0,A
82,A23,B18,5.0,B
83,H8,B18,1495.0,A
84,A23,B19,35.0,B
85,H8,B19,1465.0,A
86,A23,B20,117.5,B
87,H8,B20,1382.5,A
88,A23,B21,280.0,B
89,H8,B21,1220.0,A
90,A23,B22,547.5,B
91,H8,B22,952.5,A
92,A23,B23,945.0,B
93,H8,B23,555.0,A
94,A23,B24,1500.0,B
97,H8,C1,420.0,A
98,B3,C2,5.0,B
99,H9,C2,1495.0,A
100,B3,C3,35.0,B
101,H9,C3,1465.0,A
102,B3,C4,117.5,B
103,H9,C4,1382.5,A
104,B3,C5,280.0,B
105,H9,C5,1220.0,A
106,B3,C6,547.5,B
107,H9,C6,952.5,A
108,B3,C7,945.0,B
109,H9,C7,555.0,A
110,B3,C8,1500.0,B
113,H9,C9,1500.0,A
114,B7,C10,5.0,B
115,H9,C10,1495.0,A
116,B7,C11,35.0,B
117,H9,C11,1465.0,A
118,B7,C12,117.5,B
119,H9,C12,1382.5,A
120,B7,C13,280.0,B
121,H9,C13,1220.0,A
122,B7,C14,547.5,B
123,H9,C14,952.5,A
124,B7,C15,945.0,B
125,H9,C15,555.0,A
