buffer,,bm3-wt-5_1000-sample8,,bm3-wt-5_100-sample49,,bm3-wt-sample50-dil-tgt-10uM,,bm3-wt-sample50-dil-tgt-10uM1,,
752.0013428,-0.00150772254,752.0013428,0.004923146218,752.0013428,0.0129049588,752.0013428,0.02383299917,752.0013428,0.02258460782,
751.0133057,-0.0003842883452,751.0133057,0.006199594121,751.0133057,0.01348940562,751.0133057,0.02440573275,751.0133057,0.02495630085,
749.989624,-0.0001481460058,749.989624,0.006421374157,749.989624,0.01276636776,749.989624,0.02443295158,749.989624,0.02514063753,
749.0008545,-0.0008207410574,749.0008545,0.00483149616,749.0008545,0.01214879006,749.0008545,0.02338477969,749.0008545,0.02422822267,
748.0117798,-0.000936785771,748.0117798,0.005298195407,748.0117798,0.01256914157,748.0117798,0.0245613195,748.0117798,0.02410487831,
746.9869385,-0.0003659768845,746.9869385,0.005260018166,746.9869385,0.0134332804,746.9869385,0.02501341514,746.9869385,0.02527228743,
745.9970703,0.0005094757071,745.9970703,0.004507903475,745.9970703,0.01241296995,745.9970703,0.02399685979,745.9970703,0.02505416423,
745.006958,0.0003135922598,745.006958,0.005695441272,745.006958,0.01317453664,745.006958,0.0247141663,745.006958,0.02507053688,
744.0164185,0.0002380867227,744.0164185,0.005766052287,744.0164185,0.01250242442,744.0164185,0.02435130067,744.0164185,0.0253303498,
742.9901733,-0.0007344366168,742.9901733,0.005213093944,742.9901733,0.01297059096,742.9901733,0.02474000677,742.9901733,0.0255468823,
741.9989014,0.0002097528777,741.9989014,0.006193817127,741.9989014,0.01399066299,741.9989014,0.02706512436,741.9989014,0.02692166343,
741.0072632,0.0005066767335,741.0072632,0.005406036973,741.0072632,0.01441810094,741.0072632,0.02571650036,741.0072632,0.02775277756,
740.0153198,-0.0003813399235,740.0153198,0.00629016757,740.0153198,0.01425864175,740.0153198,0.02599156834,740.0153198,0.02654830739,
738.9876099,-0.0003292482288,738.9876099,0.006087906193,738.9876099,0.01317098737,738.9876099,0.02570680529,738.9876099,0.02600036375,
737.9949951,-0.001371858176,737.9949951,0.005597020034,737.9949951,0.01176131796,737.9949951,0.02389581688,737.9949951,0.0253442619,
737.0019531,-0.0006556106382,737.0019531,0.004567491356,737.0019531,0.01311498322,737.0019531,0.02521220595,737.0019531,0.02501807734,
736.0085449,0.0002758767223,736.0085449,0.006742373575,736.0085449,0.01483845897,736.0085449,0.02703713253,736.0085449,0.02703346871,
735.0148926,-0.0002559367858,735.0148926,0.004894688725,735.0148926,0.01319460291,735.0148926,0.02572872303,735.0148926,0.02631548792,
733.9852295,-0.0006776833325,733.9852295,0.005000780337,733.9852295,0.01274869312,733.9852295,0.0258505512,733.9852295,0.0260630846,
732.9909058,-0.0009325496503,732.9909058,0.005989815574,732.9909058,0.01389780082,732.9909058,0.0258073099,732.9909058,0.02652929351,
731.9960938,-0.00011678179,731.9960938,0.006902751978,731.9960938,0.01396326255,731.9960938,0.02628199011,731.9960938,0.02604277059,
731.0009766,-0.001803968917,731.0009766,0.005069811363,731.0009766,0.01270607114,731.0009766,0.02534703352,731.0009766,0.02667744085,
730.0055542,-0.0008467324078,730.0055542,0.005500220228,730.0055542,0.01335436571,730.0055542,0.02665842138,730.0055542,0.02605860308,
729.0097656,0.0004012106801,729.0097656,0.005864223,729.0097656,0.01373404451,729.0097656,0.02665244788,729.0097656,0.02760553174,
728.0136108,-0.0005968824844,728.0136108,0.006118306424,728.0136108,0.01325131115,728.0136108,0.02638293058,728.0136108,0.02653289773,
727.0171509,2.451470391E-005,727.0171509,0.006191821769,727.0171509,0.01436816994,727.0171509,0.02777363919,727.0171509,0.02792624198,
725.9846802,-0.001262382488,725.9846802,0.005648443941,725.9846802,0.01317715086,725.9846802,0.02605137415,725.9846802,0.02606038935,
724.9875488,-0.001654994208,724.9875488,0.004973233677,724.9875488,0.01264911424,724.9875488,0.0265887063,724.9875488,0.0269763656,
723.9899902,-0.000924593769,723.9899902,0.005630401894,723.9899902,0.01376998145,723.9899902,0.02710890397,723.9899902,0.02751274593,
722.9921265,-2.107066757E-005,722.9921265,0.004738792311,722.9921265,0.01411210373,722.9921265,0.02773768269,722.9921265,0.02804912999,
721.9938965,-0.0007838958409,721.9938965,0.005729801022,721.9938965,0.01320396923,721.9938965,0.02639841661,721.9938965,0.02741661668,
720.9953613,-0.0006000362337,720.9953613,0.005024819635,720.9953613,0.01372602861,720.9953613,0.02794365957,720.9953613,0.02753359638,
719.9963989,-0.001623377553,719.9963989,0.0058123013,719.9963989,0.01331096236,719.9963989,0.02810645662,719.9963989,0.02796952799,
718.9973145,-0.000626040739,718.9973145,0.005872802809,718.9973145,0.01478866767,718.9973145,0.02819903754,718.9973145,0.02933802642,
717.9976807,-0.001259439974,717.9976807,0.005543557461,717.9976807,0.01397742983,717.9976807,0.02703831717,717.9976807,0.02750974149,
716.9977417,-0.000878767285,716.9977417,0.004711994901,716.9977417,0.01338429097,716.9977417,0.02670158073,716.9977417,0.02834913693,
715.9974976,-0.0007934045861,715.9974976,0.005776151549,715.9974976,0.01419824455,715.9974976,0.02817619592,715.9974976,0.02879319154,
714.9968872,-1.967289063E-005,714.9968872,0.005303462036,714.9968872,0.01467424072,714.9968872,0.02817713469,714.9968872,0.02865220048,
713.9959717,8.882384282E-005,713.9959717,0.005929743871,713.9959717,0.01475489605,713.9959717,0.02842107043,713.9959717,0.02884027176,
712.9946899,-0.0002907573944,712.9946899,0.005373091903,712.9946899,0.01344756503,712.9946899,0.02734165266,712.9946899,0.02781158499,
711.9931641,-0.000818777422,711.9931641,0.005317953415,711.9931641,0.01408389304,711.9931641,0.02822757326,711.9931641,0.02857539244,
710.9911499,-0.0002326007816,710.9911499,0.006052809302,710.9911499,0.0138576841,710.9911499,0.02800290659,710.9911499,0.02798283473,
709.9889526,-4.229561091E-005,709.9889526,0.006413414143,709.9889526,0.01495212596,709.9889526,0.0288803298,709.9889526,0.02925359271,
708.9862671,-0.0003287309082,708.9862671,0.005870284047,708.9862671,0.01406488102,708.9862671,0.02791199647,708.9862671,0.02845644578,
707.9832764,-0.0002633875119,707.9832764,0.00521631632,707.9832764,0.01443437114,707.9832764,0.02870864235,707.9832764,0.0290990565,
707.0158691,-0.0005282183411,707.0158691,0.005532047711,707.0158691,0.01421517506,707.0158691,0.0283127483,707.0158691,0.02926234156,
706.0122681,-0.001145650167,706.0122681,0.005307157058,706.0122681,0.01460401341,706.0122681,0.02854852192,706.0122681,0.02892548218,
705.0083008,-0.001263053506,705.0083008,0.004914689809,705.0083008,0.01334705111,705.0083008,0.02753539011,705.0083008,0.02849796228,
704.0040894,-0.0009088882944,704.0040894,0.004926576279,704.0040894,0.01404790301,704.0040894,0.02863323316,704.0040894,0.02930952981,
702.9994507,0.0008103391738,702.9994507,0.005834942684,702.9994507,0.0151426373,702.9994507,0.02912554704,702.9994507,0.02983230539,
701.9945679,-0.001230479102,701.9945679,0.006381837185,701.9945679,0.01428097859,701.9945679,0.02950902097,701.9945679,0.02993942611,
700.9892578,-0.0003830468922,700.9892578,0.005520433187,700.9892578,0.0144876549,700.9892578,0.02895492315,700.9892578,0.03014051169,
699.9836426,-0.001270796638,699.9836426,0.005746116396,699.9836426,0.01372998301,699.9836426,0.02971628495,699.9836426,0.03061939962,
699.0136108,-0.001192532713,699.0136108,0.004580466542,699.0136108,0.01305077039,699.0136108,0.02888851799,699.0136108,0.0295272246,
698.0074463,-0.0008561881259,698.0074463,0.00592625374,698.0074463,0.01356132235,698.0074463,0.02915154025,698.0074463,0.02949514054,
697.0008545,-0.0005007082946,697.0008545,0.004922046792,697.0008545,0.0137432348,697.0008545,0.02968111075,697.0008545,0.02902789786,
695.9938965,-0.001340066083,695.9938965,0.005225852598,695.9938965,0.01299963612,695.9938965,0.02960095927,695.9938965,0.03038291633,
694.9866943,-0.001158145722,694.9866943,0.005224726163,694.9866943,0.01455625705,694.9866943,0.02960564382,694.9866943,0.03001012467,
694.0151367,-0.001724614878,694.0151367,0.00494291354,694.0151367,0.0129033858,694.0151367,0.02946245112,694.0151367,0.02853815444,
693.0072021,0.001150704804,693.0072021,0.00761584891,693.0072021,0.01644129679,693.0072021,0.031797681,693.0072021,0.03236827627,
691.9990234,-0.0001771274401,691.9990234,0.005811540876,691.9990234,0.01479260437,691.9990234,0.03073330037,691.9990234,0.03120032512,
690.9904785,-0.001222167281,690.9904785,0.007022199687,690.9904785,0.0147711793,690.9904785,0.03079064935,690.9904785,0.03178623319,
690.0176392,-0.0009367341409,690.0176392,0.005819122773,690.0176392,0.01403282396,690.0176392,0.03087518923,690.0176392,0.0304954201,
689.0084839,-0.001167904469,689.0084839,0.006015799474,689.0084839,0.01321336161,689.0084839,0.0303855259,689.0084839,0.03023519181,
687.9990234,-0.000794954889,687.9990234,0.006166299805,687.9990234,0.01490379497,687.9990234,0.03030921519,687.9990234,0.03123584576,
686.9891357,-0.0008660053136,686.9891357,0.005422392394,686.9891357,0.01392348669,686.9891357,0.03130258247,686.9891357,0.03164546564,
686.0150146,-0.001248960616,686.0150146,0.006065015681,686.0150146,0.01352890115,686.0150146,0.03237265721,686.0150146,0.03179366887,
685.0045776,-0.0006925184862,685.0045776,0.005312109366,685.0045776,0.01605258323,685.0045776,0.03246447816,685.0045776,0.03237337992,
683.9938354,-0.001355755958,683.9938354,0.005706850439,683.9938354,0.01469116285,683.9938354,0.03047276288,683.9938354,0.03123239614,
682.9827271,0.0003592127759,682.9827271,0.006186648738,682.9827271,0.01435535308,682.9827271,0.03248138353,682.9827271,0.03238969669,
682.0073242,-0.001556732692,682.0073242,0.006217003334,682.0073242,0.01559305098,682.0073242,0.03229872882,682.0073242,0.03362456709,
680.9956055,-0.0003072095278,680.9956055,0.006223042961,680.9956055,0.01594668441,680.9956055,0.03293322772,680.9956055,0.03342393041,
679.9835815,-3.639414717E-005,679.9835815,0.006584104616,679.9835815,0.01556960028,679.9835815,0.03354681656,679.9835815,0.03373604268,
679.0073242,-0.0001204048313,679.0073242,0.006601397879,679.0073242,0.01548841782,679.0073242,0.03319384903,679.0073242,0.03392044827,
677.9945679,-0.0009153978899,677.9945679,0.005614248104,677.9945679,0.0146736782,677.9945679,0.03248043358,677.9945679,0.03345750645,
677.0177612,-0.001211686991,677.0177612,0.006167139858,677.0177612,0.01488973014,677.0177612,0.03317311779,677.0177612,0.03376625851,
676.0044556,-0.0003416121763,676.0044556,0.006000497844,676.0044556,0.01490574982,676.0044556,0.03355688602,676.0044556,0.0344629325,
674.9907837,-0.002547665033,674.9907837,0.006334975827,674.9907837,0.01478939038,674.9907837,0.03355425596,674.9907837,0.03415043652,
674.0130005,-0.000343733147,674.0130005,0.006909274496,674.0130005,0.01542562339,674.0130005,0.03487084061,674.0130005,0.03551490232,
672.9987793,-0.001217933954,672.9987793,0.005688071717,672.9987793,0.01592654362,672.9987793,0.03450519219,672.9987793,0.0345501788,
671.9841919,0.001518430072,671.9841919,0.008849334903,671.9841919,0.01694427803,671.9841919,0.03711469471,671.9841919,0.03791036457,
671.0054932,-0.001417323016,671.0054932,0.005880071316,671.0054932,0.01682427712,671.0054932,0.0347764641,671.0054932,0.03646459803,
669.9902344,-0.0005789936404,669.9902344,0.006738850847,669.9902344,0.01517855655,669.9902344,0.036613442,669.9902344,0.03566431999,
669.0110474,0.0008794077439,669.0110474,0.006072076969,669.0110474,0.01627617516,669.0110474,0.03572732583,669.0110474,0.03791115433,
667.9951782,-0.0004547853605,667.9951782,0.005576908588,667.9951782,0.01610404998,667.9951782,0.03764463961,667.9951782,0.03776127473,
667.0153198,-0.0001314290566,667.0153198,0.006102764513,667.0153198,0.01610743627,667.0153198,0.03794844449,667.0153198,0.03823860735,
665.9989014,-0.0006949995877,665.9989014,0.006694027223,665.9989014,0.01762656681,665.9989014,0.03785559535,665.9989014,0.03820392489,
664.9820557,0.0003716484935,664.9820557,0.007456155494,664.9820557,0.01698904112,664.9820557,0.03832449391,664.9820557,0.03920323774,
664.0012817,0.0008121286519,664.0012817,0.008312518708,664.0012817,0.01768264361,664.0012817,0.0401724577,664.0012817,0.04031439871,
662.9838867,-0.0001834927534,662.9838867,0.006213379558,662.9838867,0.01650878228,662.9838867,0.03944706917,662.9838867,0.03997107223,
662.0026245,-2.039766332E-005,662.0026245,0.007548782509,662.0026245,0.0165016558,662.0026245,0.03945764527,662.0026245,0.04029809684,
660.9845581,-0.001260524034,660.9845581,0.006703859195,660.9845581,0.01693571918,660.9845581,0.04127941653,660.9845581,0.04031087831,
660.0025635,-0.001181432162,660.0025635,0.006338127889,660.0025635,0.01641833782,660.0025635,0.03969719261,660.0025635,0.04013077915,
658.9840088,0.0001224320004,658.9840088,0.006370515563,658.9840088,0.0169420708,658.9840088,0.04100880399,658.9840088,0.04087480158,
658.0014648,-0.001488323323,658.0014648,0.006666846108,658.0014648,0.01672580279,658.0014648,0.04060475528,658.0014648,0.04138899967,
656.9822388,0.0003901732271,656.9822388,0.007454311941,656.9822388,0.01750203781,656.9822388,0.04266138375,656.9822388,0.0434232913,
655.9991455,-0.0008764422964,655.9991455,0.005617657211,655.9991455,0.01703106426,655.9991455,0.04185024276,655.9991455,0.04267600551,
655.015686,-0.001416652231,655.015686,0.00641969312,655.015686,0.01697210968,655.015686,0.0431208685,655.015686,0.04271302,
653.9955444,-0.001135116327,653.9955444,0.006561634596,653.9955444,0.01680232026,653.9955444,0.04333532974,653.9955444,0.04430568591,
653.0115356,-0.000160825628,653.0115356,0.007471903693,653.0115356,0.01793755963,653.0115356,0.04344835505,653.0115356,0.04420496523,
651.9907837,0.0006229523569,651.9907837,0.009031531401,651.9907837,0.01834740676,651.9907837,0.04439450428,651.9907837,0.04576098174,
651.0061646,0.0004458298208,651.0061646,0.007549467497,651.0061646,0.01944124326,651.0061646,0.04488303512,651.0061646,0.0454396829,
649.9848022,0.00131632702,649.9848022,0.008083441295,649.9848022,0.01768727973,649.9848022,0.04495505989,649.9848022,0.04447324574,
648.9996948,0.002312794328,648.9996948,0.008696634322,648.9996948,0.01922299527,648.9996948,0.0456135124,648.9996948,0.04629902914,
648.0142212,0.0003819341655,648.0142212,0.008075556718,648.0142212,0.01851882786,648.0142212,0.04426380619,648.0142212,0.04438335076,
646.9919434,0.0002827150165,646.9919434,0.008267427795,646.9919434,0.0183748696,646.9919434,0.04466617107,646.9919434,0.04530993477,
646.0059814,-0.0005154460086,646.0059814,0.007497844286,646.0059814,0.01863257028,646.0059814,0.04600245133,646.0059814,0.04616649076,
644.9830933,-0.0009463945171,644.9830933,0.007923443802,644.9830933,0.0178673435,644.9830933,0.04491524026,644.9830933,0.04646885395,
643.99646,-0.001029609586,643.99646,0.006826802157,643.99646,0.01815996505,643.99646,0.0446270667,643.99646,0.04540568218,
643.0095825,0.0003415702085,643.0095825,0.007998399436,643.0095825,0.01839593425,643.0095825,0.04608462378,643.0095825,0.04731373116,
641.9857788,-0.001174100442,641.9857788,0.006212959532,641.9857788,0.01718553901,641.9857788,0.0448993668,641.9857788,0.04483828694,
640.9983521,-0.0009485642076,640.9983521,0.007207842078,640.9983521,0.01776019111,640.9983521,0.04444840923,640.9983521,0.04551148415,
640.0105591,-0.0004069437855,640.0105591,0.006439317949,640.0105591,0.01759235747,640.0105591,0.04466200992,640.0105591,0.04572687298,
638.9859619,-0.0006990312831,638.9859619,0.006383597385,638.9859619,0.01815677993,638.9859619,0.04495560378,638.9859619,0.04486661777,
637.9976807,-0.0002590412623,637.9976807,0.007124654949,637.9976807,0.01761268266,637.9976807,0.04549112916,637.9976807,0.0459147431,
637.0090332,0.001475648722,637.0090332,0.008502171375,637.0090332,0.01990380883,637.0090332,0.04656869173,637.0090332,0.04730862379,
635.9835205,-0.0002597139101,635.9835205,0.007273802999,635.9835205,0.01808828115,635.9835205,0.04537346587,635.9835205,0.04601425305,
634.9943237,0.0002889576426,634.9943237,0.006909590214,634.9943237,0.0178193599,634.9943237,0.04492388293,634.9943237,0.04686276987,
634.0048828,0.0003367775644,634.0048828,0.007599042263,634.0048828,0.01806245558,634.0048828,0.04429582506,634.0048828,0.04532562196,
633.0151367,-0.000739398296,633.0151367,0.007125444245,633.0151367,0.0179396905,633.0151367,0.04577076063,633.0151367,0.04598066583,
631.9884644,-0.0005050003529,631.9884644,0.00815934781,631.9884644,0.01875410043,631.9884644,0.04664716497,631.9884644,0.04615419731,
630.9981689,1.716273619E-005,630.9981689,0.007849002257,630.9981689,0.02022530511,630.9981689,0.0469631888,630.9981689,0.04720925167,
630.0075684,2.938156831E-005,630.0075684,0.007283568848,630.0075684,0.01750187576,630.0075684,0.0459692739,630.0075684,0.04639643431,
629.0167236,0.001158569125,629.0167236,0.009521183558,629.0167236,0.02114469744,629.0167236,0.04830037802,629.0167236,0.04896499962,
627.9888916,-1.899988456E-005,627.9888916,0.00777728809,627.9888916,0.01766118221,627.9888916,0.04606968537,627.9888916,0.04642826691,
626.9974976,-0.001108729164,626.9974976,0.007124312688,626.9974976,0.018190898,626.9974976,0.04652146623,626.9974976,0.04636391625,
626.0057373,0.0005559462006,626.0057373,0.007506061811,626.0057373,0.01802081987,626.0057373,0.04571916535,626.0057373,0.04640343413,
625.0137939,-0.001291547669,625.0137939,0.006556720007,625.0137939,0.01802904904,625.0137939,0.04560365155,625.0137939,0.04549814388,
623.9848633,-0.0007419307949,623.9848633,0.006914192811,623.9848633,0.01852725632,623.9848633,0.04630907997,623.9848633,0.04816745967,
622.9922485,-0.001635549939,622.9922485,0.005725394469,622.9922485,0.01756685786,622.9922485,0.04495086893,622.9922485,0.04549070075,
621.9994507,0.001256508753,621.9994507,0.008899243549,621.9994507,0.01965030842,621.9994507,0.04706564918,621.9994507,0.04832644388,
621.0064087,-0.0003892022942,621.0064087,0.006669290829,621.0064087,0.018082669,621.0064087,0.04607880861,621.0064087,0.04599753022,
620.0130005,0.0007750958903,620.0130005,0.006922451779,620.0130005,0.01807419583,620.0130005,0.04624333605,620.0130005,0.04728521407,
618.982605,-0.001438686275,618.982605,0.006184810773,618.982605,0.01818933338,618.982605,0.04634611681,618.982605,0.04626804218,
617.9887695,-0.0007270456408,617.9887695,0.008036844432,617.9887695,0.01902343892,617.9887695,0.0467357412,617.9887695,0.04602985084,
616.9945068,0.001097085769,616.9945068,0.008649522439,616.9945068,0.01910217479,616.9945068,0.04754974321,616.9945068,0.0479776822,
616.000061,-0.001322930446,616.000061,0.007280357182,616.000061,0.01737929508,616.000061,0.04811595008,616.000061,0.04688771442,
615.0053711,0.0003349641338,615.0053711,0.008790292777,615.0053711,0.0191066917,615.0053711,0.04770737514,615.0053711,0.04857064784,
614.010376,-0.0005364399985,614.010376,0.006162099075,614.010376,0.01861754805,614.010376,0.04740331322,614.010376,0.04766889289,
613.0150757,0.0003258453507,613.0150757,0.007970293052,613.0150757,0.01969881915,613.0150757,0.04931345209,613.0150757,0.04891614988,
611.9827271,0.001227900735,611.9827271,0.008934676647,611.9827271,0.02086939476,611.9827271,0.05006150529,611.9827271,0.05073179677,
610.9869385,-0.0006596427411,610.9869385,0.007626018021,610.9869385,0.01986148022,610.9869385,0.04910732061,610.9869385,0.04928854108,
609.9908447,-0.0005877313088,609.9908447,0.00724229496,609.9908447,0.01919813082,609.9908447,0.04882220179,609.9908447,0.04915801808,
608.9945068,0.001984961098,608.9945068,0.009065759368,608.9945068,0.02052896656,608.9945068,0.05040842667,608.9945068,0.05119964108,
607.9978638,-0.0003609592095,607.9978638,0.008712506853,607.9978638,0.02007779852,607.9978638,0.05057885125,607.9978638,0.05190611631,
607.0009766,-0.0008011561004,607.0009766,0.008213846013,607.0009766,0.02057909407,607.0009766,0.05148886144,607.0009766,0.0526143536,
606.0038452,-0.0008067371673,606.0038452,0.008688632399,606.0038452,0.02097723447,606.0038452,0.05191326141,606.0038452,0.05270558596,
605.0064697,-0.0006352944765,605.0064697,0.006796483882,605.0064697,0.01932593435,605.0064697,0.05126159266,605.0064697,0.05211544782,
604.0087891,-0.0001359835878,604.0087891,0.008271622472,604.0087891,0.01953226514,604.0087891,0.05185649544,604.0087891,0.05187452212,
603.0108032,0.0005074801738,603.0108032,0.008390523493,603.0108032,0.01965036243,603.0108032,0.05225716904,603.0108032,0.05281920359,
602.0126343,0.0006930800737,602.0126343,0.008708360605,602.0126343,0.02149697952,602.0126343,0.05518382415,602.0126343,0.05508657172,
601.0140991,-0.001334027387,601.0140991,0.007273328956,601.0140991,0.01987166889,601.0140991,0.0532018654,601.0140991,0.05439054593,
600.0153809,-0.0008907539304,600.0153809,0.007352226414,600.0153809,0.02064228617,600.0153809,0.05529015139,600.0153809,0.05547232553,
599.0164185,-9.633688751E-005,599.0164185,0.007146548945,599.0164185,0.02123770863,599.0164185,0.05605827272,599.0164185,0.05682368204,
598.0170898,-1.506537228E-005,598.0170898,0.007925895974,598.0170898,0.02127011307,598.0170898,0.05724999309,598.0170898,0.05757672712,
597.0175781,0.0001429658441,597.0175781,0.008199548349,597.0175781,0.02122849412,597.0175781,0.0566235669,597.0175781,0.0573575981,
596.0177612,0.0003587982501,596.0177612,0.007019727025,596.0177612,0.0209494438,596.0177612,0.05749374256,596.0177612,0.05825417116,
