Run ID,1614696615
Run Date/Time,2021-03-02 14:46:07
Application Name,Labcyte Echo Plate Reformat
Application Version,1.6.4
Protocol Name,Protocol 1.epr
User Name,Lab

[DETAILS]
Source Plate Name,Source Plate Barcode,Source Plate Type,Source Well,Survey Fluid Height,Survey Fluid Volume,Fluid Composition,Fluid Units,Fluid Type,Survey Status
Source[1],UnknownBarCode,384LDV_DMSO,B1,0.451,2.479,96.253,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B2,0.455,2.527,97.111,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B3,0.55,2.995,97.611,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B4,0.531,2.971,99.589,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B5,0.614,3.352,99.176,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B6,0.52,2.878,98.442,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B7,0.651,3.246,92.762,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B8,0.624,3.385,98.77,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B9,0.589,3.224,98.907,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B10,0.587,3.184,98.111,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B11,0.627,3.382,98.33,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B12,0.634,3.402,97.976,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B13,0.657,3.52,98.133,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B14,0.682,3.629,97.89,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B15,0.641,3.441,98.096,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B16,0.413,2.376,98.572,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B17,0.417,2.415,99.222,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B18,0.385,2.185,96.826,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B19,0.442,2.506,98.369,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B20,0.469,2.591,97.131,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B21,0.44,2.477,97.734,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B22,0.496,2.743,97.859,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B23,0.476,2.655,98.056,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,B24,0.464,2.593,97.824,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C1,0.595,3.217,97.967,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C2,0.597,3.22,97.777,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C3,0.627,3.402,98.873,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C4,0.634,3.436,98.831,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C5,0.6,3.273,98.873,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C6,0.702,3.773,99.198,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C7,0.735,3.949,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C8,0.754,4.006,98.802,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C9,0.665,3.614,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C10,0.715,3.856,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C11,0.745,3.999,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C12,0.369,2.208,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C13,0.422,2.456,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C14,0.49,2.782,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C15,0.487,2.767,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C16,0.422,2.45,99.48,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C17,0.474,2.679,99.012,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C18,0.493,2.752,98.529,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C19,0.479,2.688,98.527,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C20,0.55,3.044,99.107,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C21,0.55,3.018,98.329,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C22,0.568,3.152,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C23,0.601,3.308,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,C24,0.703,3.729,97.895,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D1,0.695,3.659,96.962,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D2,0.701,3.708,97.565,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D3,0.666,3.621,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D4,0.67,3.612,99.022,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D5,0.669,3.636,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D6,0.721,3.885,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D7,0.778,4.155,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D8,0.702,3.792,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D9,0.419,2.442,99.701,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D10,0.431,2.489,99.357,Percent,DMSO,
Source[1],UnknownBarCode,384LDV_DMSO,D11,0.408,2.392,99.683,Percent,DMSO,
