SrcPlate,Cpd,SrcWell,Destination Plate Name,DestWell,Transfer Volume /nl
src-L1300-03,['S1622'],J13,dest-L1300-03,J13,1500.0
src-L1300-03,['S1623'],J15,dest-L1300-03,J15,1500.0
src-L1300-03,['S1625'],J17,dest-L1300-03,J17,1500.0
src-L1300-03,['S1626'],J19,dest-L1300-03,J19,1500.0
src-L1300-03,['S1627'],J21,dest-L1300-03,J21,1500.0
src-L1300-03,['S1628'],J23,dest-L1300-03,J23,1500.0
src-L1300-03,['S1629'],N1,dest-L1300-03,N1,1500.0
src-L1300-03,['S1630'],N3,dest-L1300-03,N3,1500.0
src-L1300-03,['S1633'],N5,dest-L1300-03,N5,1500.0
src-L1300-03,['S1635'],N7,dest-L1300-03,N7,1500.0
src-L1300-03,['S1636'],N9,dest-L1300-03,N9,1500.0
src-L1300-03,['S1638'],N11,dest-L1300-03,N11,1500.0
src-L1300-03,['S1639'],N13,dest-L1300-03,N13,1500.0
src-L1300-03,['S1640'],N15,dest-L1300-03,N15,1500.0
src-L1300-03,['S1641'],N17,dest-L1300-03,N17,1500.0
src-L1300-03,['S1643'],N19,dest-L1300-03,N19,1500.0
src-L1300-03,['S1644'],N21,dest-L1300-03,N21,1500.0
src-L1300-03,['S1645'],N23,dest-L1300-03,N23,1500.0
src-L1300-04,['S1712'],D2,dest-L1300-04,D2,1500.0
src-L1300-04,['S1713'],D4,dest-L1300-04,D4,1500.0
src-L1300-04,['S1714'],D6,dest-L1300-04,D6,1500.0
src-L1300-04,['S1715'],D8,dest-L1300-04,D8,1500.0
src-L1300-04,['S1716'],D10,dest-L1300-04,D10,1500.0
src-L1300-04,['S1718'],D12,dest-L1300-04,D12,1500.0
src-L1300-04,['S1719'],D14,dest-L1300-04,D14,1500.0
src-L1300-04,['S1721'],D16,dest-L1300-04,D16,1500.0
src-L1300-04,['S1723'],D18,dest-L1300-04,D18,1500.0
src-L1300-04,['S1725'],D20,dest-L1300-04,D20,1500.0
src-L1300-04,['S1727'],D22,dest-L1300-04,D22,1500.0
src-L1300-04,['S1729'],D24,dest-L1300-04,D24,1500.0
src-L1300-04,['S1730'],H2,dest-L1300-04,H2,1500.0
src-L1300-04,['S1732'],H4,dest-L1300-04,H4,1500.0
src-L1300-04,['S1733'],H6,dest-L1300-04,H6,1500.0
src-L1300-04,['S1734'],H8,dest-L1300-04,H8,1500.0
src-L1300-04,['S1735'],H10,dest-L1300-04,H10,1500.0
src-L1300-04,['S1736'],H12,dest-L1300-04,H12,1500.0
src-L1300-04,['S1737'],H14,dest-L1300-04,H14,1500.0
src-L1300-04,['S1738'],H16,dest-L1300-04,H16,1500.0
src-L1300-04,['S1739'],H18,dest-L1300-04,H18,1500.0
src-L1300-04,['S1740'],H20,dest-L1300-04,H20,1500.0
src-L1300-04,['S1741'],H22,dest-L1300-04,H22,1500.0
src-L1300-04,['S1742'],H24,dest-L1300-04,H24,1500.0
src-L1300-04,['S1743'],L2,dest-L1300-04,L2,1500.0
src-L1300-04,['S1744'],L4,dest-L1300-04,L4,1500.0
src-L1300-04,['S1747'],L6,dest-L1300-04,L6,1500.0
src-L1300-04,['S1748'],L8,dest-L1300-04,L8,1500.0
src-L1300-04,['S1754'],L10,dest-L1300-04,L10,1500.0
src-L1300-04,['S1756'],L12,dest-L1300-04,L12,1500.0
src-L1300-04,['S1759'],L14,dest-L1300-04,L14,1500.0
src-L1300-04,['S1760'],L16,dest-L1300-04,L16,1500.0
src-L1300-04,['S1761'],L18,dest-L1300-04,L18,1500.0
src-L1300-04,['S1762'],L20,dest-L1300-04,L20,1500.0
src-L1300-04,['S1763'],L22,dest-L1300-04,L22,1500.0
src-L1300-04,['S1764'],L24,dest-L1300-04,L24,1500.0
src-L1300-04,['S1767'],P2,dest-L1300-04,P2,1500.0
src-L1300-04,['S1768'],P4,dest-L1300-04,P4,1500.0
src-L1300-04,['S1770'],P6,dest-L1300-04,P6,1500.0
src-L1300-04,['S1771'],P8,dest-L1300-04,P8,1500.0
src-L1300-04,['S1773'],P10,dest-L1300-04,P10,1500.0
src-L1300-04,['S1776'],P12,dest-L1300-04,P12,1500.0
src-L1300-04,['S1777'],P14,dest-L1300-04,P14,1500.0
src-L1300-04,['S1778'],P16,dest-L1300-04,P16,1500.0
src-L1300-04,['S1782'],P18,dest-L1300-04,P18,1500.0
src-L1300-04,['S1784'],P20,dest-L1300-04,P20,1500.0
src-L1300-04,['S1786'],P22,dest-L1300-04,P22,1500.0
src-L1300-04,['S1787'],P24,dest-L1300-04,P24,1500.0
