blank,,bm3-wt-49-5in1000,,bm3-wt-44-5in1000,,blank,,bm3-wt-44-49-lipidiex-10in1000,,bm3-wt-44-49-lipidiex-20in1000,,
769.9971313,0.001296023256,769.9971313,0.00278270687,769.9971313,0.01691348664,769.9971313,0.002304570749,769.9971313,0.005180215929,769.9971313,0.005233083852,
769.015686,0.0009171757847,769.015686,0.00776972482,769.015686,0.01695875823,769.015686,0.002404200844,769.015686,0.005694995634,769.015686,0.005606774706,
767.9988403,7.662922872E-005,767.9988403,0.003990949132,767.9988403,0.01816946641,767.9988403,0.002585587325,767.9988403,0.004578033462,767.9988403,0.00479375245,
767.0166626,2.479946488E-005,767.0166626,0.005032963585,767.0166626,0.01737075485,767.0166626,0.002560823457,767.0166626,0.004553626757,767.0166626,0.005649256986,
765.9989624,0.0002989045752,765.9989624,0.001384774921,765.9989624,0.01570742577,765.9989624,0.00140858884,765.9989624,0.003585052676,765.9989624,0.003725887975,
765.0160522,0.0005583307939,765.0160522,0.003716906533,765.0160522,0.01662285998,765.0160522,0.002300485037,765.0160522,0.005635357928,765.0160522,0.005260515958,
763.9975586,-0.0001268744818,763.9975586,0.002010290278,763.9975586,0.01854089834,763.9975586,0.001379477326,763.9975586,0.003430565121,763.9975586,0.004772447981,
763.0139771,-0.0003445608309,763.0139771,0.002445199527,763.0139771,0.01799502596,763.0139771,0.002104208339,763.0139771,0.00448190514,763.0139771,0.004376672208,
761.994751,0.0002454942442,761.994751,0.005019136705,761.994751,0.01705394685,761.994751,0.001534925657,761.994751,0.0037481857,761.994751,0.004730522633,
761.010376,-0.0002814445761,761.010376,0.005949714687,761.010376,0.01739176922,761.010376,0.002082020976,761.010376,0.004036095459,761.010376,0.005177753512,
759.9904785,-0.0005692733685,759.9904785,0.00148767489,759.9904785,0.01427455805,759.9904785,0.001519728918,759.9904785,0.003958059009,759.9904785,0.004273504019,
759.0053101,0.0002704372455,759.0053101,0.00508602336,759.0053101,0.01873920672,759.0053101,0.002713204827,759.0053101,0.004309293814,759.0053101,0.005328225438,
757.9846191,1.726628398E-005,757.9846191,0.006046483293,757.9846191,0.01695735939,757.9846191,0.002761943731,757.9846191,0.005023012403,757.9846191,0.005506066605,
756.9987793,0.0004700068966,756.9987793,0.0009517301223,756.9987793,0.01885795407,756.9987793,0.002456028946,756.9987793,0.004538115114,756.9987793,0.004884426482,
756.0124512,-0.0002491586201,756.0124512,0.007158285938,756.0124512,0.01620837487,756.0124512,0.002211415907,756.0124512,0.004573691171,756.0124512,0.004357636906,
754.9906616,-7.754744001E-005,754.9906616,0.004468932748,754.9906616,0.01703146659,754.9906616,0.001759664156,754.9906616,0.004746172111,754.9906616,0.005258157849,
754.0037231,0.0003628398408,754.0037231,0.004407109693,754.0037231,0.01669707149,754.0037231,0.00120108563,754.0037231,0.003544337815,754.0037231,0.005016858689,
753.0164185,0.0006090836832,753.0164185,0.003675604938,753.0164185,0.02019279078,753.0164185,0.001888702973,753.0164185,0.004207500722,753.0164185,0.005345521495,
751.9934692,0.0007417224115,751.9934692,0.004065908026,751.9934692,0.01754828729,751.9934692,0.002758322516,751.9934692,0.004969463218,751.9934692,0.006406137254,
751.0054321,0.000178805305,751.0054321,0.005348850042,751.0054321,0.01996028796,751.0054321,0.002433667425,751.0054321,0.003957223147,751.0054321,0.004764544312,
750.0170288,-8.681286272E-005,750.0170288,0.006134058349,750.0170288,0.01711256243,750.0170288,0.001873597968,750.0170288,0.003819237696,750.0170288,0.004766219296,
748.992981,-0.0004280464491,748.992981,0.003456630977,748.992981,0.01814190857,748.992981,0.001750567346,748.992981,0.003773252247,748.992981,0.005300527439,
748.0039063,-0.0004784197081,748.0039063,0.004958230536,748.0039063,0.01532054786,748.0039063,0.001223280095,748.0039063,0.004534321837,748.0039063,0.004925712012,
747.0144043,0.0001542818791,747.0144043,0.005871937145,747.0144043,0.01891083829,747.0144043,0.001946762204,747.0144043,0.00468054181,747.0144043,0.005137438886,
745.9891968,-0.0004669388582,745.9891968,0.003110491205,745.9891968,0.01686673984,745.9891968,0.001888000988,745.9891968,0.004345844965,745.9891968,0.005484491121,
744.9990845,0.001091168961,744.9990845,0.004509028513,744.9990845,0.02098340169,744.9990845,0.002819233807,744.9990845,0.004876939114,744.9990845,0.006261541508,
744.0085449,-0.00131931738,744.0085449,0.002936834004,744.0085449,0.01960039511,744.0085449,0.001466687769,744.0085449,0.0040198965,744.0085449,0.003979271278,
743.0176392,0.0005389954313,743.0176392,0.004018381238,743.0176392,0.01904924028,743.0176392,0.002389468253,743.0176392,0.005229363684,743.0176392,0.005720043555,
741.9910278,-0.0004543715913,741.9910278,0.00477611227,741.9910278,0.01643255912,741.9910278,0.001755739562,741.9910278,0.004177704453,741.9910278,0.004403004423,
740.9993896,0.0002950449125,740.9993896,0.005918748677,740.9993896,0.02006730624,740.9993896,0.002213679487,740.9993896,0.00487790769,740.9993896,0.005667719524,
740.0074463,8.004678966E-005,740.0074463,0.003653911408,740.0074463,0.01786186732,740.0074463,0.002151005901,740.0074463,0.0049556382,740.0074463,0.004998502322,
739.0151367,-0.0002762189542,739.0151367,0.003863634774,739.0151367,0.01909757592,739.0151367,0.00130965421,739.0151367,0.004275255371,739.0151367,0.004916706122,
737.9871216,0.0006488502841,737.9871216,0.005706037395,737.9871216,0.01798347756,737.9871216,0.002295332262,737.9871216,0.004836731125,737.9871216,0.005305846687,
736.9940796,1.545419764E-005,736.9940796,0.003550105495,736.9940796,0.01795960031,736.9940796,0.002703150269,736.9940796,0.004483631346,736.9940796,0.005499145482,
736.0006714,9.019608115E-005,736.0006714,0.004385249224,736.0006714,0.0181740541,736.0006714,0.001947880257,736.0006714,0.004714742769,736.0006714,0.005205234513,
735.007019,0.0003473732795,735.007019,0.005910273176,735.007019,0.01810830645,735.007019,0.001811155467,735.007019,0.004653669428,735.007019,0.005340594798,
734.0129395,-0.0003640629293,734.0129395,0.003646784928,734.0129395,0.01920979284,734.0129395,0.001464609872,734.0129395,0.004119267687,734.0129395,0.004838851281,
732.9830322,-0.0003412500373,732.9830322,0.003419528715,732.9830322,0.019777162,732.9830322,0.00212075212,732.9830322,0.004434542265,732.9830322,0.005462077912,
731.9882202,-0.0001299281284,731.9882202,0.004152614158,731.9882202,0.01947483979,731.9882202,0.0021372966,731.9882202,0.004717202391,731.9882202,0.005715768319,
730.993103,-9.250659787E-005,730.993103,0.004482532851,730.993103,0.02026690915,730.993103,0.002405684441,730.993103,0.004838170949,730.993103,0.005998870358,
729.9976807,-0.0004385974025,729.9976807,0.005399169866,729.9976807,0.01900488697,729.9976807,0.002164585749,729.9976807,0.004505000077,729.9976807,0.00495131826,
729.0018921,-0.0003013634123,729.0018921,0.003474009223,729.0018921,0.01747780852,729.0018921,0.001492454321,729.0018921,0.004228228237,729.0018921,0.005032230634,
728.0057373,0.0001886202372,728.0057373,0.005312659778,728.0057373,0.01958761364,728.0057373,0.002293666825,728.0057373,0.004602285102,728.0057373,0.005193235818,
727.0092773,0.0001145087299,727.0092773,0.004252643324,727.0092773,0.01872753166,727.0092773,0.002466572449,727.0092773,0.004698911216,727.0092773,0.005884846672,
726.0124512,-0.0004397352168,726.0124512,0.002794925589,726.0124512,0.01935871132,726.0124512,0.000642628409,726.0124512,0.004405227024,726.0124512,0.004951292183,
725.0152588,-0.0007862213533,725.0152588,0.003886905964,725.0152588,0.01954152621,725.0152588,0.001774167409,725.0152588,0.004634282086,725.0152588,0.00522302324,
724.0177612,-0.0008874990162,724.0177612,0.005166593939,724.0177612,0.01676605083,724.0177612,0.001313133398,724.0177612,0.004134137649,724.0177612,0.005077170674,
722.9842529,-2.360736107E-005,722.9842529,0.006145426538,722.9842529,0.01773244329,722.9842529,0.002115965821,722.9842529,0.004938305356,722.9842529,0.005719676614,
721.9860229,0.0002567611518,721.9860229,0.005836962722,721.9860229,0.01909622364,721.9860229,0.001978954067,721.9860229,0.004245350137,721.9860229,0.006098196842,
720.9874878,-6.124188076E-005,720.9874878,0.003857131582,720.9874878,0.01977458782,720.9874878,0.002595196478,720.9874878,0.005051400047,720.9874878,0.00566134695,
719.9885254,-0.00043523559,719.9885254,0.005217495374,719.9885254,0.01888033934,719.9885254,0.001530223642,719.9885254,0.004601343069,719.9885254,0.005060016643,
718.9894409,0.000125124905,718.9894409,0.003735861741,718.9894409,0.01887682639,718.9894409,0.001840659883,718.9894409,0.004355754238,718.9894409,0.005633128807,
717.9898071,8.928988245E-005,717.9898071,0.004234371241,717.9898071,0.0177190695,717.9898071,0.001892290777,717.9898071,0.004074557219,717.9898071,0.005454239901,
716.9898682,8.65713082E-005,716.9898682,0.005226926878,716.9898682,0.01799283922,716.9898682,0.001841777703,716.9898682,0.004615601618,716.9898682,0.005485120229,
715.989624,1.522121602E-005,715.989624,0.005641730502,715.989624,0.01799777709,715.989624,0.002189300954,715.989624,0.005076096859,715.989624,0.00560687948,
714.9890137,0.0002074220247,714.9890137,0.004542849492,714.9890137,0.01809060201,714.9890137,0.00202966528,714.9890137,0.004663586151,714.9890137,0.005516028963,
713.9880981,5.853211769E-005,713.9880981,0.006436218042,713.9880981,0.01884135604,713.9880981,0.001924764831,713.9880981,0.004881494213,713.9880981,0.006090163719,
712.9868164,0.0005692429258,712.9868164,0.004825423472,712.9868164,0.01953559555,712.9868164,0.00201707799,712.9868164,0.004960220307,712.9868164,0.005395657849,
711.9852905,0.0006264778785,711.9852905,0.006152594462,711.9852905,0.01810593158,711.9852905,0.002127567539,711.9852905,0.005539860576,711.9852905,0.006629889365,
710.9832764,-0.0007969186408,710.9832764,0.005435026251,710.9832764,0.01940104365,710.9832764,0.001660311711,710.9832764,0.003855042392,710.9832764,0.004959775135,
710.0167847,-0.0002360676299,710.0167847,0.005729224067,710.0167847,0.01925516874,710.0167847,0.001958021196,710.0167847,0.004615784623,710.0167847,0.005645769183,
709.0142212,0.0002467374725,709.0142212,0.004505968187,709.0142212,0.01812287979,709.0142212,0.002022435423,709.0142212,0.004938279279,709.0142212,0.006194158457,
708.0112915,0.0002236087748,708.0112915,0.006016166881,708.0112915,0.01977914013,708.0112915,0.001841803663,708.0112915,0.005373877939,708.0112915,0.005693500396,
707.0079956,-0.0002767363621,707.0079956,0.004633052275,707.0079956,0.01678259671,707.0079956,0.001726448885,707.0079956,0.00512848096,707.0079956,0.00575193949,
706.0043945,0.0001263936865,706.0043945,0.006138600409,706.0043945,0.01839361154,706.0043945,0.002089303918,706.0043945,0.005167825148,706.0043945,0.005828593392,
705.0004272,0.0004930709838,705.0004272,0.005979842506,705.0004272,0.01870215498,705.0004272,0.002156547038,705.0004272,0.005130733363,705.0004272,0.005968452431,
703.9962158,-0.0009927820647,703.9962158,0.002712371293,703.9962158,0.01792579703,703.9962158,0.002030237345,703.9962158,0.00458585564,703.9962158,0.005059230607,
702.9915771,-0.0003156423045,702.9915771,0.003019978525,702.9915771,0.01985681988,702.9915771,0.001843493432,702.9915771,0.004576830193,702.9915771,0.005394661799,
701.9866943,-0.000103531529,701.9866943,0.006924976595,701.9866943,0.01780533604,701.9866943,0.001619101269,701.9866943,0.004557812121,701.9866943,0.005809625611,
701.0172729,0.0004403104831,701.0172729,0.005678236485,701.0172729,0.02007655054,701.0172729,0.001858909382,701.0172729,0.005111638922,701.0172729,0.006189510692,
700.0117188,0.0003417256521,700.0117188,0.003706985386,700.0117188,0.02007427439,700.0117188,0.001909606508,700.0117188,0.005363368895,700.0117188,0.005453820806,
699.0057373,0.0003214673488,699.0057373,0.005707296543,699.0057373,0.01824534684,699.0057373,0.001656907611,699.0057373,0.005197349004,699.0057373,0.006081474479,
697.9995728,-0.0004233398067,697.9995728,0.005029716529,697.9995728,0.01853295602,697.9995728,0.001631495194,697.9995728,0.004255884793,697.9995728,0.005413506646,
696.992981,0.000454432884,696.992981,0.005066720769,696.992981,0.02164918743,696.992981,0.002432574052,696.992981,0.004709927831,696.992981,0.006438004319,
695.9860229,0.0001087346755,695.9860229,0.004978653975,695.9860229,0.02083905786,695.9860229,0.00191379257,695.9860229,0.005221294239,695.9860229,0.006155535113,
695.0147705,-0.000710712804,695.0147705,0.005867607892,695.0147705,0.01705109328,695.0147705,0.001494246535,695.0147705,0.003573647002,695.0147705,0.005192292854,
694.0072632,-0.0002015014034,694.0072632,0.004598962609,694.0072632,0.01778912731,694.0072632,0.001103210379,694.0072632,0.004488809966,694.0072632,0.005105719436,
692.9993286,-0.0005420244415,692.9993286,0.00598884467,692.9993286,0.02051797509,692.9993286,0.002698227298,692.9993286,0.004289660137,692.9993286,0.006268054247,
691.9911499,1.501388738E-006,691.9911499,0.005243590102,691.9911499,0.0193576552,691.9911499,0.002723884769,691.9911499,0.004543242045,691.9911499,0.006190482527,
690.982605,0.0001285687467,690.982605,0.003567304695,690.982605,0.02032989264,690.982605,0.002447490348,690.982605,0.005176601,690.982605,0.004837909248,
690.0097656,-0.0004807468795,690.0097656,0.005141211208,690.0097656,0.01879145391,690.0097656,0.001415522886,690.0097656,0.004588916432,690.0097656,0.004781320691,
689.0006104,-0.0001737118728,689.0006104,0.005332051776,689.0006104,0.02114741504,689.0006104,0.002259760164,689.0006104,0.00514165638,689.0006104,0.00596456835,
687.9911499,-0.0005283734645,687.9911499,0.004349766765,687.9911499,0.01898601092,687.9911499,0.001816900214,687.9911499,0.004656521603,687.9911499,0.006216662005,
687.017334,-0.0004951750161,687.017334,0.002768352395,687.017334,0.01945864968,687.017334,0.001695912797,687.017334,0.005072561558,687.017334,0.005757893901,
686.0071411,0.0006628757692,686.0071411,0.006343407091,686.0071411,0.02182738855,686.0071411,0.001833355054,686.0071411,0.00502243638,686.0071411,0.006705594249,
684.9967041,0.0005029448657,684.9967041,0.008529177867,684.9967041,0.01944719814,684.9967041,0.002315214602,684.9967041,0.005538234953,684.9967041,0.006922109518,
683.9859619,0.0004349725787,683.9859619,0.007773440797,683.9859619,0.01842691004,683.9859619,0.002609597519,683.9859619,0.005505935289,683.9859619,0.00713399658,
683.0109253,-0.0004093747993,683.0109253,0.007323661819,683.0109253,0.01864881068,683.0109253,0.001519183395,683.0109253,0.004803567659,683.0109253,0.006610807031,
681.9994507,-0.0005510731135,681.9994507,0.00698726438,681.9994507,0.02039448544,681.9994507,0.001956955064,681.9994507,0.00604627328,681.9994507,0.005752359051,
680.9877319,0.0004635802761,680.9877319,0.00587681774,680.9877319,0.02204120159,680.9877319,0.002610925585,680.9877319,0.005280848593,680.9877319,0.006221677642,
680.0118408,-8.298248576E-005,680.0118408,0.004972683731,680.0118408,0.0228934139,680.0118408,0.002160059055,680.0118408,0.00472801039,680.0118408,0.006144717801,
678.9994507,-3.090674727E-005,678.9994507,0.00774906436,678.9994507,0.02151424997,678.9994507,0.001404615468,678.9994507,0.004908040166,678.9994507,0.005781529471,
677.9866943,6.259678048E-005,677.9866943,0.007058138028,677.9866943,0.01949609257,677.9866943,0.002545590978,677.9866943,0.006040944718,677.9866943,0.006980714388,
677.0098877,0.0006042880705,677.0098877,0.009092826396,677.0098877,0.02015794441,677.0098877,0.002319690771,677.0098877,0.005858424585,677.0098877,0.006290876772,
675.996582,0.0007876472664,675.996582,0.005247415509,675.996582,0.0211644005,675.996582,0.002017832128,675.996582,0.0049556382,675.996582,0.006084966008,
674.9829102,-0.0003493717813,674.9829102,0.004857305903,674.9829102,0.02158397064,674.9829102,0.002095338423,674.9829102,0.005058235489,674.9829102,0.006599269342,
674.005127,-2.402151404E-005,674.005127,0.004331961274,674.005127,0.02016496845,674.005127,0.001485908637,674.005127,0.005486142356,674.005127,0.006036036648,
672.9909058,-3.447874042E-005,672.9909058,0.004186851904,672.9909058,0.02151865698,672.9909058,0.002334316727,672.9909058,0.005311716348,672.9909058,0.006041994784,
672.0125122,-0.0001752126554,672.0125122,0.006791487802,672.0125122,0.02170145884,672.0125122,0.002591394354,672.0125122,0.005810622592,672.0125122,0.006045617163,
670.9976196,-0.0001226821623,670.9976196,0.006817361806,670.9976196,0.02525124513,670.9976196,0.002059054561,670.9976196,0.005661976058,670.9976196,0.006951279473,
669.9823608,-0.0003624593373,669.9823608,0.007676602341,669.9823608,0.02397792973,669.9823608,0.001739183674,669.9823608,0.005317114759,669.9823608,0.006650470197,
669.0031738,0.0002323110239,669.0031738,0.006161048543,669.0031738,0.02360272221,669.0031738,0.00266337744,669.0031738,0.006410997361,669.0031738,0.007449440192,
667.9873047,0.0001397549349,667.9873047,0.007907100022,667.9873047,0.02264037356,667.9873047,0.001847366919,667.9873047,0.006005694624,667.9873047,0.006267213728,
667.0074463,0.0005947229802,667.0074463,0.009400835261,667.0074463,0.02596062422,667.0074463,0.003033246612,667.0074463,0.006351707503,667.0074463,0.007281831466,
665.9910278,0.0001764228218,665.9910278,0.006668712478,665.9910278,0.02443032339,665.9910278,0.001611254527,665.9910278,0.005442863796,665.9910278,0.007178786676,
665.010498,-0.001091532758,665.010498,0.007407097612,665.010498,0.02225081436,665.010498,0.001376517001,665.010498,0.005122534931,665.010498,0.006653151475,
663.9934082,0.0002023200796,663.9934082,0.008902915753,663.9934082,0.02417104691,663.9934082,0.002170647262,663.9934082,0.005911506247,663.9934082,0.007179891691,
663.0124512,-0.0001903236989,663.0124512,0.007647831924,663.0124512,0.024012262,663.0124512,0.002561448375,663.0124512,0.005657989997,663.0124512,0.007109972183,
661.994751,0.0002316635364,661.994751,0.01081827004,661.994751,0.02559836209,661.994751,0.0025765514,661.994751,0.005913290661,661.994751,0.008189233951,
661.0130615,-0.0002982592268,661.0130615,0.008924635127,661.0130615,0.02489343844,661.0130615,0.001318663824,661.0130615,0.005746063776,661.0130615,0.006652310025,
659.9946899,0.0001480153005,659.9946899,0.01055898331,659.9946899,0.0257721208,659.9946899,0.002001240384,659.9946899,0.005256297532,659.9946899,0.006990026217,
659.0125122,6.878446584E-005,659.0125122,0.008447531611,659.0125122,0.02476593107,659.0125122,0.001455908874,659.0125122,0.005660533905,659.0125122,0.007001653779,
657.9935913,-0.0004839531903,657.9935913,0.01139005553,657.9935913,0.02551300451,657.9935913,0.002092789393,657.9935913,0.005658724345,657.9935913,0.007481542416,
657.0107422,-0.0001828199893,657.0107422,0.01180472504,657.0107422,0.0268627014,657.0107422,0.002079940168,657.0107422,0.006065120455,657.0107422,0.007337983232,
655.991272,0.0002947340836,655.991272,0.01212358102,655.991272,0.02674328722,655.991272,0.002320367377,655.991272,0.006921741646,655.991272,0.007066162769,
655.0078125,4.196318332E-005,655.0078125,0.01165603474,655.0078125,0.02701140381,655.0078125,0.002793701133,655.0078125,0.00662649842,655.0078125,0.007682267111,
653.9876709,0.0001716837869,653.9876709,0.01021296903,653.9876709,0.02685639635,653.9876709,0.001517313183,653.9876709,0.006316117011,653.9876709,0.007844416425,
653.0036621,0.0003212341981,653.0036621,0.01165683195,653.0036621,0.02975154482,653.0036621,0.002076714998,653.0036621,0.00656042574,653.0036621,0.007939605042,
651.9829102,-0.0007071980508,651.9829102,0.01146181021,651.9829102,0.02790840901,651.9829102,0.001669614459,651.9829102,0.005468159448,651.9829102,0.006926791277,
650.998291,3.543933781E-005,650.998291,0.01359841973,650.998291,0.02890315466,650.998291,0.001490506111,650.998291,0.006055775564,650.998291,0.006888628937,
650.0134277,0.0002427228756,650.0134277,0.01093022525,650.0134277,0.02953550965,650.0134277,0.0022424825,650.0134277,0.006142775062,650.0134277,0.007959879003,
648.9918213,0.0007288352936,648.9918213,0.01257148664,648.9918213,0.02841567993,648.9918213,0.003061295953,648.9918213,0.007689960767,648.9918213,0.009310852736,
648.0063477,-4.302034722E-005,648.0063477,0.01225541718,648.0063477,0.03105774522,648.0063477,0.001774661243,648.0063477,0.005426323973,648.0063477,0.007147206925,
646.9840698,-0.0002422250982,646.9840698,0.01032975223,646.9840698,0.03005245328,646.9840698,0.001975937746,646.9840698,0.005940686911,646.9840698,0.00763244601,
645.9981079,0.0001047990445,645.9981079,0.01124320645,645.9981079,0.02677566372,645.9981079,0.001678943401,645.9981079,0.006622792687,645.9981079,0.007732067723,
645.0117188,8.514729416E-005,645.0117188,0.01451693568,645.0117188,0.02773329616,645.0117188,0.002535852836,645.0117188,0.006745791528,645.0117188,0.008168210275,
643.9885864,-0.0004604742571,643.9885864,0.01019465644,643.9885864,0.02926951461,643.9885864,0.00167748821,643.9885864,0.005962626543,643.9885864,0.007082054392,
643.001709,0.0001748172363,643.001709,0.01161564607,643.001709,0.02657560632,643.001709,0.002086780965,643.001709,0.007196551189,643.001709,0.007762451191,
642.0144653,0.0001582697587,642.0144653,0.01302785613,642.0144653,0.02983308025,642.0144653,0.002092711395,642.0144653,0.007192182355,642.0144653,0.00820015464,
640.9904785,0.000695750583,640.9904785,0.0137225287,640.9904785,0.02727976814,640.9904785,0.002451863838,640.9904785,0.006845551543,640.9904785,0.007946301252,
640.0026855,0.0007421891787,640.0026855,0.01408889331,640.0026855,0.03000069223,640.0026855,0.003343481105,640.0026855,0.006891442928,640.0026855,0.00816734042,
639.0146484,-5.1147661E-005,639.0146484,0.01080478821,639.0146484,0.0274986811,639.0146484,0.001527392189,639.0146484,0.006516277324,639.0146484,0.007427794393,
637.9898071,-0.0003511306131,637.9898071,0.01264596917,637.9898071,0.0266977828,637.9898071,0.001720939181,637.9898071,0.00606892677,637.9898071,0.007190813776,
637.0011597,-7.998028013E-005,637.0011597,0.01235035248,637.0011597,0.02983493917,637.0011597,0.002436452778,637.0011597,0.006735485513,637.0011597,0.007963648997,
636.0122681,0.0005957857356,636.0122681,0.01262888592,636.0122681,0.02690095268,636.0122681,0.002075570403,636.0122681,0.006392030045,636.0122681,0.007554445881,
634.9864502,-1.056134624E-005,634.9864502,0.01173863094,634.9864502,0.02698983438,634.9864502,0.001454714104,634.9864502,0.005980419926,634.9864502,0.007472535595,
633.9970093,-0.0002705793886,633.9970093,0.009134857915,633.9970093,0.02686925605,633.9970093,0.002166667022,633.9970093,0.006668449845,633.9970093,0.007217422128,
633.0072632,-0.0001149184973,633.0072632,0.01238098089,633.0072632,0.03054571338,633.0072632,0.002431298606,633.0072632,0.006200749427,633.0072632,0.007629521657,
632.0172729,-0.0002960863058,632.0172729,0.009305749089,632.0172729,0.02628179826,632.0172729,0.001761275576,632.0172729,0.006001967471,632.0172729,0.008095546626,
630.9902954,-0.0001160054162,630.9902954,0.010531771,630.9902954,0.02679135837,630.9902954,0.001904484583,630.9902954,0.007103183307,630.9902954,0.007403200492,
629.9996948,8.437056385E-005,629.9996948,0.009746599942,629.9996948,0.02782908082,629.9996948,0.00216864422,629.9996948,0.007027592976,629.9996948,0.007745006122,
629.0088501,0.0002053242642,629.0088501,0.01245375257,629.0088501,0.02873878554,629.0088501,0.002463370329,629.0088501,0.00741923647,629.0088501,0.008252019994,
