baseline,,bm3-1yqo-20in1000-tube69,,bm3-1yqo-20in1000-tube70,,bm3-1yqo-20in1000-tube71,,bm3-1yqo-20in1000-tube72,,bm3-1yqo-20in1000-tube73,,bm3-1yqo-20in1000-tube74,,bm3-1yqo-10in1000-pooled,,
763.0139771,-0.000583853689,763.0139771,0.004671619274,763.0139771,0.01007197518,763.0139771,0.005533175077,763.0139771,0.004374005366,763.0139771,0.04374688491,763.0139771,0.05259708315,763.0139771,0.004366788547,
761.994751,-0.001127577387,761.994751,0.003938415088,761.994751,0.007827547379,761.994751,0.005075232591,761.994751,0.004340406507,761.994751,0.04176049307,761.994751,0.05351728201,761.994751,0.003854676615,
761.010376,-0.001697696163,761.010376,0.004915423226,761.010376,0.008477305993,761.010376,0.005327465478,761.010376,0.004417700693,761.010376,0.04285022244,761.010376,0.05209790543,761.010376,0.003937605303,
759.9904785,-0.00165009452,759.9904785,0.004282052629,759.9904785,0.008726267144,759.9904785,0.005374978762,759.9904785,0.003858750919,759.9904785,0.04240549728,759.9904785,0.05214025453,759.9904785,0.003725705203,
759.0053101,-0.0007954716566,759.0053101,0.006009159144,759.0053101,0.01103461627,759.0053101,0.006025353447,759.0053101,0.004685905762,759.0053101,0.04292019829,759.0053101,0.05360431224,759.0053101,0.004471966531,
757.9846191,-0.001062663854,757.9846191,0.006245311815,757.9846191,0.01001652796,757.9846191,0.006234702654,757.9846191,0.004954093602,757.9846191,0.04358246922,757.9846191,0.05323188752,757.9846191,0.004420812707,
756.9987793,0.0002369730209,756.9987793,0.006016586907,756.9987793,0.01072722487,756.9987793,0.005865482613,756.9987793,0.006181318779,756.9987793,0.0438314341,756.9987793,0.05356214195,756.9987793,0.00547017809,
756.0124512,0.0003841104917,756.0124512,0.006938653998,756.0124512,0.01010374166,756.0124512,0.006776080001,756.0124512,0.005364888813,756.0124512,0.04500375316,756.0124512,0.05541465059,756.0124512,0.005104986019,
754.9906616,-0.002503862604,754.9906616,0.005472668447,754.9906616,0.00960128475,754.9906616,0.006089061033,754.9906616,0.004825633019,754.9906616,0.04287073761,754.9906616,0.05394378677,754.9906616,0.005646608304,
754.0037231,0.0002071112394,754.0037231,0.007017780095,754.0037231,0.01071406435,754.0037231,0.007186655421,754.0037231,0.006026902236,754.0037231,0.04558450356,754.0037231,0.05444177613,754.0037231,0.005264210515,
753.0164185,-4.224384611E-005,753.0164185,0.005943232682,753.0164185,0.01110684406,753.0164185,0.006294527557,753.0164185,0.003592126071,753.0164185,0.04300821573,753.0164185,0.05340403691,753.0164185,0.005134872161,
751.9934692,3.10383839E-005,751.9934692,0.006517775357,751.9934692,0.01151986141,751.9934692,0.007462896872,751.9934692,0.005638059229,751.9934692,0.04413243383,751.9934692,0.05500444397,751.9934692,0.00550001068,
751.0054321,-0.0003898229916,751.0054321,0.006156427786,751.0054321,0.01078419574,751.0054321,0.007077292074,751.0054321,0.004359231796,751.0054321,0.04381121695,751.0054321,0.05403890833,751.0054321,0.004966242705,
750.0170288,-0.001115700463,750.0170288,0.007405280601,750.0170288,0.0112392744,750.0170288,0.00678488845,750.0170288,0.005253965501,750.0170288,0.04498379678,750.0170288,0.05548000336,750.0170288,0.005095295142,
748.992981,-0.000597296108,748.992981,0.00644023763,748.992981,0.01121685468,748.992981,0.006603894755,748.992981,0.005204946268,748.992981,0.04490734637,748.992981,0.05430676043,748.992981,0.004882541485,
748.0039063,6.295923959E-005,748.0039063,0.006993393414,748.0039063,0.01233248226,748.0039063,0.007540485822,748.0039063,0.006376662292,748.0039063,0.04538944364,748.0039063,0.05545656011,748.0039063,0.005389236379,
747.0144043,-0.001077847439,747.0144043,0.006190298591,747.0144043,0.009921174496,747.0144043,0.006169083063,747.0144043,0.005108600482,747.0144043,0.04295828938,747.0144043,0.0541790314,747.0144043,0.004362291191,
745.9891968,-4.307211566E-005,745.9891968,0.00729436148,745.9891968,0.01211740542,745.9891968,0.007447570562,745.9891968,0.006282157265,745.9891968,0.04553278536,745.9891968,0.05509814993,745.9891968,0.005943468772,
744.9990845,-0.0006332783378,744.9990845,0.007693570573,744.9990845,0.01272638235,744.9990845,0.008326372132,744.9990845,0.006818440277,744.9990845,0.04668498039,744.9990845,0.05656984076,744.9990845,0.005926805083,
744.0085449,9.733233128E-006,744.0085449,0.007710434031,744.0085449,0.0118581932,744.0085449,0.008017648011,744.0085449,0.006656437181,744.0085449,0.04360061139,744.0085449,0.0562738888,744.0085449,0.005827990361,
743.0176392,-0.0002973279625,743.0176392,0.00896038767,743.0176392,0.01208064705,743.0176392,0.009101153351,743.0176392,0.007955871522,743.0176392,0.04570156336,743.0176392,0.05667830631,743.0176392,0.006226194091,
741.9910278,-0.0004349770024,741.9910278,0.007890703157,741.9910278,0.01198675577,741.9910278,0.008396540768,741.9910278,0.00733719347,741.9910278,0.04596691206,741.9910278,0.05671025068,741.9910278,0.005924233235,
740.9993896,0.0005584603641,740.9993896,0.007236425299,740.9993896,0.01206723228,740.9993896,0.008144102059,740.9993896,0.006456316914,740.9993896,0.04571183026,740.9993896,0.05703784898,740.9993896,0.005901508965,
740.0074463,0.0004575424537,740.0074463,0.008496416733,740.0074463,0.01231168304,740.0074463,0.009264335968,740.0074463,0.007293387782,740.0074463,0.0456844531,740.0074463,0.05772621557,740.0074463,0.006324889604,
739.0151367,-0.0002633875119,739.0151367,0.00828518346,739.0151367,0.01220954116,739.0151367,0.00901461672,739.0151367,0.006831141189,739.0151367,0.04585231096,739.0151367,0.05604195595,739.0151367,0.006725389976,
737.9871216,-0.0009935052367,737.9871216,0.008774893358,737.9871216,0.01269602217,737.9871216,0.008636160754,737.9871216,0.006051155739,737.9871216,0.04543163255,737.9871216,0.05678712577,737.9871216,0.006011154037,
736.9940796,-0.0002239076712,736.9940796,0.008635500446,736.9940796,0.01275994256,736.9940796,0.009007163346,736.9940796,0.007007494103,736.9940796,0.04653886706,736.9940796,0.05726423115,736.9940796,0.006912299432,
736.0006714,-0.0006405675085,736.0006714,0.008617043495,736.0006714,0.01276010275,736.0006714,0.00863357354,736.0006714,0.006914587226,736.0006714,0.04593900219,736.0006714,0.05817987397,736.0006714,0.006432145834,
735.007019,0.000568698626,735.007019,0.009076015092,735.007019,0.01388016064,735.007019,0.009396337904,735.007019,0.008029698394,735.007019,0.0458662957,735.007019,0.05735703558,735.007019,0.006454004906,
734.0129395,0.0003424251045,734.0129395,0.009109453298,734.0129395,0.01329297293,734.0129395,0.009633572772,734.0129395,0.007875888608,734.0129395,0.04675640911,734.0129395,0.05807671323,734.0129395,0.006481014658,
732.9830322,-3.924135672E-005,732.9830322,0.009491364472,732.9830322,0.01379386894,732.9830322,0.009436335415,732.9830322,0.008297189139,732.9830322,0.0475160107,732.9830322,0.059139397,732.9830322,0.007148338482,
731.9882202,0.0001240632846,731.9882202,0.009248204529,731.9882202,0.01412943192,731.9882202,0.009963260032,731.9882202,0.007871408015,731.9882202,0.04830607772,731.9882202,0.05850147456,731.9882202,0.006916718092,
730.993103,3.391075097E-006,730.993103,0.009627829306,730.993103,0.01330538373,730.993103,0.009519754909,730.993103,0.008021312766,730.993103,0.04602035135,730.993103,0.05866728351,730.993103,0.00776168704,
729.9976807,3.585354716E-005,729.9976807,0.009757983498,729.9976807,0.0139316665,729.9976807,0.009615919553,729.9976807,0.007822671905,729.9976807,0.04734363779,729.9976807,0.0587660186,729.9976807,0.007423423231,
729.0018921,-0.0004144436389,729.0018921,0.01009748876,729.0018921,0.01470516715,729.0018921,0.009908197448,729.0018921,0.008503781632,729.0018921,0.04693734646,729.0018921,0.05935185775,729.0018921,0.007871196605,
728.0057373,-0.0003632870212,728.0057373,0.009725262411,728.0057373,0.01446249709,728.0057373,0.009693047032,728.0057373,0.008593544364,728.0057373,0.04823988676,728.0057373,0.05871670693,728.0057373,0.006983265746,
727.0092773,0.0003789805633,727.0092773,0.01037524361,727.0092773,0.01444700174,727.0092773,0.01075845584,727.0092773,0.009114343673,727.0092773,0.04843787849,727.0092773,0.06014058366,727.0092773,0.008168922737,
726.0124512,0.0005949562765,726.0124512,0.01035779901,726.0124512,0.01509886794,726.0124512,0.01087379269,726.0124512,0.00885863509,726.0124512,0.04888303578,726.0124512,0.06025717035,726.0124512,0.008013138548,
725.0152588,0.0004480323987,725.0152588,0.01177602541,725.0152588,0.01487973798,725.0152588,0.01102927886,725.0152588,0.009696302935,725.0152588,0.04865672067,725.0152588,0.06059459969,725.0152588,0.008349461481,
724.0177612,0.0005670656683,724.0177612,0.01038452331,724.0177612,0.01465581916,724.0177612,0.01104839705,724.0177612,0.00924291648,724.0177612,0.04889986664,724.0177612,0.06063150615,724.0177612,0.007833135314,
722.9842529,0.0006019032444,722.9842529,0.0108985845,722.9842529,0.01559093129,722.9842529,0.0114837382,722.9842529,0.009273009375,722.9842529,0.04884534702,722.9842529,0.06100419536,722.9842529,0.008730070665,
721.9860229,-0.0001776449499,721.9860229,0.01060078572,721.9860229,0.01520590018,721.9860229,0.01086418517,721.9860229,0.00920061022,721.9860229,0.0485136807,721.9860229,0.0601882115,721.9860229,0.007160048932,
720.9874878,2.008797674E-005,720.9874878,0.01084969286,720.9874878,0.01492503937,720.9874878,0.01136701647,720.9874878,0.009525946341,720.9874878,0.04858926311,720.9874878,0.06127331033,720.9874878,0.009058622643,
719.9885254,0.0007153780898,719.9885254,0.01145992335,719.9885254,0.0156407617,719.9885254,0.0116150612,719.9885254,0.01009510364,719.9885254,0.04872146994,719.9885254,0.06125971675,719.9885254,0.008942181244,
718.9894409,-7.739214925E-005,718.9894409,0.01062606461,718.9894409,0.01503939833,718.9894409,0.0106284786,718.9894409,0.008854777552,718.9894409,0.04841773584,718.9894409,0.06086277589,718.9894409,0.008167867549,
717.9898071,-0.000603448425,717.9898071,0.01083199121,717.9898071,0.01507809665,717.9898071,0.0109910192,717.9898071,0.00910342671,717.9898071,0.04830821604,717.9898071,0.06151115522,717.9898071,0.008084997535,
716.9898682,-5.834305193E-005,716.9898682,0.01094947197,716.9898682,0.01525557879,716.9898682,0.01140461769,716.9898682,0.009702497162,716.9898682,0.04974464327,716.9898682,0.06155852228,716.9898682,0.008121208288,
715.989624,0.0002538602275,715.989624,0.01125542633,715.989624,0.01550094597,715.989624,0.01170163881,715.989624,0.009988660924,715.989624,0.05026948452,715.989624,0.06212123111,715.989624,0.008849546313,
714.9890137,-1.894811612E-005,714.9890137,0.01157103386,714.9890137,0.01582875662,714.9890137,0.01152608171,714.9890137,0.009614331648,714.9890137,0.05022229254,714.9890137,0.06209826469,714.9890137,0.008501749486,
713.9880981,-0.0001259946148,713.9880981,0.01145226881,713.9880981,0.0162287429,713.9880981,0.01169584133,713.9880981,0.009994806722,713.9880981,0.05058015883,713.9880981,0.06325422972,713.9880981,0.008884236217,
712.9868164,2.819073416E-005,712.9868164,0.01186505705,712.9868164,0.01660266146,712.9868164,0.01147467457,712.9868164,0.01016166434,712.9868164,0.0502076745,712.9868164,0.06202312931,712.9868164,0.008582085371,
711.9852905,-0.0006479598815,711.9852905,0.01111196913,711.9852905,0.01584980451,711.9852905,0.01164191496,711.9852905,0.009997958317,711.9852905,0.05082167685,711.9852905,0.06203394011,711.9852905,0.008723097853,
710.9832764,0.0002941901039,710.9832764,0.01198531874,710.9832764,0.01610351354,710.9832764,0.01211003214,710.9832764,0.01016010065,710.9832764,0.05062969029,710.9832764,0.06338370591,710.9832764,0.008830815554,
710.0167847,3.153025318E-005,710.0167847,0.01204937417,710.0167847,0.01711878181,710.0167847,0.01214926876,710.0167847,0.01015336998,710.0167847,0.0507058762,710.0167847,0.06332969666,710.0167847,0.008847036399,
709.0142212,-0.0004310462391,709.0142212,0.01190408505,709.0142212,0.01645027474,709.0142212,0.01290365215,709.0142212,0.009987416677,709.0142212,0.05092257634,709.0142212,0.06300271302,709.0142212,0.008660481311,
708.0112915,0.0004281318979,708.0112915,0.01201344654,708.0112915,0.01623169892,708.0112915,0.01226742566,708.0112915,0.01036145817,708.0112915,0.05100783706,708.0112915,0.0631083101,708.0112915,0.009504514746,
707.0079956,-0.0003843917802,707.0079956,0.01141144801,707.0079956,0.01637263782,707.0079956,0.01241792459,707.0079956,0.01066731662,707.0079956,0.05312214047,707.0079956,0.0635664314,707.0079956,0.008778722957,
706.0043945,0.0001585546124,706.0043945,0.0121909054,706.0043945,0.01663429104,706.0043945,0.01201089192,706.0043945,0.009527824819,706.0043945,0.051245749,706.0043945,0.0628393963,706.0043945,0.00911363028,
705.0004272,0.0003547308152,705.0004272,0.01223880239,705.0004272,0.01688496023,705.0004272,0.01224175747,705.0004272,0.01079040486,705.0004272,0.05211375281,705.0004272,0.06409868598,705.0004272,0.009558361024,
703.9962158,0.0007608593442,703.9962158,0.01262867264,703.9962158,0.01658781618,703.9962158,0.01320991945,703.9962158,0.01034205221,703.9962158,0.05132512748,703.9962158,0.06394863129,703.9962158,0.009236146696,
702.9915771,-0.0006231974112,702.9915771,0.01139598154,702.9915771,0.01565200649,702.9915771,0.01200125832,702.9915771,0.01008633431,702.9915771,0.05001500249,702.9915771,0.0625263229,702.9915771,0.009320639074,
701.9866943,5.174913531E-005,701.9866943,0.01228731684,701.9866943,0.01698764227,701.9866943,0.01276223548,701.9866943,0.01088743564,701.9866943,0.05021845549,701.9866943,0.0634432584,701.9866943,0.009726480581,
701.0172729,-0.0003764258872,701.0172729,0.01248883735,701.0172729,0.01749802195,701.0172729,0.01309134532,701.0172729,0.01129432023,701.0172729,0.05019692332,701.0172729,0.06438302249,701.0172729,0.009268593043,
700.0117188,0.0003506375069,700.0117188,0.01283557713,700.0117188,0.01678579859,700.0117188,0.01349386573,700.0117188,0.01132293511,700.0117188,0.05308428779,700.0117188,0.06477235258,700.0117188,0.009771458805,
699.0057373,-0.0004923825036,699.0057373,0.01226548199,699.0057373,0.0169799421,699.0057373,0.01352606993,699.0057373,0.01085999142,699.0057373,0.05560714751,699.0057373,0.06489861012,699.0057373,0.01009372622,
697.9995728,-0.0008000192465,697.9995728,0.01335257664,697.9995728,0.01636634767,697.9995728,0.01251745131,697.9995728,0.01076304633,697.9995728,0.05350155756,697.9995728,0.06422885507,697.9995728,0.009365839884,
696.992981,-0.0001295658294,696.992981,0.01421196572,696.992981,0.0175953228,696.992981,0.01355926599,696.992981,0.01074319798,696.992981,0.05237907916,696.992981,0.06577993184,696.992981,0.009846098721,
695.9860229,-0.0005530896597,695.9860229,0.01295880228,695.9860229,0.01751392148,695.9860229,0.01324007567,695.9860229,0.01126281172,695.9860229,0.05313963443,695.9860229,0.06517586112,695.9860229,0.0102224825,
695.0147705,-0.0009355459479,695.0147705,0.01255294122,695.0147705,0.01628289372,695.0147705,0.01191752031,695.0147705,0.01025521476,695.0147705,0.05117893219,695.0147705,0.06376226991,695.0147705,0.008894196711,
694.0072632,-0.0003940127499,694.0072632,0.01314345095,694.0072632,0.0172523316,694.0072632,0.01425310411,694.0072632,0.01092170458,694.0072632,0.05151118338,694.0072632,0.06444153935,694.0072632,0.009473717771,
692.9993286,-0.00050639658,692.9993286,0.01374857873,692.9993286,0.01807929575,692.9993286,0.01344281249,692.9993286,0.01224612445,692.9993286,0.05133217946,692.9993286,0.06590223312,692.9993286,0.01011733338,
691.9911499,4.178196104E-005,691.9911499,0.01273189951,691.9911499,0.01718626544,691.9911499,0.0135861868,691.9911499,0.01140451152,691.9911499,0.05164469406,691.9911499,0.06587202102,691.9911499,0.01008718181,
690.982605,0.0003456634295,690.982605,0.01391963847,690.982605,0.01801984943,690.982605,0.01375643443,690.982605,0.01205267478,690.982605,0.05330937728,690.982605,0.06611577421,690.982605,0.0103335157,
690.0097656,0.001621985342,690.0097656,0.01494371332,690.0097656,0.01905497536,690.0097656,0.01481403131,690.0097656,0.01285968069,690.0097656,0.05464845896,690.0097656,0.06612536311,690.0097656,0.01075195428,
689.0006104,0.00037125987,689.0006104,0.01330322213,689.0006104,0.01869374886,689.0006104,0.01404547039,689.0006104,0.01156577002,689.0006104,0.05309329927,689.0006104,0.06509880722,689.0006104,0.01053230185,
687.9911499,-6.367901733E-006,687.9911499,0.01449999306,687.9911499,0.01846418343,687.9911499,0.01486213878,687.9911499,0.01304532867,687.9911499,0.0522544831,687.9911499,0.06654313207,687.9911499,0.0107558025,
687.017334,-0.0001784729538,687.017334,0.01449378394,687.017334,0.01867467165,687.017334,0.01554379053,687.017334,0.01285245549,687.017334,0.05269194022,687.017334,0.06615459919,687.017334,0.01013649069,
686.0071411,-0.0003176599566,686.0071411,0.01504398137,686.0071411,0.01837273501,686.0071411,0.01526204031,686.0071411,0.01229349524,686.0071411,0.05447616801,686.0071411,0.06728582829,686.0071411,0.01124830637,
684.9967041,-4.182970952E-005,684.9967041,0.01558049396,684.9967041,0.01956140064,684.9967041,0.01578660868,684.9967041,0.01358089875,684.9967041,0.05346153304,684.9967041,0.06659581512,684.9967041,0.0112832943,
683.9859619,0.0004264217569,683.9859619,0.01553885359,683.9859619,0.01909292303,683.9859619,0.01494140923,683.9859619,0.01320965309,683.9859619,0.05511631072,683.9859619,0.06747896969,683.9859619,0.01118776854,
683.0109253,0.0004571019381,683.0109253,0.01547197439,683.0109253,0.0185378734,683.0109253,0.01604852639,683.0109253,0.01372033823,683.0109253,0.05326009542,683.0109253,0.06759860367,683.0109253,0.01118795481,
681.9994507,0.0002737527248,681.9994507,0.0152679123,681.9994507,0.0201465562,681.9994507,0.01499842573,681.9994507,0.01367807388,681.9994507,0.05310593545,681.9994507,0.06690453738,681.9994507,0.0104094455,
680.9877319,0.0001513816387,680.9877319,0.01576961763,680.9877319,0.01982170343,680.9877319,0.01636575721,680.9877319,0.01441563852,680.9877319,0.05525978282,680.9877319,0.06873169541,680.9877319,0.01182188187,
680.0118408,-0.0004635772784,680.0118408,0.01575050503,680.0118408,0.01998359896,680.0118408,0.01619391888,680.0118408,0.01350158267,680.0118408,0.05576729029,680.0118408,0.06860086322,680.0118408,0.01125460304,
678.9994507,0.0003691095044,678.9994507,0.01704086363,678.9994507,0.02073988691,678.9994507,0.01672182046,678.9994507,0.01433210354,678.9994507,0.05550797656,678.9994507,0.06982208043,678.9994507,0.01252323296,
677.9866943,0.000195560744,677.9866943,0.01709290594,677.9866943,0.02112436853,677.9866943,0.01715338416,677.9866943,0.01441018004,677.9866943,0.05523817614,677.9866943,0.06993767619,677.9866943,0.01329743024,
677.0098877,-0.0007021842757,677.0098877,0.01585380547,677.0098877,0.02093281969,677.0098877,0.01710574888,677.0098877,0.012863121,677.0098877,0.05628541112,677.0098877,0.06914782524,677.0098877,0.01133319084,
675.996582,-0.001170434523,675.996582,0.01680963859,675.996582,0.021282617,675.996582,0.01778535172,675.996582,0.01508166082,675.996582,0.05613452941,675.996582,0.07037271559,675.996582,0.01320749149,
674.9829102,-0.0001021340213,674.9829102,0.01780881546,674.9829102,0.02191649005,674.9829102,0.01962503977,674.9829102,0.01627913117,674.9829102,0.05626593158,674.9829102,0.07048088312,674.9829102,0.01344356034,
674.005127,-0.001032037078,674.005127,0.01871947758,674.005127,0.0228929501,674.005127,0.01880324073,674.005127,0.01599770971,674.005127,0.05635843799,674.005127,0.07202319801,674.005127,0.01392490417,
672.9909058,0.0009631710709,672.9909058,0.0184101928,672.9909058,0.02264806442,672.9909058,0.01905329712,672.9909058,0.01674414985,672.9909058,0.05658729747,672.9909058,0.07161474228,672.9909058,0.01385009475,
672.0125122,0.0008476343355,672.0125122,0.01918565854,672.0125122,0.02287398651,672.0125122,0.01983758248,672.0125122,0.01616734639,672.0125122,0.05710648373,672.0125122,0.07337477803,672.0125122,0.01370016765,
