baseline,,264e-5in1000,,330p-5in1000,,
461.9376526,-5.725598749E-5,461.9376526,0.04204520211,461.9376526,0.05793248862,
461.0209961,0.001206225366,461.0209961,0.04353722557,461.0209961,0.06017114595,
459.9513855,-0.0004094265169,459.9513855,0.04406865314,459.9513855,0.0599808991,
459.0343933,-0.0008226530044,459.0343933,0.04557044432,459.0343933,0.06187275425,
457.964386,0.0002953557705,457.964386,0.04710341245,457.964386,0.06338471919,
457.0470581,-0.0004360114108,457.0470581,0.04788590595,457.0470581,0.06422777474,
455.9766235,-0.0003431641089,455.9766235,0.05020099133,455.9766235,0.06680981815,
455.05896,-0.0001420389599,455.05896,0.05131927133,455.05896,0.06875416636,
453.9881287,-0.000175833673,453.9881287,0.05264500529,453.9881287,0.07046651095,
453.0701294,0.0001148194497,453.0701294,0.05448846519,453.0701294,0.0722098127,
451.9989014,-0.0005756845931,451.9989014,0.05620535463,451.9989014,0.07440011948,
450.9274902,-0.0002502452116,450.9274902,0.05820778757,450.9274902,0.07679095119,
450.0089417,0.0006038474385,450.0089417,0.06109470502,450.0089417,0.08022433519,
448.9371033,0.0005739344633,448.9371033,0.06412629038,448.9371033,0.08320505917,
448.0182495,0.0004010034027,448.0182495,0.06612598896,448.0182495,0.08574174345,
446.9460144,-0.0005135844694,446.9460144,0.06882113218,446.9460144,0.08934496343,
446.026825,-0.0004677663092,446.026825,0.07157555223,446.026825,0.09238049388,
444.9541931,-0.0004926928086,444.9541931,0.07508085668,444.9541931,0.09651242197,
444.034668,0.0002466079604,444.034668,0.07881008834,444.034668,0.100614123,
442.9616699,7.649977488E-5,442.9616699,0.08303419501,442.9616699,0.1058463901,
442.0417786,0.0005782890948,442.0417786,0.08685809374,442.0417786,0.1107361913,
440.9683838,0.0006980322069,440.9683838,0.09154566377,440.9683838,0.1159335524,
440.0481873,0.0001931781735,440.0481873,0.09795657545,440.0481873,0.1229576394,
438.9744263,0.0002568388591,438.9744263,0.1046154872,438.9744263,0.1309606433,
438.0538635,0.0007001582417,438.0538635,0.1103322208,438.0538635,0.1372320056,
436.9797058,0.0005764228408,436.9797058,0.1179078594,436.9797058,0.1448269486,
436.0588379,-0.0004234949884,436.0588379,0.1237014607,436.0588379,0.1518610865,
434.984314,-0.0003871849913,434.984314,0.1342161894,434.984314,0.163879931,
434.0631104,-0.000308502902,434.0631104,0.1444145888,434.0631104,0.1754155308,
432.9881897,0.0002302649518,432.9881897,0.1561614424,432.9881897,0.1883426309,
432.0666809,0.001020406024,432.0666809,0.1653834581,432.0666809,0.2000081092,
430.991394,0.0001036079993,430.991394,0.1789422482,430.991394,0.2147407681,
430.0695496,0.0001003714933,430.0695496,0.1920275837,430.0695496,0.2270477712,
428.993866,-0.0001767134381,428.993866,0.207314983,428.993866,0.2466096133,
428.0716858,-0.0004715415707,428.0716858,0.219673425,428.0716858,0.258779943,
426.995636,0.0001104953699,426.995636,0.2340420038,426.995636,0.2752889097,
426.0731506,-0.0007968669524,426.0731506,0.2437065393,426.0731506,0.2868553102,
424.9967346,0.0004889504635,424.9967346,0.2612756193,424.9967346,0.302782774,
424.0739136,-0.0008802656666,424.0739136,0.2738965452,424.0739136,0.3174039721,
422.9971313,-0.0001105707779,422.9971313,0.2869611382,422.9971313,0.3322068751,
422.0740051,0.0001261347497,422.0740051,0.2966580987,422.0740051,0.3430953324,
420.9968567,-0.0007915441529,420.9968567,0.3046973646,420.9968567,0.3527775407,
420.0733948,-0.0004009438271,420.0733948,0.3116321564,420.0733948,0.360072732,
418.9958801,-0.0003417673579,418.9958801,0.3170509934,418.9958801,0.3668919504,
418.072113,0.0007454823353,418.072113,0.3219241202,418.072113,0.3708922565,
416.9942017,-0.0007789863157,416.9942017,0.3208543956,416.9942017,0.3731360137,
416.0701294,-0.0003939092858,416.0701294,0.3208594024,416.0701294,0.3721852005,
414.9918823,0.0005279544857,414.9918823,0.3199723065,414.9918823,0.3708076477,
414.0675049,0.000594878511,414.0675049,0.3177581728,414.0675049,0.3682098091,
412.9888611,0.001210196875,412.9888611,0.3124212623,412.9888611,0.3619932532,
412.0641785,0.0007012212882,412.0641785,0.3068183959,412.0641785,0.3589313328,
410.9851685,-0.0009949514642,410.9851685,0.2999299467,410.9851685,0.3524958193,
410.0601807,0.0006778868847,410.0601807,0.2977741659,410.0601807,0.3490739763,
408.980835,-0.0001692612423,408.980835,0.2909096777,408.980835,0.3424561918,
408.0555115,-0.0001277543488,408.0555115,0.2845139503,408.0555115,0.3362091482,
406.9758301,6.914692494E-5,406.9758301,0.2779580951,406.9758301,0.3298714459,
406.0502014,-0.000711384695,406.0502014,0.2742589414,406.0502014,0.3250900507,
404.9701538,-5.10441314E-5,404.9701538,0.2702652514,404.9701538,0.3189678192,
404.04422,-8.862451068E-5,404.04422,0.264244467,404.04422,0.3157960176,
402.9638062,0.0002601542219,402.9638062,0.2608069479,402.9638062,0.3113744855,
402.0375671,-0.0001714348182,402.0375671,0.2574598789,402.0375671,0.3088457286,
400.9568176,-0.001130985445,400.9568176,0.2517554462,400.9568176,0.3035253882,
400.0302734,-9.085024794E-5,400.0302734,0.2499593496,400.0302734,0.301689297,
398.9491577,-0.0007996057975,398.9491577,0.2471053302,398.9491577,0.2997276485,
398.0223389,-0.0005358195049,398.0223389,0.2452122271,398.0223389,0.2968605757,
396.9408875,0.0004516601912,396.9408875,0.2403296828,396.9408875,0.2936238945,
396.0137634,-0.0005181349698,396.0137634,0.2373716086,396.0137634,0.2893820107,
394.9319458,0.0006759683602,394.9319458,0.2343512475,394.9319458,0.286231488,
394.0045166,0.0006871427177,394.0045166,0.2322161794,394.0045166,0.283859849,
393.0769653,9.925814084E-5,393.0769653,0.2289907038,393.0769653,0.2798601985,
391.9946289,-0.0005417141947,391.9946289,0.2231074423,391.9946289,0.2736034691,
391.066803,-9.3593575E-5,391.066803,0.219104141,391.066803,0.2719710767,
389.9841309,-0.0002106089378,389.9841309,0.215247795,389.9841309,0.2678848803,
389.0559692,0.0004423834616,389.0559692,0.214105621,389.0559692,0.2643143833,
387.9729919,0.0001875584421,387.9729919,0.209325552,387.9729919,0.2578009367,
387.0445557,-0.0005669466336,387.0445557,0.2026588321,387.0445557,0.2535702288,
385.9612122,-0.0006144603831,385.9612122,0.197972402,385.9612122,0.2488388568,
385.0324707,0.0001328930084,385.0324707,0.1964239925,385.0324707,0.2450074404,
383.9487915,0.000397686963,383.9487915,0.1918611377,383.9487915,0.2405238599,
383.0197754,-0.0002643705811,383.0197754,0.1873057485,383.0197754,0.2363274246,
381.9357605,0.0002971172216,381.9357605,0.1841403395,381.9357605,0.2318985909,
381.0064697,4.382715633E-5,381.0064697,0.1813503057,381.0064697,0.2271059006,
380.0770264,5.506294474E-5,380.0770264,0.1782544702,380.0770264,0.2242591381,
378.9925232,-0.001179212006,378.9925232,0.1737327427,378.9925232,0.2199347168,
378.0628052,0.0001152078403,378.0628052,0.1705162823,378.0628052,0.2164750993,
376.9779663,4.991101378E-5,376.9779663,0.1689660847,376.9779663,0.2143045515,
376.0479736,-0.0002069348993,376.0479736,0.1669706255,376.0479736,0.2115271538,
374.9627991,0.001167419949,374.9627991,0.1650601625,374.9627991,0.2094118744,
374.0325317,0.0003324253776,374.0325317,0.1630825102,374.0325317,0.207946673,
372.9470215,0.0007154299528,372.9470215,0.1610555202,372.9470215,0.2057931572,
372.016449,6.034438411E-5,372.016449,0.1595672965,372.016449,0.2039008588,
370.9306335,-8.132609946E-5,370.9306335,0.1590631455,370.9306335,0.2009735256,
369.9997864,0.0004622587003,369.9997864,0.1575945169,369.9997864,0.2010194212,
369.0688171,-0.0005832332536,369.0688171,0.156386584,369.0688171,0.1984217763,
367.9825439,0.0002008438896,367.9825439,0.1554758698,367.9825439,0.1973104328,
367.0513,-0.0002033643104,367.0513,0.1539863795,367.0513,0.1964697242,
365.9646606,-0.0007039933698,365.9646606,0.1521759778,365.9646606,0.1949989945,
365.0331421,0.0003505338973,365.0331421,0.15163894,365.0331421,0.1940959692,
363.946228,-0.0006439793506,363.946228,0.1499179006,363.946228,0.1910657436,
363.0144043,-0.0002932925127,363.0144043,0.1503359228,363.0144043,0.190493837,
361.9271545,-0.0005267187953,361.9271545,0.147473067,361.9271545,0.1881552339,
360.9950867,0.0006870908546,360.9950867,0.1459808052,360.9950867,0.1874803007,
360.0628967,-0.0006051028031,360.0628967,0.145364061,360.0628967,0.1860003322,
358.9751892,0.001106117037,358.9751892,0.1430584639,358.9751892,0.1829771101,
358.0427246,0.0002108147164,358.0427246,0.1417860687,358.0427246,0.1819657832,
356.9546814,0.0001132399848,356.9546814,0.1402215809,356.9546814,0.1798978895,
356.0219727,0.0006647164701,356.0219727,0.1373381168,356.0219727,0.1765173376,
354.9336243,-0.000522582035,354.9336243,0.1344434917,354.9336243,0.1731294841,
354.0006104,0.0002196202986,354.0006104,0.1326263845,354.0006104,0.1719577909,
353.0675049,-6.864416355E-5,353.0675049,0.1294303536,353.0675049,0.1698709577,
351.9786987,0.0001248918707,351.9786987,0.1289543062,351.9786987,0.1673152447,
351.0453186,-0.0009805399459,351.0453186,0.1246531904,351.0453186,0.1632653028,
349.9562073,-0.0003887367493,349.9562073,0.1226952896,349.9562073,0.1610392034,
349.022583,-0.0006985143991,349.022583,0.1189976931,349.022583,0.1579591483,
347.9331665,0.0002223915071,347.9331665,0.1178197116,347.9331665,0.1549764872,
346.9992676,0.0003107427619,346.9992676,0.1166586652,346.9992676,0.1532138288,
346.0652161,0.0008731047856,346.0652161,0.1141086072,346.0652161,0.1510241926,
344.9753723,-0.0002959828125,344.9753723,0.111474447,344.9753723,0.1483006924,
344.0410767,0.0004077400372,344.0410767,0.1098054126,344.0410767,0.1467089802,
342.9509277,0.000362969382,342.9509277,0.1078654602,342.9509277,0.1437638402,
342.0163879,0.001007692306,342.0163879,0.1062420756,342.0163879,0.1423596293,
340.9259338,-0.0005784765817,340.9259338,0.103617765,340.9259338,0.139893055,
339.9911194,-7.133586769E-5,339.9911194,0.1005548909,339.9911194,0.1376506388,
339.0562134,0.0009119617171,339.0562134,0.1001067236,339.0562134,0.1353773624,
337.9653015,0.0007029584958,337.9653015,0.09843126684,337.9653015,0.1331758201,
337.0301514,-2.93019275E-5,337.0301514,0.09612378478,337.0301514,0.1310095638,
335.9389648,0.0001249177585,335.9389648,0.09380247444,335.9389648,0.1300749034,
335.0035095,8.283588613E-6,335.0035095,0.09267843515,335.0035095,0.1294869632,
334.0679932,0.0008338881889,334.0679932,0.09232106805,334.0679932,0.1275809556,
332.9763794,-0.000581113447,332.9763794,0.08946953714,332.9763794,0.1239057705,
332.0405579,0.0001709069038,332.0405579,0.08731874824,332.0405579,0.1234222576,
330.9486694,-0.0001270297507,330.9486694,0.08624439687,330.9486694,0.1215654314,
330.0126343,-0.0004640944535,330.0126343,0.08446574956,330.0126343,0.1195509434,
329.0764771,0.0002309901465,329.0764771,0.08411476016,329.0764771,0.1192842424,
327.9841309,0.0004888208932,327.9841309,0.08284720033,327.9841309,0.1185513735,
327.0477295,0.001260377001,327.0477295,0.08194799721,327.0477295,0.1172142625,
325.9551086,0.0002630552044,325.9551086,0.08018924296,325.9551086,0.1156734601,
325.0184631,4.690790956E-5,325.0184631,0.07940617949,325.0184631,0.1145675257,
323.9255676,0.0003713894112,323.9255676,0.07863547653,323.9255676,0.1140455902,
322.988678,0.0006748276064,322.988678,0.07711080462,322.988678,0.1131252348,
322.0516663,0.0005313496804,322.0516663,0.07730939239,322.0516663,0.113363035,
320.958374,0.0007793487748,320.958374,0.07762656361,320.958374,0.112850368,
320.0211182,-5.823952233E-5,320.0211182,0.0753018558,320.0211182,0.1108837277,
318.9275208,3.704439951E-5,318.9275208,0.07496745139,318.9275208,0.1104323491,
317.9900513,-0.0002905504371,317.9900513,0.07448805869,317.9900513,0.1104171649,
317.0524597,0.0003688245197,317.0524597,0.07477156818,317.0524597,0.1104467362,
315.9584351,-2.883601155E-5,315.9584351,0.07430608571,315.9584351,0.1108036414,
315.0206299,0.0005739603657,315.0206299,0.07476867735,315.0206299,0.1115313023,
313.9263306,-0.0002998630516,313.9263306,0.07604507357,313.9263306,0.1124035493,
312.9882813,-0.0001039973649,312.9882813,0.07621851563,312.9882813,0.1128969267,
312.0501099,0.0001075954133,312.0501099,0.07677238435,312.0501099,0.1136326119,
310.9554138,-3.71706592E-5,310.9554138,0.0797804147,310.9554138,0.1176156998,
310.0169983,0.0002588591597,310.0169983,0.08317781985,310.0169983,0.1213376075,
308.9220581,0.000162128199,308.9220581,0.08698002994,308.9220581,0.1258946359,
307.983429,-0.0005798725761,307.983429,0.09112794697,307.983429,0.1304365993,
307.0446777,-0.0001269779896,307.0446777,0.09762226045,307.0446777,0.1377964467,
305.9493408,-0.0002624561603,305.9493408,0.1063046008,305.9493408,0.1513510346,
305.0103455,0.0002853829938,305.0103455,0.1188954636,305.0103455,0.16663149,
304.0712585,0.0003635652538,304.0712585,0.134549275,304.0712585,0.1839992702,
302.9755249,-5.746304669E-5,302.9755249,0.1507584155,302.9755249,0.2044844925,
302.0362244,0.0004334697151,302.0362244,0.1667388678,302.0362244,0.2205327898,
300.9402161,0.0004919047933,300.9402161,0.1884731352,300.9402161,0.2547128797,
300.0006714,0.0002497160458,300.0006714,0.2199790925,300.0006714,0.284876585,
299.0610352,-0.0002052789787,299.0610352,0.2414880395,299.0610352,0.3166584969,
297.9646606,0.0002453906345,297.9646606,0.275298357,297.9646606,0.3549167514,
297.0247803,0.0004403882194,297.0247803,0.3057993948,297.0247803,0.3904999793,
295.9281616,3.776927042E-5,295.9281616,0.3507595658,295.9281616,0.4668084085,
294.9880676,-0.0003358182148,294.9880676,0.4154770672,294.9880676,0.5348894596,
294.0478821,-5.17719343E-8,294.0478821,0.4780987799,294.0478821,0.6040806174,
292.9508362,-0.0009461362497,292.9508362,0.5224021077,292.9508362,0.6829030514,
292.010437,-0.0001887194667,292.010437,0.5710036755,292.010437,0.7298933268,
291.0699158,0.0002450280299,291.0699158,0.613850534,291.0699158,0.7948809862,
289.9725342,-0.0001855627488,289.9725342,0.6477477551,289.9725342,0.8312165141,
289.0317993,0.0004104606051,289.0317993,0.685970962,289.0317993,0.8879793882,
287.9341431,0.0001798929588,287.9341431,0.7399570942,287.9341431,0.9513935447,
286.9931946,0.0007028029067,286.9931946,0.8007762432,286.9931946,1.012196302,
286.0521545,0.0002327513212,286.0521545,0.8597345352,286.0521545,1.094789028,
284.9541626,3.080441047E-6,284.9541626,0.9043083787,284.9541626,1.160401106,
284.0128784,-0.0001511477458,284.0128784,0.9227681756,284.0128784,1.184577465,
283.0715332,0.0002444064012,283.0715332,0.9332994819,283.0715332,1.199282646,
281.9731445,9.457174019E-5,281.9731445,0.9396577477,281.9731445,1.210541129,
281.0315857,-7.723685849E-5,281.0315857,0.9524812698,281.0315857,1.230346203,
279.9329529,0.001068384503,279.9329529,0.9628953934,279.9329529,1.242311954,
278.9911804,0.0005161621957,278.9911804,0.9632982612,278.9911804,1.243903279,
278.0492859,-0.0002172842214,278.0492859,0.9588211179,278.0492859,1.239044905,
276.9503174,-0.0001355695422,276.9503174,0.9473429918,276.9503174,1.231516719,
276.0082397,0.0001955866464,276.0082397,0.9368801117,276.0082397,1.218909502,
275.06604,0.0002214073465,275.06604,0.9239917397,275.06604,1.203525901,
273.9667053,0.0001537121861,273.9667053,0.9018562436,273.9667053,1.183228612,
273.0243225,-0.0004131505557,273.0243225,0.8845165372,273.0243225,1.155464053,
271.9247437,3.867535997E-5,271.9247437,0.8620099425,271.9247437,1.132745385,
270.9821777,-0.0002555746178,270.9821777,0.8408995271,270.9821777,1.107215405,
270.0394897,-6.181128992E-5,270.0394897,0.8244557977,270.0394897,1.086370826,
268.9395752,-0.0005321999197,268.9395752,0.8022200465,268.9395752,1.057894588,
267.9966736,2.045039582E-5,267.9966736,0.7767412066,267.9966736,1.029390454,
267.0536804,0.001122544869,267.0536804,0.7483916283,267.0536804,0.9957107902,
265.9534302,0.0009720697417,265.9534302,0.7238286138,265.9534302,0.9667117596,
265.0102539,0.0001007857718,265.0102539,0.6989127994,265.0102539,0.9366268516,
264.0669861,-0.0005597079871,264.0669861,0.6687171459,264.0669861,0.9070743918,
262.9663696,-0.001202548854,262.9663696,0.6442293525,262.9663696,0.8732261062,
262.0229187,7.660333358E-5,262.0229187,0.623129487,262.0229187,0.8468801975,
260.9220886,-0.0005539169651,260.9220886,0.6027902961,260.9220886,0.8232702613,
259.9783936,0.00116443506,259.9783936,0.5913746953,259.9783936,0.8078677654,
259.0346375,0.0003165194939,259.0346375,0.5735680461,259.0346375,0.7854480743,
257.9335022,0.0003127633245,257.9335022,0.5444415212,257.9335022,0.7502657175,
256.9895325,-0.001267699408,256.9895325,0.5167804956,256.9895325,0.715923667,
256.0455017,-0.0004142884573,256.0455017,0.4958916008,256.0455017,0.6926805973,
254.9440155,0.0007050845888,254.9440155,0.4848917425,254.9440155,0.6798049808,
253.9997711,-9.028087516E-5,253.9997711,0.4801490605,253.9997711,0.671114862,
253.0554657,-0.0004565437557,253.0554657,0.474773407,253.0554657,0.6650312543,
251.9536438,-0.001024909434,251.9536438,0.4671583176,251.9536438,0.6544344425,
251.00914,0.0004253852821,251.00914,0.4660757482,251.00914,0.6544466615,
250.0645447,0.0005913791247,250.0645447,0.4755380154,250.0645447,0.6631650329,
248.9685822,-0.0001396064763,248.9685822,0.49317348,248.9685822,0.6880108118,
248.0294495,0.002449859167,248.0294495,0.5156325102,248.0294495,0.7103583813,
246.93367,0.0001142498077,246.93367,0.5506768823,246.93367,0.7529882193,
245.9943237,-0.000178110713,245.9943237,0.6137559414,245.9943237,0.8207284808,
245.0549164,-4.581574831E-5,245.0549164,0.6843159199,245.0549164,0.892165184,
243.9588165,0.001323493314,243.9588165,0.771287322,243.9588165,1.00169158,
243.0192261,3.163380461E-5,243.0192261,0.8411184549,243.0192261,1.101117015,
241.9229126,-0.0009219589992,241.9229126,0.9852820635,241.9229126,1.32770586,
240.983139,-3.359868788E-5,240.983139,1.206246614,240.983139,1.563190818,
240.0432739,0.0008044262067,240.0432739,1.380855799,240.0432739,1.784039617,
238.9466705,-0.0008589783101,238.9466705,1.684179425,238.9466705,2.032427549,
238.0066223,0.00148915546,238.0066223,1.966492057,238.0066223,2.46398139,
237.0664978,0.001145436079,237.0664978,2.376134396,237.0664978,2.574776411,
235.9695892,-0.000407874817,235.9695892,2.446134567,235.9695892,2.776172638,
235.0292969,-0.0007902005455,235.0292969,3.007614851,235.0292969,10,
233.9321747,-0.0003989265824,233.9321747,2.450707197,233.9321747,2.899082661,
232.9916992,-0.0009576044395,232.9916992,2.647161245,232.9916992,2.883509398,
232.0511475,-0.0002363263484,232.0511475,2.795772791,232.0511475,2.255972624,
230.9537354,8.046103903E-5,230.9537354,2.767637491,230.9537354,2.792217731,
230.0130005,0.00164815085,230.0130005,2.815721512,230.0130005,2.504943132,
229.0722046,-0.002262277761,229.0722046,10,229.0722046,3.61085248,
227.9744873,-0.005062613171,227.9744873,3.451837063,227.9744873,3.24924612,
227.0335236,0.005016623065,227.0335236,3.74474597,227.0335236,3.495150805,
225.9356079,-0.004877126776,225.9356079,2.925315619,225.9356079,3.01364255,
224.9944611,0.003189262003,224.9944611,3.201030493,224.9944611,2.778847933,
224.0532532,-0.01844415441,224.0532532,2.798993826,224.0532532,2.654976606,
222.9550629,-0.03185195476,222.9550629,2.793183327,222.9550629,2.332361937,
222.0136719,-0.03121878766,222.0136719,2.609213114,222.0136719,2.350654602,
221.0722046,0.02706030197,221.0722046,10,221.0722046,2.340459347,
219.9737396,0.0443184711,219.9737396,1.945507646,219.9737396,2.158464909,
219.0321045,0.08337825537,219.0321045,1.873701572,219.0321045,1.701517701,
217.9334412,0.0008328247932,217.9334412,1.488539696,217.9334412,10,
216.9916534,-0.002220146358,216.9916534,1.40754962,216.9916534,1.587945819,
216.0497894,0.02251554281,216.0497894,0.8417606354,216.0497894,1.229069233,
214.9508514,0.0241819676,214.9508514,0.6255791783,214.9508514,0.8175565004,
214.0088196,0.04129125923,214.0088196,0.7857191563,214.0088196,0.6397078037,
213.0667267,0.07615601271,213.0667267,0.6619791389,213.0667267,0.7042053342,
211.967514,0.01619281806,211.967514,0.4906129241,211.967514,0.4563896954,
211.0252533,0.0388482511,211.0252533,10,211.0252533,0.5257596374,
209.9258575,0.1849847883,209.9258575,0.4906248748,209.9258575,0.50869596,
208.9834442,-0.115786083,208.9834442,0.2278809696,208.9834442,1.009152174,
208.0409546,0.03318295255,208.0409546,0.770806551,208.0409546,0.4991306067,
206.9412994,0.1852493435,206.9412994,0.7017542124,206.9412994,0.7296636701,
205.9986572,-0.1304705441,205.9986572,0.2491633743,205.9986572,0.4019541144,
205.055954,-0.2467459738,205.055954,0.05089673027,205.055954,10,
203.9560242,0.1045276895,203.9560242,0.1817366183,203.9560242,0.3055841327,
203.0131683,0.1101093143,203.0131683,0.403586179,203.0131683,0.5295906663,
202.0702362,-0.09384901077,202.0702362,0.5797393918,202.0702362,0.4577715695,
200.970047,-0.0119906459,200.970047,0.423823148,200.970047,0.5000783801,
200.0269623,-0.193901062,200.0269623,1.399979115,200.0269623,-0.02395018563,

baseline,
baseline
Collection Time: 31/03/2021 13:16:25
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 31/03/2021 13:15:39
Method Modifications:
Common Interval nm Changed: 31/03/2021 13:16:09, Old:     5.00, New:     1.00
Baseline Correction Changed: 31/03/2021 13:16:09, Old:0, New:1
Storage Changed: 31/03/2021 13:16:09, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

264e-5in1000,
264e-5in1000
Collection Time: 31/03/2021 13:17:47
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 31/03/2021 13:15:39
Method Modifications:
Common Interval nm Changed: 31/03/2021 13:16:09, Old:     5.00, New:     1.00
Baseline Correction Changed: 31/03/2021 13:16:09, Old:0, New:1
Storage Changed: 31/03/2021 13:16:09, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

330p-5in1000,
330p-5in1000
Collection Time: 31/03/2021 13:18:09
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            Abs
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               On
Baseline Type                     Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 31/03/2021 13:15:39
Method Modifications:
Common Interval nm Changed: 31/03/2021 13:16:09, Old:     5.00, New:     1.00
Baseline Correction Changed: 31/03/2021 13:16:09, Old:0, New:1
Storage Changed: 31/03/2021 13:16:09, Old:1, New:0
End Method Modifications
<Current Wavelength> , 203.0

