blank,,bm3-a82f-heme-20in1000-tube-53,,bm3-a82f-heme-20in1000-tube-54,,bm3-a82f-heme-20in1000-tube-55,,bm3-a82f-heme-20in1000-tube-57,,bm3-a82f-heme-20in1000-post-lipidex,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
657.0107422,8.022802649E-005,657.0107422,0.094931297,657.0107422,0.0714558512,657.0107422,0.06128556281,657.0107422,0.05380842835,657.0107422,0.00535036996,
655.991272,-0.0008481792174,655.991272,0.09692573547,655.991272,0.0746242702,655.991272,0.06432736665,655.991272,0.05458208919,655.991272,0.005228813272,
655.0078125,-0.001068551443,655.0078125,0.09711814672,655.0078125,0.07825609297,655.0078125,0.06287141144,655.0078125,0.05456750095,655.0078125,0.005929271691,
653.9876709,0.0003963655618,653.9876709,0.1025458723,653.9876709,0.07654227316,653.9876709,0.06484426558,653.9876709,0.05373524129,653.9876709,0.005421658512,
653.0036621,-4.571221507E-005,653.0036621,0.1010143384,653.0036621,0.07989212871,653.0036621,0.06377135217,653.0036621,0.06015274301,653.0036621,0.005082120653,
651.9829102,-0.0006678618956,651.9829102,0.1012171358,651.9829102,0.07827565074,651.9829102,0.06600513309,651.9829102,0.05706669018,651.9829102,0.005205837078,
650.998291,0.0006066469941,650.998291,0.1029592976,650.998291,0.08022753894,650.998291,0.06776671112,650.998291,0.06027561054,650.998291,0.005878050812,
650.0134277,0.0001541006204,650.0134277,0.1050848216,650.0134277,0.08141200244,650.0134277,0.0691876784,650.0134277,0.06094235554,650.0134277,0.005292509217,
648.9918213,-0.0003039501898,648.9918213,0.1030962095,648.9918213,0.08326212317,648.9918213,0.07043606043,648.9918213,0.05884924904,648.9918213,0.005387611222,
648.0063477,-0.0001972063037,648.0063477,0.1079940647,648.0063477,0.08069436997,648.0063477,0.06916312128,648.0063477,0.05983749405,648.0063477,0.006446227897,
646.9840698,-0.001005333732,646.9840698,0.1015046537,646.9840698,0.0788815096,646.9840698,0.06760407984,646.9840698,0.06011198089,646.9840698,0.005713093095,
645.9981079,0.0002349269198,645.9981079,0.1048309803,645.9981079,0.08163695782,645.9981079,0.06704642624,645.9981079,0.05902927369,645.9981079,0.006516119931,
645.0117188,-0.001190364244,645.0117188,0.1018771231,645.0117188,0.07899442315,645.0117188,0.0639558062,645.0117188,0.05985668674,645.0117188,0.003954819869,
