Baseline 100%T,,blank,,bm3-wt-5-in-1000,,bm3-wt-post-dil,,
692.487854,0.2131127864,692.487854,0.000111298039,692.487854,0.04685239121,692.487854,0.02306593023,
692.0917969,0.2133064568,692.0917969,-0.0009319296805,692.0917969,0.04489086941,692.0917969,0.02526866645,
691.6594849,0.2139681578,691.6594849,0.0006286295247,691.6594849,0.04482172802,691.6594849,0.0247940775,
691.2272339,0.2139335424,691.2272339,9.918046999E-005,691.2272339,0.04506488517,691.2272339,0.02418314479,
690.8308716,0.214005515,690.8308716,0.0004690999049,690.8308716,0.04551168531,690.8308716,0.02778578177,
690.3984985,0.2149914652,690.3984985,-0.001659274916,690.3984985,0.04419333115,690.3984985,0.02322469838,
690.0020752,0.2146157622,690.0020752,0.0004121188831,690.0020752,0.04519585148,690.0020752,0.02835237049,
689.569519,0.2149264663,689.569519,-0.0006569547113,689.569519,0.04512562603,689.569519,0.02813222446,
689.1729736,0.2158167958,689.1729736,-0.001613216358,689.1729736,0.04509288445,689.1729736,0.02442479134,
688.7402954,0.2147970498,688.7402954,-0.001011531916,688.7402954,0.04671031609,688.7402954,0.02321325615,
688.343689,0.2145917863,688.343689,0.001173078315,688.343689,0.04611309245,688.343689,0.02553301863,
687.9108887,0.21559982,687.9108887,0.0002762911608,687.9108887,0.04575522989,687.9108887,0.02546880953,
687.4780884,0.2152818292,687.4780884,-5.295946175E-005,687.4780884,0.04696526378,687.4780884,0.02628908679,
687.0812988,0.2162328213,687.0812988,-0.001366439275,687.0812988,0.04622773081,687.0812988,0.02226994187,
686.6483765,0.2155596763,686.6483765,0.000431474502,686.6483765,0.04613326862,686.6483765,0.02399111539,
686.2514648,0.2158650905,686.2514648,0.0005820994265,686.2514648,0.04520751536,686.2514648,0.02779952437,
685.8184204,0.2155870199,685.8184204,0.0007360696909,685.8184204,0.04694325849,685.8184204,0.0256456472,
685.4214478,0.2151891142,685.4214478,-0.0001037385737,685.4214478,0.04771951213,685.4214478,0.02873375267,
684.9882202,0.2158639878,684.9882202,0.001825608546,684.9882202,0.04718593508,684.9882202,0.0261149276,
684.5911255,0.2167234719,684.5911255,0.0005397729692,684.5911255,0.0447303839,684.5911255,0.02927308716,
684.1578369,0.2163123488,684.1578369,-0.0007079216884,684.1578369,0.04677676409,684.1578369,0.02579761297,
683.7606201,0.2161987126,683.7606201,0.001301735174,683.7606201,0.0460075736,683.7606201,0.02911350504,
683.3272705,0.2154672891,683.3272705,0.001247188891,683.3272705,0.04834524915,683.3272705,0.0274199266,
682.8937378,0.2159570158,682.8937378,-0.000454940513,682.8937378,0.04734747857,682.8937378,0.029499989,
682.4963989,0.215995878,682.4963989,-5.176884952E-005,682.4963989,0.04780614004,682.4963989,0.02912839688,
682.0628662,0.2164959759,682.0628662,-0.0004577849759,682.0628662,0.04666515067,682.0628662,0.02613263205,
681.6653442,0.2174724787,681.6653442,-0.0005436273641,681.6653442,0.04516767338,681.6653442,0.02748971805,
681.2316895,0.2166347951,681.2316895,-0.0001951880986,681.2316895,0.04682309553,681.2316895,0.02622256614,
680.8340454,0.2171751857,680.8340454,-0.0003473543038,680.8340454,0.04843044281,680.8340454,0.02609480545,
680.4002686,0.2173918933,680.4002686,0.0006323884591,680.4002686,0.04679466784,680.4002686,0.02696625516,
680.0025635,0.2182696015,680.0025635,6.650614523E-005,680.0025635,0.04702393338,680.0025635,0.02724826336,
679.5687256,0.2184069753,679.5687256,-0.001808041823,679.5687256,0.04793721065,679.5687256,0.02460599877,
679.1708984,0.2176463455,679.1708984,-0.0009929370135,679.1708984,0.04661851749,679.1708984,0.02517122217,
678.7368774,0.2178320885,678.7368774,-0.0006881248555,678.7368774,0.04690276831,678.7368774,0.0281307064,
678.3389893,0.2175896615,678.3389893,0.0004708361521,678.3389893,0.04821920395,678.3389893,0.02681225538,
677.9049072,0.2173956931,677.9049072,-0.0002798406931,677.9049072,0.04841964692,677.9049072,0.02865051478,
677.506897,0.2188401371,677.506897,-0.0004677663092,677.506897,0.04666391015,677.506897,0.02891934104,
677.0725708,0.2189600021,677.0725708,-0.001825725543,677.0725708,0.04727176577,677.0725708,0.02488902584,
676.6744385,0.2183091789,676.6744385,5.772954682E-005,676.6744385,0.04773207754,676.6744385,0.02908629552,
676.2401733,0.2174238861,676.2401733,9.920635785E-005,676.2401733,0.04831784964,676.2401733,0.03247186914,
675.84198,0.2184972167,675.84198,-0.0009163794457,675.84198,0.04906572774,675.84198,0.03016487323,
675.4074707,0.218035385,675.4074707,0.001096281339,675.4074707,0.04885557294,675.4074707,0.02923559397,
675.0091553,0.2180470675,675.0091553,0.000936372322,675.0091553,0.04883155599,675.0091553,0.02776146866,
674.574585,0.2176956236,674.574585,-8.562234143E-005,674.574585,0.04904451221,674.574585,0.02635690942,
674.1762085,0.21741952,674.1762085,0.0009773104684,674.1762085,0.05075818673,674.1762085,0.03122911416,
673.7415161,0.2179105282,673.7415161,0.0008435882628,673.7415161,0.0501887016,673.7415161,0.03081251867,
673.3429565,0.2186352164,673.3429565,-0.0005628102808,673.3429565,0.04862507433,673.3429565,0.02997786552,
672.9081421,0.2163242251,672.9081421,0.001360884402,672.9081421,0.05209192261,672.9081421,0.03093714453,
672.5095215,0.2184891254,672.5095215,-0.0001514582691,672.5095215,0.0485701561,672.5095215,0.0300800018,
672.074646,0.2188052237,672.074646,-0.0002911195625,672.074646,0.04884673655,672.074646,0.02688712813,
671.6759033,0.2180691808,671.6759033,-0.001295470633,671.6759033,0.04912363738,671.6759033,0.03313285857,
671.2409058,0.2175037563,671.2409058,0.0004554953193,671.2409058,0.04976705089,671.2409058,0.02880721539,
670.842041,0.2186849415,670.842041,0.000118651602,670.842041,0.05072164536,670.842041,0.02888605744,
670.4069214,0.2210138887,670.4069214,-0.002238431247,670.4069214,0.0478063412,670.4069214,0.0308578182,
670.0079956,0.219057247,670.0079956,0.0004259553389,670.0079956,0.04986616969,670.0079956,0.03164415807,
669.5726929,0.2191996723,669.5726929,-0.0001964818221,669.5726929,0.04912659526,669.5726929,0.03075483255,
669.173645,0.2192933857,669.173645,-0.001470264746,669.173645,0.05069936067,669.173645,0.02912405133,
668.7383423,0.2206223458,668.7383423,-0.002019734355,668.7383423,0.04894880205,668.7383423,0.02889665216,
668.3391724,0.2187724113,668.3391724,0.0007667198661,668.3391724,0.04982377961,668.3391724,0.03145637363,
667.9037476,0.2191747278,667.9037476,-0.001686041243,667.9037476,0.04969686642,667.9037476,0.02991097234,
667.5044556,0.2197769731,667.5044556,-0.001106921816,667.5044556,0.04880221561,667.5044556,0.03052127548,
667.0689087,0.2186182141,667.0689087,-0.0004435107403,667.0689087,0.04956488311,667.0689087,0.02890971117,
666.6696167,0.2181746662,666.6696167,0.001223383821,666.6696167,0.04934825003,666.6696167,0.03189347684,
666.2339478,0.2184720784,666.2339478,-0.0005442478578,666.2339478,0.05199719965,666.2339478,0.03237104043,
665.8344727,0.2175313085,665.8344727,5.16455766E-005,665.8344727,0.0509461835,665.8344727,0.03301553428,
665.3985596,0.2172936499,665.3985596,0.0009061251767,665.3985596,0.05100638047,665.3985596,0.0312245246,
664.9990845,0.2187841833,664.9990845,-0.0003383530711,664.9990845,0.04976589233,664.9990845,0.03069815412,
664.5631714,0.21805951,664.5631714,-6.781594129E-005,664.5631714,0.05068900436,664.5631714,0.03205221519,
664.1635742,0.2181394994,664.1635742,-0.001136510517,664.1635742,0.05083829165,664.1635742,0.03261376917,
663.727478,0.2175233066,663.727478,5.998193228E-005,663.727478,0.05141443014,663.727478,0.03350456432,
663.3277588,0.2184082121,663.3277588,-0.00150658749,663.3277588,0.05106504634,663.3277588,0.03252950683,
662.9279175,0.2177147269,662.9279175,-6.041364759E-005,662.9279175,0.05179819092,662.9279175,0.03108185343,
662.4917603,0.2173927128,662.4917603,0.0001770443341,662.4917603,0.05169475451,662.4917603,0.03381054848,
662.0919189,0.2176117003,662.0919189,0.001202305662,662.0919189,0.05137421936,662.0919189,0.03324261308,
661.6555786,0.2178198248,661.6555786,-0.001312194509,661.6555786,0.05231731758,661.6555786,0.03593999892,
661.2556152,0.2189980596,661.2556152,-0.001632403699,661.2556152,0.05147953331,661.2556152,0.03361169994,
660.8192139,0.2181396633,660.8192139,-0.001115648891,660.8192139,0.0529351905,660.8192139,0.0333214514,
660.4190674,0.2184184045,660.4190674,-0.0002372577437,660.4190674,0.05246909708,660.4190674,0.03337715939,
659.9824829,0.2184240967,659.9824829,0.0005346930702,659.9824829,0.05256561562,659.9824829,0.03533739597,
659.5823364,0.2185550928,659.5823364,0.001603901619,659.5823364,0.05247128755,659.5823364,0.0347661972,
659.145752,0.2180370241,659.145752,0.0001969333243,659.145752,0.05269687623,659.145752,0.03264440969,
658.7454224,0.219570756,658.7454224,0.0002396666387,658.7454224,0.05184552819,658.7454224,0.03446026891,
658.3087158,0.219232142,658.3087158,8.059049287E-005,658.3087158,0.05314791575,658.3087158,0.03504125029,
657.9083252,0.2193355411,657.9083252,-0.001115597202,657.9083252,0.05183359981,657.9083252,0.03246930242,
657.5078735,0.2186784297,657.5078735,0.000404293969,657.5078735,0.05295030773,657.5078735,0.03572077677,
657.0709839,0.2195727676,657.0709839,-0.002031637821,657.0709839,0.05212230608,657.0709839,0.0329316929,
656.6704102,0.218976289,656.6704102,-0.001141674235,656.6704102,0.05210368335,656.6704102,0.03639092669,
656.2334595,0.2176074237,656.2334595,0.0002965214371,656.2334595,0.05409906805,656.2334595,0.03435521945,
655.8328247,0.2181280702,655.8328247,0.0008487495943,655.8328247,0.05366405845,655.8328247,0.037172921,
655.3955688,0.2188058197,655.3955688,-0.0005334926536,655.3955688,0.05262075365,655.3955688,0.03588918969,
654.994873,0.2193093747,654.994873,-0.002294620499,654.994873,0.0520580709,654.994873,0.0326740779,
654.5941162,0.2198423743,654.5941162,-0.002484404715,654.5941162,0.05275311321,654.5941162,0.03703817725,
654.1568604,0.2184130102,654.1568604,-0.0002525736054,654.1568604,0.05405277386,654.1568604,0.03671794012,
653.7559814,0.21789518,653.7559814,-0.000630796887,653.7559814,0.0541187413,653.7559814,0.03551894799,
653.3185425,0.218173638,653.3185425,-0.000831592537,653.3185425,0.05439928919,653.3185425,0.03420283645,
652.9175415,0.2182903588,652.9175415,0.0004859442997,652.9175415,0.05390870571,652.9175415,0.03867153078,
652.4800415,0.2191751003,652.4800415,-0.0008157286211,652.4800415,0.05373699963,652.4800415,0.03590349853,
652.0789795,0.2190410048,652.0789795,-0.001832427573,652.0789795,0.05390524864,652.0789795,0.03614053503,
651.6413574,0.2180715352,651.6413574,0.001282937825,651.6413574,0.0555335395,651.6413574,0.03585632145,
651.2401733,0.2187045962,651.2401733,5.811788651E-005,651.2401733,0.05412926897,651.2401733,0.03727027401,
650.8389282,0.218739301,650.8389282,0.0005142443697,650.8389282,0.05479063094,650.8389282,0.03593982756,
650.4011841,0.2195168585,650.4011841,-8.904681636E-006,650.4011841,0.05242542922,650.4011841,0.03834199905,
649.9998169,0.2192924768,649.9998169,-0.001409685705,649.9998169,0.05308159813,649.9998169,0.03984448314,
649.5618896,0.2191554755,649.5618896,-0.0004462001089,649.5618896,0.05426223576,649.5618896,0.03634972125,
649.1604614,0.2185108215,649.1604614,0.001361325849,649.1604614,0.05530023575,649.1604614,0.03974498808,
648.7590332,0.2187710404,648.7590332,-0.0007786762435,648.7590332,0.05502207205,648.7590332,0.03849921003,
648.3209839,0.2180615664,648.3209839,0.0001566901483,648.3209839,0.05621145293,648.3209839,0.04051867127,
647.9194336,0.2196891308,647.9194336,-0.0004750065273,647.9194336,0.05374822021,647.9194336,0.03537140414,
647.4812012,0.2192329466,647.4812012,-0.0002838245418,647.4812012,0.0547962971,647.4812012,0.03556996584,
647.0795288,0.218340084,647.0795288,-4.814523345E-005,647.0795288,0.05600799993,647.0795288,0.0382014364,
646.6413574,0.2192212492,646.6413574,-0.0002120578429,646.6413574,0.05435859784,646.6413574,0.03558864817,
646.239563,0.2181032747,646.239563,0.0008926106384,646.239563,0.05609385297,646.239563,0.04022604227,
645.8377075,0.2187108099,645.8377075,-0.0002216308785,645.8377075,0.05624766275,645.8377075,0.03727701679,
645.399231,0.2178535461,645.399231,0.001633911626,645.399231,0.05654200539,645.399231,0.03797093034,
644.9973145,0.2194291055,644.9973145,9.462352318E-005,644.9973145,0.05385402218,644.9973145,0.03940477967,
644.5588379,0.2188273668,644.5588379,-0.0002759085328,644.5588379,0.0561809279,644.5588379,0.0366268754,
644.1567993,0.2194114774,644.1567993,-0.0007836890873,644.1567993,0.05454933271,644.1567993,0.038161356,
643.7547607,0.2188748866,643.7547607,0.0002374910255,643.7547607,0.05543015152,643.7547607,0.0389502272,
643.3161011,0.2191513926,643.3161011,-0.0007199130487,643.3161011,0.05510573089,643.3161011,0.03617057949,
642.9138794,0.2184672505,642.9138794,0.0002541969297,642.9138794,0.05503908545,642.9138794,0.03849875554,
642.4751587,0.2194108367,642.4751587,-0.0002572303347,642.4751587,0.05580773205,642.4751587,0.03780476004,
642.0728149,0.2198781073,642.0728149,0.0003069348168,642.0728149,0.05539044738,642.0728149,0.03968289867,
641.6705322,0.2190668136,641.6705322,0.0006243780954,641.6705322,0.0564907901,641.6705322,0.04029374942,
641.2316284,0.2196265459,641.2316284,-0.0009280550876,641.2316284,0.05490785092,641.2316284,0.037244495,
640.8291626,0.2192528546,640.8291626,-0.0007209984469,640.8291626,0.05579928309,640.8291626,0.03860141709,
640.4266968,0.2192254961,640.4266968,0.000342088344,640.4266968,0.05584608763,640.4266968,0.03827340901,
639.9876709,0.2183375955,639.9876709,0.001316586626,639.9876709,0.05679992959,639.9876709,0.04128864035,
639.585083,0.2186247259,639.585083,0.0002592476667,639.585083,0.05645857006,639.585083,0.04023388028,
639.145874,0.2176384032,639.145874,0.002146479441,639.145874,0.05762848258,639.145874,0.04036166519,
638.7432251,0.2196394652,638.7432251,-0.000876080594,638.7432251,0.05542929843,638.7432251,0.03950737044,
638.3404541,0.2191345096,638.3404541,0.0003047847713,638.3404541,0.05686080083,638.3404541,0.03846574947,
637.901123,0.2185418606,637.901123,0.001036960515,637.901123,0.05690290779,637.901123,0.03743023053,
637.4983521,0.2189083546,637.4983521,0.001295218361,637.4983521,0.05604796484,637.4983521,0.03905152157,
637.0588989,0.2196264267,637.0588989,0.0005054068752,637.0588989,0.05712535232,637.0588989,0.03852789104,
636.6560059,0.2178499103,636.6560059,0.002354903379,636.6560059,0.05772731081,636.6560059,0.03801206499,
636.2530518,0.2201148123,636.2530518,-0.00154435169,636.2530518,0.05596055835,636.2530518,0.03903192282,
635.8134155,0.2189001292,635.8134155,0.0009751830366,635.8134155,0.0573187843,635.8134155,0.04057351872,
635.4104004,0.2186315358,635.4104004,-0.0002022776171,635.4104004,0.05713866651,635.4104004,0.0394879207,
635.0073242,0.2187855095,635.0073242,-0.0008894623024,635.0073242,0.05751176924,635.0073242,0.04120486602,
634.5675659,0.2197592407,634.5675659,-9.281716484E-005,634.5675659,0.05709337816,634.5675659,0.04024282843,
634.1643677,0.2195115387,634.1643677,0.0001324787008,634.1643677,0.05629263073,634.1643677,0.04155768454,
633.7244263,0.2209953368,633.7244263,-0.001767722541,633.7244263,0.05577052757,633.7244263,0.03970799968,
633.321167,0.2194741964,633.321167,0.0007384811761,633.321167,0.05705904216,633.321167,0.03966106102,
632.9178467,0.2197458893,632.9178467,0.0007953753229,632.9178467,0.05697420985,632.9178467,0.04060975835,
632.4778442,0.2190431952,632.4778442,0.0006994841387,632.4778442,0.05808845907,632.4778442,0.03840604424,
632.0743408,0.2191745937,632.0743408,0.0003252754395,632.0743408,0.05811722204,632.0743408,0.03976158425,
631.6708984,0.2195304632,631.6708984,0.0002225210046,631.6708984,0.05765999481,631.6708984,0.04175698757,
631.2307129,0.2194303125,631.2307129,-0.001233731513,631.2307129,0.05797244981,631.2307129,0.03871791065,
630.8271484,0.217954576,630.8271484,0.0001540488302,630.8271484,0.05921495333,630.8271484,0.04257700592,
630.4235229,0.2193488777,630.4235229,0.0005541837309,630.4235229,0.05833057687,630.4235229,0.03908004239,
629.9832153,0.2203491181,629.9832153,-0.0005483326968,629.9832153,0.05763729289,629.9832153,0.0390829891,
629.5794678,0.2189794034,629.5794678,0.00193144707,629.5794678,0.05918436497,629.5794678,0.03881544247,
629.1757202,0.2184748203,629.1757202,0.001215129043,629.1757202,0.05882239342,629.1757202,0.04195578024,
628.7351685,0.2188398391,628.7351685,0.0002562172303,628.7351685,0.05857855082,628.7351685,0.04103571922,
628.3313599,0.2189355642,628.3313599,-0.001032966771,628.3313599,0.05835707858,628.3313599,0.04135161266,
627.8907471,0.2187065631,627.8907471,0.0003566738742,627.8907471,0.05827290937,627.8907471,0.03950603679,
627.4868164,0.2208619565,627.4868164,-0.001773652039,627.4868164,0.0567259714,627.4868164,0.03786985949,
627.0828247,0.2201563716,627.0828247,-0.0005853530602,627.0828247,0.05794999748,627.0828247,0.04036891088,
626.6419678,0.2186042517,626.6419678,0.002028807066,626.6419678,0.05969799682,626.6419678,0.03969089687,
626.237915,0.219759807,626.237915,0.0007409445243,626.237915,0.05855322257,626.237915,0.04009747505,
625.8338013,0.2216341496,625.8338013,-0.001264240826,625.8338013,0.05674025044,625.8338013,0.03950657696,
625.3928833,0.2213039994,625.3928833,-0.000465077057,625.3928833,0.05669237673,625.3928833,0.03851043805,
624.9886475,0.2216675282,624.9886475,-0.001222580322,624.9886475,0.05507728457,624.9886475,0.03981219605,
624.5843506,0.2201881409,624.5843506,-0.0003706324205,624.5843506,0.05844905227,624.5843506,0.04015124962,
624.1433105,0.2200932503,624.1433105,-4.472865112E-005,624.1433105,0.0581674464,624.1433105,0.04003607109,
623.7389526,0.2199262083,623.7389526,0.001130227,623.7389526,0.05863747373,623.7389526,0.03999965638,
623.3345337,0.2194450647,623.3345337,0.001290233457,623.3345337,0.05936637148,623.3345337,0.04238885641,
622.8933105,0.2216908187,622.8933105,-0.000516428554,622.8933105,0.05637588724,622.8933105,0.03957743198,
622.4888306,0.2205536067,622.4888306,-0.0009821412386,622.4888306,0.05834520608,622.4888306,0.04128268734,
622.0842285,0.2199630737,622.0842285,0.001142606954,622.0842285,0.05898301676,622.0842285,0.04125308245,
621.6428833,0.2201910615,621.6428833,-0.0003258338547,621.6428833,0.05850100145,621.6428833,0.03853807598,
621.2382202,0.2200868875,621.2382202,0.000722690078,621.2382202,0.05873392522,621.2382202,0.03930170089,
620.8335571,0.2202852368,620.8335571,-0.0002564542228,620.8335571,0.05931423232,620.8335571,0.03992027417,
620.3920288,0.2217677236,620.3920288,-0.00207924936,620.3920288,0.05795813352,620.3920288,0.03725487739,
619.9871826,0.2187407464,619.9871826,0.001946138102,619.9871826,0.06011757255,619.9871826,0.04127813503,
619.5823364,0.220099479,619.5823364,0.0007930413703,619.5823364,0.05953711271,619.5823364,0.03936461732,
619.140625,0.220509395,619.140625,0.0005860134261,619.140625,0.05922696739,619.140625,0.03902960196,
618.7357178,0.2212022394,618.7357178,-0.0009934018599,618.7357178,0.05944119394,618.7357178,0.04102288932,
618.3307495,0.220641315,618.3307495,-0.001093030325,618.3307495,0.05948806927,618.3307495,0.03967660293,
617.9257813,0.2208282202,617.9257813,-0.001428056392,617.9257813,0.05874652043,617.9257813,0.0400204882,
617.4838257,0.2216717452,617.4838257,-0.002726843348,617.4838257,0.05814548582,617.4838257,0.03868341446,
617.0786743,0.2213208526,617.0786743,0.0007881140336,617.0786743,0.05877016857,617.0786743,0.03847717494,
616.6735229,0.2209827155,616.6735229,-0.0001686919713,616.6735229,0.05944164097,616.6735229,0.03966554254,
616.2315674,0.2203084528,616.2315674,9.395033703E-005,616.2315674,0.05945318937,616.2315674,0.04261018336,
615.8262939,0.2204415649,615.8262939,-0.001233163639,615.8262939,0.06006316841,615.8262939,0.04044121131,
615.4210205,0.2206760049,615.4210205,0.0009410678176,615.4210205,0.06048033014,615.4210205,0.0424521938,
614.9787598,0.2216400504,614.9787598,-0.001954850974,614.9787598,0.05809328333,614.9787598,0.03936475888,
614.5733643,0.2206250131,614.5733643,0.001675019506,614.5733643,0.0604561381,614.5733643,0.04134526476,
614.1679077,0.2206039727,614.1679077,0.0001137578438,614.1679077,0.06036772579,614.1679077,0.04084539413,
613.725647,0.2212649286,613.725647,-0.0002229762467,613.725647,0.05914289504,613.725647,0.0415879935,
613.3201294,0.2200478762,613.3201294,0.0002505966986,613.3201294,0.06127304211,613.3201294,0.04243966192,
612.9145508,0.220909059,612.9145508,-0.0006951546529,612.9145508,0.06101721153,612.9145508,0.04196989164,
612.5089111,0.2200281918,612.5089111,0.001209106646,612.5089111,0.06089640036,612.5089111,0.04194226488,
612.0663452,0.2207922786,612.0663452,-0.00105765427,612.0663452,0.06098280475,612.0663452,0.04127269611,
611.6606445,0.2202112526,611.6606445,0.0007040474447,611.6606445,0.0616771616,611.6606445,0.04211912304,
611.2548828,0.2212542742,611.2548828,-0.001453289064,611.2548828,0.06004435569,611.2548828,0.04205786437,
610.8121948,0.2213815749,610.8121948,-0.0001416249288,610.8121948,0.05993305147,610.8121948,0.04294902831,
610.4063721,0.2222177684,610.4063721,-0.001715539023,610.4063721,0.0590110682,610.4063721,0.0412777625,
610.0004883,0.2215239853,610.0004883,0.0002557250846,610.0004883,0.06109425798,610.0004883,0.04298032075,
609.5575562,0.2209248096,609.5575562,0.001650983118,609.5575562,0.06269206107,609.5575562,0.0438298583,
609.1516113,0.2213690281,609.1516113,0.001377010369,609.1516113,0.06085396186,609.1516113,0.04358584434,
608.7455444,0.2208958417,608.7455444,0.0005798961502,608.7455444,0.06193887442,608.7455444,0.04320189357,
608.3394775,0.2197435796,608.3394775,0.001107440563,608.3394775,0.06285019964,608.3394775,0.04388166219,
607.8964233,0.2206721306,607.8964233,0.0009371505585,607.8964233,0.06274388731,607.8964233,0.04482620209,
607.4902954,0.220722422,607.4902954,0.0004590454337,607.4902954,0.06233420223,607.4902954,0.04547052085,
607.0840454,0.2214265168,607.0840454,-5.187238276E-005,607.0840454,0.06182511523,607.0840454,0.04518347234,
606.6408691,0.2193930298,606.6408691,0.002037337516,606.6408691,0.06361375004,606.6408691,0.0460518375,
606.2345581,0.2202943414,606.2345581,-0.001414897619,606.2345581,0.0634060204,606.2345581,0.04725863039,
605.828186,0.2223948836,605.828186,-0.001404886483,605.828186,0.06084005535,605.828186,0.04360287264,
605.421875,0.2205262482,605.421875,-0.0002255635191,605.421875,0.06279527396,605.421875,0.04670962319,
604.9784546,0.2216912061,604.9784546,-0.0001547187567,604.9784546,0.06214918569,604.9784546,0.04428854585,
604.5719604,0.2207270265,604.5719604,0.0005880093668,604.5719604,0.06412556767,604.5719604,0.04542502388,
604.1654053,0.2199566215,604.1654053,0.001378178946,604.1654053,0.06489063799,604.1654053,0.04792209342,
603.7588501,0.2211384028,603.7588501,0.0008583721938,603.7588501,0.06395751238,603.7588501,0.04672129825,
603.3152466,0.2213049531,603.3152466,0.001610267209,603.3152466,0.06378553808,603.3152466,0.04659416527,
602.9085693,0.221064657,602.9085693,0.0005720682093,602.9085693,0.06376244873,602.9085693,0.04739164934,
602.5018921,0.2200421989,602.5018921,0.001942029805,602.5018921,0.06526044756,602.5018921,0.04865130782,
602.0581055,0.2220627367,602.0581055,-0.0009462911985,602.0581055,0.06294037402,602.0581055,0.04568818957,
601.6513062,0.2205968797,601.6513062,0.0007610408356,601.6513062,0.06455463916,601.6513062,0.04820144176,
601.2445068,0.2206756175,601.2445068,0.0001713730308,601.2445068,0.06453487277,601.2445068,0.04657969996,
600.8375854,0.2206178308,600.8375854,-0.0002116956166,600.8375854,0.06510542333,600.8375854,0.0459629409,
600.3936768,0.2197871953,600.3936768,0.0009768434102,600.3936768,0.065572761,600.3936768,0.04807997867,
599.9866943,0.2213001251,599.9866943,-0.0006295045023,599.9866943,0.06380673498,599.9866943,0.0486135222,
599.5796509,0.2196259052,599.5796509,0.0001961045928,599.5796509,0.06616349518,599.5796509,0.05006191134,
599.1726074,0.2193648815,599.1726074,0.0008485161816,599.1726074,0.0657928288,599.1726074,0.04929123819,
598.7284546,0.219138056,598.7284546,-0.0002682510822,598.7284546,0.06642913073,598.7284546,0.05186282471,
598.321228,0.2186139822,598.321228,0.0005621927558,598.321228,0.06686869264,598.321228,0.05190529674,
597.9140625,0.2203992605,597.9140625,-0.0005673085689,597.9140625,0.06531300396,597.9140625,0.04922191054,
597.5067749,0.2219274342,597.5067749,-0.0008155219257,597.5067749,0.06468888372,597.5067749,0.04857412353,
597.0625,0.2210094631,597.0625,0.0008985248278,597.0625,0.06613672525,597.0625,0.0493607223,
596.6552124,0.220947966,596.6552124,-0.0001656386012,596.6552124,0.06639287621,596.6552124,0.05117986351,
596.2477417,0.2211518735,596.2477417,1.164870127E-006,596.2477417,0.06688708067,596.2477417,0.05059752241,
595.840332,0.2204701602,595.840332,-0.000647287874,595.840332,0.06753596663,595.840332,0.05037691444,
595.395874,0.219245255,595.395874,0.0005777965998,595.395874,0.06796515733,595.395874,0.05305012316,
594.9883423,0.2206852138,594.9883423,-0.0007075081812,594.9883423,0.06742630154,594.9883423,0.05202827603,
594.5807495,0.2202566415,594.5807495,-0.0001979825174,594.5807495,0.06789417565,594.5807495,0.05202588439,
594.1731567,0.2206759155,594.1731567,-0.0003149180266,594.1731567,0.06769494712,594.1731567,0.05173799768,
593.7284546,0.2211091518,593.7284546,-0.001174978097,593.7284546,0.06742481887,593.7284546,0.05253301188,
593.3207397,0.2201176584,593.3207397,0.0002610866795,593.3207397,0.06856099516,593.3207397,0.05347789824,
592.9130249,0.220233053,592.9130249,-0.0006632095901,592.9130249,0.06891822815,592.9130249,0.05427012593,
592.505188,0.2214622051,592.505188,-0.002214016858,592.505188,0.06841303408,592.505188,0.05114593729,
592.0603638,0.2201275826,592.0603638,-0.0007071463624,592.0603638,0.06870885938,592.0603638,0.056074325,
591.6524658,0.2190161794,591.6524658,0.001392305945,591.6524658,0.07035381347,591.6524658,0.05539873987,
591.2445679,0.219153583,591.2445679,8.002090181E-005,591.2445679,0.07041514665,591.2445679,0.05507276207,
590.8366089,0.2200233042,590.8366089,-0.0005509697367,590.8366089,0.07012649626,590.8366089,0.05708785728,
590.3914795,0.2203434408,590.3914795,0.0001875325543,590.3914795,0.06986190379,590.3914795,0.0568199642,
589.9834595,0.2207865864,589.9834595,0.0001206453671,589.9834595,0.0698524192,589.9834595,0.05603827536,
589.5753784,0.2196474522,589.5753784,4.659476929E-007,589.5753784,0.07112537324,589.5753784,0.05612516403,
589.1672363,0.2196234167,589.1672363,0.0006608276744,589.1672363,0.07139144093,589.1672363,0.0563290827,
588.7219238,0.220729962,588.7219238,-0.0008942672284,588.7219238,0.07061111927,588.7219238,0.05645756796,
588.3137207,0.2197269648,588.3137207,0.0002455201466,588.3137207,0.07252065092,588.3137207,0.05923029035,
587.9053955,0.2203130424,587.9053955,6.143174687E-005,587.9053955,0.07107018679,587.9053955,0.0590451695,
587.4970703,0.219574526,587.4970703,0.0009401079151,587.4970703,0.07257510722,587.4970703,0.06005978212,
587.0887451,0.2183968723,587.0887451,0.001353535801,587.0887451,0.07374050468,587.0887451,0.06093362719,
586.6432495,0.2190946341,586.6432495,0.001028812956,586.6432495,0.07390563935,586.6432495,0.06116741523,
586.2348022,0.2203873396,586.2348022,-0.0006117720623,586.2348022,0.07235570997,586.2348022,0.06203152239,
585.8262939,0.2201761007,585.8262939,-0.0006912262179,585.8262939,0.07301876694,585.8262939,0.06180971488,
585.4177856,0.2202534229,585.4177856,-0.0004806434445,585.4177856,0.07349126786,585.4177856,0.06118169054,
584.9719849,0.2194427997,584.9719849,-0.001190054463,584.9719849,0.07502870262,584.9719849,0.06209175289,
584.5634155,0.2183601558,584.5634155,-0.0004440796329,584.5634155,0.07647188753,584.5634155,0.06492388248,
