blank,,wt,,a82f,,dm,,1yqp,,1yqo,,
757.9849243,0.002386448905,757.9849243,0.02389034815,757.9849243,0.01441098284,757.9849243,0.003441158216,757.9849243,0.01136661787,757.9849243,0.01319841854,
756.9987793,0.002699034754,756.9987793,0.02200599015,756.9987793,0.01375696901,756.9987793,0.002594935941,756.9987793,0.01008813642,756.9987793,0.01313045807,
756.0122681,0.00342114619,756.0122681,0.02246156521,756.0122681,0.01304082014,756.0122681,0.002038871869,756.0122681,0.01190546807,756.0122681,0.01398935355,
754.9901123,0.002481411677,754.9901123,0.0251650773,754.9901123,0.01412312035,754.9901123,0.002895085374,754.9901123,0.01060582511,754.9901123,0.0133093074,
754.0028687,0.003883902216,754.0028687,0.02360559255,754.0028687,0.01329129096,754.0028687,0.003792366711,754.0028687,0.01051222533,754.0028687,0.01534977742,
753.0151978,0.002677285811,753.0151978,0.02414198406,753.0151978,0.0132818697,753.0151978,0.002563479589,753.0151978,0.01011921465,753.0151978,0.01404020283,
751.9920044,0.002757358598,751.9920044,0.02447989024,751.9920044,0.01407726109,751.9920044,0.003314526752,751.9920044,0.01057850476,751.9920044,0.01303303149,
751.0036621,0.002354565077,751.0036621,0.02318676934,751.0036621,0.0133590633,751.0036621,0.002690152731,751.0036621,0.01104563475,751.0036621,0.0136100119,
750.0150146,0.002091827104,750.0150146,0.0246182438,750.0150146,0.01316282246,750.0150146,0.003139901441,750.0150146,0.0104701668,750.0150146,0.01407314371,
748.9906616,0.002265380695,748.9906616,0.0257782191,748.9906616,0.01426752284,748.9906616,0.004239651375,748.9906616,0.01044502854,748.9906616,0.01427739393,
748.0012207,0.002551683923,748.0012207,0.02199651301,748.0012207,0.0141625395,748.0012207,0.001571867382,748.0012207,0.01110418793,748.0012207,0.01308238227,
747.0114746,0.003134947503,747.0114746,0.02381675504,747.0114746,0.01390464325,747.0114746,0.003576622345,747.0114746,0.01054023206,747.0114746,0.01490676776,
745.9859619,0.003942751326,745.9859619,0.02402971685,745.9859619,0.01447697636,745.9859619,0.003021125449,745.9859619,0.01007947233,745.9859619,0.0134426523,
744.9954224,0.002473210916,744.9954224,0.02406662516,744.9954224,0.01494660694,744.9954224,0.003040675772,744.9954224,0.01172246132,744.9954224,0.01369033661,
744.0046387,0.002483910881,744.0046387,0.02385627106,744.0046387,0.01276159566,744.0046387,0.002855659695,744.0046387,0.01075171586,744.0046387,0.01383531559,
743.0134277,0.003377577057,743.0134277,0.02483464219,743.0134277,0.01412953902,743.0134277,0.003918641247,743.0134277,0.01182417013,743.0134277,0.01444130205,
741.9864502,0.00297319144,741.9864502,0.0235969834,741.9864502,0.01391052362,741.9864502,0.003341707401,741.9864502,0.0102387825,741.9864502,0.01387641951,
740.9945679,0.003464693669,740.9945679,0.02482318506,740.9945679,0.01545247342,740.9945679,0.003141961293,740.9945679,0.0113854045,740.9945679,0.01549885329,
740.0023193,0.002830124693,740.0023193,0.02411626093,740.0023193,0.01415419579,740.0023193,0.002099500271,740.0023193,0.01072990429,740.0023193,0.01379445754,
739.0097656,0.003453891259,739.0097656,0.02545955963,739.0097656,0.01496370044,739.0097656,0.004450468812,739.0097656,0.0116205113,739.0097656,0.01398443431,
738.0167847,0.002074582037,738.0167847,0.02355697192,738.0167847,0.0146094216,738.0167847,0.00368158333,738.0167847,0.01038664393,738.0167847,0.013679998,
736.9880371,0.002315058373,736.9880371,0.02370711416,736.9880371,0.01330108661,736.9880371,0.002153633395,736.9880371,0.01049514674,736.9880371,0.01359812636,
735.9943848,0.003454100108,735.9943848,0.02517363615,735.9943848,0.01523764245,735.9943848,0.003273419803,735.9943848,0.01257995982,735.9943848,0.01454849355,
735.0003662,0.002932716161,735.0003662,0.02532428503,735.0003662,0.01440081373,735.0003662,0.004303541966,735.0003662,0.01227413584,735.0003662,0.01394313388,
734.0060425,0.003221598221,734.0060425,0.02496068925,734.0060425,0.01396983862,734.0060425,0.003599643242,734.0060425,0.01098026708,734.0060425,0.01512910053,
733.0112915,0.002642723965,733.0112915,0.02440039255,733.0112915,0.01391354389,733.0112915,0.003697116859,733.0112915,0.01200088579,733.0112915,0.01456760615,
732.0162354,0.002877261257,732.0162354,0.02488085628,732.0162354,0.01404405292,732.0162354,0.004477642011,732.0162354,0.01193556003,732.0162354,0.01451559737,
730.9852905,0.002267306438,730.9852905,0.02302741446,730.9852905,0.01392447576,730.9852905,0.002964408137,730.9852905,0.01073940378,730.9852905,0.01501195785,
729.989502,0.002725056838,729.989502,0.02443519607,729.989502,0.01379253343,729.989502,0.002784087788,729.989502,0.01176618505,729.989502,0.0147488704,
728.9934692,0.003839189652,728.9934692,0.02565396763,728.9934692,0.015434823,728.9934692,0.004629467614,728.9934692,0.01163154561,728.9934692,0.01531733014,
727.9970093,0.002319846768,727.9970093,0.02519201487,727.9970093,0.0140930647,727.9970093,0.002950777067,727.9970093,0.01172461547,727.9970093,0.01443477254,
727.0002441,0.003130097874,727.0002441,0.02668831311,727.0002441,0.01541768387,727.0002441,0.004593102261,727.0002441,0.01368892007,727.0002441,0.01482576318,
726.0031128,0.002411775524,726.0031128,0.02431702241,726.0031128,0.01486730855,726.0031128,0.00405702414,726.0031128,0.01193710323,726.0031128,0.0148605844,
725.0056152,0.003189731389,725.0056152,0.02593996003,725.0056152,0.01530260872,725.0056152,0.004180422518,725.0056152,0.01268392149,725.0056152,0.01567578316,
724.0078125,0.003095943248,724.0078125,0.02530257963,724.0078125,0.01479512267,724.0078125,0.004182748497,724.0078125,0.01167579181,724.0078125,0.01467989013,
723.0096436,0.002778330119,723.0096436,0.02533290163,723.0096436,0.01481462084,723.0096436,0.003782626474,723.0096436,0.01193377748,723.0096436,0.0149149932,
722.0111694,0.002451707609,722.0111694,0.02520205453,722.0111694,0.01519675832,722.0111694,0.004322522786,722.0111694,0.01170424465,722.0111694,0.01468454953,
721.0123291,0.00293396716,721.0123291,0.02503644861,721.0123291,0.01552173682,721.0123291,0.003837257158,721.0123291,0.0110845631,721.0123291,0.01421723515,
720.0131836,0.002285729861,720.0131836,0.02545209229,720.0131836,0.01414256264,720.0131836,0.003747323994,720.0131836,0.01107675582,720.0131836,0.01440616604,
719.0136108,0.003090833314,719.0136108,0.02561008744,719.0136108,0.01536833588,719.0136108,0.003957170993,719.0136108,0.01201169007,719.0136108,0.01440611202,
718.0137329,0.002438378986,718.0137329,0.02530249767,718.0137329,0.01580309123,718.0137329,0.003991523758,718.0137329,0.01178001519,718.0137329,0.01592987403,
717.0135498,0.002497396898,717.0135498,0.02556244843,717.0135498,0.01525075268,717.0135498,0.003642869415,717.0135498,0.01101135649,717.0135498,0.01505743433,
716.0130615,0.003397847759,716.0130615,0.02591583319,716.0130615,0.01634272002,716.0130615,0.004121671896,716.0130615,0.01234867424,716.0130615,0.01535144076,
715.012146,0.003045837395,715.012146,0.02559427172,715.012146,0.01510176249,715.012146,0.004554071464,715.012146,0.01155465841,715.012146,0.0151040135,
714.0109253,0.003295694245,714.0109253,0.02656622231,714.0109253,0.01624148153,714.0109253,0.004276301246,714.0109253,0.01272475626,714.0109253,0.01584387198,
713.0093994,0.003511899151,713.0093994,0.02686283924,713.0093994,0.01566901989,713.0093994,0.004066169262,713.0093994,0.01221909933,713.0093994,0.01743843779,
712.0074463,0.002777548507,712.0074463,0.02615473606,712.0074463,0.0161403995,712.0074463,0.003587871557,712.0074463,0.01221297588,712.0074463,0.01526700053,
711.005249,0.002589285141,711.005249,0.02587893233,711.005249,0.01606880687,711.005249,0.003922846634,711.005249,0.011545646,711.005249,0.01497080084,
710.0026855,0.002373695141,710.0026855,0.02614560723,710.0026855,0.01558492146,710.0026855,0.004290418234,710.0026855,0.01162819564,710.0026855,0.01519876905,
708.9998169,0.002836951287,708.9998169,0.02598667704,708.9998169,0.01609816775,708.9998169,0.00397195667,708.9998169,0.01267765835,708.9998169,0.01676031947,
707.996521,0.002690855879,707.996521,0.02719573304,707.996521,0.01557824016,707.996521,0.003107701428,707.996521,0.01268032286,707.996521,0.01587917842,
706.992981,0.002319144085,706.992981,0.02627926879,706.992981,0.01444280054,706.992981,0.004533354193,706.992981,0.01218834892,706.992981,0.01599196158,
705.9890747,0.002932169009,705.9890747,0.0265684519,705.9890747,0.01556949317,705.9890747,0.004162807018,705.9890747,0.01144969091,705.9890747,0.01480133552,
704.9848022,0.003535908181,704.9848022,0.02728376351,704.9848022,0.01573397033,704.9848022,0.003881943412,704.9848022,0.01238319185,704.9848022,0.01599918678,
704.0161133,0.003366724355,704.0161133,0.02740658075,704.0161133,0.01567629352,704.0161133,0.004297894891,704.0161133,0.01268645376,704.0161133,0.01631836966,
703.0112305,0.003897562623,703.0112305,0.02765339427,703.0112305,0.01586242393,703.0112305,0.004829951562,703.0112305,0.01259269752,703.0112305,0.01687257923,
702.0060425,0.002014607424,702.0060425,0.02570013143,702.0060425,0.0145703638,702.0060425,0.003745600814,702.0060425,0.01241478138,702.0060425,0.01460441574,
701.0004883,0.00340460497,701.0004883,0.02682998776,701.0004883,0.01533947978,701.0004883,0.003611911088,701.0004883,0.01245508436,701.0004883,0.01535374671,
699.9946289,0.002447698498,699.9946289,0.02592165954,699.9946289,0.01577847451,699.9946289,0.003475548699,699.9946289,0.01197717618,699.9946289,0.01511583291,
698.9883423,0.002984008053,698.9883423,0.028245667,698.9883423,0.01638591662,698.9883423,0.003335629357,698.9883423,0.01297323126,698.9883423,0.01618486457,
698.0177612,0.003579154145,698.0177612,0.02733558789,698.0177612,0.01681475155,698.0177612,0.004012032412,698.0177612,0.0134667363,698.0177612,0.01656183787,
697.0108643,0.00293545262,697.0108643,0.02879598364,697.0108643,0.01632197201,697.0108643,0.00373455626,697.0108643,0.01313854195,697.0108643,0.01580607146,
696.0036621,0.002606576541,696.0036621,0.02792403288,696.0036621,0.01585265063,696.0036621,0.00316845323,696.0036621,0.01209358312,696.0036621,0.01566936821,
694.9962158,0.004033560865,694.9962158,0.02678965032,694.9962158,0.01808506995,694.9962158,0.003884346457,694.9962158,0.01273496542,694.9962158,0.01635091938,
693.9883423,0.003371811472,693.9883423,0.02750455588,693.9883423,0.01636849903,693.9883423,0.004752426874,693.9883423,0.01281091571,693.9883423,0.0164224226,
693.0161743,0.002807327081,693.0161743,0.02916610241,693.0161743,0.01694314741,693.0161743,0.004434751347,693.0161743,0.012339646,693.0161743,0.01545426995,
692.0076294,0.00195807335,692.0076294,0.02747195959,692.0076294,0.0152963344,692.0076294,0.003292720765,692.0076294,0.01168672089,692.0076294,0.01637513749,
690.9989014,0.00397096388,690.9989014,0.02849757485,690.9989014,0.01810479909,690.9989014,0.004333948251,690.9989014,0.01309294626,690.9989014,0.0170145072,
689.9896851,0.003008092288,689.9896851,0.02708452009,689.9896851,0.01602722704,689.9896851,0.004056815058,689.9896851,0.01308958512,689.9896851,0.01755222119,
689.0162354,0.002881743247,689.0162354,0.02780865878,689.0162354,0.015571828,689.0162354,0.004459779244,689.0162354,0.0123138139,689.0162354,0.01624338888,
688.0064087,0.002129440429,688.0064087,0.02784020454,688.0064087,0.01567199826,688.0064087,0.002319872845,688.0064087,0.01157076843,688.0064087,0.01447379123,
686.9963379,0.001948920311,686.9963379,0.02685727738,686.9963379,0.01614929177,686.9963379,0.004049629904,686.9963379,0.01370663289,686.9963379,0.0152339153,
685.9859009,0.002753346926,685.9859009,0.02799293958,685.9859009,0.01632616483,685.9859009,0.003594057634,685.9859009,0.0123701673,685.9859009,0.01664854586,
685.0112305,0.003156953957,685.0112305,0.0289069172,685.0112305,0.01471863687,685.0112305,0.004644119646,685.0112305,0.01325077657,685.0112305,0.01670277491,
684.0001831,0.002423567232,684.0001831,0.02713973634,684.0001831,0.0167008657,684.0001831,0.003906051395,684.0001831,0.01140281092,684.0001831,0.01615547016,
682.9887695,0.002213028958,682.9887695,0.02774535492,682.9887695,0.01631974056,682.9887695,0.003860918572,682.9887695,0.01441719104,682.9887695,0.01541832834,
682.0131836,0.003035775153,682.0131836,0.02890841104,682.0131836,0.01632060111,682.0131836,0.004335987847,682.0131836,0.01269756816,682.0131836,0.01621385664,
681.0011597,0.001506870729,681.0011597,0.02727932669,681.0011597,0.0159236975,681.0011597,0.005038175266,681.0011597,0.01253967173,681.0011597,0.01605290547,
679.9887695,0.00269530993,679.9887695,0.02853699401,679.9887695,0.01590831019,679.9887695,0.005056140479,679.9887695,0.01324333064,679.9887695,0.01631793939,
679.0122681,0.003924988676,679.0122681,0.02886337042,679.0122681,0.01658168435,679.0122681,0.005137910601,679.0122681,0.01342537813,679.0122681,0.01617736742,
677.9993286,0.003232029965,677.9993286,0.0283810813,677.9993286,0.01531754434,677.9993286,0.003576987889,677.9993286,0.01260183752,677.9993286,0.0158442203,
676.9859619,0.003923604265,676.9859619,0.02892324142,676.9859619,0.0174644161,676.9859619,0.005115619861,676.9859619,0.01443375554,676.9859619,0.01739610732,
676.0085449,0.002327628201,676.0085449,0.03024918027,676.0085449,0.01625830308,676.0085449,0.004511356354,676.0085449,0.01270942949,676.0085449,0.01603434421,
674.9946289,0.003329838393,674.9946289,0.0296876505,674.9946289,0.017510904,674.9946289,0.003679024987,674.9946289,0.0138378283,674.9946289,0.01613475755,
674.0166016,0.002692262409,674.0166016,0.02949586138,674.0166016,0.01632457785,674.0166016,0.005213539116,674.0166016,0.01311634388,674.0166016,0.0163021367,
673.0020142,0.002672884148,673.0020142,0.02844497561,673.0020142,0.0160550531,673.0020142,0.005297907162,673.0020142,0.01389911026,673.0020142,0.01623556949,
671.9871216,0.002549184253,671.9871216,0.02892758511,671.9871216,0.01688568667,671.9871216,0.005283573642,671.9871216,0.01267344691,671.9871216,0.01654083468,
671.0082397,0.00263511925,671.0082397,0.02892202511,671.0082397,0.01610652171,671.0082397,0.004247258417,671.0082397,0.01317880582,671.0082397,0.01648369618,
669.9926758,0.001623492339,669.9926758,0.02791743539,669.9926758,0.01626198553,669.9926758,0.003301015124,669.9926758,0.01176006719,669.9926758,0.01572084613,
669.0131226,0.002981636208,669.0131226,0.02874445543,669.0131226,0.0151133677,669.0131226,0.005064547062,669.0131226,0.01370842289,669.0131226,0.0160846822,
667.9970093,0.002432053443,667.9970093,0.0290859919,667.9970093,0.01672287099,667.9970093,0.005075442139,667.9970093,0.01288853213,667.9970093,0.01634992473,
667.0168457,0.002638947684,667.0168457,0.02981248125,667.0168457,0.01643788256,667.0168457,0.005554857664,667.0168457,0.01294685435,667.0168457,0.01550260931,
666.000061,0.002653532429,666.000061,0.02896978334,666.000061,0.0170419123,666.000061,0.003933373373,666.000061,0.0132885417,666.000061,0.0169920288,
664.9830933,0.003309309948,664.9830933,0.02876276523,664.9830933,0.01617188752,664.9830933,0.005402944051,664.9830933,0.01343189273,664.9830933,0.01628773101,
664.0020142,0.002711980604,664.0020142,0.02885000966,664.0020142,0.01705585793,664.0020142,0.004574161954,664.0020142,0.01386535447,664.0020142,0.01609413698,
662.984314,0.002996701514,662.984314,0.02945555188,662.984314,0.01727746241,662.984314,0.004884373862,662.984314,0.0118114017,662.984314,0.01590763964,
662.0027466,0.003232290735,662.0027466,0.02850224636,662.0027466,0.01695178822,662.0027466,0.006173704285,662.0027466,0.0124211479,662.0027466,0.01618247293,
660.984375,0.002747329185,660.984375,0.02808328718,660.984375,0.01700250059,660.984375,0.005068632774,660.984375,0.01245777495,660.984375,0.01658023149,
660.0021973,0.003015729599,660.0021973,0.02941386215,660.0021973,0.01808855124,660.0021973,0.005219198298,660.0021973,0.01288269274,660.0021973,0.01655998081,
658.9832764,0.00375766377,658.9832764,0.03091460094,658.9832764,0.01866286248,658.9832764,0.005915573798,658.9832764,0.01412389614,658.9832764,0.01780932769,
658.0004883,0.003455248196,658.0004883,0.02993889898,658.0004883,0.01892949454,658.0004883,0.004484677687,658.0004883,0.01323121507,658.0004883,0.01729138941,
657.017395,0.002753034234,657.017395,0.02852756716,657.017395,0.01624828018,657.017395,0.004629441537,657.017395,0.01332289353,657.017395,0.01583348215,
655.9974976,0.003038668539,655.9974976,0.02979748137,655.9974976,0.01853660308,655.9974976,0.004817727953,655.9974976,0.01199159864,655.9974976,0.01701442711,
655.013855,0.002769446466,655.013855,0.03016734309,655.013855,0.01803539135,655.013855,0.005893689115,655.013855,0.01539263409,655.013855,0.01669034734,
653.9934082,0.002789298305,653.9934082,0.03030840866,653.9934082,0.01792299189,653.9934082,0.005770904943,653.9934082,0.01146802958,653.9934082,0.01626881026,
653.0091553,0.002530541038,653.0091553,0.02920832299,653.0091553,0.01765268855,653.0091553,0.005689277779,653.0091553,0.01347223669,653.0091553,0.01662576385,
651.9880371,0.002452931134,651.9880371,0.03008580022,651.9880371,0.01708725095,651.9880371,0.00568361301,651.9880371,0.01305431779,651.9880371,0.01566502079,
651.0032349,0.003435391933,651.0032349,0.02958375029,651.0032349,0.01829164848,651.0032349,0.005970053375,651.0032349,0.01260516886,651.0032349,0.01701531559,
650.0181274,0.003165141679,650.0181274,0.030608261,650.0181274,0.01683159545,650.0181274,0.005303933751,650.0181274,0.01323753968,650.0181274,0.01733742841,
648.9960938,0.002933446085,648.9960938,0.03107445687,648.9960938,0.01750373468,648.9960938,0.005525493063,648.9960938,0.01319310814,648.9960938,0.01652233489,
648.010437,0.003811768955,648.010437,0.03010668978,648.010437,0.01913793571,648.010437,0.006075043231,648.010437,0.01313261874,648.010437,0.01732150652,
646.987854,0.00259746192,646.987854,0.03069634736,646.987854,0.01901070029,646.987854,0.005620908923,646.987854,0.01263528224,646.987854,0.01676352136,
646.0015259,0.002877704101,646.0015259,0.02898464352,646.0015259,0.01869045198,646.0015259,0.004395630211,646.0015259,0.01396438479,646.0015259,0.01755513251,
645.0149536,0.002189353108,645.0149536,0.02987677976,645.0149536,0.01818776689,645.0149536,0.005284438375,645.0149536,0.01204216201,645.0149536,0.01605129242,
643.9915161,0.001616580877,643.9915161,0.02990023978,643.9915161,0.01789811999,643.9915161,0.00437118113,643.9915161,0.01249507163,643.9915161,0.01568268053,
643.0043335,0.002804695629,643.0043335,0.03100895137,643.0043335,0.01971350051,643.0043335,0.006295682862,643.0043335,0.01364535093,643.0043335,0.01806464233,
642.0169067,0.002268789569,642.0169067,0.03066203929,642.0169067,0.01900380477,642.0169067,0.00594824506,642.0169067,0.01391747314,642.0169067,0.01601548865,
640.9925537,0.001806346583,640.9925537,0.03002812527,640.9925537,0.01754370518,640.9925537,0.005711283069,640.9925537,0.01376581285,640.9925537,0.01745711267,
640.0045166,0.001969462726,640.0045166,0.03000152484,640.0045166,0.01861200854,640.0045166,0.005377127789,640.0045166,0.01285000239,640.0045166,0.01634333842,
639.0162354,0.002498490503,639.0162354,0.02909626067,639.0162354,0.01611769758,639.0162354,0.005112110171,639.0162354,0.01228497364,639.0162354,0.01581396349,
637.9910278,0.002640536288,637.9910278,0.03027532436,637.9910278,0.01887898892,637.9910278,0.006103867199,637.9910278,0.01442915294,637.9910278,0.01668278873,
637.0021362,0.00214161491,637.0021362,0.02979917265,637.0021362,0.01669325307,637.0021362,0.005531470757,637.0021362,0.0124475453,637.0021362,0.01608349942,
636.0130005,0.00269351271,636.0130005,0.03146722913,636.0130005,0.01749672741,636.0130005,0.006442943588,636.0130005,0.0135237202,636.0130005,0.01844009012,
634.9868774,0.002256767824,634.9868774,0.03023005836,634.9868774,0.01841527037,634.9868774,0.006529205944,634.9868774,0.01396892965,634.9868774,0.01759136096,
633.9971924,0.002657152712,633.9971924,0.03187809885,633.9971924,0.01906471141,633.9971924,0.005765842274,633.9971924,0.01532837842,633.9971924,0.01843757927,
633.0071411,0.00300715398,633.0071411,0.03059154004,633.0071411,0.01914342679,633.0071411,0.00631496124,633.0071411,0.01394660864,633.0071411,0.01812900789,
632.0168457,0.002909053117,632.0168457,0.03048797883,632.0168457,0.01890548505,632.0168457,0.006533778738,632.0168457,0.01445797458,632.0168457,0.01870826259,
630.989624,0.002971992595,630.989624,0.03064176068,630.989624,0.01853028126,630.989624,0.005824369844,630.989624,0.01444031205,630.989624,0.01734173857,
629.9987183,0.002186178928,629.9987183,0.03093389235,629.9987183,0.01876883022,629.9987183,0.006941415835,629.9987183,0.01305119693,629.9987183,0.01775512099,
629.0076294,0.003022585064,629.0076294,0.03103611432,629.0076294,0.01911283284,629.0076294,0.006836058572,629.0076294,0.01438663248,629.0076294,0.0183516182,
628.0162354,0.002621342428,628.0162354,0.03145133704,628.0162354,0.01923877187,628.0162354,0.006188329309,628.0162354,0.01403386611,628.0162354,0.01829105429,
626.987793,0.001953652827,626.987793,0.03139484301,626.987793,0.01643314958,626.987793,0.006495361216,626.987793,0.01338984352,626.987793,0.01840841025,
625.9957886,0.002620456973,625.9957886,0.03012885898,625.9957886,0.0179912746,625.9957886,0.005904054269,625.9957886,0.01381078456,625.9957886,0.01788368821,
625.0036011,0.002896648832,625.0036011,0.0315572992,625.0036011,0.01897489652,625.0036011,0.006549887359,625.0036011,0.01456482243,625.0036011,0.01867829263,
