Baseline 100%T,,blank,,bm3-wt-5-in-1000,,
658.3087158,0.219232142,658.3087158,8.059049287E-005,658.3087158,0.05314791575,
657.9083252,0.2193355411,657.9083252,-0.001115597202,657.9083252,0.05183359981,
657.5078735,0.2186784297,657.5078735,0.000404293969,657.5078735,0.05295030773,
657.0709839,0.2195727676,657.0709839,-0.002031637821,657.0709839,0.05212230608,
656.6704102,0.218976289,656.6704102,-0.001141674235,656.6704102,0.05210368335,
656.2334595,0.2176074237,656.2334595,0.0002965214371,656.2334595,0.05409906805,
655.8328247,0.2181280702,655.8328247,0.0008487495943,655.8328247,0.05366405845,
655.3955688,0.2188058197,655.3955688,-0.0005334926536,655.3955688,0.05262075365,
654.994873,0.2193093747,654.994873,-0.002294620499,654.994873,0.0520580709,
654.5941162,0.2198423743,654.5941162,-0.002484404715,654.5941162,0.05275311321,
654.1568604,0.2184130102,654.1568604,-0.0002525736054,654.1568604,0.05405277386,
653.7559814,0.21789518,653.7559814,-0.000630796887,653.7559814,0.0541187413,
653.3185425,0.218173638,653.3185425,-0.000831592537,653.3185425,0.05439928919,
652.9175415,0.2182903588,652.9175415,0.0004859442997,652.9175415,0.05390870571,
652.4800415,0.2191751003,652.4800415,-0.0008157286211,652.4800415,0.05373699963,
652.0789795,0.2190410048,652.0789795,-0.001832427573,652.0789795,0.05390524864,
651.6413574,0.2180715352,651.6413574,0.001282937825,651.6413574,0.0555335395,
651.2401733,0.2187045962,651.2401733,5.811788651E-005,651.2401733,0.05412926897,
650.8389282,0.218739301,650.8389282,0.0005142443697,650.8389282,0.05479063094,
650.4011841,0.2195168585,650.4011841,-8.904681636E-006,650.4011841,0.05242542922,
649.9998169,0.2192924768,649.9998169,-0.001409685705,649.9998169,0.05308159813,
649.5618896,0.2191554755,649.5618896,-0.0004462001089,649.5618896,0.05426223576,
649.1604614,0.2185108215,649.1604614,0.001361325849,649.1604614,0.05530023575,
648.7590332,0.2187710404,648.7590332,-0.0007786762435,648.7590332,0.05502207205,
648.3209839,0.2180615664,648.3209839,0.0001566901483,648.3209839,0.05621145293,
647.9194336,0.2196891308,647.9194336,-0.0004750065273,647.9194336,0.05374822021,
647.4812012,0.2192329466,647.4812012,-0.0002838245418,647.4812012,0.0547962971,
647.0795288,0.218340084,647.0795288,-4.814523345E-005,647.0795288,0.05600799993,
646.6413574,0.2192212492,646.6413574,-0.0002120578429,646.6413574,0.05435859784,
646.239563,0.2181032747,646.239563,0.0008926106384,646.239563,0.05609385297,
645.8377075,0.2187108099,645.8377075,-0.0002216308785,645.8377075,0.05624766275,
645.399231,0.2178535461,645.399231,0.001633911626,645.399231,0.05654200539,
644.9973145,0.2194291055,644.9973145,9.462352318E-005,644.9973145,0.05385402218,
644.5588379,0.2188273668,644.5588379,-0.0002759085328,644.5588379,0.0561809279,
644.1567993,0.2194114774,644.1567993,-0.0007836890873,644.1567993,0.05454933271,
643.7547607,0.2188748866,643.7547607,0.0002374910255,643.7547607,0.05543015152,
643.3161011,0.2191513926,643.3161011,-0.0007199130487,643.3161011,0.05510573089,
642.9138794,0.2184672505,642.9138794,0.0002541969297,642.9138794,0.05503908545,
642.4751587,0.2194108367,642.4751587,-0.0002572303347,642.4751587,0.05580773205,
642.0728149,0.2198781073,642.0728149,0.0003069348168,642.0728149,0.05539044738,
641.6705322,0.2190668136,641.6705322,0.0006243780954,641.6705322,0.0564907901,
641.2316284,0.2196265459,641.2316284,-0.0009280550876,641.2316284,0.05490785092,
640.8291626,0.2192528546,640.8291626,-0.0007209984469,640.8291626,0.05579928309,
640.4266968,0.2192254961,640.4266968,0.000342088344,640.4266968,0.05584608763,
639.9876709,0.2183375955,639.9876709,0.001316586626,639.9876709,0.05679992959,
639.585083,0.2186247259,639.585083,0.0002592476667,639.585083,0.05645857006,
639.145874,0.2176384032,639.145874,0.002146479441,639.145874,0.05762848258,
638.7432251,0.2196394652,638.7432251,-0.000876080594,638.7432251,0.05542929843,
638.3404541,0.2191345096,638.3404541,0.0003047847713,638.3404541,0.05686080083,
637.901123,0.2185418606,637.901123,0.001036960515,637.901123,0.05690290779,
637.4983521,0.2189083546,637.4983521,0.001295218361,637.4983521,0.05604796484,
637.0588989,0.2196264267,637.0588989,0.0005054068752,637.0588989,0.05712535232,
636.6560059,0.2178499103,636.6560059,0.002354903379,636.6560059,0.05772731081,
636.2530518,0.2201148123,636.2530518,-0.00154435169,636.2530518,0.05596055835,
635.8134155,0.2189001292,635.8134155,0.0009751830366,635.8134155,0.0573187843,
635.4104004,0.2186315358,635.4104004,-0.0002022776171,635.4104004,0.05713866651,
635.0073242,0.2187855095,635.0073242,-0.0008894623024,635.0073242,0.05751176924,
634.5675659,0.2197592407,634.5675659,-9.281716484E-005,634.5675659,0.05709337816,
634.1643677,0.2195115387,634.1643677,0.0001324787008,634.1643677,0.05629263073,
633.7244263,0.2209953368,633.7244263,-0.001767722541,633.7244263,0.05577052757,
633.321167,0.2194741964,633.321167,0.0007384811761,633.321167,0.05705904216,
632.9178467,0.2197458893,632.9178467,0.0007953753229,632.9178467,0.05697420985,
632.4778442,0.2190431952,632.4778442,0.0006994841387,632.4778442,0.05808845907,
632.0743408,0.2191745937,632.0743408,0.0003252754395,632.0743408,0.05811722204,
631.6708984,0.2195304632,631.6708984,0.0002225210046,631.6708984,0.05765999481,
631.2307129,0.2194303125,631.2307129,-0.001233731513,631.2307129,0.05797244981,
630.8271484,0.217954576,630.8271484,0.0001540488302,630.8271484,0.05921495333,
630.4235229,0.2193488777,630.4235229,0.0005541837309,630.4235229,0.05833057687,
629.9832153,0.2203491181,629.9832153,-0.0005483326968,629.9832153,0.05763729289,
629.5794678,0.2189794034,629.5794678,0.00193144707,629.5794678,0.05918436497,
629.1757202,0.2184748203,629.1757202,0.001215129043,629.1757202,0.05882239342,
628.7351685,0.2188398391,628.7351685,0.0002562172303,628.7351685,0.05857855082,
628.3313599,0.2189355642,628.3313599,-0.001032966771,628.3313599,0.05835707858,
627.8907471,0.2187065631,627.8907471,0.0003566738742,627.8907471,0.05827290937,
627.4868164,0.2208619565,627.4868164,-0.001773652039,627.4868164,0.0567259714,
627.0828247,0.2201563716,627.0828247,-0.0005853530602,627.0828247,0.05794999748,
626.6419678,0.2186042517,626.6419678,0.002028807066,626.6419678,0.05969799682,
626.237915,0.219759807,626.237915,0.0007409445243,626.237915,0.05855322257,
625.8338013,0.2216341496,625.8338013,-0.001264240826,625.8338013,0.05674025044,
625.3928833,0.2213039994,625.3928833,-0.000465077057,625.3928833,0.05669237673,
624.9886475,0.2216675282,624.9886475,-0.001222580322,624.9886475,0.05507728457,
624.5843506,0.2201881409,624.5843506,-0.0003706324205,624.5843506,0.05844905227,
624.1433105,0.2200932503,624.1433105,-4.472865112E-005,624.1433105,0.0581674464,
623.7389526,0.2199262083,623.7389526,0.001130227,623.7389526,0.05863747373,
623.3345337,0.2194450647,623.3345337,0.001290233457,623.3345337,0.05936637148,
622.8933105,0.2216908187,622.8933105,-0.000516428554,622.8933105,0.05637588724,
622.4888306,0.2205536067,622.4888306,-0.0009821412386,622.4888306,0.05834520608,
622.0842285,0.2199630737,622.0842285,0.001142606954,622.0842285,0.05898301676,
621.6428833,0.2201910615,621.6428833,-0.0003258338547,621.6428833,0.05850100145,
621.2382202,0.2200868875,621.2382202,0.000722690078,621.2382202,0.05873392522,
620.8335571,0.2202852368,620.8335571,-0.0002564542228,620.8335571,0.05931423232,
620.3920288,0.2217677236,620.3920288,-0.00207924936,620.3920288,0.05795813352,
619.9871826,0.2187407464,619.9871826,0.001946138102,619.9871826,0.06011757255,
619.5823364,0.220099479,619.5823364,0.0007930413703,619.5823364,0.05953711271,
619.140625,0.220509395,619.140625,0.0005860134261,619.140625,0.05922696739,
618.7357178,0.2212022394,618.7357178,-0.0009934018599,618.7357178,0.05944119394,
618.3307495,0.220641315,618.3307495,-0.001093030325,618.3307495,0.05948806927,
617.9257813,0.2208282202,617.9257813,-0.001428056392,617.9257813,0.05874652043,
617.4838257,0.2216717452,617.4838257,-0.002726843348,617.4838257,0.05814548582,
617.0786743,0.2213208526,617.0786743,0.0007881140336,617.0786743,0.05877016857,
616.6735229,0.2209827155,616.6735229,-0.0001686919713,616.6735229,0.05944164097,
616.2315674,0.2203084528,616.2315674,9.395033703E-005,616.2315674,0.05945318937,
615.8262939,0.2204415649,615.8262939,-0.001233163639,615.8262939,0.06006316841,
615.4210205,0.2206760049,615.4210205,0.0009410678176,615.4210205,0.06048033014,
614.9787598,0.2216400504,614.9787598,-0.001954850974,614.9787598,0.05809328333,
614.5733643,0.2206250131,614.5733643,0.001675019506,614.5733643,0.0604561381,
614.1679077,0.2206039727,614.1679077,0.0001137578438,614.1679077,0.06036772579,
613.725647,0.2212649286,613.725647,-0.0002229762467,613.725647,0.05914289504,
613.3201294,0.2200478762,613.3201294,0.0002505966986,613.3201294,0.06127304211,
612.9145508,0.220909059,612.9145508,-0.0006951546529,612.9145508,0.06101721153,
612.5089111,0.2200281918,612.5089111,0.001209106646,612.5089111,0.06089640036,
612.0663452,0.2207922786,612.0663452,-0.00105765427,612.0663452,0.06098280475,
611.6606445,0.2202112526,611.6606445,0.0007040474447,611.6606445,0.0616771616,
611.2548828,0.2212542742,611.2548828,-0.001453289064,611.2548828,0.06004435569,
610.8121948,0.2213815749,610.8121948,-0.0001416249288,610.8121948,0.05993305147,
610.4063721,0.2222177684,610.4063721,-0.001715539023,610.4063721,0.0590110682,
610.0004883,0.2215239853,610.0004883,0.0002557250846,610.0004883,0.06109425798,
609.5575562,0.2209248096,609.5575562,0.001650983118,609.5575562,0.06269206107,
609.1516113,0.2213690281,609.1516113,0.001377010369,609.1516113,0.06085396186,
608.7455444,0.2208958417,608.7455444,0.0005798961502,608.7455444,0.06193887442,
608.3394775,0.2197435796,608.3394775,0.001107440563,608.3394775,0.06285019964,
607.8964233,0.2206721306,607.8964233,0.0009371505585,607.8964233,0.06274388731,
607.4902954,0.220722422,607.4902954,0.0004590454337,607.4902954,0.06233420223,
607.0840454,0.2214265168,607.0840454,-5.187238276E-005,607.0840454,0.06182511523,
606.6408691,0.2193930298,606.6408691,0.002037337516,606.6408691,0.06361375004,
606.2345581,0.2202943414,606.2345581,-0.001414897619,606.2345581,0.0634060204,
605.828186,0.2223948836,605.828186,-0.001404886483,605.828186,0.06084005535,
605.421875,0.2205262482,605.421875,-0.0002255635191,605.421875,0.06279527396,
604.9784546,0.2216912061,604.9784546,-0.0001547187567,604.9784546,0.06214918569,
604.5719604,0.2207270265,604.5719604,0.0005880093668,604.5719604,0.06412556767,
604.1654053,0.2199566215,604.1654053,0.001378178946,604.1654053,0.06489063799,
603.7588501,0.2211384028,603.7588501,0.0008583721938,603.7588501,0.06395751238,
603.3152466,0.2213049531,603.3152466,0.001610267209,603.3152466,0.06378553808,
602.9085693,0.221064657,602.9085693,0.0005720682093,602.9085693,0.06376244873,
602.5018921,0.2200421989,602.5018921,0.001942029805,602.5018921,0.06526044756,
602.0581055,0.2220627367,602.0581055,-0.0009462911985,602.0581055,0.06294037402,
601.6513062,0.2205968797,601.6513062,0.0007610408356,601.6513062,0.06455463916,
601.2445068,0.2206756175,601.2445068,0.0001713730308,601.2445068,0.06453487277,
600.8375854,0.2206178308,600.8375854,-0.0002116956166,600.8375854,0.06510542333,
600.3936768,0.2197871953,600.3936768,0.0009768434102,600.3936768,0.065572761,
599.9866943,0.2213001251,599.9866943,-0.0006295045023,599.9866943,0.06380673498,
599.5796509,0.2196259052,599.5796509,0.0001961045928,599.5796509,0.06616349518,
599.1726074,0.2193648815,599.1726074,0.0008485161816,599.1726074,0.0657928288,
598.7284546,0.219138056,598.7284546,-0.0002682510822,598.7284546,0.06642913073,
598.321228,0.2186139822,598.321228,0.0005621927558,598.321228,0.06686869264,
597.9140625,0.2203992605,597.9140625,-0.0005673085689,597.9140625,0.06531300396,
597.5067749,0.2219274342,597.5067749,-0.0008155219257,597.5067749,0.06468888372,
597.0625,0.2210094631,597.0625,0.0008985248278,597.0625,0.06613672525,
596.6552124,0.220947966,596.6552124,-0.0001656386012,596.6552124,0.06639287621,
596.2477417,0.2211518735,596.2477417,1.164870127E-006,596.2477417,0.06688708067,
595.840332,0.2204701602,595.840332,-0.000647287874,595.840332,0.06753596663,
595.395874,0.219245255,595.395874,0.0005777965998,595.395874,0.06796515733,
594.9883423,0.2206852138,594.9883423,-0.0007075081812,594.9883423,0.06742630154,
594.5807495,0.2202566415,594.5807495,-0.0001979825174,594.5807495,0.06789417565,
594.1731567,0.2206759155,594.1731567,-0.0003149180266,594.1731567,0.06769494712,
593.7284546,0.2211091518,593.7284546,-0.001174978097,593.7284546,0.06742481887,
593.3207397,0.2201176584,593.3207397,0.0002610866795,593.3207397,0.06856099516,
592.9130249,0.220233053,592.9130249,-0.0006632095901,592.9130249,0.06891822815,
592.505188,0.2214622051,592.505188,-0.002214016858,592.505188,0.06841303408,
592.0603638,0.2201275826,592.0603638,-0.0007071463624,592.0603638,0.06870885938,
591.6524658,0.2190161794,591.6524658,0.001392305945,591.6524658,0.07035381347,
591.2445679,0.219153583,591.2445679,8.002090181E-005,591.2445679,0.07041514665,
590.8366089,0.2200233042,590.8366089,-0.0005509697367,590.8366089,0.07012649626,
590.3914795,0.2203434408,590.3914795,0.0001875325543,590.3914795,0.06986190379,
589.9834595,0.2207865864,589.9834595,0.0001206453671,589.9834595,0.0698524192,
589.5753784,0.2196474522,589.5753784,4.659476929E-007,589.5753784,0.07112537324,
589.1672363,0.2196234167,589.1672363,0.0006608276744,589.1672363,0.07139144093,
588.7219238,0.220729962,588.7219238,-0.0008942672284,588.7219238,0.07061111927,
588.3137207,0.2197269648,588.3137207,0.0002455201466,588.3137207,0.07252065092,
587.9053955,0.2203130424,587.9053955,6.143174687E-005,587.9053955,0.07107018679,
587.4970703,0.219574526,587.4970703,0.0009401079151,587.4970703,0.07257510722,
587.0887451,0.2183968723,587.0887451,0.001353535801,587.0887451,0.07374050468,
586.6432495,0.2190946341,586.6432495,0.001028812956,586.6432495,0.07390563935,
586.2348022,0.2203873396,586.2348022,-0.0006117720623,586.2348022,0.07235570997,
585.8262939,0.2201761007,585.8262939,-0.0006912262179,585.8262939,0.07301876694,
585.4177856,0.2202534229,585.4177856,-0.0004806434445,585.4177856,0.07349126786,
584.9719849,0.2194427997,584.9719849,-0.001190054463,584.9719849,0.07502870262,
584.5634155,0.2183601558,584.5634155,-0.0004440796329,584.5634155,0.07647188753,
584.1547241,0.2184374928,584.1547241,0.00127766747,584.1547241,0.07692690194,
583.7460327,0.2188484967,583.7460327,0.0004295311228,583.7460327,0.07605133206,
583.3372803,0.218837738,583.3372803,0.0008698106394,583.3372803,0.07745459676,
582.8913574,0.2192787528,582.8913574,0.0008841026574,582.8913574,0.07667829841,
582.4825439,0.2193423659,582.4825439,-0.0003893574758,582.4825439,0.07696253061,
582.0736694,0.2182417065,582.0736694,0.0008054635837,582.0736694,0.07823247463,
581.6647339,0.2192162275,581.6647339,-0.0006124958745,581.6647339,0.07817073911,
581.2557373,0.2182624489,581.2557373,0.0007204601425,581.2557373,0.07911730558,
580.8095703,0.2188453227,580.8095703,0.000152417444,580.8095703,0.07962929457,
580.4005127,0.2194898576,580.4005127,-0.001399106695,580.4005127,0.0789713189,
579.9914551,0.2186341435,579.9914551,-0.0004503893142,579.9914551,0.0811592266,
579.5822754,0.2177797258,579.5822754,0.0006732720649,579.5822754,0.08181562275,
579.1730957,0.2165504843,579.1730957,0.001042876625,579.1730957,0.08299680799,
578.7266846,0.2186509818,578.7266846,-0.001576180453,578.7266846,0.0818303749,
578.3174438,0.2182873189,578.3174438,-0.001025064383,578.3174438,0.08275852352,
577.9080811,0.2187765241,577.9080811,0.0004588381271,577.9080811,0.08242831379,
577.4987793,0.2161553204,577.4987793,0.001536977827,577.4987793,0.08490529656,
577.0893555,0.2181836069,577.0893555,-0.001469335984,577.0893555,0.08308020234,
576.6427002,0.2160969824,576.6427002,0.001825894462,576.6427002,0.08703920245,
576.2332764,0.2174044997,576.2332764,0.001165629015,576.2332764,0.08485732973,
575.8237305,0.2178553045,575.8237305,0.0007452230202,575.8237305,0.08470065892,
575.4141235,0.2183759511,575.4141235,-0.0003549068933,575.4141235,0.08553484827,
575.0045166,0.2162787318,575.0045166,0.001632950269,575.0045166,0.08745176345,
574.5576172,0.2185347229,574.5576172,-0.0006434107199,574.5576172,0.08562147617,
574.1479492,0.2162627727,574.1479492,0.0002862637048,574.1479492,0.08848141134,
573.7382202,0.2180164903,573.7382202,7.660333358E-005,573.7382202,0.08631664515,
573.3284302,0.2173621804,573.3284302,0.0002091054193,573.3284302,0.08761383593,
572.9186401,0.2180916816,572.9186401,-0.0003008460335,572.9186401,0.08730342984,
572.4714966,0.2180944979,572.4714966,0.000345818873,572.4714966,0.08705312014,
572.0615234,0.2191895545,572.0615234,-0.000950527261,572.0615234,0.08599952608,
571.6516113,0.2186192423,571.6516113,-0.0008552063955,571.6516113,0.08729931712,
571.2416382,0.2172505707,571.2416382,0.0006872723461,571.2416382,0.08852009475,
570.831604,0.2167354971,570.831604,0.001787995338,570.831604,0.08912052214,
570.4215088,0.2172122002,570.4215088,-4.731697118E-005,570.4215088,0.08896514028,
569.9741211,0.2171240151,569.9741211,-0.001700841938,569.9741211,0.08865849674,
569.5639648,0.2167179286,569.5639648,0.001196205616,569.5639648,0.08961973339,
569.1537476,0.2169968188,569.1537476,0.000679779565,569.1537476,0.08967293799,
568.7435303,0.2178935558,568.7435303,-0.0007286479231,568.7435303,0.08895589411,
568.3331909,0.2174249142,568.3331909,0.0007670829073,568.3331909,0.0896680057,
567.9228516,0.2163032293,567.9228516,-0.001218398567,567.9228516,0.09048099816,
567.4752197,0.216690138,567.4752197,-0.0001991209865,567.4752197,0.0900799185,
567.0648193,0.2173451334,567.0648193,6.160904377E-006,567.0648193,0.08922395855,
566.6543579,0.2167603523,566.6543579,0.0001449079427,566.6543579,0.08975934237,
566.2438354,0.2165189534,566.2438354,0.001318430179,566.2438354,0.0900721401,
565.833313,0.2170751989,565.833313,0.0008976688259,565.833313,0.08931294829,
565.4227295,0.2161883265,565.4227295,0.0003256381024,565.4227295,0.09035556018,
564.9747314,0.2164060324,564.9747314,-9.535343997E-005,564.9747314,0.09016548097,
564.5640869,0.2157943398,564.5640869,-0.001134600025,564.5640869,0.09118488431,
564.1533813,0.2171849161,564.1533813,-0.0007625520229,564.1533813,0.08926716447,
563.7426758,0.2160764188,563.7426758,-0.0006863157032,563.7426758,0.08999739587,
563.3319092,0.2152618617,563.3319092,0.001123634982,563.3319092,0.0912661925,
562.9210205,0.2154952586,562.9210205,0.0005288356915,562.9210205,0.09070352465,
562.4727783,0.2164943963,562.4727783,-0.001642306568,562.4727783,0.08963513374,
562.0618286,0.2156918198,562.0618286,-0.0007172253099,562.0618286,0.08974170685,
561.6508789,0.2156255841,561.6508789,0.0004626214795,561.6508789,0.09055758268,
561.2399292,0.2155941576,561.2399292,0.001419886015,561.2399292,0.09025858343,
560.8288574,0.2158485502,560.8288574,-0.0005993641098,560.8288574,0.09049336612,
560.4177856,0.2150347531,560.4177856,-2.635111559E-005,560.4177856,0.09108746797,
560.0067139,0.2149947882,560.0067139,0.0004085691471,560.0067139,0.0908132717,
559.5581055,0.2143877447,559.5581055,-0.0004863837385,559.5581055,0.09096392989,
559.1469116,0.214955464,559.1469116,-0.0002929820912,559.1469116,0.09059090912,
558.7356567,0.2141000628,558.7356567,0.002181157703,558.7356567,0.09152299911,
558.3243408,0.2151282877,558.3243408,-0.0003323004348,558.3243408,0.09017592669,
557.9130249,0.2139335424,557.9130249,0.001525703585,557.9130249,0.09174283594,
557.5016479,0.2139373124,557.5016479,0.0015417838,557.5016479,0.09181661159,
557.0528564,0.2144058943,557.0528564,0.0008250701358,557.0528564,0.09129436314,
556.6414185,0.2153146416,556.6414185,-0.001425682683,556.6414185,0.09059119225,
556.2298584,0.2146502137,556.2298584,0.0001278178388,556.2298584,0.0906559974,
555.8182983,0.2142831832,555.8182983,-0.0001623782009,555.8182983,0.09144563973,
555.4067383,0.214962855,555.4067383,-0.000122216341,555.4067383,0.0905405879,
554.9951782,0.2134153545,554.9951782,0.0001339805458,554.9951782,0.09245505184,
554.5834961,0.2132144123,554.5834961,0.001337618451,554.5834961,0.09240467101,
554.171814,0.2147141993,554.171814,-0.001780045568,554.171814,0.09059744328,
553.7226563,0.2129920423,553.7226563,0.0002343830274,553.7226563,0.09235933423,
553.3108521,0.2147063613,553.3108521,-0.002481779549,553.3108521,0.09064659476,
552.8990479,0.2137548774,552.8990479,-7.946265396E-005,552.8990479,0.0921151787,
552.4871826,0.2141784281,552.4871826,0.0005841989769,552.4871826,0.09192890674,
552.0751953,0.2136062682,552.0751953,-0.001110536512,552.0751953,0.09198047221,
551.6633301,0.2145939022,551.6633301,-0.00221252325,551.6633301,0.09113302827,
551.2513428,0.2140823007,551.2513428,-0.001160624204,551.2513428,0.09218082577,
550.8392944,0.2114695758,550.8392944,0.001179645187,550.8392944,0.094215177,
550.3897705,0.2127078623,550.3897705,-0.0007289579953,550.3897705,0.09429506212,
549.9776611,0.2123596817,549.9776611,0.001354133012,549.9776611,0.09403394163,
549.5655518,0.2129124552,549.5655518,-0.000906201778,549.5655518,0.09424681962,
549.1533203,0.2128913999,549.1533203,2.138233685E-005,549.1533203,0.09404744208,
548.7411499,0.2131706029,548.7411499,-0.002474366687,548.7411499,0.0941721499,
548.3287964,0.2125478685,548.3287964,-0.0007937662886,548.3287964,0.09499479085,
547.9165039,0.2119535953,547.9165039,0.0003660782822,547.9165039,0.09569342434,
547.5041504,0.2134742141,547.5041504,-0.0003600280907,547.5041504,0.09442023188,
547.0542603,0.213767454,547.0542603,-0.0006458921125,547.0542603,0.09427055717,
546.6419067,0.2141204923,546.6419067,-0.0009275901248,546.6419067,0.09392097592,
546.2293701,0.2130074352,546.2293701,-0.000770820945,546.2293701,0.09525481611,
545.8168945,0.2107902169,545.8168945,0.002658533165,545.8168945,0.0973110646,
545.4043579,0.2108374983,545.4043579,0.001661766903,545.4043579,0.09749671817,
544.9917603,0.2118167281,544.9917603,0.001147252857,544.9917603,0.09715385735,
544.5790405,0.2126055509,544.5790405,-0.001708216383,544.5790405,0.09712553024,
544.1664429,0.2118374258,544.1664429,-0.0006352427881,544.1664429,0.09772433341,
543.7536621,0.2113913894,543.7536621,0.0006072432152,543.7536621,0.09803523868,
543.3034668,0.2122685611,543.3034668,0.0008951526834,543.3034668,0.09767596424,
542.890686,0.2121624351,542.890686,6.611779827E-005,542.890686,0.0994835943,
542.4778442,0.2114615738,542.4778442,0.001874377835,542.4778442,0.09973911941,
542.0649414,0.2127261907,542.0649414,0.000744808116,542.0649414,0.09806012362,
541.6519775,0.2141569406,541.6519775,-0.0006372589269,541.6519775,0.09615324438,
541.2391357,0.2148190886,541.2391357,0.0002035631769,541.2391357,0.09573646635,
540.8260498,0.2144601047,540.8260498,0.0003492126416,540.8260498,0.09531751275,
540.4130249,0.2144144326,540.4130249,-0.0009439665591,540.4130249,0.09567296505,
540,0.214665696,540,-0.0005853530602,540,0.09587109089,
539.586853,0.2138369977,539.586853,-0.001373458072,539.586853,0.09660575539,
539.1361694,0.2140690386,539.1361694,-0.0005387668498,539.1361694,0.09729199111,
538.7229614,0.2143464833,538.7229614,-0.001963406336,538.7229614,0.09747096151,
538.3096924,0.2133197337,538.3096924,-0.002104032086,538.3096924,0.09883588552,
537.8964844,0.2129837126,537.8964844,-0.001802061219,537.8964844,0.09922438115,
537.4832153,0.2125306278,537.4832153,-0.0001016164242,537.4832153,0.09989251941,
537.0697632,0.2136033028,537.0697632,-0.00154945883,537.0697632,0.09843435138,
536.6564331,0.2140630633,536.6564331,-0.001170641044,536.6564331,0.09769447893,
536.242981,0.2127680182,536.242981,-0.000295931095,536.242981,0.0994149223,
535.8295288,0.2124978602,535.8295288,0.000474852859,535.8295288,0.1001280025,
535.4160156,0.2144863158,535.4160156,-0.0005245470093,535.4160156,0.09872438759,
535.0024414,0.2115793228,535.0024414,0.001184524968,535.0024414,0.101978004,
534.5888672,0.2112344503,534.5888672,0.0008637412102,534.5888672,0.1032736152,
534.1376343,0.2114815712,534.1376343,0.0003974278516,534.1376343,0.1025421098,
533.723999,0.2130032927,533.723999,0.0005719645415,533.723999,0.1001907289,
533.3102417,0.214130193,533.3102417,0.0008315799059,533.3102417,0.09873656929,
532.8965454,0.2147407383,532.8965454,0.001105208648,532.8965454,0.09828604758,
532.4827271,0.2134005874,532.4827271,0.001879369491,532.4827271,0.0998441726,
532.0689087,0.2147260904,532.0689087,-6.776418013E-005,532.0689087,0.09922519326,
531.6550903,0.2135296166,531.6550903,0.002034008503,531.6550903,0.1013127044,
531.2411499,0.2134503126,531.2411499,0.00158683199,531.2411499,0.1014393494,
530.8272095,0.2151571661,530.8272095,-0.0007076632464,530.8272095,0.1003415436,
530.413269,0.2113098651,530.413269,0.003165115602,530.413269,0.1047360525,
529.9992065,0.2156223655,529.9992065,-0.001685112948,529.9992065,0.1018599048,
529.5852051,0.2124189138,529.5852051,0.002730344888,529.5852051,0.1052171662,
529.1710815,0.2150240391,529.1710815,0.0006803499418,529.1710815,0.1012657359,
528.7192383,0.2180883884,528.7192383,-0.0007022359641,528.7192383,0.09747899324,
528.3051147,0.2171351612,528.3051147,6.137997116E-005,528.3051147,0.09819828719,
527.8908691,0.218557626,527.8908691,-0.00207291171,527.8908691,0.09664126486,
527.4766235,0.2177869976,527.4766235,-0.001553276321,527.4766235,0.09717489779,
527.0623779,0.2177218944,527.0623779,-0.0002902917622,527.0623779,0.09834162146,
526.6480103,0.2171324641,526.6480103,0.0002727425308,526.6480103,0.09967112541,
526.2337036,0.2171616554,526.2337036,-0.0017336905,526.2337036,0.0989613235,
525.8192749,0.2179080546,525.8192749,-0.001583505305,525.8192749,0.09859261662,
525.4047852,0.2166070044,525.4047852,0.0004553916515,525.4047852,0.1000346839,
524.9903564,0.2179979682,524.9903564,-0.001510198927,524.9903564,0.09835324436,
524.5758057,0.2187930495,524.5758057,-0.0009501656168,524.5758057,0.09833182395,
524.1611938,0.218238622,524.1611938,-0.0004670940107,524.1611938,0.09941329062,
523.7466431,0.218787834,523.7466431,-6.895474507E-005,523.7466431,0.09906933457,
523.3320313,0.2179909647,523.3320313,-0.0001543564867,523.3320313,0.1002064422,
522.9173584,0.2188087404,522.9173584,-1.967329126E-006,522.9173584,0.09950175881,
522.5026245,0.2189475745,522.5026245,-0.001079499954,522.5026245,0.09987456352,
522.0878296,0.2189566493,522.0878296,-0.0008027580916,522.0878296,0.09954804927,
521.635376,0.2189574689,521.635376,-0.0007874616422,521.635376,0.099853158,
521.2205811,0.2194742858,521.2205811,-0.001301355078,521.2205811,0.09978446364,
520.8056641,0.218773514,520.8056641,0.0006613720907,520.8056641,0.1007892415,
520.3907471,0.218547523,520.3907471,0.001001854427,520.3907471,0.1015399396,
519.9758301,0.218810156,519.9758301,0.0001729526994,519.9758301,0.1015621126,
519.560791,0.2181735039,519.560791,0.0003047329665,519.560791,0.1022452861,
519.145813,0.2188095897,519.145813,0.0009491358651,519.145813,0.1019726023,
518.7307129,0.218342647,518.7307129,0.001133315498,518.7307129,0.1022291705,
518.3156738,0.2215590328,518.3156738,-0.0005166353658,518.3156738,0.09898011386,
517.9005127,0.2200949192,517.9005127,0.001364052412,517.9005127,0.1002807245,
517.4853516,0.2202213109,517.4853516,0.001157453051,517.4853516,0.1004307196,
517.0701294,0.2205589414,517.0701294,0.0002376723278,517.0701294,0.1002936661,
516.6549072,0.2216261327,516.6549072,-0.001068138285,516.6549072,0.09942950308,
516.239624,0.2203428447,516.239624,0.001549083623,516.239624,0.1007059291,
