,SrcPlate,Cpd,SrcWell,Destination Plate Name,DestWell,Transfer Volume /nl
750,src racks 0..4,['S1619'],J7,dest racks 0..4 2,C1,20.0
751,src racks 0..4,['S1619'],J7,dest racks 0..4 2,C2,605.0
752,src racks 0..4,['S1619'],J7,dest racks 0..4 2,C3,2000.0
753,src racks 0..4,['S1629'],J9,dest racks 0..4 2,D9,20.0
754,src racks 0..4,['S1629'],J9,dest racks 0..4 2,D10,605.0
755,src racks 0..4,['S1629'],J9,dest racks 0..4 2,D11,2000.0
756,src racks 0..4,['S1643'],L11,dest racks 0..4 2,E21,20.0
757,src racks 0..4,['S1643'],L11,dest racks 0..4 2,E22,605.0
758,src racks 0..4,['S1643'],L11,dest racks 0..4 2,E23,2000.0
759,src racks 0..4,['S1653'],L13,dest racks 0..4 2,G5,20.0
760,src racks 0..4,['S1653'],L13,dest racks 0..4 2,G6,605.0
761,src racks 0..4,['S1653'],L13,dest racks 0..4 2,G7,2000.0
762,src racks 0..4,['S1667'],L15,dest racks 0..4 2,H13,20.0
763,src racks 0..4,['S1667'],L15,dest racks 0..4 2,H14,605.0
764,src racks 0..4,['S1667'],L15,dest racks 0..4 2,H15,2000.0
765,src racks 0..4,['S1680'],L17,dest racks 0..4 2,I21,20.0
766,src racks 0..4,['S1680'],L17,dest racks 0..4 2,I22,605.0
767,src racks 0..4,['S1680'],L17,dest racks 0..4 2,I23,2000.0
768,src racks 0..4,['S1692'],L19,dest racks 0..4 2,K5,20.0
769,src racks 0..4,['S1692'],L19,dest racks 0..4 2,K6,605.0
770,src racks 0..4,['S1692'],L19,dest racks 0..4 2,K7,2000.0
771,src racks 0..4,['S1718'],L2,dest racks 0..4 2,M21,20.0
772,src racks 0..4,['S1718'],L2,dest racks 0..4 2,M22,605.0
773,src racks 0..4,['S1718'],L2,dest racks 0..4 2,M23,2000.0
774,src racks 0..4,['S1706'],L21,dest racks 0..4 2,L13,20.0
775,src racks 0..4,['S1706'],L21,dest racks 0..4 2,L14,605.0
776,src racks 0..4,['S1706'],L21,dest racks 0..4 2,L15,2000.0
777,src racks 0..4,['S1732'],L4,dest racks 0..4 2,O5,20.0
778,src racks 0..4,['S1732'],L4,dest racks 0..4 2,O6,605.0
779,src racks 0..4,['S1732'],L4,dest racks 0..4 2,O7,2000.0
780,src racks 0..4,['S1609'],L5,dest racks 0..4 2,A21,20.0
781,src racks 0..4,['S1609'],L5,dest racks 0..4 2,A22,605.0
782,src racks 0..4,['S1609'],L5,dest racks 0..4 2,A23,2000.0
783,src racks 0..4,['S1740'],L6,dest racks 0..4 2,P13,20.0
784,src racks 0..4,['S1740'],L6,dest racks 0..4 2,P14,605.0
785,src racks 0..4,['S1740'],L6,dest racks 0..4 2,P15,2000.0
786,src racks 0..4,['S1620'],L7,dest racks 0..4 2,C5,20.0
787,src racks 0..4,['S1620'],L7,dest racks 0..4 2,C6,605.0
788,src racks 0..4,['S1620'],L7,dest racks 0..4 2,C7,2000.0
789,src racks 0..4,['S1630'],L9,dest racks 0..4 2,D13,20.0
790,src racks 0..4,['S1630'],L9,dest racks 0..4 2,D14,605.0
791,src racks 0..4,['S1630'],L9,dest racks 0..4 2,D15,2000.0
792,src racks 0..4,['S1644'],N11,dest racks 0..4 2,F1,20.0
793,src racks 0..4,['S1644'],N11,dest racks 0..4 2,F2,605.0
794,src racks 0..4,['S1644'],N11,dest racks 0..4 2,F3,2000.0
795,src racks 0..4,['S1654'],N13,dest racks 0..4 2,G9,20.0
796,src racks 0..4,['S1654'],N13,dest racks 0..4 2,G10,605.0
797,src racks 0..4,['S1654'],N13,dest racks 0..4 2,G11,2000.0
798,src racks 0..4,['S1669'],N15,dest racks 0..4 2,H17,20.0
799,src racks 0..4,['S1669'],N15,dest racks 0..4 2,H18,605.0
800,src racks 0..4,['S1669'],N15,dest racks 0..4 2,H19,2000.0
801,src racks 0..4,['S1681'],N17,dest racks 0..4 2,J1,20.0
802,src racks 0..4,['S1681'],N17,dest racks 0..4 2,J2,605.0
803,src racks 0..4,['S1681'],N17,dest racks 0..4 2,J3,2000.0
804,src racks 0..4,['S1693'],N19,dest racks 0..4 2,K9,20.0
805,src racks 0..4,['S1693'],N19,dest racks 0..4 2,K10,605.0
806,src racks 0..4,['S1693'],N19,dest racks 0..4 2,K11,2000.0
807,src racks 0..4,['S1719'],N2,dest racks 0..4 2,N1,20.0
808,src racks 0..4,['S1719'],N2,dest racks 0..4 2,N2,605.0
809,src racks 0..4,['S1719'],N2,dest racks 0..4 2,N3,2000.0
810,src racks 0..4,['S1708'],N21,dest racks 0..4 2,L17,20.0
811,src racks 0..4,['S1708'],N21,dest racks 0..4 2,L18,605.0
812,src racks 0..4,['S1708'],N21,dest racks 0..4 2,L19,2000.0
813,src racks 0..4,['S1733'],N4,dest racks 0..4 2,O9,20.0
814,src racks 0..4,['S1733'],N4,dest racks 0..4 2,O10,605.0
815,src racks 0..4,['S1733'],N4,dest racks 0..4 2,O11,2000.0
816,src racks 0..4,['S1610'],N5,dest racks 0..4 2,B1,20.0
817,src racks 0..4,['S1610'],N5,dest racks 0..4 2,B2,605.0
818,src racks 0..4,['S1610'],N5,dest racks 0..4 2,B3,2000.0
819,src racks 0..4,['S1741'],N6,dest racks 0..4 2,P17,20.0
820,src racks 0..4,['S1741'],N6,dest racks 0..4 2,P18,605.0
821,src racks 0..4,['S1741'],N6,dest racks 0..4 2,P19,2000.0
822,src racks 0..4,['S1622'],N7,dest racks 0..4 2,C9,20.0
823,src racks 0..4,['S1622'],N7,dest racks 0..4 2,C10,605.0
824,src racks 0..4,['S1622'],N7,dest racks 0..4 2,C11,2000.0
825,src racks 0..4,['S1633'],N9,dest racks 0..4 2,D17,20.0
826,src racks 0..4,['S1633'],N9,dest racks 0..4 2,D18,605.0
827,src racks 0..4,['S1633'],N9,dest racks 0..4 2,D19,2000.0
828,src racks 0..4,['S1645'],P11,dest racks 0..4 2,F5,20.0
829,src racks 0..4,['S1645'],P11,dest racks 0..4 2,F6,605.0
830,src racks 0..4,['S1645'],P11,dest racks 0..4 2,F7,2000.0
831,src racks 0..4,['S1655'],P13,dest racks 0..4 2,G13,20.0
832,src racks 0..4,['S1655'],P13,dest racks 0..4 2,G14,605.0
833,src racks 0..4,['S1655'],P13,dest racks 0..4 2,G15,2000.0
834,src racks 0..4,['S1671'],P15,dest racks 0..4 2,H21,20.0
835,src racks 0..4,['S1671'],P15,dest racks 0..4 2,H22,605.0
836,src racks 0..4,['S1671'],P15,dest racks 0..4 2,H23,2000.0
837,src racks 0..4,['S1683'],P17,dest racks 0..4 2,J5,20.0
838,src racks 0..4,['S1683'],P17,dest racks 0..4 2,J6,605.0
839,src racks 0..4,['S1683'],P17,dest racks 0..4 2,J7,2000.0
840,src racks 0..4,['S1696'],P19,dest racks 0..4 2,K13,20.0
841,src racks 0..4,['S1696'],P19,dest racks 0..4 2,K14,605.0
842,src racks 0..4,['S1696'],P19,dest racks 0..4 2,K15,2000.0
843,src racks 0..4,['S1721'],P2,dest racks 0..4 2,N5,20.0
844,src racks 0..4,['S1721'],P2,dest racks 0..4 2,N6,605.0
845,src racks 0..4,['S1721'],P2,dest racks 0..4 2,N7,2000.0
846,src racks 0..4,['S1709'],P21,dest racks 0..4 2,L21,20.0
847,src racks 0..4,['S1709'],P21,dest racks 0..4 2,L22,605.0
848,src racks 0..4,['S1709'],P21,dest racks 0..4 2,L23,2000.0
849,src racks 0..4,['S1734'],P4,dest racks 0..4 2,O13,20.0
850,src racks 0..4,['S1734'],P4,dest racks 0..4 2,O14,605.0
851,src racks 0..4,['S1734'],P4,dest racks 0..4 2,O15,2000.0
852,src racks 0..4,['S1611'],P5,dest racks 0..4 2,B5,20.0
853,src racks 0..4,['S1611'],P5,dest racks 0..4 2,B6,605.0
854,src racks 0..4,['S1611'],P5,dest racks 0..4 2,B7,2000.0
855,src racks 0..4,['S1742'],P6,dest racks 0..4 2,P21,20.0
856,src racks 0..4,['S1742'],P6,dest racks 0..4 2,P22,605.0
857,src racks 0..4,['S1742'],P6,dest racks 0..4 2,P23,2000.0
858,src racks 0..4,['S1623'],P7,dest racks 0..4 2,C13,20.0
859,src racks 0..4,['S1623'],P7,dest racks 0..4 2,C14,605.0
860,src racks 0..4,['S1623'],P7,dest racks 0..4 2,C15,2000.0
861,src racks 0..4,['S1635'],P9,dest racks 0..4 2,D21,20.0
862,src racks 0..4,['S1635'],P9,dest racks 0..4 2,D22,605.0
863,src racks 0..4,['S1635'],P9,dest racks 0..4 2,D23,2000.0
864,src racks 0..4,['S1761'],B10,dest racks 0..4 3,B9,20.0
865,src racks 0..4,['S1761'],B10,dest racks 0..4 3,B10,605.0
866,src racks 0..4,['S1761'],B10,dest racks 0..4 3,B11,2000.0
867,src racks 0..4,['S1773'],B12,dest racks 0..4 3,C17,20.0
868,src racks 0..4,['S1773'],B12,dest racks 0..4 3,C18,605.0
869,src racks 0..4,['S1773'],B12,dest racks 0..4 3,C19,2000.0
870,src racks 0..4,['S1790'],B14,dest racks 0..4 3,E1,20.0
871,src racks 0..4,['S1790'],B14,dest racks 0..4 3,E2,605.0
872,src racks 0..4,['S1790'],B14,dest racks 0..4 3,E3,2000.0
873,src racks 0..4,['S1806'],B16,dest racks 0..4 3,F9,20.0
874,src racks 0..4,['S1806'],B16,dest racks 0..4 3,F10,605.0
875,src racks 0..4,['S1806'],B16,dest racks 0..4 3,F11,2000.0
876,src racks 0..4,['S1827'],B18,dest racks 0..4 3,G17,20.0
877,src racks 0..4,['S1827'],B18,dest racks 0..4 3,G18,605.0
878,src racks 0..4,['S1827'],B18,dest racks 0..4 3,G19,2000.0
879,src racks 0..4,['S1836'],B20,dest racks 0..4 3,I1,20.0
880,src racks 0..4,['S1836'],B20,dest racks 0..4 3,I2,605.0
881,src racks 0..4,['S1836'],B20,dest racks 0..4 3,I3,2000.0
882,src racks 0..4,['S1854'],B22,dest racks 0..4 3,J9,20.0
883,src racks 0..4,['S1854'],B22,dest racks 0..4 3,J10,605.0
884,src racks 0..4,['S1854'],B22,dest racks 0..4 3,J11,2000.0
885,src racks 0..4,['S1743'],B8,dest racks 0..4 3,A1,20.0
886,src racks 0..4,['S1743'],B8,dest racks 0..4 3,A2,605.0
887,src racks 0..4,['S1743'],B8,dest racks 0..4 3,A3,2000.0
888,src racks 0..4,['S1762'],D10,dest racks 0..4 3,B13,20.0
889,src racks 0..4,['S1762'],D10,dest racks 0..4 3,B14,605.0
890,src racks 0..4,['S1762'],D10,dest racks 0..4 3,B15,2000.0
891,src racks 0..4,['S1776'],D12,dest racks 0..4 3,C21,20.0
892,src racks 0..4,['S1776'],D12,dest racks 0..4 3,C22,605.0
893,src racks 0..4,['S1776'],D12,dest racks 0..4 3,C23,2000.0
894,src racks 0..4,['S1792'],D14,dest racks 0..4 3,E5,20.0
895,src racks 0..4,['S1792'],D14,dest racks 0..4 3,E6,605.0
896,src racks 0..4,['S1792'],D14,dest racks 0..4 3,E7,2000.0
897,src racks 0..4,['S1807'],D16,dest racks 0..4 3,F13,20.0
898,src racks 0..4,['S1807'],D16,dest racks 0..4 3,F14,605.0
899,src racks 0..4,['S1807'],D16,dest racks 0..4 3,F15,2000.0
900,src racks 0..4,['S1828'],D18,dest racks 0..4 3,G21,20.0
901,src racks 0..4,['S1828'],D18,dest racks 0..4 3,G22,605.0
902,src racks 0..4,['S1828'],D18,dest racks 0..4 3,G23,2000.0
903,src racks 0..4,['S1839'],D20,dest racks 0..4 3,I5,20.0
904,src racks 0..4,['S1839'],D20,dest racks 0..4 3,I6,605.0
905,src racks 0..4,['S1839'],D20,dest racks 0..4 3,I7,2000.0
906,src racks 0..4,['S1855'],D22,dest racks 0..4 3,J13,20.0
907,src racks 0..4,['S1855'],D22,dest racks 0..4 3,J14,605.0
908,src racks 0..4,['S1855'],D22,dest racks 0..4 3,J15,2000.0
909,src racks 0..4,['S1744'],D8,dest racks 0..4 3,A5,20.0
910,src racks 0..4,['S1744'],D8,dest racks 0..4 3,A6,605.0
911,src racks 0..4,['S1744'],D8,dest racks 0..4 3,A7,2000.0
912,src racks 0..4,['S1763'],F10,dest racks 0..4 3,B17,20.0
913,src racks 0..4,['S1763'],F10,dest racks 0..4 3,B18,605.0
914,src racks 0..4,['S1763'],F10,dest racks 0..4 3,B19,2000.0
915,src racks 0..4,['S1777'],F12,dest racks 0..4 3,D1,20.0
916,src racks 0..4,['S1777'],F12,dest racks 0..4 3,D2,605.0
917,src racks 0..4,['S1777'],F12,dest racks 0..4 3,D3,2000.0
918,src racks 0..4,['S1793'],F14,dest racks 0..4 3,E9,20.0
919,src racks 0..4,['S1793'],F14,dest racks 0..4 3,E10,605.0
920,src racks 0..4,['S1793'],F14,dest racks 0..4 3,E11,2000.0
921,src racks 0..4,['S1808'],F16,dest racks 0..4 3,F17,20.0
922,src racks 0..4,['S1808'],F16,dest racks 0..4 3,F18,605.0
923,src racks 0..4,['S1808'],F16,dest racks 0..4 3,F19,2000.0
924,src racks 0..4,['S1829'],F18,dest racks 0..4 3,H1,20.0
925,src racks 0..4,['S1829'],F18,dest racks 0..4 3,H2,605.0
926,src racks 0..4,['S1829'],F18,dest racks 0..4 3,H3,2000.0
927,src racks 0..4,['S1840'],F20,dest racks 0..4 3,I9,20.0
928,src racks 0..4,['S1840'],F20,dest racks 0..4 3,I10,605.0
929,src racks 0..4,['S1840'],F20,dest racks 0..4 3,I11,2000.0
930,src racks 0..4,['S1856'],F22,dest racks 0..4 3,J17,20.0
931,src racks 0..4,['S1856'],F22,dest racks 0..4 3,J18,605.0
932,src racks 0..4,['S1856'],F22,dest racks 0..4 3,J19,2000.0
933,src racks 0..4,['S1747'],F8,dest racks 0..4 3,A9,20.0
934,src racks 0..4,['S1747'],F8,dest racks 0..4 3,A10,605.0
935,src racks 0..4,['S1747'],F8,dest racks 0..4 3,A11,2000.0
936,src racks 0..4,['S1764'],H10,dest racks 0..4 3,B21,20.0
937,src racks 0..4,['S1764'],H10,dest racks 0..4 3,B22,605.0
938,src racks 0..4,['S1764'],H10,dest racks 0..4 3,B23,2000.0
939,src racks 0..4,['S1778'],H12,dest racks 0..4 3,D5,20.0
940,src racks 0..4,['S1778'],H12,dest racks 0..4 3,D6,605.0
941,src racks 0..4,['S1778'],H12,dest racks 0..4 3,D7,2000.0
942,src racks 0..4,['S1794'],H14,dest racks 0..4 3,E13,20.0
943,src racks 0..4,['S1794'],H14,dest racks 0..4 3,E14,605.0
944,src racks 0..4,['S1794'],H14,dest racks 0..4 3,E15,2000.0
945,src racks 0..4,['S1811'],H16,dest racks 0..4 3,F21,20.0
946,src racks 0..4,['S1811'],H16,dest racks 0..4 3,F22,605.0
947,src racks 0..4,['S1811'],H16,dest racks 0..4 3,F23,2000.0
948,src racks 0..4,['S1830'],H18,dest racks 0..4 3,H5,20.0
949,src racks 0..4,['S1830'],H18,dest racks 0..4 3,H6,605.0
950,src racks 0..4,['S1830'],H18,dest racks 0..4 3,H7,2000.0
951,src racks 0..4,['S1843'],H20,dest racks 0..4 3,I13,20.0
952,src racks 0..4,['S1843'],H20,dest racks 0..4 3,I14,605.0
953,src racks 0..4,['S1843'],H20,dest racks 0..4 3,I15,2000.0
954,src racks 0..4,['S1859'],H22,dest racks 0..4 3,J21,20.0
955,src racks 0..4,['S1859'],H22,dest racks 0..4 3,J22,605.0
956,src racks 0..4,['S1859'],H22,dest racks 0..4 3,J23,2000.0
957,src racks 0..4,['S1748'],H8,dest racks 0..4 3,A13,20.0
958,src racks 0..4,['S1748'],H8,dest racks 0..4 3,A14,605.0
959,src racks 0..4,['S1748'],H8,dest racks 0..4 3,A15,2000.0
960,src racks 0..4,['S1767'],J10,dest racks 0..4 3,C1,20.0
961,src racks 0..4,['S1767'],J10,dest racks 0..4 3,C2,605.0
962,src racks 0..4,['S1767'],J10,dest racks 0..4 3,C3,2000.0
963,src racks 0..4,['S1782'],J12,dest racks 0..4 3,D9,20.0
964,src racks 0..4,['S1782'],J12,dest racks 0..4 3,D10,605.0
965,src racks 0..4,['S1782'],J12,dest racks 0..4 3,D11,2000.0
966,src racks 0..4,['S1799'],J14,dest racks 0..4 3,E17,20.0
967,src racks 0..4,['S1799'],J14,dest racks 0..4 3,E18,605.0
968,src racks 0..4,['S1799'],J14,dest racks 0..4 3,E19,2000.0
969,src racks 0..4,['S1813'],J16,dest racks 0..4 3,G1,20.0
970,src racks 0..4,['S1813'],J16,dest racks 0..4 3,G2,605.0
971,src racks 0..4,['S1813'],J16,dest racks 0..4 3,G3,2000.0
972,src racks 0..4,['S1831'],J18,dest racks 0..4 3,H9,20.0
973,src racks 0..4,['S1831'],J18,dest racks 0..4 3,H10,605.0
974,src racks 0..4,['S1831'],J18,dest racks 0..4 3,H11,2000.0
975,src racks 0..4,['S1845'],J20,dest racks 0..4 3,I17,20.0
976,src racks 0..4,['S1845'],J20,dest racks 0..4 3,I18,605.0
977,src racks 0..4,['S1845'],J20,dest racks 0..4 3,I19,2000.0
978,src racks 0..4,['S1865'],J22,dest racks 0..4 3,K1,20.0
979,src racks 0..4,['S1865'],J22,dest racks 0..4 3,K2,605.0
980,src racks 0..4,['S1865'],J22,dest racks 0..4 3,K3,2000.0
981,src racks 0..4,['S1754'],J8,dest racks 0..4 3,A17,20.0
982,src racks 0..4,['S1754'],J8,dest racks 0..4 3,A18,605.0
983,src racks 0..4,['S1754'],J8,dest racks 0..4 3,A19,2000.0
984,src racks 0..4,['S1768'],L10,dest racks 0..4 3,C5,20.0
985,src racks 0..4,['S1768'],L10,dest racks 0..4 3,C6,605.0
986,src racks 0..4,['S1768'],L10,dest racks 0..4 3,C7,2000.0
987,src racks 0..4,['S1784'],L12,dest racks 0..4 3,D13,20.0
988,src racks 0..4,['S1784'],L12,dest racks 0..4 3,D14,605.0
989,src racks 0..4,['S1784'],L12,dest racks 0..4 3,D15,2000.0
990,src racks 0..4,['S1801'],L14,dest racks 0..4 3,E21,20.0
991,src racks 0..4,['S1801'],L14,dest racks 0..4 3,E22,605.0
992,src racks 0..4,['S1801'],L14,dest racks 0..4 3,E23,2000.0
993,src racks 0..4,['S1816'],L16,dest racks 0..4 3,G5,20.0
994,src racks 0..4,['S1816'],L16,dest racks 0..4 3,G6,605.0
995,src racks 0..4,['S1816'],L16,dest racks 0..4 3,G7,2000.0
996,src racks 0..4,['S1832'],L18,dest racks 0..4 3,H13,20.0
997,src racks 0..4,['S1832'],L18,dest racks 0..4 3,H14,605.0
998,src racks 0..4,['S1832'],L18,dest racks 0..4 3,H15,2000.0
999,src racks 0..4,['S1847'],L20,dest racks 0..4 3,I21,20.0
1000,src racks 0..4,['S1847'],L20,dest racks 0..4 3,I22,605.0
1001,src racks 0..4,['S1847'],L20,dest racks 0..4 3,I23,2000.0
1002,src racks 0..4,['S1866'],L22,dest racks 0..4 3,K5,20.0
1003,src racks 0..4,['S1866'],L22,dest racks 0..4 3,K6,605.0
1004,src racks 0..4,['S1866'],L22,dest racks 0..4 3,K7,2000.0
1005,src racks 0..4,['S1756'],L8,dest racks 0..4 3,A21,20.0
1006,src racks 0..4,['S1756'],L8,dest racks 0..4 3,A22,605.0
1007,src racks 0..4,['S1756'],L8,dest racks 0..4 3,A23,2000.0
1008,src racks 0..4,['S1770'],N10,dest racks 0..4 3,C9,20.0
1009,src racks 0..4,['S1770'],N10,dest racks 0..4 3,C10,605.0
1010,src racks 0..4,['S1770'],N10,dest racks 0..4 3,C11,2000.0
1011,src racks 0..4,['S1786'],N12,dest racks 0..4 3,D17,20.0
1012,src racks 0..4,['S1786'],N12,dest racks 0..4 3,D18,605.0
1013,src racks 0..4,['S1786'],N12,dest racks 0..4 3,D19,2000.0
1014,src racks 0..4,['S1802'],N14,dest racks 0..4 3,F1,20.0
1015,src racks 0..4,['S1802'],N14,dest racks 0..4 3,F2,605.0
1016,src racks 0..4,['S1802'],N14,dest racks 0..4 3,F3,2000.0
1017,src racks 0..4,['S1823'],N16,dest racks 0..4 3,G9,20.0
1018,src racks 0..4,['S1823'],N16,dest racks 0..4 3,G10,605.0
1019,src racks 0..4,['S1823'],N16,dest racks 0..4 3,G11,2000.0
1020,src racks 0..4,['S1833'],N18,dest racks 0..4 3,H17,20.0
1021,src racks 0..4,['S1833'],N18,dest racks 0..4 3,H18,605.0
1022,src racks 0..4,['S1833'],N18,dest racks 0..4 3,H19,2000.0
1023,src racks 0..4,['S1848'],N20,dest racks 0..4 3,J1,20.0
1024,src racks 0..4,['S1848'],N20,dest racks 0..4 3,J2,605.0
1025,src racks 0..4,['S1848'],N20,dest racks 0..4 3,J3,2000.0
1026,src racks 0..4,['S1869'],N22,dest racks 0..4 3,K9,20.0
1027,src racks 0..4,['S1869'],N22,dest racks 0..4 3,K10,605.0
1028,src racks 0..4,['S1869'],N22,dest racks 0..4 3,K11,2000.0
1029,src racks 0..4,['S1759'],N8,dest racks 0..4 3,B1,20.0
1030,src racks 0..4,['S1759'],N8,dest racks 0..4 3,B2,605.0
1031,src racks 0..4,['S1759'],N8,dest racks 0..4 3,B3,2000.0
1032,src racks 0..4,['S1771'],P10,dest racks 0..4 3,C13,20.0
1033,src racks 0..4,['S1771'],P10,dest racks 0..4 3,C14,605.0
1034,src racks 0..4,['S1771'],P10,dest racks 0..4 3,C15,2000.0
1035,src racks 0..4,['S1787'],P12,dest racks 0..4 3,D21,20.0
1036,src racks 0..4,['S1787'],P12,dest racks 0..4 3,D22,605.0
1037,src racks 0..4,['S1787'],P12,dest racks 0..4 3,D23,2000.0
1038,src racks 0..4,['S1805'],P14,dest racks 0..4 3,F5,20.0
1039,src racks 0..4,['S1805'],P14,dest racks 0..4 3,F6,605.0
1040,src racks 0..4,['S1805'],P14,dest racks 0..4 3,F7,2000.0
1041,src racks 0..4,['S1825'],P16,dest racks 0..4 3,G13,20.0
1042,src racks 0..4,['S1825'],P16,dest racks 0..4 3,G14,605.0
1043,src racks 0..4,['S1825'],P16,dest racks 0..4 3,G15,2000.0
1044,src racks 0..4,['S1835'],P18,dest racks 0..4 3,H21,20.0
1045,src racks 0..4,['S1835'],P18,dest racks 0..4 3,H22,605.0
1046,src racks 0..4,['S1835'],P18,dest racks 0..4 3,H23,2000.0
1047,src racks 0..4,['S1849'],P20,dest racks 0..4 3,J5,20.0
1048,src racks 0..4,['S1849'],P20,dest racks 0..4 3,J6,605.0
1049,src racks 0..4,['S1849'],P20,dest racks 0..4 3,J7,2000.0
1050,src racks 0..4,['S1876'],P22,dest racks 0..4 3,K13,20.0
1051,src racks 0..4,['S1876'],P22,dest racks 0..4 3,K14,605.0
1052,src racks 0..4,['S1876'],P22,dest racks 0..4 3,K15,2000.0
1053,src racks 0..4,['S1760'],P8,dest racks 0..4 3,B5,20.0
1054,src racks 0..4,['S1760'],P8,dest racks 0..4 3,B6,605.0
1055,src racks 0..4,['S1760'],P8,dest racks 0..4 3,B7,2000.0
1056,src racks 4..8,['S1878'],A1,dest racks 4..8 0,A1,20.0
1057,src racks 4..8,['S1878'],A1,dest racks 4..8 0,A2,605.0
1058,src racks 4..8,['S1878'],A1,dest racks 4..8 0,A3,2000.0
1059,src racks 4..8,['S1957'],A11,dest racks 4..8 0,G17,20.0
1060,src racks 4..8,['S1957'],A11,dest racks 4..8 0,G18,605.0
1061,src racks 4..8,['S1957'],A11,dest racks 4..8 0,G19,2000.0
1062,src racks 4..8,['S1971'],A13,dest racks 4..8 0,I1,20.0
1063,src racks 4..8,['S1971'],A13,dest racks 4..8 0,I2,605.0
1064,src racks 4..8,['S1971'],A13,dest racks 4..8 0,I3,2000.0
1065,src racks 4..8,['S1988'],A15,dest racks 4..8 0,J9,20.0
1066,src racks 4..8,['S1988'],A15,dest racks 4..8 0,J10,605.0
1067,src racks 4..8,['S1988'],A15,dest racks 4..8 0,J11,2000.0
1068,src racks 4..8,['S2011'],A17,dest racks 4..8 0,K17,20.0
1069,src racks 4..8,['S2011'],A17,dest racks 4..8 0,K18,605.0
1070,src racks 4..8,['S2011'],A17,dest racks 4..8 0,K19,2000.0
1071,src racks 4..8,['S2026'],A19,dest racks 4..8 0,M1,20.0
1072,src racks 4..8,['S2026'],A19,dest racks 4..8 0,M2,605.0
1073,src racks 4..8,['S2026'],A19,dest racks 4..8 0,M3,2000.0
1074,src racks 4..8,['S2047'],A2,dest racks 4..8 0,O17,20.0
1075,src racks 4..8,['S2047'],A2,dest racks 4..8 0,O18,605.0
1076,src racks 4..8,['S2047'],A2,dest racks 4..8 0,O19,2000.0
1077,src racks 4..8,['S2037'],A21,dest racks 4..8 0,N9,20.0
1078,src racks 4..8,['S2037'],A21,dest racks 4..8 0,N10,605.0
1079,src racks 4..8,['S2037'],A21,dest racks 4..8 0,N11,2000.0
1080,src racks 4..8,['S1891'],A3,dest racks 4..8 0,B9,20.0
1081,src racks 4..8,['S1891'],A3,dest racks 4..8 0,B10,605.0
1082,src racks 4..8,['S1891'],A3,dest racks 4..8 0,B11,2000.0
1083,src racks 4..8,['S1903'],A5,dest racks 4..8 0,C17,20.0
1084,src racks 4..8,['S1903'],A5,dest racks 4..8 0,C18,605.0
1085,src racks 4..8,['S1903'],A5,dest racks 4..8 0,C19,2000.0
1086,src racks 4..8,['S1914'],A7,dest racks 4..8 0,E1,20.0
1087,src racks 4..8,['S1914'],A7,dest racks 4..8 0,E2,605.0
1088,src racks 4..8,['S1914'],A7,dest racks 4..8 0,E3,2000.0
1089,src racks 4..8,['S1933'],A9,dest racks 4..8 0,F9,20.0
1090,src racks 4..8,['S1933'],A9,dest racks 4..8 0,F10,605.0
1091,src racks 4..8,['S1933'],A9,dest racks 4..8 0,F11,2000.0
1092,src racks 4..8,['S1880'],C1,dest racks 4..8 0,A5,20.0
1093,src racks 4..8,['S1880'],C1,dest racks 4..8 0,A6,605.0
1094,src racks 4..8,['S1880'],C1,dest racks 4..8 0,A7,2000.0
1095,src racks 4..8,['S1958'],C11,dest racks 4..8 0,G21,20.0
1096,src racks 4..8,['S1958'],C11,dest racks 4..8 0,G22,605.0
1097,src racks 4..8,['S1958'],C11,dest racks 4..8 0,G23,2000.0
1098,src racks 4..8,['S1972'],C13,dest racks 4..8 0,I5,20.0
1099,src racks 4..8,['S1972'],C13,dest racks 4..8 0,I6,605.0
1100,src racks 4..8,['S1972'],C13,dest racks 4..8 0,I7,2000.0
1101,src racks 4..8,['S1992'],C15,dest racks 4..8 0,J13,20.0
1102,src racks 4..8,['S1992'],C15,dest racks 4..8 0,J14,605.0
1103,src racks 4..8,['S1992'],C15,dest racks 4..8 0,J15,2000.0
1104,src racks 4..8,['S2015'],C17,dest racks 4..8 0,K21,20.0
1105,src racks 4..8,['S2015'],C17,dest racks 4..8 0,K22,605.0
1106,src racks 4..8,['S2015'],C17,dest racks 4..8 0,K23,2000.0
1107,src racks 4..8,['S2028'],C19,dest racks 4..8 0,M5,20.0
1108,src racks 4..8,['S2028'],C19,dest racks 4..8 0,M6,605.0
1109,src racks 4..8,['S2028'],C19,dest racks 4..8 0,M7,2000.0
1110,src racks 4..8,['S2051'],C2,dest racks 4..8 0,O21,20.0
1111,src racks 4..8,['S2051'],C2,dest racks 4..8 0,O22,605.0
1112,src racks 4..8,['S2051'],C2,dest racks 4..8 0,O23,2000.0
1113,src racks 4..8,['S2038'],C21,dest racks 4..8 0,N13,20.0
1114,src racks 4..8,['S2038'],C21,dest racks 4..8 0,N14,605.0
1115,src racks 4..8,['S2038'],C21,dest racks 4..8 0,N15,2000.0
1116,src racks 4..8,['S1894'],C3,dest racks 4..8 0,B13,20.0
1117,src racks 4..8,['S1894'],C3,dest racks 4..8 0,B14,605.0
1118,src racks 4..8,['S1894'],C3,dest racks 4..8 0,B15,2000.0
1119,src racks 4..8,['S1904'],C5,dest racks 4..8 0,C21,20.0
