SrcPlate,Cpd,SrcWell,Destination Plate Name,DestWell,Transfer Volume /nl
2022-03-07-00.2,['S1224'],O14,ctrl,L15,1500.0
2022-03-07-00.2,['S1237'],O15,ctrl,N5,167.5
2022-03-07-00.2,['S1237'],O15,ctrl,N6,667.5
2022-03-07-00.2,['S1237'],O15,ctrl,N7,1500.0
2022-03-07-00.2,['S1237'],O16,ctrl,N5,167.5
2022-03-07-00.2,['S1237'],O16,ctrl,N6,667.5
2022-03-07-00.2,['S1237'],O16,ctrl,N7,1500.0
2022-03-07-00.2,['S1256'],O17,ctrl,O21,167.5
2022-03-07-00.2,['S1256'],O17,ctrl,O22,667.5
2022-03-07-00.2,['S1256'],O17,ctrl,O23,1500.0
2022-03-07-00.2,['S1256'],O18,ctrl,O21,167.5
2022-03-07-00.2,['S1256'],O18,ctrl,O22,667.5
2022-03-07-00.2,['S1256'],O18,ctrl,O23,1500.0
2022-03-07-00.2,['S1026'],O2,ctrl,B13,167.5
2022-03-07-00.2,['S1026'],O2,ctrl,B14,667.5
2022-03-07-00.2,['S1026'],O2,ctrl,B15,1500.0
2022-03-07-00.2,['S1044'],O3,ctrl,D5,167.5
2022-03-07-00.2,['S1044'],O3,ctrl,D6,667.5
2022-03-07-00.2,['S1044'],O3,ctrl,D7,1500.0
2022-03-07-00.2,['S1044'],O4,ctrl,D5,167.5
2022-03-07-00.2,['S1044'],O4,ctrl,D6,667.5
2022-03-07-00.2,['S1044'],O4,ctrl,D7,1500.0
2022-03-07-00.2,['S1137'],O5,ctrl,E21,167.5
2022-03-07-00.2,['S1137'],O5,ctrl,E22,667.5
2022-03-07-00.2,['S1137'],O5,ctrl,E23,1500.0
2022-03-07-00.2,['S1137'],O6,ctrl,E21,167.5
2022-03-07-00.2,['S1137'],O6,ctrl,E22,667.5
2022-03-07-00.2,['S1137'],O6,ctrl,E23,1500.0
2022-03-07-00.2,['S1185'],O7,ctrl,G13,167.5
2022-03-07-00.2,['S1185'],O7,ctrl,G14,667.5
2022-03-07-00.2,['S1185'],O7,ctrl,G15,1500.0
2022-03-07-00.2,['S1185'],O8,ctrl,G13,167.5
2022-03-07-00.2,['S1185'],O8,ctrl,G14,667.5
2022-03-07-00.2,['S1185'],O8,ctrl,G15,1500.0
2022-03-07-00.2,['S1198'],O9,ctrl,I5,167.5
2022-03-07-00.2,['S1198'],O9,ctrl,I6,667.5
2022-03-07-00.2,['S1198'],O9,ctrl,I7,1500.0
